Country,Variable,Year,Value
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,4.8315
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,4.8189
Costa Rica,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,4.3437
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,12
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,2
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,8.24
Spain,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,8.24
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,65.69
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,64.54
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,65.23
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,74.83
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,73.06
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,77.77
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,75.82
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,78.27
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,77.14
Latvia,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,76.91
Germany,Public total treatment (connected to a wastewater treatment plant),2005,97.3
Germany,Public total treatment (connected to a wastewater treatment plant),2010,95.7
Germany,Public total treatment (connected to a wastewater treatment plant),2015,96.802
Germany,Public total treatment (connected to a wastewater treatment plant),2016,97.124
Germany,Public total treatment (connected to a wastewater treatment plant),2017,97.1808
Germany,Public total treatment (connected to a wastewater treatment plant),2018,97.2379
Germany,Public total treatment (connected to a wastewater treatment plant),2019,97.295
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,-0.0036
Poland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Austria,Population connected to independent treatment,1990,28
Austria,Population connected to independent treatment,2000,14.6
Austria,Population connected to independent treatment,2010,6.1
Austria,Population connected to independent treatment,2016,4.8
Austria,Population connected to independent treatment,2018,4.05
Austria,Population connected to independent treatment,2019,4.05
Austria,Population connected to independent treatment,2020,3.96
Austria,Population connected to independent treatment,2021,3.96
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,2.2
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,0.6
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,0.5
Slovak Republic,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,0.3
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,6
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,18.3
Italy,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,18.7
Iceland,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,90
Norway,Public total treatment (connected to a wastewater treatment plant),1970,21
Norway,Public total treatment (connected to a wastewater treatment plant),1980,34
Norway,Public total treatment (connected to a wastewater treatment plant),1990,57
Norway,Public total treatment (connected to a wastewater treatment plant),2000,74.1
Norway,Public total treatment (connected to a wastewater treatment plant),2005,78.6
Norway,Public total treatment (connected to a wastewater treatment plant),2010,81.9448
Norway,Public total treatment (connected to a wastewater treatment plant),2015,84.1238
Norway,Public total treatment (connected to a wastewater treatment plant),2016,84.4466
Norway,Public total treatment (connected to a wastewater treatment plant),2017,84.2484
Norway,Public total treatment (connected to a wastewater treatment plant),2018,85.3812
Norway,Public total treatment (connected to a wastewater treatment plant),2019,85.1491
Norway,Public total treatment (connected to a wastewater treatment plant),2020,85.7734
Norway,Public total treatment (connected to a wastewater treatment plant),2021,86.7279
Türkiye,Population connected to independent treatment,2000,
Türkiye,Population connected to independent treatment,2005,
Türkiye,Population connected to independent treatment,2010,
Türkiye,Population connected to independent treatment,2015,
Türkiye,Population connected to independent treatment,2016,
Türkiye,Population connected to independent treatment,2017,
Türkiye,Population connected to independent treatment,2018,
Türkiye,Population connected to independent treatment,2019,
Türkiye,Population connected to independent treatment,2020,
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,5
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,25
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1990,60
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,1.3
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,1.2
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,1.3
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,1.3
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,1.18
Austria,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,1.18
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,35.74
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,60.0125
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,65.396
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,67.079
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,67.112
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,67.903
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,69.7884
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,69.405
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,69.8764
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,33.4015
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,49.6213
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,48.4353
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,48.362
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,52.08
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,50.8333
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,50.02
Australia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,50.0467
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1970,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1980,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1990,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2000,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Japan,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
France,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Spain,Total connected to wastewater treatment,2010,98
Spain,Total connected to wastewater treatment,2016,89.37
Spain,Total connected to wastewater treatment,2018,89.37
Denmark,Total connected to wastewater treatment,1990,98.4
Denmark,Total connected to wastewater treatment,2000,99.6
Denmark,Total connected to wastewater treatment,2010,99.7
Denmark,Total connected to wastewater treatment,2015,99.6
Denmark,Total connected to wastewater treatment,2016,99.5
Denmark,Total connected to wastewater treatment,2017,99.8
Denmark,Total connected to wastewater treatment,2018,99.7
Denmark,Total connected to wastewater treatment,2019,99.8
Denmark,Total connected to wastewater treatment,2020,99.8
United States,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,36.6
Portugal,Total connected to wastewater treatment,2005,70
England and Wales,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),1980,40.6
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,50.7
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,54.7
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,56.9
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,60.4
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,65.2
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,66.4
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,67.7
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,68.4
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,69.11
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,69.7
Slovak Republic,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,70.6
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,87.4
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,93.4
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,93.4
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,94.8
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,94.8
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,94.2
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,94.7
Greece,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,94.7
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,5
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,5
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,4
Sweden,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,3
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Luxembourg,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,10.9
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,21.2
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,35
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,30.5
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,28.56
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,24.01
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,23.71
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,23.88
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,23.42
Slovenia,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,33.65
Finland,Public total treatment (connected to a wastewater treatment plant),1970,27
Finland,Public total treatment (connected to a wastewater treatment plant),1980,64
Finland,Public total treatment (connected to a wastewater treatment plant),1990,76
Finland,Public total treatment (connected to a wastewater treatment plant),2000,80
Finland,Public total treatment (connected to a wastewater treatment plant),2005,82
Finland,Public total treatment (connected to a wastewater treatment plant),2010,83
Finland,Public total treatment (connected to a wastewater treatment plant),2015,84
Finland,Public total treatment (connected to a wastewater treatment plant),2016,84
Finland,Public total treatment (connected to a wastewater treatment plant),2017,85
Finland,Public total treatment (connected to a wastewater treatment plant),2018,85
Finland,Public total treatment (connected to a wastewater treatment plant),2019,85
Finland,Public total treatment (connected to a wastewater treatment plant),2020,85
Finland,Public total treatment (connected to a wastewater treatment plant),2021,85
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,1.4
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,3
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,2.261
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,2.141
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,1.9901
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,1.8391
Germany,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,1.6881
Korea,Public total treatment (connected to a wastewater treatment plant),1980,8.3
Korea,Public total treatment (connected to a wastewater treatment plant),1990,32.9
Korea,Public total treatment (connected to a wastewater treatment plant),2000,70.5
Korea,Public total treatment (connected to a wastewater treatment plant),2005,83.5
Korea,Public total treatment (connected to a wastewater treatment plant),2010,90.1
Korea,Public total treatment (connected to a wastewater treatment plant),2015,92.89
Korea,Public total treatment (connected to a wastewater treatment plant),2016,93.2219
Korea,Public total treatment (connected to a wastewater treatment plant),2017,93.2
Korea,Public total treatment (connected to a wastewater treatment plant),2018,93.55
Korea,Public total treatment (connected to a wastewater treatment plant),2019,93.91
Korea,Public total treatment (connected to a wastewater treatment plant),2020,94.064
Korea,Public total treatment (connected to a wastewater treatment plant),2021,94.359
Portugal,Population connected to independent treatment,2005,5
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1970,40.5
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,0.7
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Denmark,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,1.9
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,2
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,2
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,2
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,1.7
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,1.5
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,1.5
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,1.4
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,1.5
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,1.4
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,1.4
Israel,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,1.4
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",1980,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,
Greece,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,40
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,48
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,65
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,79
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,80
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,80
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,80
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,81
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,81
Estonia,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,80
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1980,
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",1990,
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,7
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,9.5
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,13.7
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,19.83
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,20.91
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,23.65
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,23.89
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,24.32
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,26.15
Ireland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,29.92
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1970,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1980,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Belgium,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,
China (People's Republic of),Total public sewerage (% of resident population connected to a wastewater collecting system),2000,34.25
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2000,3.44
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2005,0.77
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2010,1.75
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,0.06
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,0.26
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,0.06
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,0.06
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,0.08
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,0.01
Latvia,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2021,0.1
Costa Rica,Total connected to wastewater treatment,2016,84.2431
Costa Rica,Total connected to wastewater treatment,2017,82.1489
Costa Rica,Total connected to wastewater treatment,2018,82.8925
Costa Rica,Total connected to wastewater treatment,2019,84.0055
Costa Rica,Total connected to wastewater treatment,2020,83.8982
Costa Rica,Total connected to wastewater treatment,2021,81.4483
Australia,Total connected to wastewater treatment,2010,100
Australia,Total connected to wastewater treatment,2015,100
Australia,Total connected to wastewater treatment,2016,100
Australia,Total connected to wastewater treatment,2017,100
Australia,Total connected to wastewater treatment,2018,100
Australia,Total connected to wastewater treatment,2019,100
Australia,Total connected to wastewater treatment,2020,100
Australia,Total connected to wastewater treatment,2021,100
Spain,Public total treatment (connected to a wastewater treatment plant),1980,17.9
Spain,Public total treatment (connected to a wastewater treatment plant),2000,81
Spain,Public total treatment (connected to a wastewater treatment plant),2010,96
Spain,Public total treatment (connected to a wastewater treatment plant),2016,88.28
Spain,Public total treatment (connected to a wastewater treatment plant),2018,88.28
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),1980,85.9
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),1990,96
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2000,98.1
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,99
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,99.3
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,99.43
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,99.45
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,99.5
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,99.5
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,99.5
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,99.52
Netherlands,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,99.52
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1980,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",1990,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2005,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2010,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2015,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2016,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2017,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2018,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2019,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2020,
Japan,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2021,
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2000,20.1
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2005,37.3
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2010,49.6
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2015,58.9
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2016,59.7
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2017,59.5
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2018,60
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2019,60.31
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2020,60.5248
Poland,"Public total treatment (connected to a wastewater treatment plant), Tertiary treatment",2021,60.9
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,11.7339
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,3.6761
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,6.886
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,6.45
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,6.668
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,7.897
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,6.764
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,7.5917
Lithuania,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,7.0629
Iceland,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",1990,
United Kingdom,"Total public sewerage (% of resident population connected to a wastewater collecting system), Population connected to the public sewerage without treatment",2000,2
