Year,Geo,StatVar,Quantity,Unit
2019,geoId/26,Mean_MothersAge_BirthEvent_LiveBirth,28.79,Years
2019,geoId/26,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.43,Week
2019,geoId/26,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.57,Week
2019,geoId/26,Mean_BirthWeight_BirthEvent_LiveBirth,3262.46,Gram
2019,geoId/26,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.86,
2019,geoId/26,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.47,
2019,geoId/26,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,47.15,Month
2019,geoId/26,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.45,Month
2020,geoId/26,Count_BirthEvent_LiveBirth,104074,
2020,geoId/26,Mean_MothersAge_BirthEvent_LiveBirth,28.95,Years
2020,geoId/26,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.41,Week
2020,geoId/26,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.54,Week
2020,geoId/26,Mean_BirthWeight_BirthEvent_LiveBirth,3261.36,Gram
2020,geoId/26,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.89,
2020,geoId/26,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.08,
2020,geoId/26,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.77,Month
2020,geoId/26,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.64,Month
2016,geoId/27,Count_BirthEvent_LiveBirth,69749,
2016,geoId/27,Mean_MothersAge_BirthEvent_LiveBirth,29.54,Years
2016,geoId/27,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.69,Week
2016,geoId/27,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.87,Week
2016,geoId/27,Mean_BirthWeight_BirthEvent_LiveBirth,3355.85,Gram
2016,geoId/27,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.13,
2016,geoId/27,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.49,
2016,geoId/27,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.42,Month
2016,geoId/27,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.71,Month
2017,geoId/27,Count_BirthEvent_LiveBirth,68595,
2017,geoId/27,Mean_MothersAge_BirthEvent_LiveBirth,29.68,Years
2017,geoId/27,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.67,Week
2017,geoId/27,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.81,Week
2017,geoId/27,Mean_BirthWeight_BirthEvent_LiveBirth,3351.27,Gram
2017,geoId/27,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.19,
2017,geoId/27,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.57,
2017,geoId/27,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.43,Month
2017,geoId/27,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.88,Month
2018,geoId/27,Count_BirthEvent_LiveBirth,67344,
2018,geoId/27,Mean_MothersAge_BirthEvent_LiveBirth,29.85,Years
2018,geoId/27,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.64,Week
2018,geoId/27,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.79,Week
2018,geoId/27,Mean_BirthWeight_BirthEvent_LiveBirth,3346.88,Gram
2018,geoId/27,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.31,
2018,geoId/27,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.61,
2018,geoId/27,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.44,Month
2018,geoId/27,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,46.01,Month
2019,geoId/27,Count_BirthEvent_LiveBirth,66027,
2019,geoId/27,Mean_MothersAge_BirthEvent_LiveBirth,29.98,Years
2019,geoId/27,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.59,Week
2019,geoId/27,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.76,Week
2019,geoId/27,Mean_BirthWeight_BirthEvent_LiveBirth,3341.00,Gram
2019,geoId/27,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.49,
2019,geoId/27,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.48,
2019,geoId/27,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.41,Month
2019,geoId/27,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.40,Month
2020,geoId/27,Count_BirthEvent_LiveBirth,63443,
2020,geoId/27,Mean_MothersAge_BirthEvent_LiveBirth,30.08,Years
2020,geoId/27,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.57,Week
2020,geoId/27,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.74,Week
2020,geoId/27,Mean_BirthWeight_BirthEvent_LiveBirth,3339.93,Gram
2020,geoId/27,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.62,
2020,geoId/27,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.93,
2020,geoId/27,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.85,Month
2020,geoId/27,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.77,Month
2016,geoId/28,Count_BirthEvent_LiveBirth,37928,
2016,geoId/28,Mean_MothersAge_BirthEvent_LiveBirth,26.63,Years
2016,geoId/28,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.01,Week
2016,geoId/28,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.18,Week
2016,geoId/28,Mean_BirthWeight_BirthEvent_LiveBirth,3146.57,Gram
2016,geoId/28,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.33,
2016,geoId/28,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.90,
2016,geoId/28,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.77,Month
2016,geoId/28,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.33,Month
2017,geoId/28,Count_BirthEvent_LiveBirth,37357,
2017,geoId/28,Mean_MothersAge_BirthEvent_LiveBirth,26.76,Years
2017,geoId/28,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.01,Week
2017,geoId/28,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.17,Week
2017,geoId/28,Mean_BirthWeight_BirthEvent_LiveBirth,3145.07,Gram
2017,geoId/28,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.50,
2017,geoId/28,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.72,
2017,geoId/28,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.87,Month
2017,geoId/28,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,43.64,Month
2018,geoId/28,Count_BirthEvent_LiveBirth,37000,
2018,geoId/28,Mean_MothersAge_BirthEvent_LiveBirth,26.91,Years
2018,geoId/28,Mean_OeGestationalAge_BirthEvent_LiveBirth,37.95,Week
2018,geoId/28,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.09,Week
2018,geoId/28,Mean_BirthWeight_BirthEvent_LiveBirth,3138.51,Gram
2018,geoId/28,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.70,
2018,geoId/28,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.76,
2018,geoId/28,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.64,Month
2018,geoId/28,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,40.42,Month
2019,geoId/28,Count_BirthEvent_LiveBirth,36636,
2019,geoId/28,Mean_MothersAge_BirthEvent_LiveBirth,26.99,Years
2019,geoId/28,Mean_OeGestationalAge_BirthEvent_LiveBirth,37.90,Week
2019,geoId/28,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.05,Week
2019,geoId/28,Mean_BirthWeight_BirthEvent_LiveBirth,3129.17,Gram
2019,geoId/28,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,28.92,
2019,geoId/28,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.67,
2019,geoId/28,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.35,Month
2019,geoId/28,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,42.90,Month
2020,geoId/28,Count_BirthEvent_LiveBirth,35473,
2020,geoId/28,Mean_MothersAge_BirthEvent_LiveBirth,27.04,Years
2020,geoId/28,Mean_OeGestationalAge_BirthEvent_LiveBirth,37.93,Week
2020,geoId/28,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.10,Week
2020,geoId/28,Mean_BirthWeight_BirthEvent_LiveBirth,3139.36,Gram
2020,geoId/28,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,29.18,
2020,geoId/28,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.39,
2020,geoId/28,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,51.43,Month
2020,geoId/28,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,43.63,Month
2016,geoId/29,Count_BirthEvent_LiveBirth,74705,
2016,geoId/29,Mean_MothersAge_BirthEvent_LiveBirth,27.91,Years
2016,geoId/29,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.44,Week
2016,geoId/29,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.58,Week
2016,geoId/29,Mean_BirthWeight_BirthEvent_LiveBirth,3277.27,Gram
2016,geoId/29,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.00,
2016,geoId/29,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.21,
2016,geoId/29,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.84,Month
2016,geoId/29,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.60,Month
2017,geoId/29,Count_BirthEvent_LiveBirth,73034,
2017,geoId/29,Mean_MothersAge_BirthEvent_LiveBirth,28.03,Years
2017,geoId/29,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.40,Week
2017,geoId/29,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.53,Week
2017,geoId/29,Mean_BirthWeight_BirthEvent_LiveBirth,3269.75,Gram
2017,geoId/29,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.16,
2017,geoId/29,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.14,
2017,geoId/29,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.71,Month
2017,geoId/29,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.16,Month
2018,geoId/29,Count_BirthEvent_LiveBirth,73269,
2018,geoId/29,Mean_MothersAge_BirthEvent_LiveBirth,28.13,Years
2018,geoId/29,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.36,Week
2018,geoId/29,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.49,Week
2018,geoId/29,Mean_BirthWeight_BirthEvent_LiveBirth,3265.99,Gram
2018,geoId/29,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.35,
2018,geoId/29,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.01,
2018,geoId/29,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.74,Month
2018,geoId/29,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.15,Month
2019,geoId/29,Count_BirthEvent_LiveBirth,72127,
2019,geoId/29,Mean_MothersAge_BirthEvent_LiveBirth,28.24,Years
2019,geoId/29,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.31,Week
2019,geoId/29,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.44,Week
2019,geoId/29,Mean_BirthWeight_BirthEvent_LiveBirth,3257.79,Gram
2019,geoId/29,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.56,
2019,geoId/29,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.81,
2019,geoId/29,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.31,Month
2019,geoId/29,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.82,Month
2020,geoId/29,Count_BirthEvent_LiveBirth,69285,
2020,geoId/29,Mean_MothersAge_BirthEvent_LiveBirth,28.34,Years
2020,geoId/29,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.27,Week
2020,geoId/29,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.44,Week
2020,geoId/29,Mean_BirthWeight_BirthEvent_LiveBirth,3253.57,Gram
2020,geoId/29,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.70,
2020,geoId/29,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.59,
2020,geoId/29,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.43,Month
2020,geoId/29,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,43.68,Month
2016,geoId/30,Count_BirthEvent_LiveBirth,12282,
2016,geoId/30,Mean_MothersAge_BirthEvent_LiveBirth,28.16,Years
2016,geoId/30,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.62,Week
2016,geoId/30,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.72,Week
2016,geoId/30,Mean_BirthWeight_BirthEvent_LiveBirth,3285.02,Gram
2016,geoId/30,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.53,
2016,geoId/30,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.98,
2016,geoId/30,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.48,Month
2016,geoId/30,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,48.84,Month
2017,geoId/30,Count_BirthEvent_LiveBirth,11799,
2017,geoId/30,Mean_MothersAge_BirthEvent_LiveBirth,28.36,Years
2017,geoId/30,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.60,Week
2017,geoId/30,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.68,Week
2017,geoId/30,Mean_BirthWeight_BirthEvent_LiveBirth,3276.10,Gram
2017,geoId/30,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.62,
2017,geoId/30,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.13,
2017,geoId/30,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.78,Month
2017,geoId/30,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,49.02,Month
2018,geoId/30,Count_BirthEvent_LiveBirth,11513,
2018,geoId/30,Mean_MothersAge_BirthEvent_LiveBirth,28.51,Years
2018,geoId/30,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.56,Week
2018,geoId/30,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.64,Week
2018,geoId/30,Mean_BirthWeight_BirthEvent_LiveBirth,3287.38,Gram
2018,geoId/30,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.82,
2018,geoId/30,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.08,
2018,geoId/30,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,44.94,Month
2018,geoId/30,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,50.96,Month
2019,geoId/30,Count_BirthEvent_LiveBirth,11079,
2019,geoId/30,Mean_MothersAge_BirthEvent_LiveBirth,28.67,Years
2019,geoId/30,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.48,Week
2019,geoId/30,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.60,Week
2019,geoId/30,Mean_BirthWeight_BirthEvent_LiveBirth,3279.77,Gram
2019,geoId/30,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.98,
2019,geoId/30,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.03,
2019,geoId/30,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.51,Month
2019,geoId/30,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,49.55,Month
2020,geoId/30,Count_BirthEvent_LiveBirth,10791,
2020,geoId/30,Mean_MothersAge_BirthEvent_LiveBirth,28.94,Years
2020,geoId/30,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.41,Week
2020,geoId/30,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.56,Week
2020,geoId/30,Mean_BirthWeight_BirthEvent_LiveBirth,3265.62,Gram
2020,geoId/30,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.01,
2020,geoId/30,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,10.80,
2020,geoId/30,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.29,Month
2020,geoId/30,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,51.14,Month
2016,geoId/31,Count_BirthEvent_LiveBirth,26589,
2016,geoId/31,Mean_MothersAge_BirthEvent_LiveBirth,28.61,Years
2016,geoId/31,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.49,Week
2016,geoId/31,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.62,Week
2016,geoId/31,Mean_BirthWeight_BirthEvent_LiveBirth,3320.13,Gram
2016,geoId/31,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.73,
2016,geoId/31,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.07,
2016,geoId/31,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.02,Month
2016,geoId/31,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.82,Month
2017,geoId/31,Count_BirthEvent_LiveBirth,25821,
2017,geoId/31,Mean_MothersAge_BirthEvent_LiveBirth,28.62,Years
2017,geoId/31,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.47,Week
2017,geoId/31,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.62,Week
2017,geoId/31,Mean_BirthWeight_BirthEvent_LiveBirth,3312.49,Gram
2017,geoId/31,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.98,
2017,geoId/31,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.35,
2017,geoId/31,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.83,Month
2017,geoId/31,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.90,Month
2018,geoId/31,Count_BirthEvent_LiveBirth,25488,
2018,geoId/31,Mean_MothersAge_BirthEvent_LiveBirth,28.82,Years
2018,geoId/31,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.41,Week
2018,geoId/31,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.54,Week
2018,geoId/31,Mean_BirthWeight_BirthEvent_LiveBirth,3310.71,Gram
2018,geoId/31,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.13,
2018,geoId/31,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.48,
2018,geoId/31,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,45.71,Month
2018,geoId/31,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.50,Month
2019,geoId/31,Count_BirthEvent_LiveBirth,24755,
2019,geoId/31,Mean_MothersAge_BirthEvent_LiveBirth,28.89,Years
2019,geoId/31,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.36,Week
2019,geoId/31,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.49,Week
2019,geoId/31,Mean_BirthWeight_BirthEvent_LiveBirth,3297.93,Gram
2019,geoId/31,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.23,
2019,geoId/31,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.53,
2019,geoId/31,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.63,Month
2019,geoId/31,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,43.74,Month
2020,geoId/31,Count_BirthEvent_LiveBirth,24291,
2020,geoId/31,Mean_MothersAge_BirthEvent_LiveBirth,29.00,Years
2020,geoId/31,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.33,Week
2020,geoId/31,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.46,Week
2020,geoId/31,Mean_BirthWeight_BirthEvent_LiveBirth,3301.30,Gram
2020,geoId/31,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.36,
2020,geoId/31,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.13,
2020,geoId/31,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,46.37,Month
2020,geoId/31,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.71,Month
2016,geoId/32,Count_BirthEvent_LiveBirth,36260,
2016,geoId/32,Mean_MothersAge_BirthEvent_LiveBirth,28.41,Years
2016,geoId/32,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.41,Week
2016,geoId/32,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.62,Week
2016,geoId/32,Mean_BirthWeight_BirthEvent_LiveBirth,3223.69,Gram
2016,geoId/32,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.47,
2016,geoId/32,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.55,
2016,geoId/32,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,52.12,Month
2016,geoId/32,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,53.84,Month
2017,geoId/32,Count_BirthEvent_LiveBirth,35756,
2017,geoId/32,Mean_MothersAge_BirthEvent_LiveBirth,28.52,Years
2017,geoId/32,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.37,Week
2017,geoId/32,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.58,Week
2017,geoId/32,Mean_BirthWeight_BirthEvent_LiveBirth,3210.11,Gram
2017,geoId/32,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.64,
2017,geoId/32,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.36,
2017,geoId/32,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,52.61,Month
2017,geoId/32,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.69,Month
2018,geoId/32,Count_BirthEvent_LiveBirth,35682,
2018,geoId/32,Mean_MothersAge_BirthEvent_LiveBirth,28.72,Years
2018,geoId/32,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.41,Week
2018,geoId/32,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.60,Week
2018,geoId/32,Mean_BirthWeight_BirthEvent_LiveBirth,3221.70,Gram
2018,geoId/32,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.81,
2018,geoId/32,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.44,
2018,geoId/32,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,52.75,Month
2018,geoId/32,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.17,Month
2019,geoId/32,Count_BirthEvent_LiveBirth,35072,
2019,geoId/32,Mean_MothersAge_BirthEvent_LiveBirth,28.85,Years
2019,geoId/32,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.35,Week
2019,geoId/32,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.60,Week
2019,geoId/32,Mean_BirthWeight_BirthEvent_LiveBirth,3208.97,Gram
2019,geoId/32,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.98,
2019,geoId/32,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.38,
2019,geoId/32,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,53.68,Month
2019,geoId/32,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,54.65,Month
2020,geoId/32,Count_BirthEvent_LiveBirth,33653,
2020,geoId/32,Mean_MothersAge_BirthEvent_LiveBirth,28.96,Years
2020,geoId/32,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.28,Week
2020,geoId/32,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.56,Week
2020,geoId/32,Mean_BirthWeight_BirthEvent_LiveBirth,3206.87,Gram
2020,geoId/32,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.17,
2020,geoId/32,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,11.35,
2020,geoId/32,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,53.75,Month
2020,geoId/32,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,52.81,Month
2016,geoId/33,Count_BirthEvent_LiveBirth,12267,
2016,geoId/33,Mean_MothersAge_BirthEvent_LiveBirth,29.55,Years
2016,geoId/33,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.84,Week
2016,geoId/33,Mean_LmpGestationalAge_BirthEvent_LiveBirth,39.03,Week
2016,geoId/33,Mean_BirthWeight_BirthEvent_LiveBirth,3362.87,Gram
2016,geoId/33,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.79,
2016,geoId/33,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.56,
2016,geoId/33,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.35,Month
2016,geoId/33,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,43.16,Month
2017,geoId/33,Count_BirthEvent_LiveBirth,12116,
2017,geoId/33,Mean_MothersAge_BirthEvent_LiveBirth,29.62,Years
2017,geoId/33,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.80,Week
2017,geoId/33,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.98,Week
2017,geoId/33,Mean_BirthWeight_BirthEvent_LiveBirth,3341.60,Gram
2017,geoId/33,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,26.92,
2017,geoId/33,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.54,
2017,geoId/33,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,47.79,Month
2017,geoId/33,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,44.22,Month
2018,geoId/33,Count_BirthEvent_LiveBirth,11995,
2018,geoId/33,Mean_MothersAge_BirthEvent_LiveBirth,29.87,Years
2018,geoId/33,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.76,Week
2018,geoId/33,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.92,Week
2018,geoId/33,Mean_BirthWeight_BirthEvent_LiveBirth,3350.39,Gram
2018,geoId/33,Mean_PrePregnancyBMI_BirthEvent_LiveBirth,27.11,
2018,geoId/33,Mean_PrenatalVisitCount_BirthEvent_LiveBirth,12.65,
2018,geoId/33,Mean_IntervalSinceLastBirth_BirthEvent_LiveBirth,48.17,Month
2018,geoId/33,Mean_IntervalSinceLastPregnancyOutcomeNotLiveBirth_BirthEvent_LiveBirth,45.27,Month
2019,geoId/33,Count_BirthEvent_LiveBirth,11839,
2019,geoId/33,Mean_MothersAge_BirthEvent_LiveBirth,30.02,Years
2019,geoId/33,Mean_OeGestationalAge_BirthEvent_LiveBirth,38.76,Week
2019,geoId/33,Mean_LmpGestationalAge_BirthEvent_LiveBirth,38.94,Week
