"TIME","GEO","UNIT","LANDUSE","Value","Flag and Footnotes"
"2012","DE26A","KM2","TOTAL","1,321.4",""
"2012","DE26B","KM2","TOTAL","841.5",""
"2012","DE26C","KM2","TOTAL","968.4",""
"2012","DE27","KM2","TOTAL","9,993.5",""
"2012","DE271","KM2","TOTAL","146.8",""
"2012","DE272","KM2","TOTAL","40.0",""
"2012","DE273","KM2","TOTAL","63.3",""
"2012","DE274","KM2","TOTAL","70.1",""
"2012","DE275","KM2","TOTAL","780.3",""
"2012","DE276","KM2","TOTAL","1,071.2",""
"2012","DE277","KM2","TOTAL","792.2",""
"2012","DE278","KM2","TOTAL","762.4",""
"2012","DE279","KM2","TOTAL","515.9",""
"2012","DE27A","KM2","TOTAL","323.4",""
"2012","DE27B","KM2","TOTAL","1,395.0",""
"2012","DE27C","KM2","TOTAL","1,230.1",""
"2012","DE27D","KM2","TOTAL","1,274.7",""
"2012","DE27E","KM2","TOTAL","1,528.0",""
"2012","DE3","KM2","TOTAL","891.8",""
"2012","DE30","KM2","TOTAL","891.8",""
"2012","DE300","KM2","TOTAL","891.8",""
"2012","DE4","KM2","TOTAL","29,484.0",""
"2012","DE40","KM2","TOTAL","29,484.0",""
"2012","DE401","KM2","TOTAL","228.9",""
"2012","DE402","KM2","TOTAL","164.3",""
"2012","DE403","KM2","TOTAL","147.8",""
"2012","DE404","KM2","TOTAL","187.5",""
"2012","DE405","KM2","TOTAL","1,471.6",""
"2012","DE406","KM2","TOTAL","2,261.8",""
"2012","DE407","KM2","TOTAL","1,889.4",""
"2012","DE408","KM2","TOTAL","1,717.1",""
"2012","DE409","KM2","TOTAL","2,150.4",""
"2012","DE40A","KM2","TOTAL","1,798.2",""
"2012","DE40B","KM2","TOTAL","1,216.9",""
"2012","DE40C","KM2","TOTAL","2,243.2",""
"2012","DE40D","KM2","TOTAL","2,509.4",""
"2012","DE40E","KM2","TOTAL","2,575.2",""
"2012","DE40F","KM2","TOTAL","2,123.6",""
"2012","DE40G","KM2","TOTAL","1,648.0",""
"2012","DE40H","KM2","TOTAL","2,092.4",""
"2012","DE40I","KM2","TOTAL","3,058.4",""
"2012","DE5","KM2","TOTAL","419.2",""
"2012","DE50","KM2","TOTAL","419.2",""
"2012","DE501","KM2","TOTAL","325.4",""
"2012","DE502","KM2","TOTAL","93.8",""
"2012","DE6","KM2","TOTAL","755.3",""
"2012","DE60","KM2","TOTAL","755.3",""
"2012","DE600","KM2","TOTAL","755.3",""
"2012","DE7","KM2","TOTAL","21,114.8",""
"2012","DE71","KM2","TOTAL","7,444.9",""
"2012","DE711","KM2","TOTAL","122.1",""
"2012","DE712","KM2","TOTAL","248.3",""
"2012","DE713","KM2","TOTAL","44.9",""
"2012","DE714","KM2","TOTAL","203.9",""
"2012","DE715","KM2","TOTAL","719.5",""
"2012","DE716","KM2","TOTAL","658.7",""
"2012","DE717","KM2","TOTAL","453.1",""
"2012","DE718","KM2","TOTAL","482.0",""
"2012","DE719","KM2","TOTAL","1,397.5",""
"2012","DE71A","KM2","TOTAL","222.4",""
"2012","DE71B","KM2","TOTAL","624.0",""
"2012","DE71C","KM2","TOTAL","356.3",""
"2012","DE71D","KM2","TOTAL","811.5",""
"2012","DE71E","KM2","TOTAL","1,100.7",""
"2012","DE72","KM2","TOTAL","5,381.2",""
"2012","DE721","KM2","TOTAL","854.6",""
"2012","DE722","KM2","TOTAL","1,066.5",""
"2012","DE723","KM2","TOTAL","738.5",""
"2012","DE724","KM2","TOTAL","1,262.6",""
"2012","DE725","KM2","TOTAL","1,459.0",""
"2012","DE73","KM2","TOTAL","8,288.7",""
"2012","DE731","KM2","TOTAL","106.8",""
"2012","DE732","KM2","TOTAL","1,380.4",""
"2012","DE733","KM2","TOTAL","1,097.1",""
"2012","DE734","KM2","TOTAL","1,292.8",""
"2012","DE735","KM2","TOTAL","1,538.5",""
"2012","DE736","KM2","TOTAL","1,848.4",""
"2012","DE737","KM2","TOTAL","1,024.7",""
"2012","DE8","KM2","TOTAL","23,194.2",""
"2012","DE80","KM2","TOTAL","23,194.2",""
"2012","DE803","KM2","TOTAL","181.3",""
"2012","DE804","KM2","TOTAL","130.5",""
"2012","DE80J","KM2","TOTAL",":",""
"2012","DE80K","KM2","TOTAL","3,432.0",""
"2012","DE80L","KM2","TOTAL","3,207.0",""
"2012","DE80M","KM2","TOTAL","2,119.0",""
"2012","DE80N","KM2","TOTAL",":",""
"2012","DE80O","KM2","TOTAL",":",""
"2012","DE9","KM2","TOTAL","47,613.6",""
"2012","DE91","KM2","TOTAL","8,100.0",""
"2012","DE911","KM2","TOTAL","192.2",""
"2012","DE912","KM2","TOTAL","223.9",""
"2012","DE913","KM2","TOTAL","204.1",""
"2012","DE914","KM2","TOTAL","1,562.8",""
"2012","DE915","KM2","TOTAL","1,117.2",""
"2012","DE916","KM2","TOTAL","965.3",""
"2012","DE917","KM2","TOTAL","674.0",""
"2012","DE918","KM2","TOTAL","1,267.1",""
"2012","DE919","KM2","TOTAL","636.0",""
"2012","DE91A","KM2","TOTAL","534.9",""
"2012","DE91B","KM2","TOTAL","722.5",""
"2012","DE92","KM2","TOTAL","9,047.9",""
"2012","DE922","KM2","TOTAL","1,987.9",""
"2012","DE923","KM2","TOTAL","796.1",""
"2012","DE925","KM2","TOTAL","1,205.9",""
"2012","DE926","KM2","TOTAL","692.6",""
"2012","DE927","KM2","TOTAL","1,399.0",""
"2012","DE928","KM2","TOTAL","675.6",""
"2012","DE929","KM2","TOTAL","2,290.8",""
"2012","DE93","KM2","TOTAL","15,494.7",""
"2012","DE931","KM2","TOTAL","1,545.2",""
"2012","DE932","KM2","TOTAL","2,057.8",""
"2012","DE933","KM2","TOTAL","1,244.9",""
"2012","DE934","KM2","TOTAL","1,220.6",""
"2012","DE935","KM2","TOTAL","1,323.5",""
"2012","DE936","KM2","TOTAL","650.8",""
"2012","DE937","KM2","TOTAL","2,070.3",""
"2012","DE938","KM2","TOTAL","1,873.7",""
"2012","DE939","KM2","TOTAL","1,266.0",""
"2012","DE93A","KM2","TOTAL","1,454.1",""
"2012","DE93B","KM2","TOTAL","787.9",""
"2012","DE94","KM2","TOTAL","14,971.0",""
"2012","DE941","KM2","TOTAL","62.4",""
"2012","DE942","KM2","TOTAL","112.4",""
"2012","DE943","KM2","TOTAL","103.0",""
"2012","DE944","KM2","TOTAL","119.8",""
"2012","DE945","KM2","TOTAL","106.9",""
"2012","DE946","KM2","TOTAL","728.4",""
"2012","DE947","KM2","TOTAL","1,287.3",""
"2012","DE948","KM2","TOTAL","1,418.4",""
"2012","DE949","KM2","TOTAL","2,882.0",""
"2012","DE94A","KM2","TOTAL","607.9",""
"2012","DE94B","KM2","TOTAL","980.9",""
"2012","DE94C","KM2","TOTAL","1,086.0",""
"2012","DE94D","KM2","TOTAL","1,063.1",""
"2012","DE94E","KM2","TOTAL","2,121.6",""
"2012","DE94F","KM2","TOTAL","812.6",""
"2012","DE94G","KM2","TOTAL","821.9",""
"2012","DE94H","KM2","TOTAL","656.7",""
"2012","DEA","KM2","TOTAL","34,097.7",""
"2012","DEA1","KM2","TOTAL","5,291.1",""
"2012","DEA11","KM2","TOTAL","217.4",""
"2012","DEA12","KM2","TOTAL","232.8",""
"2012","DEA13","KM2","TOTAL","210.3",""
"2012","DEA14","KM2","TOTAL","137.8",""
"2012","DEA15","KM2","TOTAL","170.5",""
"2012","DEA16","KM2","TOTAL","91.3",""
"2012","DEA17","KM2","TOTAL","77.1",""
"2012","DEA18","KM2","TOTAL","74.6",""
"2012","DEA19","KM2","TOTAL","89.5",""
"2012","DEA1A","KM2","TOTAL","168.4",""
"2012","DEA1B","KM2","TOTAL","1,232.1",""
"2012","DEA1C","KM2","TOTAL","407.1",""
"2012","DEA1D","KM2","TOTAL","576.5",""
"2012","DEA1E","KM2","TOTAL","563.3",""
"2012","DEA1F","KM2","TOTAL","1,042.5",""
"2012","DEA2","KM2","TOTAL","7,364.5",""
"2012","DEA22","KM2","TOTAL","141.2",""
"2012","DEA23","KM2","TOTAL","405.2",""
"2012","DEA24","KM2","TOTAL","78.9",""
"2012","DEA26","KM2","TOTAL","941.4",""
"2012","DEA27","KM2","TOTAL","704.6",""
"2012","DEA28","KM2","TOTAL","1,248.7",""
"2012","DEA29","KM2","TOTAL","628.0",""
"2012","DEA2A","KM2","TOTAL","918.9",""
"2012","DEA2B","KM2","TOTAL","437.3",""
"2012","DEA2C","KM2","TOTAL","1,153.2",""
"2012","DEA2D","KM2","TOTAL","707.1",""
"2012","DEA3","KM2","TOTAL","6,911.4",""
"2012","DEA31","KM2","TOTAL","100.6",""
"2012","DEA32","KM2","TOTAL","104.9",""
"2012","DEA33","KM2","TOTAL","303.0",""
"2012","DEA34","KM2","TOTAL","1,419.7",""
"2012","DEA35","KM2","TOTAL","1,112.0",""
"2012","DEA36","KM2","TOTAL","760.4",""
"2012","DEA37","KM2","TOTAL","1,793.0",""
"2012","DEA38","KM2","TOTAL","1,317.8",""
"2012","DEA4","KM2","TOTAL","6,523.2",""
"2012","DEA41","KM2","TOTAL","257.9",""
"2012","DEA42","KM2","TOTAL","968.2",""
"2012","DEA43","KM2","TOTAL","450.4",""
"2012","DEA44","KM2","TOTAL","1,201.4",""
"2012","DEA45","KM2","TOTAL","1,246.2",""
"2012","DEA46","KM2","TOTAL","1,152.2",""
"2012","DEA47","KM2","TOTAL","1,246.8",""
"2012","DEA5","KM2","TOTAL","8,007.5",""
"2012","DEA51","KM2","TOTAL","145.7",""
"2012","DEA52","KM2","TOTAL","280.7",""
"2012","DEA53","KM2","TOTAL","160.4",""
"2012","DEA54","KM2","TOTAL","226.3",""
"2012","DEA55","KM2","TOTAL","51.4",""
"2012","DEA56","KM2","TOTAL","408.4",""
"2012","DEA57","KM2","TOTAL","1,960.2",""
"2012","DEA58","KM2","TOTAL","1,059.0",""
"2012","DEA59","KM2","TOTAL","712.1",""
"2012","DEA5A","KM2","TOTAL","1,132.9",""
"2012","DEA5B","KM2","TOTAL","1,327.8",""
"2012","DEA5C","KM2","TOTAL","542.7",""
"2012","DEB","KM2","TOTAL","19,854.1",""
"2012","DEB1","KM2","TOTAL","8,073.2",""
"2012","DEB11","KM2","TOTAL","105.1",""
"2012","DEB12","KM2","TOTAL","787.0",""
"2012","DEB13","KM2","TOTAL","642.0",""
"2012","DEB14","KM2","TOTAL","863.7",""
"2012","DEB15","KM2","TOTAL","776.6",""
"2012","DEB16","KM2","TOTAL","720.0",""
"2012","DEB17","KM2","TOTAL","817.3",""
"2012","DEB18","KM2","TOTAL","626.9",""
"2012","DEB19","KM2","TOTAL","963.4",""
"2012","DEB1A","KM2","TOTAL","782.3",""
"2012","DEB1B","KM2","TOTAL","989.0",""
"2012","DEB2","KM2","TOTAL","4,923.5",""
"2012","DEB21","KM2","TOTAL","117.1",""
"2012","DEB22","KM2","TOTAL","1,177.7",""
"2012","DEB23","KM2","TOTAL","1,626.2",""
"2012","DEB24","KM2","TOTAL","911.1",""
"2012","DEB25","KM2","TOTAL","1,091.4",""
"2012","DEB3","KM2","TOTAL","6,851.3",""
"2012","DEB31","KM2","TOTAL","43.8",""
"2012","DEB32","KM2","TOTAL","139.7",""
"2012","DEB33","KM2","TOTAL","83.0",""
"2012","DEB34","KM2","TOTAL","77.6",""
"2012","DEB35","KM2","TOTAL","97.7",""
"2012","DEB36","KM2","TOTAL","117.1",""
"2012","DEB37","KM2","TOTAL","61.4",""
"2012","DEB38","KM2","TOTAL","42.6",""
"2012","DEB39","KM2","TOTAL","108.7",""
"2012","DEB3A","KM2","TOTAL","70.6",""
"2012","DEB3B","KM2","TOTAL","588.1",""
"2012","DEB3C","KM2","TOTAL","594.8",""
"2012","DEB3D","KM2","TOTAL","645.5",""
"2012","DEB3E","KM2","TOTAL","463.3",""
"2012","DEB3F","KM2","TOTAL","639.9",""
"2012","DEB3G","KM2","TOTAL","573.4",""
"2012","DEB3H","KM2","TOTAL","639.8",""
"2012","DEB3I","KM2","TOTAL","304.9",""
"2012","DEB3J","KM2","TOTAL","605.7",""
"2012","DEB3K","KM2","TOTAL","953.7",""
"2012","DEC","KM2","TOTAL","2,568.7",""
"2012","DEC0","KM2","TOTAL","2,568.7",""
"2012","DEC01","KM2","TOTAL","410.6",""
"2012","DEC02","KM2","TOTAL","555.2",""
"2012","DEC03","KM2","TOTAL","249.3",""
"2012","DEC04","KM2","TOTAL","459.1",""
"2012","DEC05","KM2","TOTAL","418.4",""
"2012","DEC06","KM2","TOTAL","476.2",""
"2012","DED","KM2","TOTAL","18,419.8",""
"2012","DED2","KM2","TOTAL","7,931.3",""
"2012","DED21","KM2","TOTAL","328.3",""
"2012","DED2C","KM2","TOTAL","2,390.7",""
"2012","DED2D","KM2","TOTAL","2,106.2",""
"2012","DED2E","KM2","TOTAL","1,452.4",""
"2012","DED2F","KM2","TOTAL","1,653.7",""
"2012","DED4","KM2","TOTAL","6,523.8",""
"2012","DED41","KM2","TOTAL","220.8",""
"2012","DED42","KM2","TOTAL","1,828.4",""
"2012","DED43","KM2","TOTAL","2,113.4",""
"2012","DED44","KM2","TOTAL","1,411.9",""
"2012","DED45","KM2","TOTAL","949.3",""
"2012","DED5","KM2","TOTAL","3,964.7",""
"2012","DED51","KM2","TOTAL","297.4",""
"2012","DED52","KM2","TOTAL","1,647.1",""
"2012","DED53","KM2","TOTAL","2,020.3",""
"2012","DEE","KM2","TOTAL","20,450.3",""
"2012","DEE0","KM2","TOTAL","20,450.3",""
"2012","DEE01","KM2","TOTAL","244.7",""
"2012","DEE02","KM2","TOTAL","135.0",""
"2012","DEE03","KM2","TOTAL","201.0",""
"2012","DEE04","KM2","TOTAL","2,293.0",""
"2012","DEE05","KM2","TOTAL","1,453.2",""
"2012","DEE06","KM2","TOTAL","1,576.7",""
"2012","DEE07","KM2","TOTAL","2,366.6",""
"2012","DEE08","KM2","TOTAL","1,413.6",""
"2012","DEE09","KM2","TOTAL","2,104.4",""
"2012","DEE0A","KM2","TOTAL","1,448.8",""
"2012","DEE0B","KM2","TOTAL","1,433.4",""
"2012","DEE0C","KM2","TOTAL","1,426.4",""
"2012","DEE0D","KM2","TOTAL","2,423.2",""
"2012","DEE0E","KM2","TOTAL","1,930.1",""
"2012","DEF","KM2","TOTAL","15,799.6",""
"2012","DEF0","KM2","TOTAL","15,799.6",""
"2012","DEF01","KM2","TOTAL","56.7",""
"2012","DEF02","KM2","TOTAL","118.7",""
"2012","DEF03","KM2","TOTAL","214.2",""
"2012","DEF04","KM2","TOTAL","71.6",""
"2012","DEF05","KM2","TOTAL","1,428.1",""
"2012","DEF06","KM2","TOTAL","1,263.0",""
"2012","DEF07","KM2","TOTAL","2,082.8",""
"2012","DEF08","KM2","TOTAL","1,392.6",""
"2012","DEF09","KM2","TOTAL","664.3",""
"2012","DEF0A","KM2","TOTAL","1,083.2",""
"2012","DEF0B","KM2","TOTAL","2,186.2",""
"2012","DEF0C","KM2","TOTAL","2,071.4",""
"2012","DEF0D","KM2","TOTAL","1,344.4",""
"2012","DEF0E","KM2","TOTAL","1,056.1",""
"2012","DEF0F","KM2","TOTAL","766.3",""
"2012","DEG","KM2","TOTAL","16,172.5",""
"2012","DEG0","KM2","TOTAL","16,172.5",""
"2012","DEG01","KM2","TOTAL","269.1",""
"2012","DEG02","KM2","TOTAL","151.9",""
"2012","DEG03","KM2","TOTAL","114.5",""
"2012","DEG04","KM2","TOTAL","102.7",""
"2012","DEG05","KM2","TOTAL","84.2",""
"2012","DEG06","KM2","TOTAL","940.1",""
"2012","DEG07","KM2","TOTAL","711.0",""
"2012","DEG09","KM2","TOTAL","975.6",""
"2012","DEG0A","KM2","TOTAL","1,035.2",""
"2012","DEG0B","KM2","TOTAL","1,210.1",""
"2012","DEG0C","KM2","TOTAL","935.6",""
"2012","DEG0D","KM2","TOTAL","804.2",""
"2012","DEG0E","KM2","TOTAL","937.3",""
"2012","DEG0F","KM2","TOTAL","843.1",""
"2012","DEG0G","KM2","TOTAL","803.0",""
"2012","DEG0H","KM2","TOTAL","433.5",""
"2012","DEG0I","KM2","TOTAL","1,034.6",""
"2012","DEG0J","KM2","TOTAL","817.0",""
"2012","DEG0K","KM2","TOTAL","1,148.5",""
"2012","DEG0L","KM2","TOTAL","843.5",""
"2012","DEG0M","KM2","TOTAL","569.1",""
"2012","DEG0N","KM2","TOTAL","103.8",""
"2012","DEG0P","KM2","TOTAL","1,304.9",""
"2012","EE","KM2","TOTAL","45,227.0",""
"2012","EE0","KM2","TOTAL","45,227.0",""
"2012","EE00","KM2","TOTAL","45,227.0",""
"2012","EE001","KM2","TOTAL","4,333.0",""
"2012","EE004","KM2","TOTAL","11,135.0",""
"2012","EE006","KM2","TOTAL","9,067.0",""
"2012","EE007","KM2","TOTAL",":",""
"2012","EE008","KM2","TOTAL","15,799.0",""
"2012","IE","KM2","TOTAL","69,797.0",""
"2012","IE0","KM2","TOTAL","69,797.0",""
"2012","IE01","KM2","TOTAL","33,252.0",""
"2012","IE011","KM2","TOTAL","12,316.0",""
"2012","IE012","KM2","TOTAL","6,651.0",""
"2012","IE013","KM2","TOTAL","14,286.0",""
"2012","IE02","KM2","TOTAL","36,545.0",""
"2012","IE021","KM2","TOTAL","921.0",""
"2012","IE022","KM2","TOTAL","6,061.0",""
"2012","IE023","KM2","TOTAL","7,962.0",""
"2012","IE024","KM2","TOTAL","9,393.0",""
"2012","IE025","KM2","TOTAL","12,208.0",""
"2012","EL","KM2","TOTAL","132,049.0",""
"2012","EL5","KM2","TOTAL","51,980.0",""
"2012","EL51","KM2","TOTAL","14,179.0",""
"2012","EL511","KM2","TOTAL","4,250.0",""
"2012","EL512","KM2","TOTAL","1,796.0",""
"2012","EL513","KM2","TOTAL","2,550.0",""
"2012","EL514","KM2","TOTAL","3,466.0",""
"2012","EL515","KM2","TOTAL","2,117.0",""
"2012","EL52","KM2","TOTAL","19,166.0",""
"2012","EL521","KM2","TOTAL","1,704.0",""
"2012","EL522","KM2","TOTAL","3,682.0",""
"2012","EL523","KM2","TOTAL","2,530.0",""
"2012","EL524","KM2","TOTAL","2,504.0",""
"2012","EL525","KM2","TOTAL","1,527.0",""
"2012","EL526","KM2","TOTAL","3,963.0",""
"2012","EL527","KM2","TOTAL","3,256.0",""
"2012","EL53","KM2","TOTAL","9,471.0",""
"2012","EL531","KM2","TOTAL","5,813.0",""
"2012","EL532","KM2","TOTAL","1,723.0",""
"2012","EL533","KM2","TOTAL","1,935.0",""
"2012","EL54","KM2","TOTAL","9,164.0",""
"2012","EL541","KM2","TOTAL","2,646.0",""
"2012","EL542","KM2","TOTAL","1,518.0",""
"2012","EL543","KM2","TOTAL","5,000.0",""
"2012","EL6","KM2","TOTAL","58,756.0",""
"2012","EL61","KM2","TOTAL","14,051.0",""
"2012","EL611","KM2","TOTAL","6,021.0",""
"2012","EL612","KM2","TOTAL","5,384.0",""
"2012","EL613","KM2","TOTAL","2,646.0",""
"2012","EL62","KM2","TOTAL","2,306.0",""
"2012","EL621","KM2","TOTAL","407.0",""
"2012","EL622","KM2","TOTAL","638.0",""
"2012","EL623","KM2","TOTAL","908.0",""
"2012","EL624","KM2","TOTAL","353.0",""
"2012","EL63","KM2","TOTAL","11,327.0",""
"2012","EL631","KM2","TOTAL","5,423.0",""
"2012","EL632","KM2","TOTAL","3,282.0",""
"2012","EL633","KM2","TOTAL","2,622.0",""
"2012","EL64","KM2","TOTAL","15,561.0",""
"2012","EL641","KM2","TOTAL","2,955.0",""
"2012","EL642","KM2","TOTAL","4,167.0",""
"2012","EL643","KM2","TOTAL","1,871.0",""
"2012","EL644","KM2","TOTAL","4,445.0",""
"2012","EL645","KM2","TOTAL","2,123.0",""
"2012","EL65","KM2","TOTAL","15,511.0",""
"2012","EL651","KM2","TOTAL","6,575.0",""
"2012","EL652","KM2","TOTAL","2,296.0",""
"2012","EL653","KM2","TOTAL","6,640.0",""
"2012","EL3","KM2","TOTAL","3,814.0",""
"2012","EL30","KM2","TOTAL","3,814.0",""
"2012","EL301","KM2","TOTAL","132.0",""
"2012","EL302","KM2","TOTAL","67.0",""
"2012","EL303","KM2","TOTAL","89.0",""
"2012","EL304","KM2","TOTAL","72.0",""
"2012","EL305","KM2","TOTAL","1,520.0",""
"2012","EL306","KM2","TOTAL","1,002.0",""
"2012","EL307","KM2","TOTAL","932.0",""
"2012","EL4","KM2","TOTAL","17,499.0",""
"2012","EL41","KM2","TOTAL","3,854.0",""
"2012","EL411","KM2","TOTAL","2,162.0",""
"2012","EL412","KM2","TOTAL","782.0",""
"2012","EL413","KM2","TOTAL","910.0",""
"2012","EL42","KM2","TOTAL","5,305.0",""
"2012","EL421","KM2","TOTAL","2,712.0",""
"2012","EL422","KM2","TOTAL","2,593.0",""
"2012","EL43","KM2","TOTAL","8,340.0",""
"2012","EL431","KM2","TOTAL","2,645.0",""
"2012","EL432","KM2","TOTAL","1,825.0",""
"2012","EL433","KM2","TOTAL","1,494.0",""
"2012","EL434","KM2","TOTAL","2,376.0",""
"2012","ES","KM2","TOTAL","505,990.7",""
"2012","ES1","KM2","TOTAL","45,499.3",""
"2012","ES11","KM2","TOTAL","29,574.4",""
"2012","ES111","KM2","TOTAL","7,950.4",""
"2012","ES112","KM2","TOTAL","9,856.1",""
"2012","ES113","KM2","TOTAL","7,273.3",""
"2012","ES114","KM2","TOTAL","4,494.6",""
"2012","ES12","KM2","TOTAL","10,603.6",""
"2012","ES120","KM2","TOTAL","10,603.6",""
"2012","ES13","KM2","TOTAL","5,321.3",""
"2012","ES130","KM2","TOTAL","5,321.3",""
"2012","ES2","KM2","TOTAL","70,391.0",""
"2012","ES21","KM2","TOTAL","7,235.2",""
"2012","ES211","KM2","TOTAL","3,037.5",""
"2012","ES212","KM2","TOTAL","1,980.4",""
"2012","ES213","KM2","TOTAL","2,217.3",""
"2012","ES22","KM2","TOTAL","10,390.4",""
"2012","ES220","KM2","TOTAL","10,390.4",""
"2012","ES23","KM2","TOTAL","5,045.3",""
"2012","ES230","KM2","TOTAL","5,045.3",""
"2012","ES24","KM2","TOTAL","47,720.3",""
"2012","ES241","KM2","TOTAL","15,636.2",""
"2012","ES242","KM2","TOTAL","14,809.6",""
"2012","ES243","KM2","TOTAL","17,274.5",""
"2012","ES3","KM2","TOTAL","8,027.7",""
"2012","ES30","KM2","TOTAL","8,027.7",""
"2012","ES300","KM2","TOTAL","8,027.7",""
"2012","ES4","KM2","TOTAL","215,322.4",""
"2012","ES41","KM2","TOTAL","94,225.9",""
"2012","ES411","KM2","TOTAL","8,049.9",""
"2012","ES412","KM2","TOTAL","14,291.1",""
"2012","ES413","KM2","TOTAL","15,580.8",""
"2012","ES414","KM2","TOTAL","8,052.5",""
"2012","ES415","KM2","TOTAL","12,350.0",""
"2012","ES416","KM2","TOTAL","6,922.8",""
"2012","ES417","KM2","TOTAL","10,307.2",""
"2012","ES418","KM2","TOTAL","8,110.5",""
"2012","ES419","KM2","TOTAL","10,561.3",""
"2012","ES42","KM2","TOTAL","79,462.0",""
"2012","ES421","KM2","TOTAL","14,925.8",""
"2012","ES422","KM2","TOTAL","19,813.2",""
"2012","ES423","KM2","TOTAL","17,141.1",""
"2012","ES424","KM2","TOTAL","12,212.1",""
"2012","ES425","KM2","TOTAL","15,369.7",""
"2012","ES43","KM2","TOTAL","41,634.5",""
"2012","ES431","KM2","TOTAL","21,766.3",""
"2012","ES432","KM2","TOTAL","19,868.2",""
"2012","ES5","KM2","TOTAL","60,359.5",""
"2012","ES51","KM2","TOTAL","32,113.4",""
"2012","ES511","KM2","TOTAL","7,728.2",""
"2012","ES512","KM2","TOTAL","5,909.9",""
"2012","ES513","KM2","TOTAL","12,172.5",""
"2012","ES514","KM2","TOTAL","6,302.9",""
"2012","ES52","KM2","TOTAL","23,254.5",""
"2012","ES521","KM2","TOTAL","5,816.5",""
"2012","ES522","KM2","TOTAL","6,631.9",""
"2012","ES523","KM2","TOTAL","10,806.1",""
"2012","ES53","KM2","TOTAL","4,991.7",""
"2012","ES531","KM2","TOTAL","655.8",""
"2012","ES532","KM2","TOTAL","3,640.2",""
"2012","ES533","KM2","TOTAL","695.7",""
"2012","ES6","KM2","TOTAL","98,943.8",""
"2012","ES61","KM2","TOTAL","87,597.7",""
"2012","ES611","KM2","TOTAL","8,774.9",""
"2012","ES612","KM2","TOTAL","7,435.9",""
"2012","ES613","KM2","TOTAL","13,771.3",""
"2012","ES614","KM2","TOTAL","12,647.0",""
"2012","ES615","KM2","TOTAL","10,128.0",""
"2012","ES616","KM2","TOTAL","13,496.1",""
"2012","ES617","KM2","TOTAL","7,308.5",""
"2012","ES618","KM2","TOTAL","14,036.1",""
"2012","ES62","KM2","TOTAL","11,313.2",""
"2012","ES620","KM2","TOTAL","11,313.2",""
"2012","ES63","KM2","TOTAL","19.5",""
"2012","ES630","KM2","TOTAL","19.5",""
"2012","ES64","KM2","TOTAL","13.4",""
"2012","ES640","KM2","TOTAL","13.4",""
"2012","ES7","KM2","TOTAL","7,447.0",""
"2012","ES70","KM2","TOTAL","7,447.0",""
"2012","ES703","KM2","TOTAL","268.7",""
"2012","ES704","KM2","TOTAL","1,659.7",""
"2012","ES705","KM2","TOTAL","1,560.1",""
"2012","ES706","KM2","TOTAL","369.8",""
"2012","ES707","KM2","TOTAL","708.3",""
"2012","ES708","KM2","TOTAL","845.9",""
"2012","ES709","KM2","TOTAL","2,034.4",""
"2012","FR","KM2","TOTAL","632,833.6",""
"2012","FR1","KM2","TOTAL","12,012.3",""
"2012","FR10","KM2","TOTAL","12,012.3",""
"2012","FR101","KM2","TOTAL","105.4",""
"2012","FR102","KM2","TOTAL","5,915.3",""
"2012","FR103","KM2","TOTAL","2,284.4",""
"2012","FR104","KM2","TOTAL","1,804.4",""
"2012","FR105","KM2","TOTAL","175.6",""
"2012","FR106","KM2","TOTAL","236.2",""
"2012","FR107","KM2","TOTAL","245.0",""
"2012","FR108","KM2","TOTAL","1,245.9",""
"2012","FR2","KM2","TOTAL","145,644.9",""
"2012","FR21","KM2","TOTAL","25,605.8",""
"2012","FR211","KM2","TOTAL","5,229.4",""
"2012","FR212","KM2","TOTAL","6,004.2",""
"2012","FR213","KM2","TOTAL","8,161.6",""
"2012","FR214","KM2","TOTAL","6,210.6",""
"2012","FR22","KM2","TOTAL","19,399.5",""
"2012","FR221","KM2","TOTAL","7,369.1",""
"2012","FR222","KM2","TOTAL","5,860.2",""
"2012","FR223","KM2","TOTAL","6,170.1",""
"2012","FR23","KM2","TOTAL","12,317.4",""
"2012","FR231","KM2","TOTAL","6,039.9",""
"2012","FR232","KM2","TOTAL","6,277.6",""
"2012","FR24","KM2","TOTAL","39,150.9",""
"2012","FR241","KM2","TOTAL","7,235.0",""
"2012","FR242","KM2","TOTAL","5,880.0",""
"2012","FR243","KM2","TOTAL","6,790.6",""
"2012","FR244","KM2","TOTAL","6,126.7",""
"2012","FR245","KM2","TOTAL","6,343.4",""
"2012","FR246","KM2","TOTAL","6,775.2",""
"2012","FR25","KM2","TOTAL","17,589.3",""
"2012","FR251","KM2","TOTAL","5,547.9",""
"2012","FR252","KM2","TOTAL","5,938.0",""
"2012","FR253","KM2","TOTAL","6,103.4",""
"2012","FR26","KM2","TOTAL","31,582.0",""
"2012","FR261","KM2","TOTAL","8,763.2",""
"2012","FR262","KM2","TOTAL","6,816.7",""
"2012","FR263","KM2","TOTAL","8,574.7",""
"2012","FR264","KM2","TOTAL","7,427.4",""
"2012","FR3","KM2","TOTAL","12,414.1",""
"2012","FR30","KM2","TOTAL","12,414.1",""
"2012","FR301","KM2","TOTAL","5,742.7",""
"2012","FR302","KM2","TOTAL","6,671.4",""
"2012","FR4","KM2","TOTAL","48,029.9",""
"2012","FR41","KM2","TOTAL","23,547.4",""
