LgdCode,StatVar,Category_Count
672,Count_CivicStructure_TransportOrAdminFacility,886
673,Count_CivicStructure_AgriculturalFacility,133
673,Count_CivicStructure_EducationFacility,94
673,Count_CivicStructure_MedicalFacility,73
673,Count_CivicStructure_TransportOrAdminFacility,541
674,Count_CivicStructure_AgriculturalFacility,93
674,Count_CivicStructure_EducationFacility,69
674,Count_CivicStructure_MedicalFacility,56
674,Count_CivicStructure_TransportOrAdminFacility,353
675,Count_CivicStructure_AgriculturalFacility,172
675,Count_CivicStructure_EducationFacility,96
675,Count_CivicStructure_MedicalFacility,54
675,Count_CivicStructure_TransportOrAdminFacility,450
676,Count_CivicStructure_AgriculturalFacility,44
676,Count_CivicStructure_EducationFacility,40
676,Count_CivicStructure_MedicalFacility,21
676,Count_CivicStructure_TransportOrAdminFacility,165
58,Count_CivicStructure_AgriculturalFacility,59
58,Count_CivicStructure_EducationFacility,179
58,Count_CivicStructure_MedicalFacility,149
58,Count_CivicStructure_TransportOrAdminFacility,290
59,Count_CivicStructure_AgriculturalFacility,25
59,Count_CivicStructure_EducationFacility,492
59,Count_CivicStructure_MedicalFacility,328
59,Count_CivicStructure_TransportOrAdminFacility,528
60,Count_CivicStructure_AgriculturalFacility,11
60,Count_CivicStructure_EducationFacility,94
60,Count_CivicStructure_MedicalFacility,65
60,Count_CivicStructure_TransportOrAdminFacility,55
61,Count_CivicStructure_AgriculturalFacility,67
61,Count_CivicStructure_EducationFacility,161
61,Count_CivicStructure_MedicalFacility,151
61,Count_CivicStructure_TransportOrAdminFacility,347
62,Count_CivicStructure_AgriculturalFacility,23
62,Count_CivicStructure_EducationFacility,190
62,Count_CivicStructure_MedicalFacility,86
62,Count_CivicStructure_TransportOrAdminFacility,186
63,Count_CivicStructure_AgriculturalFacility,33
63,Count_CivicStructure_EducationFacility,313
63,Count_CivicStructure_MedicalFacility,313
63,Count_CivicStructure_TransportOrAdminFacility,413
64,Count_CivicStructure_AgriculturalFacility,52
64,Count_CivicStructure_EducationFacility,305
64,Count_CivicStructure_MedicalFacility,152
64,Count_CivicStructure_TransportOrAdminFacility,166
65,Count_CivicStructure_AgriculturalFacility,52
65,Count_CivicStructure_EducationFacility,331
65,Count_CivicStructure_MedicalFacility,400
65,Count_CivicStructure_TransportOrAdminFacility,323
66,Count_CivicStructure_AgriculturalFacility,64
66,Count_CivicStructure_EducationFacility,223
66,Count_CivicStructure_MedicalFacility,231
66,Count_CivicStructure_TransportOrAdminFacility,363
67,Count_CivicStructure_AgriculturalFacility,169
67,Count_CivicStructure_EducationFacility,299
67,Count_CivicStructure_MedicalFacility,227
67,Count_CivicStructure_TransportOrAdminFacility,418
68,Count_CivicStructure_AgriculturalFacility,106
68,Count_CivicStructure_EducationFacility,275
68,Count_CivicStructure_MedicalFacility,203
68,Count_CivicStructure_TransportOrAdminFacility,421
69,Count_CivicStructure_AgriculturalFacility,23
69,Count_CivicStructure_EducationFacility,278
69,Count_CivicStructure_MedicalFacility,214
69,Count_CivicStructure_TransportOrAdminFacility,465
70,Count_CivicStructure_AgriculturalFacility,24
70,Count_CivicStructure_EducationFacility,98
70,Count_CivicStructure_MedicalFacility,54
70,Count_CivicStructure_TransportOrAdminFacility,84
71,Count_CivicStructure_AgriculturalFacility,39
71,Count_CivicStructure_EducationFacility,225
71,Count_CivicStructure_MedicalFacility,181
71,Count_CivicStructure_TransportOrAdminFacility,218
72,Count_CivicStructure_AgriculturalFacility,43
72,Count_CivicStructure_EducationFacility,240
72,Count_CivicStructure_MedicalFacility,131
72,Count_CivicStructure_TransportOrAdminFacility,257
73,Count_CivicStructure_AgriculturalFacility,17
73,Count_CivicStructure_EducationFacility,291
73,Count_CivicStructure_MedicalFacility,133
73,Count_CivicStructure_TransportOrAdminFacility,203
74,Count_CivicStructure_AgriculturalFacility,109
74,Count_CivicStructure_EducationFacility,278
74,Count_CivicStructure_MedicalFacility,425
74,Count_CivicStructure_TransportOrAdminFacility,513
75,Count_CivicStructure_AgriculturalFacility,36
75,Count_CivicStructure_EducationFacility,278
75,Count_CivicStructure_MedicalFacility,265
75,Count_CivicStructure_TransportOrAdminFacility,309
76,Count_CivicStructure_AgriculturalFacility,40
76,Count_CivicStructure_EducationFacility,182
76,Count_CivicStructure_MedicalFacility,118
76,Count_CivicStructure_TransportOrAdminFacility,235
604,Count_CivicStructure_AgriculturalFacility,25
604,Count_CivicStructure_EducationFacility,179
604,Count_CivicStructure_MedicalFacility,62
604,Count_CivicStructure_TransportOrAdminFacility,287
619,Count_CivicStructure_AgriculturalFacility,46
619,Count_CivicStructure_EducationFacility,175
619,Count_CivicStructure_MedicalFacility,131
619,Count_CivicStructure_TransportOrAdminFacility,167
15,Count_CivicStructure_AgriculturalFacility,4
15,Count_CivicStructure_EducationFacility,172
15,Count_CivicStructure_MedicalFacility,280
15,Count_CivicStructure_TransportOrAdminFacility,296
16,Count_CivicStructure_AgriculturalFacility,7
16,Count_CivicStructure_EducationFacility,208
16,Count_CivicStructure_MedicalFacility,317
16,Count_CivicStructure_TransportOrAdminFacility,357
17,Count_CivicStructure_AgriculturalFacility,6
17,Count_CivicStructure_EducationFacility,143
17,Count_CivicStructure_MedicalFacility,278
17,Count_CivicStructure_TransportOrAdminFacility,269
18,Count_CivicStructure_AgriculturalFacility,28
18,Count_CivicStructure_EducationFacility,555
18,Count_CivicStructure_MedicalFacility,610
18,Count_CivicStructure_TransportOrAdminFacility,1057
19,Count_CivicStructure_AgriculturalFacility,6
19,Count_CivicStructure_EducationFacility,49
19,Count_CivicStructure_MedicalFacility,55
19,Count_CivicStructure_TransportOrAdminFacility,109
20,Count_CivicStructure_AgriculturalFacility,9
20,Count_CivicStructure_EducationFacility,129
20,Count_CivicStructure_MedicalFacility,104
20,Count_CivicStructure_TransportOrAdminFacility,218
21,Count_CivicStructure_AgriculturalFacility,1
21,Count_CivicStructure_EducationFacility,35
21,Count_CivicStructure_MedicalFacility,34
21,Count_CivicStructure_TransportOrAdminFacility,59
22,Count_CivicStructure_AgriculturalFacility,27
22,Count_CivicStructure_EducationFacility,396
22,Count_CivicStructure_MedicalFacility,468
22,Count_CivicStructure_TransportOrAdminFacility,590
23,Count_CivicStructure_AgriculturalFacility,43
23,Count_CivicStructure_EducationFacility,348
23,Count_CivicStructure_MedicalFacility,419
23,Count_CivicStructure_TransportOrAdminFacility,535
24,Count_CivicStructure_AgriculturalFacility,13
24,Count_CivicStructure_EducationFacility,233
24,Count_CivicStructure_MedicalFacility,153
24,Count_CivicStructure_TransportOrAdminFacility,313
25,Count_CivicStructure_AgriculturalFacility,12
25,Count_CivicStructure_EducationFacility,189
25,Count_CivicStructure_MedicalFacility,253
25,Count_CivicStructure_TransportOrAdminFacility,360
26,Count_CivicStructure_AgriculturalFacility,14
26,Count_CivicStructure_EducationFacility,159
26,Count_CivicStructure_MedicalFacility,179
26,Count_CivicStructure_TransportOrAdminFacility,288
322,Count_CivicStructure_AgriculturalFacility,93
322,Count_CivicStructure_EducationFacility,152
322,Count_CivicStructure_MedicalFacility,167
322,Count_CivicStructure_TransportOrAdminFacility,627
323,Count_CivicStructure_AgriculturalFacility,17
323,Count_CivicStructure_EducationFacility,86
323,Count_CivicStructure_MedicalFacility,44
323,Count_CivicStructure_TransportOrAdminFacility,195
324,Count_CivicStructure_AgriculturalFacility,85
324,Count_CivicStructure_EducationFacility,116
324,Count_CivicStructure_MedicalFacility,99
324,Count_CivicStructure_TransportOrAdminFacility,298
325,Count_CivicStructure_AgriculturalFacility,75
325,Count_CivicStructure_EducationFacility,181
325,Count_CivicStructure_MedicalFacility,115
325,Count_CivicStructure_TransportOrAdminFacility,402
326,Count_CivicStructure_AgriculturalFacility,29
326,Count_CivicStructure_EducationFacility,164
326,Count_CivicStructure_MedicalFacility,79
326,Count_CivicStructure_TransportOrAdminFacility,302
327,Count_CivicStructure_AgriculturalFacility,20
327,Count_CivicStructure_EducationFacility,209
327,Count_CivicStructure_MedicalFacility,77
327,Count_CivicStructure_TransportOrAdminFacility,296
328,Count_CivicStructure_AgriculturalFacility,6
328,Count_CivicStructure_EducationFacility,108
328,Count_CivicStructure_MedicalFacility,28
328,Count_CivicStructure_TransportOrAdminFacility,234
329,Count_CivicStructure_AgriculturalFacility,130
329,Count_CivicStructure_EducationFacility,192
329,Count_CivicStructure_MedicalFacility,40
329,Count_CivicStructure_TransportOrAdminFacility,515
330,Count_CivicStructure_AgriculturalFacility,36
330,Count_CivicStructure_EducationFacility,205
330,Count_CivicStructure_MedicalFacility,195
330,Count_CivicStructure_TransportOrAdminFacility,295
331,Count_CivicStructure_AgriculturalFacility,61
331,Count_CivicStructure_EducationFacility,150
331,Count_CivicStructure_MedicalFacility,118
331,Count_CivicStructure_TransportOrAdminFacility,212
332,Count_CivicStructure_AgriculturalFacility,80
332,Count_CivicStructure_EducationFacility,179
332,Count_CivicStructure_MedicalFacility,92
332,Count_CivicStructure_TransportOrAdminFacility,392
333,Count_CivicStructure_AgriculturalFacility,16
333,Count_CivicStructure_EducationFacility,84
333,Count_CivicStructure_MedicalFacility,93
333,Count_CivicStructure_TransportOrAdminFacility,254
334,Count_CivicStructure_AgriculturalFacility,1
334,Count_CivicStructure_EducationFacility,768
334,Count_CivicStructure_MedicalFacility,53
334,Count_CivicStructure_TransportOrAdminFacility,191
335,Count_CivicStructure_AgriculturalFacility,55
335,Count_CivicStructure_EducationFacility,63
335,Count_CivicStructure_MedicalFacility,70
335,Count_CivicStructure_TransportOrAdminFacility,155
336,Count_CivicStructure_AgriculturalFacility,5
336,Count_CivicStructure_EducationFacility,310
336,Count_CivicStructure_MedicalFacility,80
336,Count_CivicStructure_TransportOrAdminFacility,107
337,Count_CivicStructure_AgriculturalFacility,14
337,Count_CivicStructure_EducationFacility,38
337,Count_CivicStructure_MedicalFacility,40
337,Count_CivicStructure_TransportOrAdminFacility,181
338,Count_CivicStructure_AgriculturalFacility,69
338,Count_CivicStructure_EducationFacility,505
338,Count_CivicStructure_MedicalFacility,84
338,Count_CivicStructure_TransportOrAdminFacility,386
339,Count_CivicStructure_AgriculturalFacility,42
339,Count_CivicStructure_EducationFacility,315
339,Count_CivicStructure_MedicalFacility,179
339,Count_CivicStructure_TransportOrAdminFacility,504
340,Count_CivicStructure_AgriculturalFacility,128
340,Count_CivicStructure_EducationFacility,487
340,Count_CivicStructure_MedicalFacility,117
340,Count_CivicStructure_TransportOrAdminFacility,247
341,Count_CivicStructure_AgriculturalFacility,19
341,Count_CivicStructure_EducationFacility,140
341,Count_CivicStructure_MedicalFacility,122
341,Count_CivicStructure_TransportOrAdminFacility,231
342,Count_CivicStructure_AgriculturalFacility,89
342,Count_CivicStructure_EducationFacility,86
342,Count_CivicStructure_MedicalFacility,66
342,Count_CivicStructure_TransportOrAdminFacility,151
343,Count_CivicStructure_AgriculturalFacility,28
343,Count_CivicStructure_EducationFacility,129
343,Count_CivicStructure_MedicalFacility,132
343,Count_CivicStructure_TransportOrAdminFacility,284
606,Count_CivicStructure_AgriculturalFacility,73
606,Count_CivicStructure_EducationFacility,237
606,Count_CivicStructure_MedicalFacility,98
606,Count_CivicStructure_TransportOrAdminFacility,254
607,Count_CivicStructure_AgriculturalFacility,1
607,Count_CivicStructure_EducationFacility,79
607,Count_CivicStructure_MedicalFacility,49
607,Count_CivicStructure_TransportOrAdminFacility,189
524,Count_CivicStructure_AgriculturalFacility,110
524,Count_CivicStructure_EducationFacility,355
524,Count_CivicStructure_MedicalFacility,223
524,Count_CivicStructure_TransportOrAdminFacility,1044
525,Count_CivicStructure_AgriculturalFacility,454
525,Count_CivicStructure_EducationFacility,377
525,Count_CivicStructure_MedicalFacility,108
525,Count_CivicStructure_TransportOrAdminFacility,438
526,Count_CivicStructure_AgriculturalFacility,646
526,Count_CivicStructure_EducationFacility,256
526,Count_CivicStructure_MedicalFacility,205
526,Count_CivicStructure_TransportOrAdminFacility,328
527,Count_CivicStructure_AgriculturalFacility,1275
527,Count_CivicStructure_EducationFacility,889
527,Count_CivicStructure_MedicalFacility,562
527,Count_CivicStructure_TransportOrAdminFacility,2427
528,Count_CivicStructure_AgriculturalFacility,146
528,Count_CivicStructure_EducationFacility,302
528,Count_CivicStructure_MedicalFacility,222
528,Count_CivicStructure_TransportOrAdminFacility,882
529,Count_CivicStructure_AgriculturalFacility,105
529,Count_CivicStructure_EducationFacility,378
529,Count_CivicStructure_MedicalFacility,202
529,Count_CivicStructure_TransportOrAdminFacility,496
530,Count_CivicStructure_AgriculturalFacility,214
530,Count_CivicStructure_EducationFacility,428
530,Count_CivicStructure_MedicalFacility,292
530,Count_CivicStructure_TransportOrAdminFacility,1225
531,Count_CivicStructure_AgriculturalFacility,355
531,Count_CivicStructure_EducationFacility,464
531,Count_CivicStructure_MedicalFacility,160
531,Count_CivicStructure_TransportOrAdminFacility,382
532,Count_CivicStructure_AgriculturalFacility,298
532,Count_CivicStructure_EducationFacility,244
532,Count_CivicStructure_MedicalFacility,228
532,Count_CivicStructure_TransportOrAdminFacility,902
533,Count_CivicStructure_AgriculturalFacility,1767
533,Count_CivicStructure_EducationFacility,441
533,Count_CivicStructure_MedicalFacility,238
533,Count_CivicStructure_TransportOrAdminFacility,548
534,Count_CivicStructure_AgriculturalFacility,410
534,Count_CivicStructure_EducationFacility,394
534,Count_CivicStructure_MedicalFacility,223
534,Count_CivicStructure_TransportOrAdminFacility,1056
535,Count_CivicStructure_AgriculturalFacility,180
535,Count_CivicStructure_EducationFacility,327
535,Count_CivicStructure_MedicalFacility,251
535,Count_CivicStructure_TransportOrAdminFacility,878
536,Count_CivicStructure_AgriculturalFacility,85
536,Count_CivicStructure_EducationFacility,205
536,Count_CivicStructure_MedicalFacility,154
536,Count_CivicStructure_TransportOrAdminFacility,600
537,Count_CivicStructure_AgriculturalFacility,74
537,Count_CivicStructure_EducationFacility,215
537,Count_CivicStructure_MedicalFacility,145
537,Count_CivicStructure_TransportOrAdminFacility,416
538,Count_CivicStructure_AgriculturalFacility,111
538,Count_CivicStructure_EducationFacility,683
538,Count_CivicStructure_MedicalFacility,443
538,Count_CivicStructure_TransportOrAdminFacility,655
539,Count_CivicStructure_AgriculturalFacility,1168
539,Count_CivicStructure_EducationFacility,462
539,Count_CivicStructure_MedicalFacility,390
539,Count_CivicStructure_TransportOrAdminFacility,646
540,Count_CivicStructure_AgriculturalFacility,527
540,Count_CivicStructure_EducationFacility,294
540,Count_CivicStructure_MedicalFacility,229
540,Count_CivicStructure_TransportOrAdminFacility,790
541,Count_CivicStructure_AgriculturalFacility,49
541,Count_CivicStructure_EducationFacility,181
541,Count_CivicStructure_MedicalFacility,157
541,Count_CivicStructure_TransportOrAdminFacility,465
542,Count_CivicStructure_AgriculturalFacility,1174
542,Count_CivicStructure_EducationFacility,282
542,Count_CivicStructure_MedicalFacility,275
542,Count_CivicStructure_TransportOrAdminFacility,476
543,Count_CivicStructure_AgriculturalFacility,157
543,Count_CivicStructure_EducationFacility,228
543,Count_CivicStructure_MedicalFacility,149
543,Count_CivicStructure_TransportOrAdminFacility,653
544,Count_CivicStructure_AgriculturalFacility,1435
544,Count_CivicStructure_EducationFacility,979
544,Count_CivicStructure_MedicalFacility,346
544,Count_CivicStructure_TransportOrAdminFacility,1021
545,Count_CivicStructure_AgriculturalFacility,1050
545,Count_CivicStructure_EducationFacility,1237
545,Count_CivicStructure_MedicalFacility,383
545,Count_CivicStructure_TransportOrAdminFacility,1358
546,Count_CivicStructure_AgriculturalFacility,283
546,Count_CivicStructure_EducationFacility,313
546,Count_CivicStructure_MedicalFacility,214
546,Count_CivicStructure_TransportOrAdminFacility,666
547,Count_CivicStructure_AgriculturalFacility,698
547,Count_CivicStructure_EducationFacility,294
547,Count_CivicStructure_MedicalFacility,308
547,Count_CivicStructure_TransportOrAdminFacility,1858
548,Count_CivicStructure_AgriculturalFacility,988
548,Count_CivicStructure_EducationFacility,609
548,Count_CivicStructure_MedicalFacility,389
548,Count_CivicStructure_TransportOrAdminFacility,835
549,Count_CivicStructure_AgriculturalFacility,95
549,Count_CivicStructure_EducationFacility,452
549,Count_CivicStructure_MedicalFacility,204
549,Count_CivicStructure_TransportOrAdminFacility,757
550,Count_CivicStructure_AgriculturalFacility,433
550,Count_CivicStructure_EducationFacility,380
550,Count_CivicStructure_MedicalFacility,320
550,Count_CivicStructure_TransportOrAdminFacility,2338
630,Count_CivicStructure_AgriculturalFacility,888
630,Count_CivicStructure_EducationFacility,162
630,Count_CivicStructure_MedicalFacility,156
630,Count_CivicStructure_TransportOrAdminFacility,336
631,Count_CivicStructure_AgriculturalFacility,839
631,Count_CivicStructure_EducationFacility,256
631,Count_CivicStructure_MedicalFacility,242
631,Count_CivicStructure_TransportOrAdminFacility,288
635,Count_CivicStructure_AgriculturalFacility,26
635,Count_CivicStructure_EducationFacility,199
635,Count_CivicStructure_MedicalFacility,183
635,Count_CivicStructure_TransportOrAdminFacility,325
554,Count_CivicStructure_AgriculturalFacility,782
554,Count_CivicStructure_EducationFacility,215
554,Count_CivicStructure_MedicalFacility,284
554,Count_CivicStructure_TransportOrAdminFacility,395
555,Count_CivicStructure_AgriculturalFacility,1294
555,Count_CivicStructure_EducationFacility,349
555,Count_CivicStructure_MedicalFacility,351
555,Count_CivicStructure_TransportOrAdminFacility,616
556,Count_CivicStructure_AgriculturalFacility,540
556,Count_CivicStructure_EducationFacility,253
556,Count_CivicStructure_MedicalFacility,287
556,Count_CivicStructure_TransportOrAdminFacility,615
557,Count_CivicStructure_AgriculturalFacility,954
557,Count_CivicStructure_EducationFacility,242
557,Count_CivicStructure_MedicalFacility,304
557,Count_CivicStructure_TransportOrAdminFacility,742
558,Count_CivicStructure_AgriculturalFacility,128
558,Count_CivicStructure_EducationFacility,210
558,Count_CivicStructure_MedicalFacility,128
558,Count_CivicStructure_TransportOrAdminFacility,253
559,Count_CivicStructure_AgriculturalFacility,921
559,Count_CivicStructure_EducationFacility,283
559,Count_CivicStructure_MedicalFacility,277
559,Count_CivicStructure_TransportOrAdminFacility,363
560,Count_CivicStructure_AgriculturalFacility,1870
560,Count_CivicStructure_EducationFacility,344
560,Count_CivicStructure_MedicalFacility,310
560,Count_CivicStructure_TransportOrAdminFacility,557
561,Count_CivicStructure_AgriculturalFacility,1431
561,Count_CivicStructure_EducationFacility,442
561,Count_CivicStructure_MedicalFacility,263
561,Count_CivicStructure_TransportOrAdminFacility,548
562,Count_CivicStructure_AgriculturalFacility,3374
562,Count_CivicStructure_EducationFacility,356
562,Count_CivicStructure_MedicalFacility,276
562,Count_CivicStructure_TransportOrAdminFacility,536
563,Count_CivicStructure_AgriculturalFacility,2245
563,Count_CivicStructure_EducationFacility,257
563,Count_CivicStructure_MedicalFacility,320
563,Count_CivicStructure_TransportOrAdminFacility,464
564,Count_CivicStructure_AgriculturalFacility,467
564,Count_CivicStructure_EducationFacility,241
564,Count_CivicStructure_MedicalFacility,330
564,Count_CivicStructure_TransportOrAdminFacility,372
565,Count_CivicStructure_AgriculturalFacility,1211
565,Count_CivicStructure_EducationFacility,371
565,Count_CivicStructure_MedicalFacility,340
565,Count_CivicStructure_TransportOrAdminFacility,573
566,Count_CivicStructure_AgriculturalFacility,1689
566,Count_CivicStructure_EducationFacility,176
566,Count_CivicStructure_MedicalFacility,195
566,Count_CivicStructure_TransportOrAdminFacility,510
567,Count_CivicStructure_AgriculturalFacility,441
567,Count_CivicStructure_EducationFacility,148
567,Count_CivicStructure_MedicalFacility,208
567,Count_CivicStructure_TransportOrAdminFacility,185
6,Count_CivicStructure_AgriculturalFacility,85
6,Count_CivicStructure_EducationFacility,83
6,Count_CivicStructure_MedicalFacility,61
6,Count_CivicStructure_TransportOrAdminFacility,116
9,Count_CivicStructure_AgriculturalFacility,205
9,Count_CivicStructure_EducationFacility,69
9,Count_CivicStructure_MedicalFacility,79
9,Count_CivicStructure_TransportOrAdminFacility,305
390,Count_CivicStructure_AgriculturalFacility,69
390,Count_CivicStructure_EducationFacility,117
390,Count_CivicStructure_MedicalFacility,178
390,Count_CivicStructure_TransportOrAdminFacility,323
391,Count_CivicStructure_AgriculturalFacility,105
391,Count_CivicStructure_EducationFacility,102
391,Count_CivicStructure_MedicalFacility,72
391,Count_CivicStructure_TransportOrAdminFacility,485
392,Count_CivicStructure_AgriculturalFacility,402
392,Count_CivicStructure_EducationFacility,308
392,Count_CivicStructure_MedicalFacility,139
392,Count_CivicStructure_TransportOrAdminFacility,900
393,Count_CivicStructure_AgriculturalFacility,500
393,Count_CivicStructure_EducationFacility,143
393,Count_CivicStructure_MedicalFacility,241
393,Count_CivicStructure_TransportOrAdminFacility,552
394,Count_CivicStructure_AgriculturalFacility,353
394,Count_CivicStructure_EducationFacility,333
394,Count_CivicStructure_MedicalFacility,156
394,Count_CivicStructure_TransportOrAdminFacility,781
395,Count_CivicStructure_AgriculturalFacility,145
395,Count_CivicStructure_EducationFacility,235
395,Count_CivicStructure_MedicalFacility,64
395,Count_CivicStructure_TransportOrAdminFacility,554
396,Count_CivicStructure_AgriculturalFacility,49
396,Count_CivicStructure_EducationFacility,100
396,Count_CivicStructure_MedicalFacility,48
396,Count_CivicStructure_TransportOrAdminFacility,267
397,Count_CivicStructure_AgriculturalFacility,83
397,Count_CivicStructure_EducationFacility,65
397,Count_CivicStructure_MedicalFacility,103
397,Count_CivicStructure_TransportOrAdminFacility,236
398,Count_CivicStructure_AgriculturalFacility,291
398,Count_CivicStructure_EducationFacility,174
398,Count_CivicStructure_MedicalFacility,100
398,Count_CivicStructure_TransportOrAdminFacility,645
399,Count_CivicStructure_AgriculturalFacility,481
399,Count_CivicStructure_EducationFacility,434
399,Count_CivicStructure_MedicalFacility,217
399,Count_CivicStructure_TransportOrAdminFacility,1200
400,Count_CivicStructure_AgriculturalFacility,181
400,Count_CivicStructure_EducationFacility,154
400,Count_CivicStructure_MedicalFacility,80
400,Count_CivicStructure_TransportOrAdminFacility,568
401,Count_CivicStructure_AgriculturalFacility,104
401,Count_CivicStructure_EducationFacility,111
401,Count_CivicStructure_MedicalFacility,48
401,Count_CivicStructure_TransportOrAdminFacility,309
402,Count_CivicStructure_AgriculturalFacility,443
402,Count_CivicStructure_EducationFacility,221
402,Count_CivicStructure_MedicalFacility,179
402,Count_CivicStructure_TransportOrAdminFacility,691
403,Count_CivicStructure_AgriculturalFacility,759
403,Count_CivicStructure_EducationFacility,297
403,Count_CivicStructure_MedicalFacility,275
403,Count_CivicStructure_TransportOrAdminFacility,1079
404,Count_CivicStructure_AgriculturalFacility,388
404,Count_CivicStructure_EducationFacility,146
404,Count_CivicStructure_MedicalFacility,173
404,Count_CivicStructure_TransportOrAdminFacility,404
405,Count_CivicStructure_AgriculturalFacility,195
405,Count_CivicStructure_EducationFacility,220
405,Count_CivicStructure_MedicalFacility,74
405,Count_CivicStructure_TransportOrAdminFacility,498
406,Count_CivicStructure_AgriculturalFacility,209
406,Count_CivicStructure_EducationFacility,147
406,Count_CivicStructure_MedicalFacility,187
406,Count_CivicStructure_TransportOrAdminFacility,798
407,Count_CivicStructure_AgriculturalFacility,117
407,Count_CivicStructure_EducationFacility,114
407,Count_CivicStructure_MedicalFacility,115
407,Count_CivicStructure_TransportOrAdminFacility,324
408,Count_CivicStructure_AgriculturalFacility,117
408,Count_CivicStructure_EducationFacility,106
408,Count_CivicStructure_MedicalFacility,87
408,Count_CivicStructure_TransportOrAdminFacility,286
409,Count_CivicStructure_AgriculturalFacility,454
409,Count_CivicStructure_EducationFacility,221
409,Count_CivicStructure_MedicalFacility,159
409,Count_CivicStructure_TransportOrAdminFacility,722
410,Count_CivicStructure_AgriculturalFacility,285
410,Count_CivicStructure_EducationFacility,209
410,Count_CivicStructure_MedicalFacility,111
410,Count_CivicStructure_TransportOrAdminFacility,494
411,Count_CivicStructure_AgriculturalFacility,220
411,Count_CivicStructure_EducationFacility,188
411,Count_CivicStructure_MedicalFacility,55
411,Count_CivicStructure_TransportOrAdminFacility,731
412,Count_CivicStructure_AgriculturalFacility,73
412,Count_CivicStructure_EducationFacility,135
412,Count_CivicStructure_MedicalFacility,59
412,Count_CivicStructure_TransportOrAdminFacility,448
413,Count_CivicStructure_AgriculturalFacility,155
413,Count_CivicStructure_EducationFacility,194
413,Count_CivicStructure_MedicalFacility,76
413,Count_CivicStructure_TransportOrAdminFacility,631
414,Count_CivicStructure_AgriculturalFacility,301
414,Count_CivicStructure_EducationFacility,262
414,Count_CivicStructure_MedicalFacility,152
414,Count_CivicStructure_TransportOrAdminFacility,770
415,Count_CivicStructure_AgriculturalFacility,82
415,Count_CivicStructure_EducationFacility,202
415,Count_CivicStructure_MedicalFacility,111
415,Count_CivicStructure_TransportOrAdminFacility,565
416,Count_CivicStructure_AgriculturalFacility,258
416,Count_CivicStructure_EducationFacility,184
416,Count_CivicStructure_MedicalFacility,147
416,Count_CivicStructure_TransportOrAdminFacility,557
417,Count_CivicStructure_AgriculturalFacility,99
417,Count_CivicStructure_EducationFacility,187
417,Count_CivicStructure_MedicalFacility,63
417,Count_CivicStructure_TransportOrAdminFacility,569
418,Count_CivicStructure_AgriculturalFacility,318
418,Count_CivicStructure_EducationFacility,175
418,Count_CivicStructure_MedicalFacility,167
418,Count_CivicStructure_TransportOrAdminFacility,515
419,Count_CivicStructure_AgriculturalFacility,133
419,Count_CivicStructure_EducationFacility,106
419,Count_CivicStructure_MedicalFacility,85
419,Count_CivicStructure_TransportOrAdminFacility,498
420,Count_CivicStructure_AgriculturalFacility,192
420,Count_CivicStructure_EducationFacility,127
420,Count_CivicStructure_MedicalFacility,127
420,Count_CivicStructure_TransportOrAdminFacility,437
421,Count_CivicStructure_AgriculturalFacility,434
421,Count_CivicStructure_EducationFacility,206
421,Count_CivicStructure_MedicalFacility,249
421,Count_CivicStructure_TransportOrAdminFacility,707
422,Count_CivicStructure_AgriculturalFacility,126
422,Count_CivicStructure_EducationFacility,187
422,Count_CivicStructure_MedicalFacility,141
422,Count_CivicStructure_TransportOrAdminFacility,780
423,Count_CivicStructure_AgriculturalFacility,76
423,Count_CivicStructure_EducationFacility,171
423,Count_CivicStructure_MedicalFacility,81
423,Count_CivicStructure_TransportOrAdminFacility,650
424,Count_CivicStructure_AgriculturalFacility,149
424,Count_CivicStructure_EducationFacility,317
424,Count_CivicStructure_MedicalFacility,122
424,Count_CivicStructure_TransportOrAdminFacility,944
425,Count_CivicStructure_AgriculturalFacility,292
425,Count_CivicStructure_EducationFacility,342
425,Count_CivicStructure_MedicalFacility,164
425,Count_CivicStructure_TransportOrAdminFacility,938
426,Count_CivicStructure_AgriculturalFacility,496
426,Count_CivicStructure_EducationFacility,282
426,Count_CivicStructure_MedicalFacility,121
426,Count_CivicStructure_TransportOrAdminFacility,830
427,Count_CivicStructure_AgriculturalFacility,223
427,Count_CivicStructure_EducationFacility,249
427,Count_CivicStructure_MedicalFacility,62
427,Count_CivicStructure_TransportOrAdminFacility,617
428,Count_CivicStructure_AgriculturalFacility,455
428,Count_CivicStructure_EducationFacility,259
428,Count_CivicStructure_MedicalFacility,108
428,Count_CivicStructure_TransportOrAdminFacility,900
429,Count_CivicStructure_AgriculturalFacility,224
429,Count_CivicStructure_EducationFacility,165
429,Count_CivicStructure_MedicalFacility,111
429,Count_CivicStructure_TransportOrAdminFacility,534
430,Count_CivicStructure_AgriculturalFacility,240
430,Count_CivicStructure_EducationFacility,170
430,Count_CivicStructure_MedicalFacility,61
430,Count_CivicStructure_TransportOrAdminFacility,672
431,Count_CivicStructure_AgriculturalFacility,61
431,Count_CivicStructure_EducationFacility,77
431,Count_CivicStructure_MedicalFacility,34
431,Count_CivicStructure_TransportOrAdminFacility,304
432,Count_CivicStructure_AgriculturalFacility,126
432,Count_CivicStructure_EducationFacility,252
432,Count_CivicStructure_MedicalFacility,148
