VariableName,VariableCode,Type_Of_Variable,Unit_Of_Measure,Scaling_Factor,Aggregation_Type,Weighing_Varible_ID,Weighing_Variable_Name,Long_Description
Women unmet need for spacing (%),I6822_94,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,"Unmet need for spacing (unmet need for family planning refers to fecund women who are not using contraception but who wish to postpone the next birth (spacing) or stop childbearing altogether (limiting). specifically, women are considered to have unmet need for spacing if they are at risk of becoming pregnant, not using contraception, and either do not want to become pregnant within the next two years, or are unsure if or when they want to become pregnant. pregnant with a mistimed pregnancy. postpartum amenorrhoeic for up to two years following a mistimed birth and not using contraception. women are considered to have unmet need for limiting if they are:  · at risk of becoming pregnant, not using contraception, and want no (more) children. pregnant with an unwanted pregnancy. postpartum amenorrhoeic for up to two years following an unwanted birth and not using contraception. women who are classified as infecund have no unmet need because they are not at risk of becoming pregnant. unmet need for family planning is the sum of unmet need for spacing plus unmet need for limiting) (%)"
Women age 15 years and above who consume alcohol (%),I6822_95,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Tobacco use and alcohol consumption among adults (age 15 years and above) -women age 15 years and above who consume alcohol (%)
Women age 15 years and above who use any kind of tobacco (%),I6822_96,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Tobacco use and alcohol consumption among adults (age 15 years and above)-women age 15 years and above who use any kind of tobacco (%)
Women age group 15 to 19 years who were already mothers or pregnant at the time of the survey (%),I6822_97,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Marriage and fertility-women age 15 to 19 years who were already mothers or pregnant at the time of the survey (%)
Women age group 15 to 24 years who use hygienic methods of protection during their menstrual period (%),I6822_98,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,"Women's empowerment (women age 15 to 49 years) (locally prepared napkins, sanitary napkins, tampons, and menstrual cups are considered to be hygienic methods of protection.) -women age 15 to 24 years who use hygienic methods of protection during their menstrual period (%)"
Women age group 20 to 24 years married before age 18 years (%),I6822_99,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Marriage and fertility-women age 20 to 24 years married before age 18 years (%)
Women age group 15 to 49 years who are literate (%),I6822_100,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Characteristics of adults-women who are literate (age 15 to 49 years) (refers to women or men who completed standard 9 or higher and women or men who can read a whole sentence or part of a sentence.) (%)
Women who are overweight or obese (%) ,I6822_101,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Nutritional status of adults (age 15 to 49 years)(excludes pregnant women and women with a birth in the preceding 2 months)women who are overweight or obese (bmi =25.0 kg/m2) (%) 
Women who have high risk waist-to-hip ratio (%),I6822_102,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Nutritional status of adults (age 15 to 49 years)-women who have high risk waist-to-hip ratio (=0.85) (%)
Women with body mass index (bmi) below normal (%),I6822_103,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Nutritional status of adults (age 15 to 49 years)-women whose body mass index ( BMI ) is below normal ( BMI less than 18.5 kg/m2 ) (excludes pregnant women and women with a birth in the preceding 2 months) (%)
Women with 10 or more years of schooling (%),I6822_104,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Characteristics of adults (age 15 to 49 years) -women with 10 or more years of schooling (%)
Women suffering from high blood sugar level (%),I6822_105,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Blood sugar level among adults (age 15 years and above)-women-blood sugar level - high (141 to 160 mg/dl) (random blood sugar measurement) (%)
Women suffering from high or very high blood sugar level (%),I6822_106,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Blood sugar level among adults (age 15 years and above) women-blood sugar level - high or very high (greater than 140 mg/dl) or taking medicine to control blood sugar level (random blood sugar measurement) (%)
Women suffering from very high blood sugar level (%),I6822_107,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Blood sugar level among adults (age 15 years and above)-women-blood sugar level - very high (greater than 160 mg/dl)- women-blood sugar level - very high (greater than 160 mg/dl) (random blood sugar measurement) (%)
Women suffering from elevated blood pressure (%),I6822_108,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Hypertension among adults (age 15 years and above)- women-elevated blood pressure (systolic =140 mm of hg and/or diastolic =90 mm of hg) or taking medicine to control blood pressure (%)
Women-mildly elevated blood pressure (%),I6822_109,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Hypertension among adults (age 15 years and above)-women-mildly elevated blood pressure (systolic 140 to 159 mm of hg and/or diastolic 90-99 mm of hg) (%)
Women-moderately or severely elevated blood pressure (%),I6822_110,Numeric Variable,Percentage,1,weighted avg,WeighingRatio_Percentage_TotalPopulationFemale,Total Population Female from Census,Hypertension among adults (age 15 years and above)-women-moderately or severely elevated blood pressure (systolic =160 mm of hg and/or diastolic =100 mm of hg) (%)
