observationAbout,observationDate,value,variableMeasured,observationPeriod
dcid:geoId/55,2023-06,4516,dcid:Count_Death,P1M
dcid:geoId/56,2023-06,429,dcid:Count_Death,P1M
dcid:geoId/72,2023-06,2917,dcid:Count_Death,P1M
dcid:geoId/01,2023-07,4853,dcid:Count_Death,P1M
dcid:geoId/02,2023-07,427,dcid:Count_Death,P1M
dcid:geoId/04,2023-07,5913,dcid:Count_Death,P1M
dcid:geoId/05,2023-07,2901,dcid:Count_Death,P1M
dcid:geoId/06,2023-07,23352,dcid:Count_Death,P1M
dcid:geoId/08,2023-07,3546,dcid:Count_Death,P1M
dcid:geoId/09,2023-07,2589,dcid:Count_Death,P1M
dcid:geoId/10,2023-07,854,dcid:Count_Death,P1M
dcid:geoId/11,2023-07,404,dcid:Count_Death,P1M
dcid:geoId/12,2023-07,19057,dcid:Count_Death,P1M
dcid:geoId/13,2023-07,7618,dcid:Count_Death,P1M
dcid:geoId/15,2023-07,1029,dcid:Count_Death,P1M
dcid:geoId/16,2023-07,1348,dcid:Count_Death,P1M
dcid:geoId/17,2023-07,8974,dcid:Count_Death,P1M
dcid:geoId/18,2023-07,5505,dcid:Count_Death,P1M
dcid:geoId/19,2023-07,2530,dcid:Count_Death,P1M
dcid:geoId/20,2023-07,2730,dcid:Count_Death,P1M
dcid:geoId/21,2023-07,4251,dcid:Count_Death,P1M
dcid:geoId/22,2023-07,3900,dcid:Count_Death,P1M
dcid:geoId/23,2023-07,1339,dcid:Count_Death,P1M
dcid:geoId/24,2023-07,4114,dcid:Count_Death,P1M
dcid:geoId/25,2023-07,4803,dcid:Count_Death,P1M
dcid:geoId/26,2023-07,8232,dcid:Count_Death,P1M
dcid:geoId/27,2023-07,3903,dcid:Count_Death,P1M
dcid:geoId/28,2023-07,2761,dcid:Count_Death,P1M
dcid:geoId/29,2023-07,5198,dcid:Count_Death,P1M
dcid:geoId/30,2023-07,927,dcid:Count_Death,P1M
dcid:geoId/31,2023-07,1471,dcid:Count_Death,P1M
dcid:geoId/32,2023-07,2439,dcid:Count_Death,P1M
dcid:geoId/33,2023-07,1175,dcid:Count_Death,P1M
dcid:geoId/34,2023-07,5829,dcid:Count_Death,P1M
dcid:geoId/35,2023-07,1801,dcid:Count_Death,P1M
dcid:geoId/36,2023-07,12607,dcid:Count_Death,P1M
dcid:geoId/37,2023-07,8515,dcid:Count_Death,P1M
dcid:geoId/38,2023-07,560,dcid:Count_Death,P1M
dcid:geoId/39,2023-07,10070,dcid:Count_Death,P1M
dcid:geoId/40,2023-07,3508,dcid:Count_Death,P1M
dcid:geoId/41,2023-07,3478,dcid:Count_Death,P1M
dcid:geoId/42,2023-07,10754,dcid:Count_Death,P1M
dcid:geoId/44,2023-07,796,dcid:Count_Death,P1M
dcid:geoId/45,2023-07,4688,dcid:Count_Death,P1M
dcid:geoId/46,2023-07,716,dcid:Count_Death,P1M
dcid:geoId/47,2023-07,6294,dcid:Count_Death,P1M
dcid:geoId/48,2023-07,18755,dcid:Count_Death,P1M
dcid:geoId/49,2023-07,1678,dcid:Count_Death,P1M
dcid:geoId/50,2023-07,542,dcid:Count_Death,P1M
dcid:geoId/51,2023-07,6143,dcid:Count_Death,P1M
dcid:geoId/53,2023-07,5247,dcid:Count_Death,P1M
dcid:geoId/54,2023-07,1982,dcid:Count_Death,P1M
dcid:geoId/55,2023-07,4545,dcid:Count_Death,P1M
dcid:geoId/56,2023-07,487,dcid:Count_Death,P1M
dcid:geoId/72,2023-07,2821,dcid:Count_Death,P1M
dcid:geoId/01,2023-08,4920,dcid:Count_Death,P1M
dcid:geoId/02,2023-08,456,dcid:Count_Death,P1M
dcid:geoId/04,2023-08,5515,dcid:Count_Death,P1M
dcid:geoId/05,2023-08,2889,dcid:Count_Death,P1M
dcid:geoId/06,2023-08,23449,dcid:Count_Death,P1M
dcid:geoId/08,2023-08,3686,dcid:Count_Death,P1M
dcid:geoId/09,2023-08,2611,dcid:Count_Death,P1M
dcid:geoId/10,2023-08,796,dcid:Count_Death,P1M
dcid:geoId/11,2023-08,422,dcid:Count_Death,P1M
dcid:geoId/12,2023-08,18968,dcid:Count_Death,P1M
dcid:geoId/13,2023-08,8223,dcid:Count_Death,P1M
dcid:geoId/15,2023-08,1178,dcid:Count_Death,P1M
dcid:geoId/16,2023-08,1371,dcid:Count_Death,P1M
dcid:geoId/17,2023-08,9029,dcid:Count_Death,P1M
dcid:geoId/18,2023-08,5634,dcid:Count_Death,P1M
dcid:geoId/19,2023-08,2589,dcid:Count_Death,P1M
dcid:geoId/20,2023-08,2819,dcid:Count_Death,P1M
dcid:geoId/21,2023-08,4167,dcid:Count_Death,P1M
dcid:geoId/22,2023-08,4070,dcid:Count_Death,P1M
dcid:geoId/23,2023-08,1376,dcid:Count_Death,P1M
dcid:geoId/24,2023-08,4412,dcid:Count_Death,P1M
dcid:geoId/25,2023-08,4957,dcid:Count_Death,P1M
dcid:geoId/26,2023-08,8344,dcid:Count_Death,P1M
dcid:geoId/27,2023-08,3899,dcid:Count_Death,P1M
dcid:geoId/28,2023-08,2970,dcid:Count_Death,P1M
dcid:geoId/29,2023-08,5367,dcid:Count_Death,P1M
dcid:geoId/30,2023-08,848,dcid:Count_Death,P1M
dcid:geoId/31,2023-08,1544,dcid:Count_Death,P1M
dcid:geoId/32,2023-08,2383,dcid:Count_Death,P1M
dcid:geoId/33,2023-08,1134,dcid:Count_Death,P1M
dcid:geoId/34,2023-08,6062,dcid:Count_Death,P1M
dcid:geoId/35,2023-08,1802,dcid:Count_Death,P1M
dcid:geoId/36,2023-08,13002,dcid:Count_Death,P1M
dcid:geoId/37,2023-08,8748,dcid:Count_Death,P1M
dcid:geoId/38,2023-08,572,dcid:Count_Death,P1M
dcid:geoId/39,2023-08,10021,dcid:Count_Death,P1M
dcid:geoId/40,2023-08,3551,dcid:Count_Death,P1M
dcid:geoId/41,2023-08,3381,dcid:Count_Death,P1M
dcid:geoId/42,2023-08,10765,dcid:Count_Death,P1M
dcid:geoId/44,2023-08,747,dcid:Count_Death,P1M
dcid:geoId/45,2023-08,4656,dcid:Count_Death,P1M
dcid:geoId/46,2023-08,723,dcid:Count_Death,P1M
dcid:geoId/47,2023-08,6456,dcid:Count_Death,P1M
dcid:geoId/48,2023-08,18905,dcid:Count_Death,P1M
dcid:geoId/49,2023-08,1732,dcid:Count_Death,P1M
dcid:geoId/50,2023-08,567,dcid:Count_Death,P1M
dcid:geoId/51,2023-08,6371,dcid:Count_Death,P1M
dcid:geoId/53,2023-08,5293,dcid:Count_Death,P1M
dcid:geoId/54,2023-08,1996,dcid:Count_Death,P1M
dcid:geoId/55,2023-08,4622,dcid:Count_Death,P1M
dcid:geoId/56,2023-08,476,dcid:Count_Death,P1M
dcid:geoId/72,2023-08,2842,dcid:Count_Death,P1M
dcid:geoId/01,2023-09,4653,dcid:Count_Death,P1M
dcid:geoId/02,2023-09,484,dcid:Count_Death,P1M
dcid:geoId/04,2023-09,5189,dcid:Count_Death,P1M
dcid:geoId/05,2023-09,2921,dcid:Count_Death,P1M
dcid:geoId/06,2023-09,22795,dcid:Count_Death,P1M
dcid:geoId/08,2023-09,3637,dcid:Count_Death,P1M
dcid:geoId/09,2023-09,2609,dcid:Count_Death,P1M
dcid:geoId/10,2023-09,834,dcid:Count_Death,P1M
dcid:geoId/11,2023-09,423,dcid:Count_Death,P1M
dcid:geoId/12,2023-09,18199,dcid:Count_Death,P1M
dcid:geoId/13,2023-09,7620,dcid:Count_Death,P1M
dcid:geoId/15,2023-09,966,dcid:Count_Death,P1M
dcid:geoId/16,2023-09,1303,dcid:Count_Death,P1M
dcid:geoId/17,2023-09,9054,dcid:Count_Death,P1M
dcid:geoId/18,2023-09,5573,dcid:Count_Death,P1M
dcid:geoId/19,2023-09,2535,dcid:Count_Death,P1M
dcid:geoId/20,2023-09,2910,dcid:Count_Death,P1M
dcid:geoId/21,2023-09,4121,dcid:Count_Death,P1M
dcid:geoId/22,2023-09,3970,dcid:Count_Death,P1M
dcid:geoId/23,2023-09,1318,dcid:Count_Death,P1M
dcid:geoId/24,2023-09,4203,dcid:Count_Death,P1M
dcid:geoId/25,2023-09,4837,dcid:Count_Death,P1M
dcid:geoId/26,2023-09,8206,dcid:Count_Death,P1M
dcid:geoId/27,2023-09,3907,dcid:Count_Death,P1M
dcid:geoId/28,2023-09,2835,dcid:Count_Death,P1M
dcid:geoId/29,2023-09,5283,dcid:Count_Death,P1M
dcid:geoId/30,2023-09,909,dcid:Count_Death,P1M
dcid:geoId/31,2023-09,1422,dcid:Count_Death,P1M
dcid:geoId/32,2023-09,2232,dcid:Count_Death,P1M
dcid:geoId/33,2023-09,1126,dcid:Count_Death,P1M
dcid:geoId/34,2023-09,5850,dcid:Count_Death,P1M
dcid:geoId/35,2023-09,1685,dcid:Count_Death,P1M
dcid:geoId/36,2023-09,12676,dcid:Count_Death,P1M
dcid:geoId/37,2023-09,8693,dcid:Count_Death,P1M
dcid:geoId/38,2023-09,530,dcid:Count_Death,P1M
dcid:geoId/39,2023-09,10222,dcid:Count_Death,P1M
dcid:geoId/40,2023-09,3483,dcid:Count_Death,P1M
dcid:geoId/41,2023-09,3432,dcid:Count_Death,P1M
dcid:geoId/42,2023-09,10689,dcid:Count_Death,P1M
dcid:geoId/44,2023-09,853,dcid:Count_Death,P1M
dcid:geoId/45,2023-09,4686,dcid:Count_Death,P1M
dcid:geoId/46,2023-09,709,dcid:Count_Death,P1M
dcid:geoId/47,2023-09,6560,dcid:Count_Death,P1M
dcid:geoId/48,2023-09,18212,dcid:Count_Death,P1M
dcid:geoId/49,2023-09,1734,dcid:Count_Death,P1M
dcid:geoId/50,2023-09,557,dcid:Count_Death,P1M
dcid:geoId/51,2023-09,6134,dcid:Count_Death,P1M
dcid:geoId/53,2023-09,5309,dcid:Count_Death,P1M
dcid:geoId/54,2023-09,1893,dcid:Count_Death,P1M
dcid:geoId/55,2023-09,4513,dcid:Count_Death,P1M
dcid:geoId/56,2023-09,425,dcid:Count_Death,P1M
dcid:geoId/72,2023-09,2795,dcid:Count_Death,P1M
dcid:geoId/01,2023-10,4765,dcid:Count_Death,P1M
dcid:geoId/02,2023-10,463,dcid:Count_Death,P1M
dcid:geoId/04,2023-10,5595,dcid:Count_Death,P1M
dcid:geoId/05,2023-10,3042,dcid:Count_Death,P1M
dcid:geoId/06,2023-10,23858,dcid:Count_Death,P1M
dcid:geoId/08,2023-10,3864,dcid:Count_Death,P1M
dcid:geoId/09,2023-10,2841,dcid:Count_Death,P1M
dcid:geoId/10,2023-10,893,dcid:Count_Death,P1M
dcid:geoId/11,2023-10,434,dcid:Count_Death,P1M
dcid:geoId/12,2023-10,18703,dcid:Count_Death,P1M
dcid:geoId/13,2023-10,7946,dcid:Count_Death,P1M
dcid:geoId/15,2023-10,1003,dcid:Count_Death,P1M
dcid:geoId/16,2023-10,1412,dcid:Count_Death,P1M
dcid:geoId/17,2023-10,9378,dcid:Count_Death,P1M
dcid:geoId/18,2023-10,5900,dcid:Count_Death,P1M
dcid:geoId/19,2023-10,2687,dcid:Count_Death,P1M
dcid:geoId/20,2023-10,2994,dcid:Count_Death,P1M
dcid:geoId/21,2023-10,4456,dcid:Count_Death,P1M
dcid:geoId/22,2023-10,4092,dcid:Count_Death,P1M
dcid:geoId/23,2023-10,1432,dcid:Count_Death,P1M
dcid:geoId/24,2023-10,4642,dcid:Count_Death,P1M
dcid:geoId/25,2023-10,5200,dcid:Count_Death,P1M
dcid:geoId/26,2023-10,8673,dcid:Count_Death,P1M
dcid:geoId/27,2023-10,4239,dcid:Count_Death,P1M
dcid:geoId/28,2023-10,2924,dcid:Count_Death,P1M
dcid:geoId/29,2023-10,5642,dcid:Count_Death,P1M
dcid:geoId/30,2023-10,979,dcid:Count_Death,P1M
dcid:geoId/31,2023-10,1531,dcid:Count_Death,P1M
dcid:geoId/32,2023-10,2223,dcid:Count_Death,P1M
dcid:geoId/33,2023-10,1215,dcid:Count_Death,P1M
dcid:geoId/34,2023-10,6449,dcid:Count_Death,P1M
dcid:geoId/35,2023-10,1860,dcid:Count_Death,P1M
dcid:geoId/36,2023-10,14100,dcid:Count_Death,P1M
dcid:geoId/37,2023-10,8981,dcid:Count_Death,P1M
dcid:geoId/38,2023-10,569,dcid:Count_Death,P1M
dcid:geoId/39,2023-10,10916,dcid:Count_Death,P1M
dcid:geoId/40,2023-10,3685,dcid:Count_Death,P1M
dcid:geoId/41,2023-10,3695,dcid:Count_Death,P1M
dcid:geoId/42,2023-10,11880,dcid:Count_Death,P1M
dcid:geoId/44,2023-10,911,dcid:Count_Death,P1M
dcid:geoId/45,2023-10,4771,dcid:Count_Death,P1M
dcid:geoId/46,2023-10,769,dcid:Count_Death,P1M
dcid:geoId/47,2023-10,6531,dcid:Count_Death,P1M
dcid:geoId/48,2023-10,18642,dcid:Count_Death,P1M
dcid:geoId/49,2023-10,1893,dcid:Count_Death,P1M
dcid:geoId/50,2023-10,568,dcid:Count_Death,P1M
dcid:geoId/51,2023-10,6528,dcid:Count_Death,P1M
dcid:geoId/53,2023-10,5550,dcid:Count_Death,P1M
dcid:geoId/54,2023-10,1979,dcid:Count_Death,P1M
dcid:geoId/55,2023-10,4848,dcid:Count_Death,P1M
dcid:geoId/56,2023-10,450,dcid:Count_Death,P1M
dcid:geoId/72,2023-10,2792,dcid:Count_Death,P1M
dcid:geoId/01,2023-11,4781,dcid:Count_Death,P1M
dcid:geoId/02,2023-11,490,dcid:Count_Death,P1M
dcid:geoId/04,2023-11,5555,dcid:Count_Death,P1M
dcid:geoId/05,2023-11,2860,dcid:Count_Death,P1M
dcid:geoId/06,2023-11,24407,dcid:Count_Death,P1M
dcid:geoId/08,2023-11,3777,dcid:Count_Death,P1M
dcid:geoId/09,2023-11,2772,dcid:Count_Death,P1M
dcid:geoId/10,2023-11,879,dcid:Count_Death,P1M
dcid:geoId/11,2023-11,424,dcid:Count_Death,P1M
dcid:geoId/12,2023-11,18169,dcid:Count_Death,P1M
dcid:geoId/13,2023-11,7800,dcid:Count_Death,P1M
dcid:geoId/15,2023-11,997,dcid:Count_Death,P1M
dcid:geoId/16,2023-11,1368,dcid:Count_Death,P1M
dcid:geoId/17,2023-11,9824,dcid:Count_Death,P1M
dcid:geoId/18,2023-11,5887,dcid:Count_Death,P1M
dcid:geoId/19,2023-11,2788,dcid:Count_Death,P1M
dcid:geoId/20,2023-11,2956,dcid:Count_Death,P1M
dcid:geoId/21,2023-11,4410,dcid:Count_Death,P1M
dcid:geoId/22,2023-11,4057,dcid:Count_Death,P1M
dcid:geoId/23,2023-11,1415,dcid:Count_Death,P1M
dcid:geoId/24,2023-11,4516,dcid:Count_Death,P1M
dcid:geoId/25,2023-11,5186,dcid:Count_Death,P1M
dcid:geoId/26,2023-11,8556,dcid:Count_Death,P1M
dcid:geoId/27,2023-11,4367,dcid:Count_Death,P1M
dcid:geoId/28,2023-11,3001,dcid:Count_Death,P1M
dcid:geoId/29,2023-11,5460,dcid:Count_Death,P1M
dcid:geoId/30,2023-11,963,dcid:Count_Death,P1M
dcid:geoId/31,2023-11,1522,dcid:Count_Death,P1M
dcid:geoId/32,2023-11,2479,dcid:Count_Death,P1M
dcid:geoId/33,2023-11,1164,dcid:Count_Death,P1M
dcid:geoId/34,2023-11,6286,dcid:Count_Death,P1M
dcid:geoId/35,2023-11,1892,dcid:Count_Death,P1M
dcid:geoId/36,2023-11,13566,dcid:Count_Death,P1M
dcid:geoId/37,2023-11,9038,dcid:Count_Death,P1M
dcid:geoId/38,2023-11,587,dcid:Count_Death,P1M
dcid:geoId/39,2023-11,10706,dcid:Count_Death,P1M
dcid:geoId/40,2023-11,3723,dcid:Count_Death,P1M
dcid:geoId/41,2023-11,3534,dcid:Count_Death,P1M
dcid:geoId/42,2023-11,11840,dcid:Count_Death,P1M
dcid:geoId/44,2023-11,879,dcid:Count_Death,P1M
dcid:geoId/45,2023-11,4807,dcid:Count_Death,P1M
dcid:geoId/46,2023-11,759,dcid:Count_Death,P1M
dcid:geoId/47,2023-11,6588,dcid:Count_Death,P1M
dcid:geoId/48,2023-11,18955,dcid:Count_Death,P1M
dcid:geoId/49,2023-11,1821,dcid:Count_Death,P1M
dcid:geoId/50,2023-11,573,dcid:Count_Death,P1M
dcid:geoId/51,2023-11,6607,dcid:Count_Death,P1M
dcid:geoId/53,2023-11,5466,dcid:Count_Death,P1M
dcid:geoId/54,2023-11,2020,dcid:Count_Death,P1M
dcid:geoId/55,2023-11,4925,dcid:Count_Death,P1M
dcid:geoId/56,2023-11,480,dcid:Count_Death,P1M
dcid:geoId/72,2023-11,2857,dcid:Count_Death,P1M
dcid:geoId/01,2023-12,5559,dcid:Count_Death,P1M
dcid:geoId/02,2023-12,495,dcid:Count_Death,P1M
dcid:geoId/04,2023-12,6239,dcid:Count_Death,P1M
dcid:geoId/05,2023-12,3245,dcid:Count_Death,P1M
dcid:geoId/06,2023-12,27100,dcid:Count_Death,P1M
dcid:geoId/08,2023-12,4069,dcid:Count_Death,P1M
dcid:geoId/09,2023-12,2958,dcid:Count_Death,P1M
dcid:geoId/10,2023-12,971,dcid:Count_Death,P1M
dcid:geoId/11,2023-12,425,dcid:Count_Death,P1M
dcid:geoId/12,2023-12,20014,dcid:Count_Death,P1M
dcid:geoId/13,2023-12,9017,dcid:Count_Death,P1M
dcid:geoId/15,2023-12,1060,dcid:Count_Death,P1M
dcid:geoId/16,2023-12,1482,dcid:Count_Death,P1M
dcid:geoId/17,2023-12,10745,dcid:Count_Death,P1M
dcid:geoId/18,2023-12,6507,dcid:Count_Death,P1M
dcid:geoId/19,2023-12,3078,dcid:Count_Death,P1M
dcid:geoId/20,2023-12,3234,dcid:Count_Death,P1M
dcid:geoId/21,2023-12,5027,dcid:Count_Death,P1M
dcid:geoId/22,2023-12,4558,dcid:Count_Death,P1M
dcid:geoId/23,2023-12,1541,dcid:Count_Death,P1M
dcid:geoId/24,2023-12,4995,dcid:Count_Death,P1M
dcid:geoId/25,2023-12,5701,dcid:Count_Death,P1M
dcid:geoId/26,2023-12,9368,dcid:Count_Death,P1M
dcid:geoId/27,2023-12,4515,dcid:Count_Death,P1M
dcid:geoId/28,2023-12,3246,dcid:Count_Death,P1M
dcid:geoId/29,2023-12,6056,dcid:Count_Death,P1M
dcid:geoId/30,2023-12,971,dcid:Count_Death,P1M
dcid:geoId/31,2023-12,1655,dcid:Count_Death,P1M
dcid:geoId/32,2023-12,2596,dcid:Count_Death,P1M
dcid:geoId/33,2023-12,1227,dcid:Count_Death,P1M
dcid:geoId/34,2023-12,7121,dcid:Count_Death,P1M
dcid:geoId/35,2023-12,2054,dcid:Count_Death,P1M
dcid:geoId/36,2023-12,15119,dcid:Count_Death,P1M
dcid:geoId/37,2023-12,10263,dcid:Count_Death,P1M
dcid:geoId/38,2023-12,605,dcid:Count_Death,P1M
dcid:geoId/39,2023-12,11527,dcid:Count_Death,P1M
dcid:geoId/40,2023-12,4075,dcid:Count_Death,P1M
dcid:geoId/41,2023-12,3801,dcid:Count_Death,P1M
dcid:geoId/42,2023-12,12583,dcid:Count_Death,P1M
dcid:geoId/44,2023-12,966,dcid:Count_Death,P1M
dcid:geoId/45,2023-12,5451,dcid:Count_Death,P1M
dcid:geoId/46,2023-12,748,dcid:Count_Death,P1M
dcid:geoId/47,2023-12,7421,dcid:Count_Death,P1M
dcid:geoId/48,2023-12,20632,dcid:Count_Death,P1M
dcid:geoId/49,2023-12,1965,dcid:Count_Death,P1M
dcid:geoId/50,2023-12,584,dcid:Count_Death,P1M
dcid:geoId/51,2023-12,7330,dcid:Count_Death,P1M
dcid:geoId/53,2023-12,5891,dcid:Count_Death,P1M
dcid:geoId/54,2023-12,2366,dcid:Count_Death,P1M
dcid:geoId/55,2023-12,5202,dcid:Count_Death,P1M
dcid:geoId/56,2023-12,495,dcid:Count_Death,P1M
dcid:geoId/72,2023-12,2924,dcid:Count_Death,P1M
dcid:geoId/01,2024-01,5797,dcid:Count_Death,P1M
dcid:geoId/02,2024-01,518,dcid:Count_Death,P1M
dcid:geoId/04,2024-01,6734,dcid:Count_Death,P1M
dcid:geoId/05,2024-01,3469,dcid:Count_Death,P1M
dcid:geoId/06,2024-01,27452,dcid:Count_Death,P1M
dcid:geoId/08,2024-01,4038,dcid:Count_Death,P1M
dcid:geoId/09,2024-01,3094,dcid:Count_Death,P1M
dcid:geoId/10,2024-01,1020,dcid:Count_Death,P1M
dcid:geoId/11,2024-01,455,dcid:Count_Death,P1M
dcid:geoId/12,2024-01,21517,dcid:Count_Death,P1M
dcid:geoId/13,2024-01,9566,dcid:Count_Death,P1M
dcid:geoId/15,2024-01,1255,dcid:Count_Death,P1M
dcid:geoId/16,2024-01,1545,dcid:Count_Death,P1M
dcid:geoId/17,2024-01,10562,dcid:Count_Death,P1M
dcid:geoId/18,2024-01,6640,dcid:Count_Death,P1M
dcid:geoId/19,2024-01,3115,dcid:Count_Death,P1M
dcid:geoId/20,2024-01,3458,dcid:Count_Death,P1M
dcid:geoId/21,2024-01,5094,dcid:Count_Death,P1M
dcid:geoId/22,2024-01,4821,dcid:Count_Death,P1M
dcid:geoId/23,2024-01,1500,dcid:Count_Death,P1M
dcid:geoId/24,2024-01,5175,dcid:Count_Death,P1M
dcid:geoId/25,2024-01,5794,dcid:Count_Death,P1M
dcid:geoId/26,2024-01,9652,dcid:Count_Death,P1M
dcid:geoId/27,2024-01,4508,dcid:Count_Death,P1M
dcid:geoId/28,2024-01,3569,dcid:Count_Death,P1M
dcid:geoId/29,2024-01,6393,dcid:Count_Death,P1M
dcid:geoId/30,2024-01,1112,dcid:Count_Death,P1M
dcid:geoId/31,2024-01,1739,dcid:Count_Death,P1M
dcid:geoId/32,2024-01,2658,dcid:Count_Death,P1M
dcid:geoId/33,2024-01,1366,dcid:Count_Death,P1M
dcid:geoId/34,2024-01,7356,dcid:Count_Death,P1M
dcid:geoId/35,2024-01,2073,dcid:Count_Death,P1M
dcid:geoId/36,2024-01,15793,dcid:Count_Death,P1M
dcid:geoId/37,2024-01,10222,dcid:Count_Death,P1M
dcid:geoId/38,2024-01,639,dcid:Count_Death,P1M
dcid:geoId/39,2024-01,12195,dcid:Count_Death,P1M
dcid:geoId/40,2024-01,4408,dcid:Count_Death,P1M
dcid:geoId/41,2024-01,3966,dcid:Count_Death,P1M
dcid:geoId/42,2024-01,13107,dcid:Count_Death,P1M
dcid:geoId/44,2024-01,969,dcid:Count_Death,P1M
dcid:geoId/45,2024-01,5443,dcid:Count_Death,P1M
dcid:geoId/46,2024-01,827,dcid:Count_Death,P1M
dcid:geoId/47,2024-01,7707,dcid:Count_Death,P1M
dcid:geoId/48,2024-01,22035,dcid:Count_Death,P1M
dcid:geoId/49,2024-01,2087,dcid:Count_Death,P1M
dcid:geoId/50,2024-01,655,dcid:Count_Death,P1M
dcid:geoId/51,2024-01,7574,dcid:Count_Death,P1M
dcid:geoId/53,2024-01,6089,dcid:Count_Death,P1M
dcid:geoId/54,2024-01,2285,dcid:Count_Death,P1M
dcid:geoId/55,2024-01,5353,dcid:Count_Death,P1M
dcid:geoId/56,2024-01,552,dcid:Count_Death,P1M
dcid:geoId/72,2024-01,3030,dcid:Count_Death,P1M
dcid:geoId/01,2024-02,4866,dcid:Count_Death,P1M
dcid:geoId/02,2024-02,487,dcid:Count_Death,P1M
dcid:geoId/04,2024-02,5610,dcid:Count_Death,P1M
dcid:geoId/05,2024-02,3043,dcid:Count_Death,P1M
dcid:geoId/06,2024-02,23495,dcid:Count_Death,P1M
dcid:geoId/08,2024-02,3607,dcid:Count_Death,P1M
dcid:geoId/09,2024-02,2703,dcid:Count_Death,P1M
dcid:geoId/10,2024-02,867,dcid:Count_Death,P1M
dcid:geoId/11,2024-02,405,dcid:Count_Death,P1M
dcid:geoId/12,2024-02,19305,dcid:Count_Death,P1M
dcid:geoId/13,2024-02,8046,dcid:Count_Death,P1M
dcid:geoId/15,2024-02,1062,dcid:Count_Death,P1M
dcid:geoId/16,2024-02,1317,dcid:Count_Death,P1M
dcid:geoId/17,2024-02,9251,dcid:Count_Death,P1M
dcid:geoId/18,2024-02,5744,dcid:Count_Death,P1M
dcid:geoId/19,2024-02,2742,dcid:Count_Death,P1M
dcid:geoId/20,2024-02,3034,dcid:Count_Death,P1M
dcid:geoId/21,2024-02,4355,dcid:Count_Death,P1M
dcid:geoId/22,2024-02,4101,dcid:Count_Death,P1M
dcid:geoId/23,2024-02,1374,dcid:Count_Death,P1M
dcid:geoId/24,2024-02,4467,dcid:Count_Death,P1M
dcid:geoId/25,2024-02,4996,dcid:Count_Death,P1M
dcid:geoId/26,2024-02,8451,dcid:Count_Death,P1M
dcid:geoId/27,2024-02,4071,dcid:Count_Death,P1M
dcid:geoId/28,2024-02,2884,dcid:Count_Death,P1M
dcid:geoId/29,2024-02,5493,dcid:Count_Death,P1M
dcid:geoId/30,2024-02,955,dcid:Count_Death,P1M
dcid:geoId/31,2024-02,1466,dcid:Count_Death,P1M
dcid:geoId/32,2024-02,2399,dcid:Count_Death,P1M
dcid:geoId/33,2024-02,1183,dcid:Count_Death,P1M
dcid:geoId/34,2024-02,6320,dcid:Count_Death,P1M
dcid:geoId/35,2024-02,1763,dcid:Count_Death,P1M
dcid:geoId/36,2024-02,13441,dcid:Count_Death,P1M
dcid:geoId/37,2024-02,8831,dcid:Count_Death,P1M
dcid:geoId/38,2024-02,587,dcid:Count_Death,P1M
dcid:geoId/39,2024-02,10719,dcid:Count_Death,P1M
dcid:geoId/40,2024-02,3800,dcid:Count_Death,P1M
dcid:geoId/41,2024-02,3460,dcid:Count_Death,P1M
dcid:geoId/42,2024-02,11250,dcid:Count_Death,P1M
dcid:geoId/44,2024-02,901,dcid:Count_Death,P1M
dcid:geoId/45,2024-02,4819,dcid:Count_Death,P1M
dcid:geoId/46,2024-02,724,dcid:Count_Death,P1M
dcid:geoId/47,2024-02,6519,dcid:Count_Death,P1M
dcid:geoId/48,2024-02,19054,dcid:Count_Death,P1M
dcid:geoId/49,2024-02,1720,dcid:Count_Death,P1M
dcid:geoId/50,2024-02,547,dcid:Count_Death,P1M
dcid:geoId/51,2024-02,6475,dcid:Count_Death,P1M
dcid:geoId/53,2024-02,5329,dcid:Count_Death,P1M
dcid:geoId/54,2024-02,2045,dcid:Count_Death,P1M
dcid:geoId/55,2024-02,4801,dcid:Count_Death,P1M
dcid:geoId/56,2024-02,449,dcid:Count_Death,P1M
dcid:geoId/72,2024-02,2699,dcid:Count_Death,P1M
dcid:geoId/01,2024-03,4962,dcid:Count_Death,P1M
dcid:geoId/02,2024-03,444,dcid:Count_Death,P1M
dcid:geoId/04,2024-03,5991,dcid:Count_Death,P1M
dcid:geoId/05,2024-03,3084,dcid:Count_Death,P1M
dcid:geoId/06,2024-03,24285,dcid:Count_Death,P1M
dcid:geoId/08,2024-03,3784,dcid:Count_Death,P1M
dcid:geoId/09,2024-03,2892,dcid:Count_Death,P1M
dcid:geoId/10,2024-03,872,dcid:Count_Death,P1M
dcid:geoId/11,2024-03,401,dcid:Count_Death,P1M
dcid:geoId/12,2024-03,19992,dcid:Count_Death,P1M
dcid:geoId/13,2024-03,8083,dcid:Count_Death,P1M
dcid:geoId/15,2024-03,1067,dcid:Count_Death,P1M
dcid:geoId/16,2024-03,1428,dcid:Count_Death,P1M
dcid:geoId/17,2024-03,9683,dcid:Count_Death,P1M
dcid:geoId/18,2024-03,6049,dcid:Count_Death,P1M
dcid:geoId/19,2024-03,2755,dcid:Count_Death,P1M
dcid:geoId/20,2024-03,3171,dcid:Count_Death,P1M
dcid:geoId/21,2024-03,4584,dcid:Count_Death,P1M
dcid:geoId/22,2024-03,4106,dcid:Count_Death,P1M
dcid:geoId/23,2024-03,1457,dcid:Count_Death,P1M
