Country,Variable,Year,Value
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2015,
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2016,
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2017,-0.001
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2018,0.001
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2019,
Türkiye,"Public total treatment (connected to a wastewater treatment plant) , Unspecified (other) treatment",2020,
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2005,21.7
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2010,21.835
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2015,22.3
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2016,24.11
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2017,26.73
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2018,26.73
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2019,26.32
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2020,25.36
Chile,"Public total treatment (connected to a wastewater treatment plant), Primary treatment",2021,27.07
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2005,61.6027
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2010,63.7713
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,72.449
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,73.668
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,73.91
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2018,75.888
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2019,76.646
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2020,77.0843
Lithuania,Total public sewerage (% of resident population connected to a wastewater collecting system),2021,77.0212
Czech Republic,Total connected to wastewater treatment,2000,66.4
Czech Republic,Total connected to wastewater treatment,2005,75.4
Czech Republic,Total connected to wastewater treatment,2010,79.4
Czech Republic,Total connected to wastewater treatment,2015,80.8
Czech Republic,Total connected to wastewater treatment,2016,81.3
Czech Republic,Total connected to wastewater treatment,2017,82.3
Czech Republic,Total connected to wastewater treatment,2018,82.3
Czech Republic,Total connected to wastewater treatment,2019,82.6
Czech Republic,Total connected to wastewater treatment,2020,83.4
Czech Republic,Total connected to wastewater treatment,2021,84.7
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1970,3.8
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",1980,22.9
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2000,5.5
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2005,7.7
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2010,8.6
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2015,7.7019
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2016,7.3043
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2017,7.8266
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2018,7.7515
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2019,5.2133
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2020,4.9715
Belgium,"Public total treatment (connected to a wastewater treatment plant), Secondary treatment",2021,4.5275
Switzerland,Public total treatment (connected to a wastewater treatment plant),1970,35
Switzerland,Public total treatment (connected to a wastewater treatment plant),1980,73
Switzerland,Public total treatment (connected to a wastewater treatment plant),1990,90
Switzerland,Public total treatment (connected to a wastewater treatment plant),2000,96
Switzerland,Public total treatment (connected to a wastewater treatment plant),2005,97
Switzerland,Public total treatment (connected to a wastewater treatment plant),2010,98
Canada,Total public sewerage (% of resident population connected to a wastewater collecting system),2015,85.7
Canada,Total public sewerage (% of resident population connected to a wastewater collecting system),2016,85.7
Canada,Total public sewerage (% of resident population connected to a wastewater collecting system),2017,85.7
Greece,Public total treatment (connected to a wastewater treatment plant),2010,87.4
