pharmGKBID,dcid
PA166255281,chem/CID156596456
PA166255302,chem/CID59929
PA166255303,chem/CID71750742
PA166255401,chem/CID44468216
PA166255881,chem/CID121313150
PA166255882,chem/CID121310009
PA166255901,chem/CID56832906
PA166256041,chem/CID3014064
PA166256061,chem/CID71751823
PA166256081,chem/CID92131911
PA166256101,chem/CID29981923
PA166256102,chem/CID10446031
PA166256401,chem/CID23725128
PA166256721,chem/CID9801294
PA166256961,chem/CID51351911
PA166256981,chem/CID57574064
PA166256982,chem/CID129627383
PA166260001,chem/CID11369918
PA166260741,chem/CID5329048
PA166260821,chem/CID44256485
PA166260901,chem/CID135177281
PA166261021,chem/CID135455980
PA166261061,chem/CID53491674
PA166261101,chem/CID23645678
PA166261202,chem/CID25099191
PA166261781,chem/CID154699958
PA166262161,chem/CID124518231
PA166262162,chem/CID131750726
PA166262181,chem/CID5287418
PA166264441,chem/CID11311503
PA166264461,chem/CID46245290
PA166264481,chem/CID23725126
PA166264701,chem/CID154699764
PA166265081,chem/CID122672
PA166265441,chem/CID5360697
PA166265461,chem/CID126969136
PA166265481,chem/CID5463854
PA166265482,chem/CID5484286
PA166265521,chem/CID107669
PA166265621,chem/CID135422933
PA166265641,chem/CID135405018
PA166265642,chem/CID135434163
PA166265643,chem/CID135530051
PA166265644,chem/CID137224655
PA166265645,chem/CID136338319
PA166265646,chem/CID135514618
PA166265647,chem/CID135434164
PA166265648,chem/CID135434162
PA166266341,chem/AcyclovirAldehyde
PA166266361,chem/CID91800071
PA166266362,chem/CID15765782
PA166267761,chem/CID11416277
PA166267762,chem/CID10405534
PA166267781,chem/TicagrelorOGlucuronide
PA166267801,chem/CID78358176
PA166267861,chem/CID475100
PA166267881,chem/RisperidoneM
PA166268041,chem/CID76973794
PA166268061,chem/CID160870
PA166269022,chem/CID9952709
PA166269381,chem/CID66926287
PA166270381,chem/CID131635205
PA166270401,chem/CID118753072
PA166270701,chem/CID139600311
PA166270702,chem/CID59376686
PA166270703,chem/CID145925652
PA166271101,chem/CID10618
PA166271102,chem/CID2151
PA166271103,chem/CID72666
PA166271104,chem/CID65743
PA166271221,chem/CID9576792
PA166271222,chem/CID97339
PA166271223,chem/CID41772
PA166271281,chem/CID65512
PA166271301,chem/CID58638
PA166271321,chem/CID148510
PA166271401,chem/CID114821
PA166271402,chem/CID65280
PA166271421,chem/CID125483
PA166271441,chem/CID717516
PA166271501,chem/CID151823
PA166271502,chem/CID161825
PA166271503,chem/CID1047
PA166271841,chem/CID100252
PA166271861,chem/CID124970
PA166271881,chem/CID122108
PA166271882,chem/CID152751337
PA166271901,chem/CID65125
PA166273161,chem/CID101913093
PA166273181,chem/CID14726612
PA166273182,chem/CID13962391
PA166273201,chem/CID71749279
PA166273202,chem/CID14475047
PA166273203,chem/CID13962390
PA166273221,chem/CID131700720
PA166277182,chem/CID5281887
PA166278721,chem/CID53491673
PA166278741,chem/CID53491672
PA166278742,chem/CID71576011
PA166278801,chem/CID145996739
PA166278821,chem/CID157010680
PA166278841,chem/CID57989740
PA166278861,chem/CID57989831
PA166278881,chem/CID58345847
PA166279401,chem/CID246598
PA166279421,chem/CID36678
PA166279941,chem/CID128242
PA166279943,chem/CID4182953
PA166279944,chem/CID12733901
PA166280381,chem/CID46781917
PA166280401,chem/CID1355
PA166280421,chem/CID15897
PA166280441,chem/CID2777432
PA166280442,chem/CID85910
PA166280501,chem/CID91667715
PA166280502,chem/CID10203943
PA166280661,chem/CID10420741
PA166280681,chem/CID131880632
PA166281801,chem/CID3036504
PA166281821,chem/CID22504506
PA166281822,chem/CID101121046
PA166283861,chem/CID4775
PA166285921,chem/CID5283137
PA166287421,chem/CID8987
PA166287441,chem/CID6348
PA166287442,chem/CID8021
PA166287461,chem/CID156614045
PA166287481,chem/CID12704
PA166287541,chem/CID119467
PA166287561,chem/CID3552889
PA166287581,chem/CID3035711
PA166287641,chem/CID644006
PA166287661,chem/CID74688
PA166287661,chem/CID74688
PA166287662,chem/CID9061
PA166287662,chem/CID9061
PA166287681,chem/CID439280
PA166287681,chem/CID439280
PA166287761,chem/CID53481648
PA166287761,chem/CID53481648
PA166287762,chem/CID44237265
PA166287762,chem/CID44237265
PA166287821,chem/ThreoHydroxyhydrobupropion
PA166287825,chem/ErythroHydroxyhydrobupropion
PA166288961,chem/CID644007
PA166288981,chem/CID104904
PA166293161,chem/CID156596854
PA166301121,chem/CID114976
PA166301122,chem/CID91800110
PA166301141,chem/CID92131860
PA166301663,chem/CID5280891
PA166301663,chem/CID5280891
PA166301741,chem/CID13217486
PA166301742,chem/CID11587639
PA166301761,chem/CID14589189
PA166305221,chem/CID68165330
PA166305261,chem/CID154584796
PA166306041,chem/CID71315159
PA166306162,chem/CID59676899
PA166306181,chem/CID118753694
PA166306182,chem/CID118753693
PA166306183,chem/CID16661115
PA166306221,chem/CID162364434
PA166306241,chem/CID162364437
PA166306242,chem/CID162364430
PA166306243,chem/CID165412091
PA166306244,chem/CID165412131
PA166306381,chem/CID91480
PA166306401,chem/CID119507
PA166306721,chem/CID156596621
PA166306741,chem/CID156596871
PA166306901,chem/CID165412044
PA166306902,chem/CID154584947
PA166306921,chem/CID86269462
PA166306922,chem/CID57810164
PA166306923,chem/CID78325042
PA166306924,chem/CID86269669
PA166307001,chem/CID132203
PA166307021,chem/CID10086800
PA166307041,chem/CID10431050
PA166307061,chem/CID118753024
PA166307821,chem/CID15188246
PA166307822,chem/CID14621640
PA166307841,chem/CID154572860
PA166307842,chem/CID33761
PA166310241,chem/CID3035198
PA166310261,chem/CID3035212
PA166310262,chem/CID3036500
PA166310581,chem/CID196941
PA166310601,chem/CID11725391
PA166310602,chem/CID91827106
PA166310621,chem/CID91826892
PA166310622,chem/CID71312698
PA166313781,chem/CID67874
PA166313802,chem/CID464
PA166314841,chem/CID71748883
PA166314901,chem/CID104774
PA166314921,chem/CID118753280
PA166314941,chem/CID125134
PA166316181,chem/CID1864
PA166316181,chem/CID1864
PA166316182,chem/CID29971053
PA166316182,chem/CID29971053
PA166316201,chem/CID102514958
PA166316201,chem/CID102514958
PA166316221,chem/CID1833
PA166316221,chem/CID1833
PA166316241,chem/CID65096
PA166316241,chem/CID65096
PA166316622,chem/CID5283157
PA166316741,chem/CID71664674
PA166316761,chem/CID71748822
PA166316762,chem/CID96361199
PA166316781,chem/CID71313461
PA166318222,chem/CID65543
PA166318222,chem/CID65543
PA166318241,chem/CID65545
PA166318241,chem/CID65545
PA166318261,chem/CID11954152
PA166318261,chem/CID11954152
PA166318321,chem/CID243761
PA166318321,chem/CID243761
PA166318342,chem/CID92730
PA166318342,chem/CID92730
PA166318343,chem/CID200149
PA166318343,chem/CID200149
PA166318362,chem/CID6166
PA166318362,chem/CID6166
PA166318641,chem/CID71607433
PA166318642,chem/CID71607434
PA166318661,chem/CID67121778
PA166318681,chem/CID15042559
PA166318701,chem/CID156028046
PA166318721,chem/CID165411877
PA166318741,chem/CID156028138
PA166318742,chem/CID156028078
PA166318743,chem/CID156028045
PA166319061,chem/CID15020788
PA166320301,chem/CID164512940
PA166320302,chem/CID53476071
PA166321382,chem/CID439423
PA166321421,chem/CID9547273
PA166321421,chem/CID9547273
PA166321501,chem/CID57903461
PA166321502,chem/CID10826690
PA166321503,chem/CID9813988
PA166321521,chem/CID178536
PA166321541,chem/CID25241756
PA166321561,chem/CID71315605
PA166322181,chem/CID9864503
PA166322201,chem/CID147433220
PA166322721,chem/CID99738037
PA166323121,chem/CID11779061
PA166323122,chem/CID19884996
PA166323141,chem/CID71315184
PA166324081,chem/CID5385077
PA166324381,chem/CID129896917
PA166324382,chem/CID165411990
PA166324401,chem/CID165411989
PA166324421,chem/CID139024764
PA166324422,chem/CID165412106
PA166324483,chem/CID501655
PA166324761,chem/CID9940999
PA166325402,chem/CID134970
PA166325402,chem/CID134970
PA166325781,chem/CID10430125
PA166325782,chem/CID70048
PA166325783,chem/CID85667479
PA166325801,chem/CID152932
PA166325821,chem/CID6438877
PA166325841,chem/CID26985121
PA166325842,chem/CID3102
PA166326221,chem/SumatriptanIndolGlucuronide
PA166326222,chem/SumatriptanIndolAcetaldehyde
PA166326223,chem/SumatriptanIndolAceticAcid
PA166326281,chem/CID29977351
PA166326282,chem/CID10626041
PA166326301,chem/CID29982171
PA166326302,chem/CID29982168
PA166326641,chem/CID135516690
PA166326661,chem/CID127542
PA166326681,chem/PrimaquineOrthoquinone
PA166326721,chem/CID7023
PA166326741,chem/MethoxyHydroxylaminoquinoline
PA166327041,chem/CID92135749
PA166327042,chem/CID49856321
PA166327043,chem/CID67965296
PA166327044,chem/CID121493386
PA166327281,chem/CID135542225
PA166327641,chem/CID135457941
PA166327642,chem/CID135502413
PA166327661,chem/CID169445851
PA166327681,chem/CID169445850
PA166327701,chem/Methemoglobin
PA166327781,chem/CID71566164
PA166328001,chem/CID71566166
PA166328002,chem/CID134819879
PA166328161,chem/ElexacaftorMetaboliteM
PA166328641,chem/CID849421
PA166330881,chem/CID91800105
PA166330882,chem/CID69620795
PA166330883,chem/CID22492441
PA166330884,chem/CID759339
PA166330885,chem/CID72376230
PA166331562,chem/CID12313547
PA166331581,chem/CID169444610
PA166331923,chem/CID472333
PA166332101,chem/CID156596504
PA166332102,chem/CID155929071
PA166332121,chem/CID155928847
PA166332122,chem/CID162624002
PA166332123,chem/CID156613854
PA166332124,chem/CID156028038
PA166332901,chem/CID57524484
PA166332902,chem/CID68088610
PA166332921,chem/CID125318289
PA166332923,chem/CID57524486
PA166332924,chem/CID57524405
PA166332925,chem/CID54764856
PA166332941,chem/CID91810683
PA166332943,chem/CID57524483
PA166333021,chem/CID91810656
PA166333041,chem/CID66718706
PA166333042,chem/CID57524487
PA166333043,chem/CID169502013
PA166333981,chem/CID91800086
PA166334001,chem/CID22319219
PA166334021,chem/CID165412007
PA166334041,chem/CID91800174
PA166334042,chem/CID91800089
PA166334043,chem/CID91800095
PA166334044,chem/CID156613659
PA166334045,chem/CID156613803
PA166334061,chem/CID155929022
PA166334802,chem/CID118574199
PA166334821,chem/CID146019667
PA166334822,chem/CID118574368
PA166334823,chem/CID146019626
PA166334824,chem/CID118574355
PA166334825,chem/CID146019348
PA166334826,chem/CID57990820
PA166334827,chem/CID118574335
PA166334828,chem/CID118574361
PA166335021,chem/CID21721168
PA166335061,chem/CID449381
PA166335821,chem/CID124449
PA166335822,chem/CID71777598
PA166335823,chem/CID133640
PA166335824,chem/CID131865036
PA166335861,chem/CID182017
PA166335881,chem/CID10315237
PA166335901,chem/CID3083404
PA166335961,chem/CID12246016
PA166337281,chem/CID9934522
PA166337481,chem/CID10113945
PA166337501,chem/CID9933512
PA166337502,chem/CID156028084
PA166337521,chem/CID156028137
PA166337661,chem/CID11742124
PA166337681,chem/CID10149236
PA166337682,chem/CID9976084
PA166337683,chem/CID10069964
PA166337701,chem/CID10244117
PA166337781,chem/CID12071782
PA166338901,chem/CID4980
PA166338921,chem/CID14107683
PA166338941,chem/CID57458874
PA166338961,chem/CID7061393
PA166338981,chem/CID129846224
PA166338982,chem/CID101264121
PA166339582,chem/CID10019398
PA166339683,chem/CID5356421
PA166339701,chem/CID6246154
PA166340661,chem/CID22873800
PA166340681,chem/CID29979307
PA166340701,chem/CID71313108
PA166340721,chem/CID71315712
PA166341981,chem/CID132831
PA166341982,chem/CID131770025
PA166342161,chem/CID53644335
PA166342241,chem/CID1174
PA166342261,chem/CID649
PA166342881,chem/CID71748814
PA166342882,chem/CID118753367
PA166342883,chem/CID91810598
PA166342884,chem/CID102602653
PA166342885,chem/CID9934186
PA166342901,chem/CID29982180
PA166342902,chem/CID62965
PA449652,chem/CID5790
PA449667,chem/Fluoride
PA449667,chem/Fluoride
PA449780,chem/CID124886
PA450748,chem/CID5284604
PA451368,chem/CID923
PA451674,chem/Thrombin
PA452633,chem/CID5360621
