pharmGKBID,dcid
PA448681,chem/CID63006
PA448681,chem/CID63006
PA448681,chem/CID63006
PA166110256,chem/CID71733
PA166300481,chem/Bulevirtide
PA164712577,chem/BulkProducers
PA448682,chem/CID2471
PA135057240,chem/CID2474
PA165958426,chem/Bupranolol
PA448685,chem/CID40400
PA448685,chem/CID40400
PA166182641,chem/CID11274356
PA448687,chem/CID444
PA10253,chem/Buserelin
PA448689,chem/CID2477
PA448691,chem/CID2478
PA164743463,chem/CID2479
PA448695,chem/CID2481
PA164745478,chem/CID2484
PA164748035,chem/CID6473
PA164781353,chem/CID47472
PA164745398,chem/CID5361092
PA448704,chem/ButylatedHydroxytoluene
PA164712578,chem/Butylpyrazolidines
PA164712579,chem/ButyrophenoneDerivatives
PA165958401,chem/CID9854073
PA448708,chem/CID54746
PA448708,chem/CID54746
PA166251361,chem/CID54713659
PA166251381,chem/CabotegravirRilpivirine
PA165906891,chem/CID25102847
PA448710,chem/CID2519
PA132595336,chem/Calcein
PA164745614,chem/CID6433735
PA164745614,chem/CID6433735
PA164712580,chem/CalcineurinInhibitors
PA448714,chem/CID5282134
PA164712581,chem/CalcitoninPreparations
PA448717,chem/CID134070
PA448717,chem/CID134070
PA448717,chem/CID134070
PA448717,chem/CID134070
PA164712582,chem/CID271
PA164712582,chem/CID271
PA164746897,chem/CID6116
PA448726,chem/CalciumCarbonate
PA10407,chem/CalciumChannelBlockers
PA164712584,chem/CalciumChannelBlockersAndDiuretics
PA164712584,chem/CalciumChannelBlockersAndDiuretics
PA448729,chem/CID5284359
PA448729,chem/CID5284359
PA448729,chem/CID5284359
PA164712588,chem/CalciumCombinationsWithOtherDrugs
PA164712587,chem/CalciumCompounds
PA164746233,chem/CID62859
PA448735,chem/CalciumGluconate
PA164712585,chem/CalciumHomeostasis
PA448744,chem/CalciumPantothenate
PA10373,chem/CalciumPhosphate
PA166197181,chem/CID5284360
PA153590860,chem/CID24360
PA165958358,chem/Canakinumab
PA448765,chem/CID2541
PA166182234,chem/CID2540
PA164754911,chem/CID441142
PA164764517,chem/CID5362417
PA134687925,chem/CID156414
PA131889722,chem/CID5312108
PA165945763,chem/CID9854012
PA166175791,chem/CID644019
PA131890620,chem/Cannabinoids
PA448771,chem/CID60953
PA164712589,chem/CapillaryStabilizingAgents
PA166328761,chem/CID25227436
PA166224201,chem/CID25145656
PA164746226,chem/CID3000502
PA164745489,chem/Capromab
PA448776,chem/Capsaicin
PA164712590,chem/CapsaicinAndSimilarAgents
PA448780,chem/CID44093
PA448784,chem/CID2551
PA448784,chem/CID2551
PA164712591,chem/Carbamates
PA448785,chem/CID2554
PA164712592,chem/CarbamicAcidEsters
PA164712593,chem/CarbamideProducts
PA164712594,chem/Carbapenems
PA166184059,chem/CID46783786
PA448788,chem/CID20824
PA164743086,chem/CID71715
PA448794,chem/CID34359
PA164742970,chem/CID31072
PA164746898,chem/CID2564
PA166184060,chem/CID193653
PA448797,chem/Carbohydrates
PA164712595,chem/CarbohydratesProteinsMineralsVitaminsCombinations
PA448801,chem/CID280
PA10410,chem/CarbonicAnhydraseInhibitors
PA448803,chem/CID38904
PA164754883,chem/CID5284525
PA164712596,chem/CarboxamideDerivatives
PA164712597,chem/CardiacGlycosides
PA164712598,chem/CardiacStimulantsExclCardiacGlycosides
PA164712599,chem/CardiacTherapy
PA164712600,chem/CardiovascularSystem
PA164712600,chem/CardiovascularSystem
PA166165203,chem/CID11556711
PA165958402,chem/CID121396
PA164712602,chem/CariesProphylacticAgents
PA166177476,chem/CID11154555
PA448809,chem/CID2576
PA448810,chem/CID2578
PA164750571,chem/CID18104
PA164781361,chem/CID2581
PA448814,chem/Carrageenan
PA164768736,chem/CID2583
PA164768736,chem/CID2583
PA448817,chem/CID2585
PA166251541,chem/CID131842141
PA166255843,chem/Casirivimab
PA166255844,chem/CasirivimabImdevimab
PA166129533,chem/CID9917021
PA164743013,chem/CID2826718
PA448827,chem/CastorOil
PA133822447,chem/Catecholamines
PA452605,chem/CationicXenobiotics
PA166334861,chem/Catumaxomab
PA166163226,chem/CID56960912
PA166305962,chem/CdClustersOfDifferentiationInhibitors
PA166305963,chem/CdClustersOfDifferentiationInhibitors
PA166305981,chem/CdClustersOfDifferentiationInhibitors
PA166325661,chem/CID124123797
PA164776752,chem/CID91562
PA164749137,chem/CID40958
PA448835,chem/CID2610
PA448886,chem/CID6024
PA448837,chem/CID456255
PA448839,chem/CID656510
PA164768739,chem/CID6915944
PA164747187,chem/CID9571074
PA164754876,chem/CID5479537
PA164768821,chem/CID54362
PA164750569,chem/CID5361486
PA164746819,chem/CID42008
PA164743021,chem/CID43592
PA448849,chem/CID44185
PA164746057,chem/CID43507
PA448852,chem/CID456256
PA164784033,chem/CID50614
PA164749298,chem/CID43708
PA448856,chem/CID441199
PA164748136,chem/CID107654
PA164746385,chem/CID6335986
PA164746342,chem/CID5281006
PA448890,chem/CID38103
PA448861,chem/CID5481173
PA166324821,chem/CID90643431
PA164744555,chem/CID5282242
PA164748758,chem/CID6533629
PA448866,chem/CID5479530
PA448868,chem/CID5361202
PA448868,chem/CID5361202
PA448871,chem/CID2662
PA448871,chem/CID2662
PA164924561,chem/CID2663
PA448873,chem/Cellulose
PA166251401,chem/CemiplimabRwlc
PA166220421,chem/CID11285792
PA164712604,chem/CentrallyActingAntiobesityProducts
PA164712605,chem/CentrallyActingSympathomimetics
PA164712603,chem/CentralNervousSystem
PA448883,chem/CID27447
PA164781027,chem/CID19150
PA164749340,chem/CID30699
PA166220607,chem/CID10206
PA166124616,chem/CID57379345
PA448897,chem/CID446156
PA166169879,chem/CerliponaseAlfa
PA165107055,chem/CertolizumabPegol
PA164764551,chem/CID5282054
PA164774919,chem/CID168399
PA448905,chem/CID2678
PA164764506,chem/CID16129715
PA10040,chem/Cetuximab
PA164754754,chem/CID83898
PA448918,chem/CharcoalPreparations
PA164712606,chem/ChemicalsAndReagentsForAnalysis
PA164712607,chem/ChemotherapeuticsForTopicalUse
PA165958403,chem/CID10133
PA164748134,chem/CID2795
PA448925,chem/CID2707
PA448926,chem/CID2708
PA448927,chem/CID298
PA448927,chem/CID298
PA448927,chem/CID298
PA448927,chem/CID298
PA448927,chem/CID298
PA448927,chem/CID298
PA448927,chem/CID298
PA448932,chem/CID2712
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164776863,chem/CID9552079
PA164712608,chem/ChlorineContainingProducts
PA164748977,chem/CID25210
PA448939,chem/CID2717
PA166122627,chem/CID1732
PA448942,chem/Chlorophyll
PA448946,chem/CID8612
PA165958419,chem/Chloropyramine
PA165958419,chem/Chloropyramine
PA448948,chem/CID2719
PA448953,chem/CID2720
PA164768822,chem/CID11289
PA164754879,chem/CID2722
PA164784022,chem/CID7697
PA448960,chem/CID2725
PA165857067,chem/CID9571037
PA166228322,chem/CID9915131
PA448964,chem/CID2726
PA448966,chem/CID2727
PA164781400,chem/CID2729
PA448970,chem/CID2732
PA448971,chem/CID2733
PA164748138,chem/CID6221
PA164748138,chem/CID6221
PA164712609,chem/CholeraVaccines
PA448974,chem/Cholestyramine
PA166160055,chem/CID221493
PA448976,chem/CID305
PA164712610,chem/CholineDerivatives
PA164712611,chem/CholineEsters
PA166182865,chem/CID56842157
PA164783947,chem/ChoriogonadotropinAlfa
PA448989,chem/Chromium
PA448994,chem/Chymotrypsin
PA164712612,chem/Cicatrizants
PA164781399,chem/CID444033
PA164781399,chem/CID444033
PA164747060,chem/CID2749
PA164747060,chem/CID2749
PA448997,chem/CID60613
PA448998,chem/CID6435415
PA164748302,chem/CID56329
PA164924491,chem/CID176873
PA165948031,chem/CID151170
PA164746334,chem/CID2754
PA449001,chem/CID2756
PA164776671,chem/CID156419
PA164743057,chem/CID6436135
PA165958427,chem/Cinitapride
PA164749342,chem/CID2761
PA164748034,chem/CID3033621
PA449007,chem/CID2762
PA449009,chem/CID2764
PA449009,chem/CID2764
PA449009,chem/CID2764
PA449009,chem/CID2764
PA449011,chem/CID2769
PA164744925,chem/CID62886
PA449014,chem/CID441203
PA449015,chem/CID2771
PA449021,chem/CID311
PA449027,chem/CID20279
PA449028,chem/CID84029
PA164742987,chem/CID5280980
PA166199781,chem/Clazakizumab
PA164776997,chem/CID26987
PA164776997,chem/CID26987
PA164745640,chem/CID2783
PA164745640,chem/CID2783
PA166198261,chem/CID73115
PA164781044,chem/CID2784
PA449035,chem/CID29029
PA449035,chem/CID29029
PA449035,chem/CID29029
PA10888,chem/CID2789
PA164744375,chem/CID32798
PA164744013,chem/CID5282493
PA10239,chem/CID25419
PA164754863,chem/CID119182
PA164748759,chem/CID2794
PA449045,chem/CID2796
PA449046,chem/CID1548955
PA449048,chem/CID2801
PA164771235,chem/CID5464321
PA449050,chem/CID2802
PA449051,chem/CID2803
PA449051,chem/CID2803
PA449051,chem/CID2803
PA449053,chem/CID60606
PA164749297,chem/CID2809
PA164752437,chem/CID2811
PA449057,chem/CID2812
PA449057,chem/CID2812
PA449057,chem/CID2812
PA449059,chem/CID6098
PA449061,chem/CID2818
PA166182867,chem/Cmf
PA164744952,chem/CoagulationFactorIx
PA164748389,chem/CoagulationFactorViia
PA166165092,chem/CID25151504
PA166160044,chem/CID16222096
PA449072,chem/CID5760
PA449072,chem/CID5760
PA449072,chem/CID5760
PA449072,chem/CID5760
PA449088,chem/CID5284371
PA449088,chem/CID5284371
PA449088,chem/CID5284371
PA164712613,chem/CodLiverOilOintments
PA449092,chem/CID6167
PA164712614,chem/ColchicineDerivatives
PA449095,chem/CID160051
PA449096,chem/CID62816
PA164749509,chem/CID216258
PA164760862,chem/CID5311054
PA164760862,chem/CID5311054
PA449107,chem/Collagenase
PA449107,chem/Collagenase
PA10420,chem/ColonyStimulatingFactors
PA164712615,chem/ColouringAgents
PA166230961,chem/CombinationNicotineReplacementTherapy
PA164712618,chem/CombinationsAndComplexesOfAluminiumCalciumAndMagnesiumCompounds
PA164712619,chem/CombinationsForEradicationOfHelicobacterPylori
PA164712620,chem/CombinationsOfAdrenergics
PA164712616,chem/CombinationsOfAntibacterials
PA164712616,chem/CombinationsOfAntibacterials
PA164712622,chem/CombinationsOfAntihistamines
PA164712617,chem/CombinationsOfAntihypertensivesInAtcGrC
PA164712623,chem/CombinationsOfAntineoplasticAgents
PA164712624,chem/CombinationsOfDrugsForTreatmentOfTuberculosis
PA164712625,chem/CombinationsOfOralBloodGlucoseLoweringDrugs
PA164712626,chem/CombinationsOfPenicillinsInclBetaLactamaseInhibitors
PA10492,chem/CombinationsOfSulfonamidesAndTrimethoprimInclDerivatives
PA164712627,chem/CombinationsOfVitamins
PA164742939,chem/CID151171
PA164754789,chem/CID23667301
PA164754789,chem/CID23667301
PA164712628,chem/ContactLaxatives
PA164712629,chem/ContraceptivesForTopicalUse
PA164712630,chem/ContrastMedia
PA449114,chem/Copper
PA449119,chem/CopperSulfate
PA166153416,chem/CID72322
PA449122,chem/CornOil
PA164712631,chem/CorticosteroidDerivatives
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA10832,chem/Corticosteroids
PA164712634,chem/CorticosteroidsAndAntiinfectivesInCombination
PA164712634,chem/CorticosteroidsAndAntiinfectivesInCombination
PA164712634,chem/CorticosteroidsAndAntiinfectivesInCombination
PA164712634,chem/CorticosteroidsAndAntiinfectivesInCombination
PA164712634,chem/CorticosteroidsAndAntiinfectivesInCombination
PA164712641,chem/CorticosteroidsAndMydriaticsInCombination
PA164712664,chem/CorticosteroidsAntiinfectivesMydriaticsInCombination
PA164712647,chem/CorticosteroidsCombinationsForTreatmentOfAcne
PA164712643,chem/CorticosteroidsCombinationsWithAntibiotics
PA164712644,chem/CorticosteroidsCombinationsWithAntiseptics
PA164712645,chem/CorticosteroidsDermatologicalPreparations
PA164712636,chem/CorticosteroidsForSystemicUse
PA164712637,chem/CorticosteroidsForSystemicUseCombinations
PA164712637,chem/CorticosteroidsForSystemicUseCombinations
PA164712649,chem/CorticosteroidsModeratelyPotentCombinationsWithAntibiotics
PA164712650,chem/CorticosteroidsModeratelyPotentCombinationsWithAntiseptics
PA164712648,chem/CorticosteroidsModeratelyPotentGroupIi
PA164712651,chem/CorticosteroidsModeratelyPotentOtherCombinations
PA164712646,chem/CorticosteroidsOtherCombinations
PA164712653,chem/CorticosteroidsPotentCombinationsWithAntibiotics
PA164712654,chem/CorticosteroidsPotentCombinationsWithAntiseptics
PA164712652,chem/CorticosteroidsPotentGroupIii
PA164712655,chem/CorticosteroidsPotentOtherCombinations
PA164712657,chem/CorticosteroidsVeryPotentCombinationsWithAntibiotics
PA164712658,chem/CorticosteroidsVeryPotentCombinationsWithAntiseptics
PA164712656,chem/CorticosteroidsVeryPotentGroupIv
PA164712659,chem/CorticosteroidsVeryPotentOtherCombinations
PA164712661,chem/CorticosteroidsWeakCombinationsWithAntibiotics
PA164712662,chem/CorticosteroidsWeakCombinationsWithAntiseptics
PA164712660,chem/CorticosteroidsWeakGroupI
PA164712663,chem/CorticosteroidsWeakOtherCombinations
PA449129,chem/Corticotropin
PA449130,chem/CID5745
PA449130,chem/CID5745
PA164712665,chem/Cosmetics
PA164749052,chem/CID16129617
PA164712666,chem/CoughAndColdPreparations
PA164712667,chem/CoughSuppressantsAndExpectorantsCombinations
PA164712668,chem/CoughSuppressantsExclCombinationsWithExpectorants
PA134521193,chem/Coumarin
PA164712669,chem/Coxibs
PA165107062,chem/CID6918520
PA164778930,chem/CID586
PA165111677,chem/CID104840
PA166189801,chem/CrizanlizumabTmca
PA165946122,chem/CID11626560
PA449138,chem/CID27686
PA449138,chem/CID27686
PA449138,chem/CID27686
PA449138,chem/CID27686
PA449138,chem/CID27686
PA164745460,chem/CID688020
PA164749510,chem/Cryptenamine
PA164712670,chem/CurareAlkaloids
PA151958596,chem/Curcumin
PA451892,chem/CID44176380
PA451892,chem/CID44176380
PA164743456,chem/CID19003
PA164748026,chem/CID2893
PA164712671,chem/CyclicAmines
PA166305882,chem/CyclinDependentKinaseCdkInhibitors
PA164742937,chem/CID6726
PA449160,chem/CID2895
PA165107357,chem/CID9049
PA165107357,chem/CID9049
PA164743019,chem/CID2905
PA449165,chem/CID2907
PA164764600,chem/CID401
PA449167,chem/CID6435893
PA449167,chem/CID6435893
PA449168,chem/CID2910
PA164749387,chem/CID2911
PA164749366,chem/CID2913
PA10049,chem/CID5284537
PA449171,chem/CID6058
PA449171,chem/CID6058
PA449177,chem/CID6253
PA164712672,chem/CytotoxicAntibioticsAndRelatedSubstances
PA165110351,chem/Dabigatran
PA165958369,chem/CID6445226
PA166114911,chem/Dabrafenib
PA449197,chem/CID5351166
PA166128167,chem/CID25154714
PA164764446,chem/Daclizumab
PA166182279,chem/CID11511120
PA151917012,chem/CID2019
PA166210781,chem/CID11977753
PA166209982,chem/CID23724878
PA166131581,chem/CID6918540
PA164746234,chem/CID21943991
PA165958404,chem/Dalteparin
PA166248921,chem/Danaparoid
PA164749056,chem/CID28417
PA166119201,chem/CID71750
PA449208,chem/CID2952
PA164712673,chem/DantroleneAndDerivatives
PA166104278,chem/CID56841156
PA164749109,chem/CID3033538
PA166151992,chem/CID71353
PA166280581,chem/CID91617630
PA449211,chem/CID2955
PA449211,chem/CID2955
PA164768820,chem/CID16129629
PA165884699,chem/CID9939609
PA166334883,chem/Daratumumab
PA164743138,chem/DarbepoetinAlfa
PA164774901,chem/CID444031
PA163522472,chem/CID213039
PA166182623,chem/CID42636391
PA166163411,chem/CID56640146
PA166160002,chem/CID86291595
PA162372878,chem/CID3062316
PA449212,chem/CID30323
PA166122486,chem/CID16727405
PA452616,chem/CID2966
PA164747980,chem/CID2968
PA164749631,chem/CID451668
PA164712674,chem/DecongestantsAndAntiallergics
PA164712675,chem/DecongestantsAndOtherNasalPreparationsForTopicalUse
PA164760843,chem/CID5493381
PA166118041,chem/CID2972
PA164746490,chem/CID2973
PA164749105,chem/Defibrotide
PA165958373,chem/CID44151801
PA166324861,chem/CID6480466
PA449223,chem/CID5625
PA166128130,chem/CID56948249
PA164745610,chem/CID5965
PA164745513,chem/CID5311063
PA164745513,chem/CID5311063
PA164750594,chem/DenileukinDiftitox
PA166048634,chem/Denosumab
PA166328041,chem/CID155256
PA164712676,chem/Dermatologicals
PA164742966,chem/CID8550
PA164749136,chem/CID42113
PA449233,chem/CID2995
PA449233,chem/CID2995
PA164747478,chem/CID443932
PA164776964,chem/CID124087
PA165817936,chem/CID155805
PA134687941,chem/CID162180
PA449237,chem/CID27991
PA449238,chem/CID40973
PA164776996,chem/CID5311066
PA164776996,chem/CID5311066
PA164746011,chem/CID5311067
PA164746011,chem/CID5311067
PA449245,chem/CID13126
PA165958374,chem/CID125017
PA165958374,chem/CID125017
PA164712677,chem/DetoxifyingAgentsForAntineoplasticTreatment
PA166169881,chem/CID73442840
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA449247,chem/CID5743
PA164746251,chem/CID16960
PA164747936,chem/CID66265
PA166049174,chem/CID39912
PA166049175,chem/CID667550
PA166110257,chem/CID9578005
PA449256,chem/CID68602
PA10054,chem/CID154101
PA449259,chem/CID71384
PA449261,chem/Dextran
PA449269,chem/CID5826
PA449273,chem/CID5360696
PA166278341,chem/DextromethorphanHydrobromideBupropionHydrochloride
PA166175998,chem/CID71300601
PA166175998,chem/CID71300601
PA166183939,chem/CID441275
PA164752444,chem/CID853
PA164746059,chem/CID40841
PA164712678,chem/DiagnosticAgents
PA164712678,chem/DiagnosticAgents
PA164712680,chem/DiagnosticRadiopharmaceuticals
PA164712681,chem/Diaminopyrimidines
PA449281,chem/CID2140
PA449283,chem/CID3016
PA164712682,chem/DiazepinesOxazepinesAndThiazepines
PA449285,chem/CID3019
PA449285,chem/CID3019
PA166292901,chem/CID470999
PA164712683,chem/DibenzoBicycloOctadieneDerivatives
PA449286,chem/CID3025
PA449286,chem/CID3025
PA449286,chem/CID3025
PA449286,chem/CID3025
PA449286,chem/CID3025
PA164712684,chem/DichloroacetamideDerivatives
PA165947835,chem/DichloroaceticAcid
PA165947835,chem/DichloroaceticAcid
PA164745512,chem/CID3038
PA449293,chem/CID3033
PA449293,chem/CID3033
PA449293,chem/CID3033
PA449293,chem/CID3033
PA164749649,chem/CID18381
PA449298,chem/CID653
PA164744928,chem/CID3042
PA449301,chem/CID50599
PA164745534,chem/CID3049
PA164745534,chem/CID3049
PA164712685,chem/DietFormulationsForTreatmentOfObesity
PA164748883,chem/CID3052
PA164778098,chem/CID7029
PA449307,chem/CID448537
PA449307,chem/CID448537
PA449307,chem/CID448537
PA134653756,chem/CID219023
PA164749408,chem/CID71414
PA449313,chem/CID3059
PA165958405,chem/CID443936
PA164712687,chem/DigestivesInclEnzymes
PA164712687,chem/DigestivesInclEnzymes
PA452244,chem/DigitalisGlycosides
PA449316,chem/CID441207
PA449319,chem/CID30322
PA164769030,chem/DigoxinImmuneFab
PA166176885,chem/CID5284543
PA166176885,chem/CID5284543
PA164743028,chem/CID10531
PA164752819,chem/CID6420006
PA164712688,chem/DihydropyridineDerivatives
PA166301762,chem/CID91503
PA166301762,chem/CID91503
PA166242461,chem/CID439369
PA164744345,chem/CID5281010
PA164746763,chem/CID18502861
PA152530737,chem/Dilazep
PA165958413,chem/Diloxanide
PA449334,chem/CID39186
PA449334,chem/CID39186
PA449338,chem/CID441281
PA165958406,chem/CID3080
PA165958420,chem/Dimethindene
PA165958420,chem/Dimethindene
PA166152838,chem/CID637568
PA449342,chem/CID679
PA449342,chem/CID679
PA164781385,chem/CID5282415
PA166160060,chem/Dinutuximab
PA164712689,chem/DipeptidylPeptidaseDppInhibitors
PA164748388,chem/CID6126
PA449349,chem/CID3100
PA449349,chem/CID3100
PA164746037,chem/CID3055
PA164746539,chem/CID13505
PA164712690,chem/DiphenylbutylpiperidineDerivatives
PA164712691,chem/DiphenylmethaneDerivatives
PA164712692,chem/DiphenylpropylamineDerivatives
PA164746377,chem/CID3103
PA164712693,chem/DiphtheriaVaccines
PA449364,chem/CID3105
PA449367,chem/CID3108
PA166128206,chem/CID522325
PA166179660,chem/DirectActingAntivirals
PA166342382,chem/DirectFactorXaInhibitors
PA164712694,chem/DirectThrombinInhibitors
PA449368,chem/CID5464388
PA166335022,chem/CID73330464
PA449373,chem/CID3114
PA449376,chem/CID3117
PA449376,chem/CID3117
PA151249535,chem/Diuretics
PA164712695,chem/DiureticsAndPotassiumSparingAgentsInCombination
PA164783479,chem/CID53519
PA166110254,chem/CID91606
PA449381,chem/CID36811
PA449383,chem/CID148124
PA164749211,chem/CID12620
PA451988,chem/CID8153
PA449389,chem/CID71329
PA449390,chem/CID60654
PA166114961,chem/CID54726191
PA166184505,chem/CID54736666
PA134711056,chem/CID3151
PA449394,chem/CID3152
PA164712696,chem/DopaAndDopaDerivatives
PA449396,chem/CID681
PA449396,chem/CID681
PA164712697,chem/DopamineAgonists
PA164712698,chem/DopaminergicAgents
PA10318,chem/DornaseAlfa
PA164748765,chem/CID3154
PA166251481,chem/Dostarlimab
PA166131608,chem/CID9886808
PA164744927,chem/CID60169
PA164784026,chem/CID3156
PA449407,chem/CID3157
PA449409,chem/CID667477
PA449412,chem/CID31703
PA449415,chem/CID5281011
PA449415,chem/CID5281011
PA449419,chem/CID3162
PA165291460,chem/CID1329
PA164760855,chem/CID224004
PA449421,chem/CID16078
PA153619853,chem/CID208898
PA449422,chem/CID3168
PA164749409,chem/CID68873
PA165290928,chem/DrospirenoneEthinylEstradiol
PA165958398,chem/CID1712095
PA131548935,chem/DrotrecoginAlfa
PA166049182,chem/CID65679
PA164748386,chem/CID443940
PA164712712,chem/DrugsActingOnSerotoninReceptors
PA164712699,chem/DrugsAffectingBoneStructureAndMineralization
PA164712700,chem/DrugsForAcidRelatedDisorders
PA164712701,chem/DrugsForBileTherapyAndLipotropicsInCombination
PA164712713,chem/DrugsForEmbolisation
PA164712702,chem/DrugsForFunctionalBowelDisorders
PA164712703,chem/DrugsForFunctionalGastrointestinalDisorders
PA164712704,chem/DrugsForObstructiveAirwayDiseases
PA164712705,chem/DrugsForPepticUlcerAndGastroOesophagealRefluxDiseaseGord
PA164712706,chem/DrugsForTreatmentOfBoneDiseases
PA164712714,chem/DrugsForTreatmentOfHypercalcemia
PA164712715,chem/DrugsForTreatmentOfHyperkalemiaAndHyperphosphatemia
PA164712716,chem/DrugsForTreatmentOfHypoglycemia
PA164712707,chem/DrugsForTreatmentOfLepra
PA164712707,chem/DrugsForTreatmentOfLepra
PA164712708,chem/DrugsForTreatmentOfTuberculosis
PA164712709,chem/DrugsUsedInAddictiveDisorders
PA164712718,chem/DrugsUsedInAlcoholDependence
PA164712710,chem/DrugsUsedInBenignProstaticHypertrophy
PA164712711,chem/DrugsUsedInDiabetes
PA164712719,chem/DrugsUsedInErectileDysfunction
PA164712720,chem/DrugsUsedInNicotineDependence
PA164712721,chem/DrugsUsedInOpioidDependence
PA451455,chem/CID5780
PA166285081,chem/Dulaglutide
PA10066,chem/CID60835
PA166327002,chem/Dupilumab
PA166169883,chem/Durvalumab
PA164749300,chem/CID152945
PA166182761,chem/CID50905713
PA451938,chem/CID6912
PA164748037,chem/CID3180
PA164748037,chem/CID3180
PA164745443,chem/CID9051
PA164748027,chem/CID3182
PA166094735,chem/E
PA166304861,chem/CID3191
PA161660841,chem/CID3194
PA165958350,chem/CID65781
PA166222861,chem/CID118984459
PA166222861,chem/CID118984459
PA131550706,chem/Echinacea
PA164743139,chem/CID10547
PA164746010,chem/CID3198
PA164746010,chem/CID3198
PA164712722,chem/EctoparasiticidesInclScabicides
PA164712723,chem/EctoparasiticidesInclScabicidesInsecticidesAndRepellents
PA164776637,chem/Eculizumab
PA449439,chem/CID6049
PA166128806,chem/CID10280735
PA166334842,chem/Edrecolomab
PA449437,chem/CID3202
PA164748817,chem/Efalizumab
PA449441,chem/CID64139
PA166176033,chem/CID9833525
PA166268781,chem/EfgartigimodAlfa
PA166328781,chem/CID3009
PA166328781,chem/CID3009
PA166205401,chem/Efmarodocokin
PA166305965,chem/EgfrEpidermalGrowthFactorReceptorInhibitors
PA153561371,chem/EgfrInhibitors
PA166206962,chem/CID145996610
PA166313327,chem/CID23642301
PA164924562,chem/CID119373
PA166182348,chem/CID11250647
PA166163436,chem/CID71661251
PA166163438,chem/CID91669168
PA10068,chem/Electrolytes
PA164712724,chem/ElectrolyteSolutions
PA164712725,chem/ElectrolytesWithCarbohydrates
PA134687947,chem/CID77993
PA166185161,chem/CID134587348
PA166190041,chem/ElexacaftorTezacaftorIvacaftor
PA166123486,chem/CID23652731
PA166159062,chem/ElosulfaseAlfa
PA166334882,chem/Elotuzumab
PA166328801,chem/Elranatamab
PA165981594,chem/CID9915926
PA165291498,chem/CID5277135
PA166182675,chem/CID44232548
PA166182763,chem/Emapalumab
PA164751802,chem/CID3219
PA164712727,chem/EmollientsAndProtectives
PA164712727,chem/EmollientsAndProtectives
PA166163327,chem/CID11949646
PA10069,chem/CID60877
PA166308961,chem/CID87845162
PA166305001,chem/CID49787172
PA449456,chem/CID5362032
PA166177484,chem/CID89683805
PA449459,chem/CID48033
PA164712728,chem/EncephalitisVaccines
PA166179872,chem/CID50922675
PA164712729,chem/EndocrineTherapy
PA166124478,chem/CID10090750
PA166124478,chem/CID10090750
PA164712730,chem/Enemas
PA449461,chem/CID3226
PA166190121,chem/EnfortumabVedotin
PA164744517,chem/CID16130199
PA449462,chem/CID3229
PA449463,chem/CID772
PA164768794,chem/CID53708
PA164749350,chem/CID1676
PA164748726,chem/CID5281081
PA164784025,chem/CID153941
PA162370429,chem/Entolimod
PA166190161,chem/CID25141092
PA166123406,chem/CID15951529
PA164712731,chem/EnzymeAndAcidPreparationsCombinations
PA164712732,chem/EnzymeInhibitors
PA164712733,chem/EnzymePreparations
PA164712734,chem/Enzymes
PA164712734,chem/Enzymes
PA164712734,chem/Enzymes
PA164712734,chem/Enzymes
PA164712734,chem/Enzymes
PA164712734,chem/Enzymes
PA164777031,chem/Ephedra
PA449466,chem/CID9294
PA449466,chem/CID9294
PA449466,chem/CID9294
PA449466,chem/CID9294
PA449466,chem/CID9294
PA166305842,chem/EpidermalGrowthFactorReceptorEgfrTyrosineKinaseInhibitors
PA164764489,chem/CID3241
PA164764489,chem/CID3241
PA449470,chem/CID5816
PA449470,chem/CID5816
PA449470,chem/CID5816
PA449470,chem/CID5816
PA449470,chem/CID5816
PA449470,chem/CID5816
PA452611,chem/CID105111
PA449476,chem/CID41867
PA164749044,chem/CID150310
PA166328821,chem/Eplontersen
PA10072,chem/EpoetinAlfa
PA164712740,chem/Epoxides
PA449481,chem/CID60879
PA449483,chem/CID123610
PA166320922,chem/Eptinezumab
PA166238941,chem/CID23703433
PA166238861,chem/CID168708
PA166182720,chem/CID67462786
PA166320921,chem/Erenumab
PA449484,chem/CID5280793
PA164752439,chem/CID592735
PA449487,chem/CID443884
PA164712741,chem/ErgotAlkaloids
PA164712741,chem/ErgotAlkaloids
PA164712741,chem/ErgotAlkaloids
PA164712744,chem/ErgotAlkaloidsAndOxytocinInclAnaloguesInCombination
PA164747651,chem/CID8223
PA166182723,chem/CID17755248
PA134687924,chem/CID176870
PA164777032,chem/CID150610
PA166269521,chem/CID44814423
