school_state_code,year,sv_name,observation
A9902104_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.51
00865304_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.38
A0108637_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.5
02183691_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.64
A9300937_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.05
A9901933_20,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.34
K9302941_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.78
A9300797_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.31
00422339_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.9
A1303382_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.11
A0902622_40,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.5
A1503091_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.81
A1702954_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.63
01198304_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.67
A1302330_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.0
A1901165_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.0
A0302857_44,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.63
BB200425_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.5
AA890181_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.88
A1302486_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.99
A1140019_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.71
A0902240_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.99
A1300014_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.5
A1900168_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.63
A0700064_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.05
A9303396_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.0
01202163_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
01514059_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
A1592176_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.36
A9100355_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.56
A0503644_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.15
A0700176_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.38
00868291_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.52
K9302966_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.9
00002551_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.5
A9102413_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.23
A9704534_44,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.5
A1502714_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.75
A1900431_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.4
BB170208_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.8
01912683_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.48
A1300535_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.69
A1980001_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.29
A9501903_21,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.47
A9300898_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.79
A0303074_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.96
A0900909_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.1
A1300719_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.69
A9903664_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.91
AA000628_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.85
AA000631_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.43
02118101_35,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.48
A0301801_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.91
02027122_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.68
A0301474_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A9102858_21,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.3
A0502989_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.45
K9302894_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.77
BB161343_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.67
00579528_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.85
A0500338_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.0
X1901139_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.52
00755459_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.92
A0307976_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.86
A0109816_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.88
A0106118_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.38
A0300893_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.72
A0701463_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.42
A1700932_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.71
A1101780_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.59
A1303644_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.04
A9904042_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.54
A9903350_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.5
BB200285_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.33
A0990107_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.29
A1903311_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.87
A1101157_23,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.88
A1190097_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.57
01433882_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.2
A0501091_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.4
A9300310_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.16
A0107572_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.18
A9700085_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.5
A9501473_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.75
A1701704_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.42
A9104053_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.21
A1100596_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.5
A1700933_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.0
A1501575_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.11
A1703660_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.18
A9100878_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.0
A9300091_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.86
A9703426_50,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.46
A9503536_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
02054633_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.97
01932189_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.67
01901015_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.17
00645424_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.97
01612475_54,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.76
01011918_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.66
00704801_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.83
A9300518_28,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.23
A1904024_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.41
A9101828_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.65
A0302393_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.75
01928536_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.78
A1790405_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.21
02065893_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.5
00644271_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.78
00082505_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.95
A1703661_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.9
00259461_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.47
A0108870_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.08
02032799_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.29
02020466_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.66
A1900437_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.44
00939152_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.68
A1902655_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.51
A1500913_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.33
A1390336_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.47
A1903313_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.57
A1903314_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.46
AA890182_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.0
A0101982_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.5
A1503700_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.05
A0901985_28,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.57
A0970289_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.5
A9501202_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.4
A0502647_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.03
A1390337_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.78
A1102087_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.58
00350055_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.77
K9302514_21,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
A1501844_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.73
K9301214_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.29
A1503701_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,63.33
00540523_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.3
01432506_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.18
A0300052_2,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.29
A0771505_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.25
A0304004_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.1
A0100954_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.0
A9100663_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.42
A1901696_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.18
BB200413_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.14
A0501092_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
00259701_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.67
A0500108_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.8
00082709_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.0
BB180214_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.75
A0303071_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.64
A1903402_38,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.25
A1500303_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.67
K9304833_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.75
A9106551_49,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.36
00331112_16,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.82
00001183_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.99
A0503722_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.22
AA000656_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.25
AA890910_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A9103210_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.01
00704798_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.86
K9303322_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
A1904462_49,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.76
A1504112_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.12
A1902424_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.41
A1901697_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,17.33
A1902558_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.33
A0102001_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.14
A0507342_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.84
01933728_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.13
01327455_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.94
01461865_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.54
00937202_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.86
01161679_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,17.8
00354537_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.06
00032848_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.67
A1904260_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.0
AA000652_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.4
01899139_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.42
A1903315_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
A0770774_16,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.4
A0502995_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.19
A9105684_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.0
A1903748_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.57
A9504023_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.33
A1990720_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,20.67
A1990721_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.55
K9302960_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
K9304854_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.0
A1903750_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.45
01296017_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.55
A1301050_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.56
A1100741_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.33
A9703817_4,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.15
A1503943_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,72.0
01433281_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.29
A0902909_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.65
A1903751_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.31
A9303490_23,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.88
A1900897_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.02
01914614_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.75
A9300114_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.58
BB945239_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.14
K9301458_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.0
A0700373_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.46
00643631_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.31
A0307158_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.17
A1904262_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.75
02004375_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.78
A1902430_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.11
00643336_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,17.88
01064085_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.45
A0300648_8,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.75
A1703031_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.0
A0302557_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.37
02040992_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
A0101985_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.25
00643438_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.3
00425996_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.65
01933954_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.96
A9500487_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.69
02039976_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.75
A0701475_33,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
A1371292_33,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.0
00643584_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.0
01161883_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.23
A9702659_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.67
A9703677_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.29
A9702394_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.33
A0109375_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.63
A1702853_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.33
A1700937_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.97
A0502469_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.53
01902041_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.5
A9100201_5,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.85
A9102674_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.28
01463625_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.0
02060884_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.91
A1703032_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.97
A1502715_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.25
A9900932_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.14
A0108872_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,18.33
A1770322_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.42
A9900933_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.36
AA000664_20,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
A9106635_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.91
A0508274_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
A0792038_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.78
A0108879_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.52
A0105826_30,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.78
A1970431_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.5
BB140118_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.43
A1700938_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.82
01434864_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.06
A0303076_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.24
00646687_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.73
A1301692_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.2
A0971266_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,32.5
BB180675_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.7
A1971239_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.71
A9702395_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.5
A9703182_46,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.48
A1100598_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
A0302227_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.74
A0102895_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.82
00297168_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
02029119_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.94
01489767_54,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.09
00605312_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.51
A1102167_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.85
A0307978_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.0
A9702531_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
A9103211_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.3
A0503723_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.93
A9701708_23,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.86
A1970860_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.52
A0304073_23,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.49
A1971240_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.5
01297371_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.92
K9306135_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.63
A1101130_22,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.0
BB170111_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.92
A0701846_41,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.94
A9103373_23,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.09
A1501576_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.0
A0110126_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.52
A0701194_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.8
A9104832_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.29
A9502965_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.0
00939276_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.93
A1701705_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,25.0
A1302333_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.67
A9504557_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.67
A1703833_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.87
A1703854_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.87
A9106917_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
A0503726_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.0
A9300598_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.83
A1770324_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.63
K9306141_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.73
00250152_10,2019-20,Percent_Student_AsAFractionOf_Count_Student,17.08
A1904108_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.0
A0307162_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.16
A0107219_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.5
A1302334_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,16.0
A1303731_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,23.0
A9504499_55,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.23
00940259_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.41
A0901922_27,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.5
A1904506_50,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.33
01635969_50,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.44
A0503414_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.11
A1302335_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,19.5
A1703875_56,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.67
A0308172_53,2019-20,Percent_Student_AsAFractionOf_Count_Student,6.74
A1903753_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.0
A0106566_34,2019-20,Percent_Student_AsAFractionOf_Count_Student,1.46
A1302336_39,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.33
A1970078_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.0
00086747_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,14.09
K9303904_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,20.2
A9902771_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.05
A0990079_32,2019-20,Percent_Student_AsAFractionOf_Count_Student,15.0
A1701920_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.0
02042978_33,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.5
A9101832_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,22.9
A0990141_54,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.05
A0303328_54,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.32
A0109837_51,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.33
A1502168_28,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
A0901438_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.67
00086758_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.67
A1101665_36,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.59
01195755_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.12
A9105688_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.86
01297393_47,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.41
02033883_25,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.71
01011587_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.75
A1792043_17,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.8
A9102171_13,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.62
A0900039_1,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.62
00643846_26,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.0
A1150012_6,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.93
00331178_16,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.16
01011667_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.07
A9104003_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.83
01191207_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.54
01011962_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.72
00735807_28,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.81
02061662_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.76
A0509159_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,10.05
A1771484_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,9.0
A9104004_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.12
A1500672_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.49
00232097_9,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.95
A9901835_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.66
A9300830_45,2019-20,Percent_Student_AsAFractionOf_Count_Student,11.95
A0103237_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,13.61
AA000675_42,2019-20,Percent_Student_AsAFractionOf_Count_Student,4.67
A9707052_29,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.14
00249963_10,2019-20,Percent_Student_AsAFractionOf_Count_Student,8.42
A1790259_18,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.5
A1390314_44,2019-20,Percent_Student_AsAFractionOf_Count_Student,0.33
BB061509_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,5.5
A9101833_12,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.91
K9302670_24,2019-20,Percent_Student_AsAFractionOf_Count_Student,7.33
A1101781_37,2019-20,Percent_Student_AsAFractionOf_Count_Student,12.0
BB964646_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,3.5
BB981477_48,2019-20,Percent_Student_AsAFractionOf_Count_Student,2.5
