Year,Geo,StatVar,Quantity
2006-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,23.0
2006-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,296.0
2006-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,117.0
2006-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,270.0
2006-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,293.0
2007-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,6.0
2007-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2007-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,10.0
2007-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,1.0
2007-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,55.0
2007-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,13.0
2007-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,160.0
2007-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,65.0
2007-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,135.0
2007-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,122.0
2008-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,7.0
2008-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,6.0
2008-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,3.0
2008-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2008-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,42.0
2008-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,14.0
2008-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,176.0
2008-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,61.0
2008-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,130.0
2008-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,128.0
2009-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,1.0
2009-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,2.0
2009-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,6.0
2009-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2009-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,66.0
2009-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,8.0
2009-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,179.0
2009-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,53.0
2009-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,111.0
2009-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,86.0
2010-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2010-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,1.0
2010-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,6.0
2010-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2010-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,55.0
2010-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,11.0
2010-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,147.0
2010-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,48.0
2010-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,129.0
2010-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,100.0
2011-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,3.0
2011-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,2.0
2011-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,9.0
2011-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,0.0
2011-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,57.0
2011-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,15.0
2011-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,145.0
2011-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,53.0
2011-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,78.0
2011-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,54.0
2012-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,6.0
2012-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2012-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,8.0
2012-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,3.0
2012-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,69.0
2012-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,9.0
2012-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,181.0
2012-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,70.0
2012-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,145.0
2012-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,83.0
2013-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2013-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,3.0
2013-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2013-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,7.0
2013-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,70.0
2013-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,19.0
2013-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,205.0
2013-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,64.0
2013-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,117.0
2013-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,81.0
2014-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2014-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,3.0
2014-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,5.0
2014-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,3.0
2014-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,80.0
2014-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,13.0
2014-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,210.0
2014-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,69.0
2014-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,116.0
2014-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,86.0
2015-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,3.0
2015-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,1.0
2015-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,4.0
2015-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,2.0
2015-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,79.0
2015-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,18.0
2015-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,195.0
2015-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,51.0
2015-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,151.0
2015-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,94.0
2016-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,3.0
2016-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,0.0
2016-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2016-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,2.0
2016-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,93.0
2016-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,19.0
2016-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,245.0
2016-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,80.0
2016-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,190.0
2016-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,122.0
2017-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,1.0
2017-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,1.0
2017-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,7.0
2017-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,4.0
2017-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,118.0
2017-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,37.0
2017-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,404.0
2017-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,145.0
2017-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,354.0
2017-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,232.0
2018-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,2.0
2018-09,geoId/06,Count_MedicalConditionIncident_0To4Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,1.0
2018-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,3.0
2018-09,geoId/06,Count_MedicalConditionIncident_5To14Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,0.0
2018-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,116.0
2018-09,geoId/06,Count_MedicalConditionIncident_15To34Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,14.0
2018-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,392.0
2018-09,geoId/06,Count_MedicalConditionIncident_35To64Years_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,114.0
2018-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Male_ConditionHeatStress_PatientHospitalized,285.0
2018-09,geoId/06,Count_MedicalConditionIncident_65OrMoreYears_SummerSeason_Female_ConditionHeatStress_PatientHospitalized,199.0
2000-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,41.0
2001-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,25.0
2002-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,43.0
2003-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,38.0
2004-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,33.0
2005-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,62.0
2006-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,188.0
2007-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,67.0
2008-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,42.0
2009-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,54.0
2010-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,39.0
2011-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,26.0
2012-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,61.0
2013-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,66.0
2014-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,47.0
2015-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,49.0
2016-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,67.0
2017-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,98.0
2018-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,98.0
2019-09,geoId/06,Count_MedicalConditionIncident_SummerSeason_ConditionHeatStress_PatientDeceased,57.0
