year,table,Disease,Replacement,name,dcid,sameAs
2018,5,Other serogroups,Meningococcal disease;Other serogroups,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2018,5,Unknown serogroup,Meningococcal disease;Unknown serogroup,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2018,5,Mumps,Mumps,Mumps,Mumps,bio/DOID_10264
2018,5,Novel Influenza A virus infections,Novel Influenza A virus infections,Novel Influenza A virus infections,NovelInfluenzaAViralInfection,
2018,5,Paratyphoid fever  **,Paratyphoid,Paratyphoid,Paratyphoid,
2018,5,Pertussis,Pertussis,Pertussis,Pertussis,bio/DOID_1116
2018,5,Plague,Plague,Plague,Plague,bio/DOID_3482
2018,5,"Poliomyelitis, paralytic",Paralytic poliomyelitis,Paralytic poliomyelitis,ParalyticPoliomyelitis,bio/DOID_0050515
2018,5,"Poliovirus infection, nonparalytic",Nonparalytic poliomyelitis,Nonparalytic poliomyelitis,NonparalyticPoliomyelitis,bio/DOID_4986
2018,5,Psittacosis,Psittacosis,Psittacosis,Psittacosis,bio/DOID_11262
2018,5,Q fever,NAN,NAN,NAN,NAN
2018,5,Total,Q fever,Q fever,QFever,bio/DOID_11100
2018,5,Acute,Q fever;Acute,Q fever,QFever,bio/DOID_11100
2018,5,Chronic,Q fever;Chronic,Q fever,QFever,bio/DOID_11100
2018,5,Rabies,NAN,NAN,NAN,NAN
2018,5,Human,Rabies,Rabies,Rabiesinhuman,bio/DOID_11260
2018,5,Rubella,Rubella,Rubella,Rubella,bio/DOID_8781
2018,5,"Rubella, congenital syndrome",Rubella;congenital,Rubella,Rubella,bio/DOID_8781
2018,5,Salmonellosis (excluding paratyphoid fever and typhoid fever)  ††,Salmonellosis,Salmonellosis,SalmonellosisExceptTyphiAndParatyphi,
2018,5,Severe acute respiratory syndrome-associated coronavirus disease,COVID19,COVID19,COVID19,bio/DOID_0080600;COVID_19
2018,5,Shiga toxin-producing  Escherichia coli  (STEC),Shiga toxin-producing  Escherichia coli,Shiga toxin-producing Escherichia Coli,ShigaToxinEColi,
2018,5,Shigellosis,Shigellosis,Shigellosis,Shigellosis,bio/DOID_12385
2018,5,Smallpox,Smallpox,Smallpox,Smallpox,bio/DOID_8736
2018,5,Spotted fever rickettsiosis,NAN,NAN,NAN,NAN
2018,5,Total,Spotted fever rickettsiosis,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2018,5,Confirmed,Spotted fever rickettsiosis;Confirmed,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2018,5,Probable,Spotted fever rickettsiosis;Probable,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2018,5,Streptococcal toxic shock syndrome,Streptococcal toxic shock syndrome,Streptococcal toxic shock syndrome,StreptococcalToxicShockSyndrome,
2018,5,Syphilis,NAN,NAN,NAN,NAN
2018,5,"Total, all stages  §§",Syphilis,Syphilis,Syphilis,
2018,5,Congenital,Congenital Syphilis,congenital syphilis,CongenitalSyphilis,bio/DOID_9856
2018,5,Primary and secondary,Syphilis primary and secondary,Syphilis primary and secondary,SyphilisPrimaryAndSecondary,
2018,5,Tetanus,Tetanus,Tetanus,Tetanus,bio/DOID_11338
2018,5,Toxic shock syndrome (other than Streptococcal),Other toxic shock syndrome,ToxicShockSyndromExceptStreptococcal,ToxicShockSyndromExceptStreptococcal,
2018,5,Trichinellosis,Trichinellosis,Trichinellosis,Trichinellosis,bio/DOID_9784
2018,5,Tuberculosis,Tuberculosis,Tuberculosis,Tuberculosis,bio/DOID_399
2018,5,Tularemia,Tularemia,Tularemia,Tularemia,bio/DOID_2123
2018,5,Typhoid fever,Typhoid fever,Typhoid,TyphoidFever,
2018,5,Vancomycin-intermediate  Staphylococcus aureus,Vancomycin-intermediate  Staphylococcus aureus,Vancomycin-intermediate  Staphylococcus aureus,VancomycinIntermediateStaphylococcusAureus,
2018,5,Vancomycin-resistant  Staphylococcus aureus,Vancomycin-resistant  Staphylococcus aureus,Vancomycin-resistant  Staphylococcus aureus,VancomycinResistantStaphylococcusAureus,
2018,5,Varicella morbidity,Chickenpox,Chickenpox,Chickenpox,bio/DOID_8659
2018,5,Varicella mortality,Chickenpox;Deaths,Chickenpox,Chickenpox,bio/DOID_8659
2018,5,Vibriosis,NAN,NAN,NAN,NAN
2018,5,Total,Vibriosis,Vibriosis except cholera,VibriosisExcludingCholera,
2018,5,Confirmed,Vibriosis except cholera;Confirmed,Vibriosis except cholera,VibriosisExcludingCholera,
2018,5,Probable,Vibriosis except cholera;Probable,Vibriosis except cholera,VibriosisExcludingCholera,
2018,5,Viral hemorrhagic fevers,NAN,NAN,NAN,NAN
2018,5,Crimean-Congo hemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,CrimeanCongoHemorrhagicFever,bio/DOID_12287
2018,5,Ebola virus,Ebola virus,Ebola virus,EbolaHemorrhagicFever,bio/DOID_4325
2018,5,Guanarito virus,Guanarito virus,Guanarito virus,GuanaritoHemorrhagicFever,
2018,5,Junin virus,Junin virus,Junin virus,JuninHemorrhagicFever,
2018,5,Lassa virus,Lassa virus,Lassa virus,LassaHemorrhagicFever,
2018,5,Lujo virus,Lujo virus,Lujo virus,LujoHemorrhagicFever,bio/DOID_0050202
2018,5,Machupo virus,Machupo virus,Machupo virus,MachupoHemorrhagicFever,
2018,5,Marburg virus,Marburg virus,Marburg virus,MarburgHemorrhagicFever,bio/DOID_4327
2018,5,Sabia virus,Sabia virus,Sabia virus,SabiaHemorrhagicFever,
2018,5,Yellow fever,Yellow fever,Yellow fever,YellowFever,bio/DOID_9682
2018,5,Zika virus,NAN,NAN,NAN,NAN
2018,5,"Zika virus disease, congenital  ¶¶",NAN,NAN,NAN,NAN
2018,5,"Zika virus disease, non-congenital",Zika fever;non-congenital,Zika fever,ZikaVirusDisease,bio/DOID_0060478
2018,5,"Zika virus infection, congenital  ¶¶",NAN,NAN,NAN,NAN
2018,5,"Zika virus infection, non-congenital",Zika virus infection;non-congenital,Zika virus infection,ZikaVirusInfection,
2016,4,Anthrax,Anthrax,Anthrax,AnthraxDisease,bio/DOID_7427
2016,4,Arboviral diseases,NAN,NAN,NAN,NAN
2016,4,Chikungunya virus disease,Chikungunya virus disease,Chikungunya virus disease,Chikungunya,bio/DOID_0050012
2016,4,Eastern equine encephalitis virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,Eastern equine encephalitis;Neuroinvasive,Eastern equine encephalitis virus disease,EasternEquineEncephalitis,bio/DOID_10841
2016,4,Non-neuroinvasive,Eastern equine encephalitis;Non-neuroinvasive,Eastern equine encephalitis virus disease,EasternEquineEncephalitis,bio/DOID_10841
2016,4,Jamestown Canyon virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,Jamestown Canyon virus diseases;Neuroinvasive,Jamestown Canyon virus disease,JamestownCanyonVirusDisease,
2016,4,Non-neuroinvasive,Jamestown Canyon virus diseases;Non-neuroinvasive,Jamestown Canyon virus disease,JamestownCanyonVirusDisease,
2016,4,La Crosse virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,La Crosse virus disease;Neuroinvasive,La Crosse virus disease,LaCrosseVirusDisease,bio/DOID_0050118
2016,4,Non-neuroinvasive,La Crosse virus disease;Non-neurovasive,La Crosse virus disease,LaCrosseVirusDisease,bio/DOID_0050118
2016,4,Powassan virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,Powassan virus disease;Neuroinvasive,Powassan virus disease,PowassanVirusDisease,bio/DOID_0050179
2016,4,Non-neuroinvasive,Powassan virus disease;Non-neuroinvasive,Powassan virus disease,PowassanVirusDisease,bio/DOID_0050179
2016,4,St. Louis encephalitis virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,St. Louis encephalitis virus disease;Neuroinvasive,St. Louis encephalitis virus disease,StLouisEncephalitis,bio/DOID_10845
2016,4,Non-neuroinvasive,St. Louis encephalitis virus disease;Non-neuroinvasive,St. Louis encephalitis virus disease,StLouisEncephalitis,bio/DOID_10845
2016,4,West Nile virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,West Nile virus disease;Neuroinvasive,West Nile virus disease,WestNileVirusDisease,bio/DOID_2366
2016,4,Non-neuroinvasive,West Nile virus disease;Non-neuroinvasive,West Nile virus disease,WestNileVirusDisease,bio/DOID_2366
2016,4,Western equine encephalitis virus disease,NAN,NAN,NAN,NAN
2016,4,Neuroinvasive,Western equine encephalitis virus disease;Neuroinvasive,Western equine encephalitis virus disease,WesternEquineEncephalitis,bio/DOID_10843
2016,4,Non-neuroinvasive,Western equine encephalitis virus disease;Non-neuroinvasive,Western equine encephalitis virus disease,WesternEquineEncephalitis,bio/DOID_10843
2016,4,Babesiosis,NAN,NAN,NAN,NAN
2016,4,Total,Babesiosis,Babesiosis,Babesiosis,bio/DOID_9643
2016,4,Confirmed,Babesiosis;Confirmed,Babesiosis,Babesiosis,bio/DOID_9643
2016,4,Probable,Babesiosis;Probable,Babesiosis,Babesiosis,bio/DOID_9643
2016,4,Botulism,NAN,NAN,NAN,NAN
2016,4,Total,Botulism,Botulism,Botulism,
2016,4,Foodborne,Foodborne Botulism,Foodborne Botulism,FoodborneBotulism,bio/DOID_0050352
2016,4,Infant  *,Infant Botulism,Infant Botulism,InfantBotulism,bio/DOID_0050354
2016,4,Other (wound & unspecified),Other wound & unspecified Botulism,Other wound & unspecified Botulism,WoundBotulism,bio/DOID_0050353
2016,4,Brucellosis,Brucellosis,Brucellosis,Brucellosis,bio/DOID_11077
2016,4,Campylobacteriosis,Campylobacteriosis,Campylobacteriosis,Campylobacteriosis,bio/DOID_13622
2016,4,Chancroid,Chancroid,Chancroid,Chancroid,bio/DOID_13778
2016,4,Chlamydia trachomatis  infection,Chlamydia trachomatis  infection,Chlamydia trachomatis infection,Chlamydia,bio/DOID_11263
2016,4,Cholera,Cholera,cholera,Cholera,bio/DOID_1498
2016,4,Coccidioidomycosis  †,Coccidioidomycosis,Coccidioidomycosis,Coccidioidomycosis,bio/DOID_13450
2016,4,Cryptosporidiosis,NAN,NAN,NAN,NAN
2016,4,Total,Cryptosporidiosis,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2016,4,Confirmed,Cryptosporidiosis;Confirmed,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2016,4,Probable,Cryptosporidiosis;Probable,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2016,4,Cyclosporiasis,Cyclosporiasis,Cyclosporiasis,Cyclosporiasis,bio/DOID_12750
2016,4,Dengue virus infections  §,NAN,NAN,NAN,NAN
2016,4,Dengue,Dengue,dengue fever,DengueDisease,bio/DOID_12205
2016,4,Dengue-like illness,Dengue-like illness,Dengue-like illness,DengueLikeIllness,
2016,4,Severe dengue,Severe dengue,Severe dengue,SevereDengue,bio/DOID_12206;bio/DOID_0050125
2016,4,Diphtheria,Diphtheria,Diphtheria,Diphtheria,
2016,4,Ehrlichiosis and Anaplasmosis,NAN,NAN,NAN,NAN
2016,4,Anaplasma phagocytophilum  infection,Anaplasma phagocytophilum  infection,Anaplasma phagocytophilum infection,HumanGranulocyticAnaplasmosis,bio/DOID_0050025
2016,4,Ehrlichia chaffeensis  infection,Ehrlichia chaffeensis  infection,Ehrlichia chaffeensis,HumanMonocyticEhrlichiosis,bio/DOID_0050026
2016,4,Ehrlichia ewingii  infection,Ehrlichia ewingii  infection,Ehrlichia ewingii infection,EhrlichiaEwingiiInfection,
2016,4,Undetermined ehrlichiosis/anaplasmosis,Undetermined ehrlichiosis/anaplasmosis,UndeterminedEhrlichiosis/Anaplasmosis,Ehrlichiosis,bio/DOID_10242
2016,4,Giardiasis,Giardiasis,Giardiasis,Giardiasis,bio/DOID_10718
2016,4,Gonorrhea,Gonorrhea,Gonorrhea,Gonorrhea,bio/DOID_7551
2016,4,"Haemophilus influenzae,  invasive disease",NAN,NAN,NAN,NAN
2016,4,"All ages, all serotypes",Haemophilus influenzae;invasive disease;All ages;all serotypes,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Age <5 years  ¶,Haemophilus influenzae;invasive disease;Age <5 years,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Serotype b,Haemophilus influenzae;invasive disease;Age <5 years;Serotype b,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Non-b serotype,Haemophilus influenzae;invasive disease;Age <5 years;Non-b serotype,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Nontypeable,Haemophilus influenzae;invasive disease;Age <5 years;Nontypeable,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Unknown serotype,Haemophilus influenzae;invasive disease;Age <5 years;Unknown serotype,Haemophilus influenzae,HaemophilusInfluenzae,
2016,4,Hansen's disease,Leprosy,Leprosy,Leprosy,bio/DOID_1024
2016,4,"Hantavirus infection, non-hantavirus pulmonary syndrome",Non-hantavirus pulmonary syndrome,Non-hantavirus pulmonary syndrome,HaemophilusMeningitis,bio/DOID_0080179
2016,4,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,HantavirusPulmonarySyndrome,bio/DOID_14472
2016,4,Hemolytic uremic syndrome post-diarrheal,Hemolytic uremic syndrome;post-diarrheal,Hemolytic uremic syndrome,HemolyticUremicSyndrome,bio/DOID_12554
2016,4,Hepatitis  **,NAN,NAN,NAN,NAN
2016,4,"A, acute",Hepatitis A;Acute,Hepatitis A,HepatitisA,bio/DOID_12547
2016,4,"B, acute",Hepatitis B;Acute,Hepatitis B,HepatitisB,bio/DOID_2043
2016,4,"B, perinatal infection  ††",Hepatitis B;Perinatal infection,Hepatitis B,HepatitisB,bio/DOID_2043
2016,4,"C, acute",Hepatitis C;Acute,Hepatitis C,HepatitisC,bio/DOID_1883
2016,4,Human immunodeficiency virus diagnoses,HIV/Acquired Immune Deficiency Syndrome,HIV/Acquired Immune Deficiency Syndrome,HIV_AIDS,
2016,4,Influenza-associated pediatric mortality  §§,Influenza;pediatric mortality,Influenza,Influenza,bio/DOID_8469
2016,4,Invasive pneumococcal disease,NAN,NAN,NAN,NAN
2016,4,All ages,Invasive pneumococcal disease;All ages,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Confirmed,Invasive pneumococcal disease;All ages;Confirmed,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Probable,Invasive pneumococcal disease;All ages;Probable,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Age <5 years  ¶,Invasive pneumococcal disease;Age <5 years,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Confirmed,Invasive pneumococcal disease;Age <5 years;Confirmed,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Probable,Invasive pneumococcal disease;Age <5 years;Probable,pneumococcal disease,StreptococcusPneumonia,bio/DOID_0040084
2016,4,Legionellosis,LegionnairesDisease,Legionellosis,LegionnairesDisease,bio/DOID_10457
2016,4,Leptospirosis,Leptospirosis,Leptospirosis,Leptospirosis,bio/DOID_2297
2016,4,Listeriosis,Listeriosis,Listeriosis,Listeriosis,bio/DOID_11573
2016,4,Lyme disease,NAN,NAN,NAN,NAN
2016,4,Total,Lyme disease,Lyme disease,LymeDisease,
2016,4,Confirmed,Lyme disease;Confirmed,Lyme disease,LymeDisease,
2016,4,Probable,Lyme disease;Probable,Lyme disease,LymeDisease,
2016,4,Malaria,Malaria,Malaria,Malaria,bio/DOID_12365
2016,4,Measles,NAN,NAN,NAN,NAN
2016,4,Total,Measles,Measles,Measles,bio/DOID_8622
2016,4,Indigenous,Measles;Indigenous,Measles,Measles,bio/DOID_8622
2016,4,Imported,Measles;Imported,Measles,Measles,bio/DOID_8622
2016,4,Meningococcal disease,NAN,NAN,NAN,NAN
2016,4,All serogroups,Meningococcal disease;All serogroups,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2016,4,Serogroups ACWY,Meningococcal disease;Serogroups ACWY,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2016,4,Serogroup B,Meningococcal disease;Serogroup B,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2016,4,Other serogroups,Meningococcal disease;Other serogroups,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2016,4,Unknown serogroup,Meningococcal disease;Unknown serogroup,Meningococcal disease,MeningococcalMeningitis,bio/DOID_0080176
2016,4,Mumps,Mumps,Mumps,Mumps,bio/DOID_10264
2016,4,Novel Influenza A virus infections,Novel Influenza A virus infections,Novel Influenza A virus infections,NovelInfluenzaAViralInfection,
2016,4,Pertussis,Pertussis,Pertussis,Pertussis,bio/DOID_1116
2016,4,Plague,Plague,Plague,Plague,bio/DOID_3482
2016,4,"Poliomyelitis, paralytic",Paralytic poliomyelitis,Paralytic poliomyelitis,ParalyticPoliomyelitis,bio/DOID_0050515
2016,4,"Poliovirus infection, nonparalytic",Nonparalytic poliomyelitis,Nonparalytic poliomyelitis,NonparalyticPoliomyelitis,bio/DOID_4986
2016,4,Psittacosis,Psittacosis,Psittacosis,Psittacosis,bio/DOID_11262
2016,4,Q fever,NAN,NAN,NAN,NAN
2016,4,Total,Q fever,Q fever,QFever,bio/DOID_11100
2016,4,Acute,Q fever;Acute,Q fever,QFever,bio/DOID_11100
2016,4,Chronic,Q fever;Chronic,Q fever,QFever,bio/DOID_11100
2016,4,Rabies,NAN,NAN,NAN,NAN
2016,4,Human,Rabies,Rabies,Rabiesinhuman,bio/DOID_11260
2016,4,Rubella,Rubella,Rubella,Rubella,bio/DOID_8781
2016,4,"Rubella, congenital syndrome  *",Rubella;congenital,Rubella,Rubella,bio/DOID_8781
2016,4,Salmonellosis,Salmonellosis,Salmonellosis,SalmonellosisExceptTyphiAndParatyphi,
2016,4,Severe acute respiratory syndrome-associated coronavirus disease,COVID19,COVID19,COVID19,bio/DOID_0080600;COVID_19
2016,4,Shiga toxin-producing  Escherichia coli  ¶¶,Shiga toxin-producing  Escherichia coli,Shiga toxin-producing Escherichia Coli,ShigaToxinEColi,
2016,4,Shigellosis,Shigellosis,Shigellosis,Shigellosis,bio/DOID_12385
2016,4,Smallpox,Smallpox,Smallpox,Smallpox,bio/DOID_8736
2016,4,Spotted fever rickettsiosis,NAN,NAN,NAN,NAN
2016,4,Total,Spotted fever rickettsiosis,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2016,4,Confirmed,Spotted fever rickettsiosis;Confirmed,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2016,4,Probable,Spotted fever rickettsiosis;Probable,Spotted fever rickettsiosis,SpottedFeverRickettsiosis,
2016,4,Streptococcal toxic shock syndrome,Streptococcal toxic shock syndrome,Streptococcal toxic shock syndrome,StreptococcalToxicShockSyndrome,
2016,4,Syphilis,NAN,NAN,NAN,NAN
2016,4,"Total, all stages  ***",Syphilis,Syphilis,Syphilis,
2016,4,Congenital  *,Congenital Syphilis,congenital syphilis,CongenitalSyphilis,bio/DOID_9856
2016,4,Primary and secondary,Syphilis primary and secondary,Syphilis primary and secondary,SyphilisPrimaryAndSecondary,
2016,4,Tetanus,Tetanus,Tetanus,Tetanus,bio/DOID_11338
2016,4,Toxic shock syndrome (other than Streptococcal),Other toxic shock syndrome,ToxicShockSyndromExceptStreptococcal,ToxicShockSyndromExceptStreptococcal,
2016,4,Trichinellosis,Trichinellosis,Trichinellosis,Trichinellosis,bio/DOID_9784
2016,4,Tuberculosis,Tuberculosis,Tuberculosis,Tuberculosis,bio/DOID_399
2016,4,Tularemia,Tularemia,Tularemia,Tularemia,bio/DOID_2123
2016,4,Typhoid fever,Typhoid fever,Typhoid,TyphoidFever,
2016,4,Vancomycin-intermediate  Staphylococcus aureus,Vancomycin-intermediate  Staphylococcus aureus,Vancomycin-intermediate  Staphylococcus aureus,VancomycinIntermediateStaphylococcusAureus,
2016,4,Vancomycin-resistant  Staphylococcus aureus,Vancomycin-resistant  Staphylococcus aureus,Vancomycin-resistant  Staphylococcus aureus,VancomycinResistantStaphylococcusAureus,
2016,4,Varicella morbidity,Chickenpox,Chickenpox,Chickenpox,bio/DOID_8659
2016,4,Varicella mortality,Chickenpox;Deaths,Chickenpox,Chickenpox,bio/DOID_8659
2016,4,Vibriosis,NAN,NAN,NAN,NAN
2016,4,Total,Vibriosis,Vibriosis except cholera,VibriosisExcludingCholera,
2016,4,Confirmed,Vibriosis except cholera;Confirmed,Vibriosis except cholera,VibriosisExcludingCholera,
2016,4,Probable,Vibriosis except cholera;Probable,Vibriosis except cholera,VibriosisExcludingCholera,
2016,4,Viral hemorrhagic fevers,NAN,NAN,NAN,NAN
2016,4,Crimean-Congo hemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,Crimean-Congo hemorrhagic fever virus,CrimeanCongoHemorrhagicFever,bio/DOID_12287
2016,4,Ebola virus,Ebola virus,Ebola virus,EbolaHemorrhagicFever,bio/DOID_4325
2016,4,Guanarito virus,Guanarito virus,Guanarito virus,GuanaritoHemorrhagicFever,
2016,4,Junin virus,Junin virus,Junin virus,JuninHemorrhagicFever,
2016,4,Lassa virus,Lassa virus,Lassa virus,LassaHemorrhagicFever,
2016,4,Lujo virus,Lujo virus,Lujo virus,LujoHemorrhagicFever,bio/DOID_0050202
2016,4,Machupo virus,Machupo virus,Machupo virus,MachupoHemorrhagicFever,
2016,4,Marburg virus,Marburg virus,Marburg virus,MarburgHemorrhagicFever,bio/DOID_4327
2016,4,Sabia virus,Sabia virus,Sabia virus,SabiaHemorrhagicFever,
2016,4,Yellow fever,Yellow fever,Yellow fever,YellowFever,bio/DOID_9682
2016,4,Zika virus,NAN,NAN,NAN,NAN
2016,4,"Zika virus disease, congenital  *,†††",NAN,NAN,NAN,NAN
2016,4,"Zika virus disease, non-congenital",Zika fever;non-congenital,Zika fever,ZikaVirusDisease,bio/DOID_0060478
2016,4,"Zika virus infection, congenital  *,†††",NAN,NAN,NAN,NAN
2016,4,"Zika virus infection, non-congenital",Zika virus infection;non-congenital,Zika virus infection,ZikaVirusInfection,
2019,6,Anthrax,Anthrax,Anthrax,AnthraxDisease,bio/DOID_7427
2019,6,Arboviral diseases,NAN,NAN,NAN,NAN
2019,6,Chikungunya virus disease,Chikungunya virus disease,Chikungunya virus disease,Chikungunya,bio/DOID_0050012
2019,6,Eastern equine encephalitis virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,Eastern equine encephalitis;Neuroinvasive,Eastern equine encephalitis virus disease,EasternEquineEncephalitis,bio/DOID_10841
2019,6,Non-neuroinvasive,Eastern equine encephalitis;Non-neuroinvasive,Eastern equine encephalitis virus disease,EasternEquineEncephalitis,bio/DOID_10841
2019,6,Jamestown Canyon virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,Jamestown Canyon virus diseases;Neuroinvasive,Jamestown Canyon virus disease,JamestownCanyonVirusDisease,
2019,6,Non-neuroinvasive,Jamestown Canyon virus diseases;Non-neuroinvasive,Jamestown Canyon virus disease,JamestownCanyonVirusDisease,
2019,6,La Crosse virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,La Crosse virus disease;Neuroinvasive,La Crosse virus disease,LaCrosseVirusDisease,bio/DOID_0050118
2019,6,Non-neuroinvasive,La Crosse virus disease;Non-neurovasive,La Crosse virus disease,LaCrosseVirusDisease,bio/DOID_0050118
2019,6,Powassan virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,Powassan virus disease;Neuroinvasive,Powassan virus disease,PowassanVirusDisease,bio/DOID_0050179
2019,6,Non-neuroinvasive,Powassan virus disease;Non-neuroinvasive,Powassan virus disease,PowassanVirusDisease,bio/DOID_0050179
2019,6,St. Louis encephalitis virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,St. Louis encephalitis virus disease;Neuroinvasive,St. Louis encephalitis virus disease,StLouisEncephalitis,bio/DOID_10845
2019,6,Non-neuroinvasive,St. Louis encephalitis virus disease;Non-neuroinvasive,St. Louis encephalitis virus disease,StLouisEncephalitis,bio/DOID_10845
2019,6,West Nile virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,West Nile virus disease;Neuroinvasive,West Nile virus disease,WestNileVirusDisease,bio/DOID_2366
2019,6,Non-neuroinvasive,West Nile virus disease;Non-neuroinvasive,West Nile virus disease,WestNileVirusDisease,bio/DOID_2366
2019,6,Western equine encephalitis virus disease,NAN,NAN,NAN,NAN
2019,6,Neuroinvasive,Western equine encephalitis virus disease;Neuroinvasive,Western equine encephalitis virus disease,WesternEquineEncephalitis,bio/DOID_10843
2019,6,Non-neuroinvasive,Western equine encephalitis virus disease;Non-neuroinvasive,Western equine encephalitis virus disease,WesternEquineEncephalitis,bio/DOID_10843
2019,6,Babesiosis,NAN,NAN,NAN,NAN
2019,6,Total,Babesiosis,Babesiosis,Babesiosis,bio/DOID_9643
2019,6,Confirmed,Babesiosis;Confirmed,Babesiosis,Babesiosis,bio/DOID_9643
2019,6,Probable,Babesiosis;Probable,Babesiosis,Babesiosis,bio/DOID_9643
2019,6,Botulism,NAN,NAN,NAN,NAN
2019,6,Total,Botulism,Botulism,Botulism,
2019,6,Foodborne,Foodborne Botulism,Foodborne Botulism,FoodborneBotulism,bio/DOID_0050352
2019,6,Infant,Infant Botulism,Infant Botulism,InfantBotulism,bio/DOID_0050354
2019,6,Other (wound & unspecified),Other wound & unspecified Botulism,Other wound & unspecified Botulism,WoundBotulism,bio/DOID_0050353
2019,6,Brucellosis,Brucellosis,Brucellosis,Brucellosis,bio/DOID_11077
2019,6,Campylobacteriosis,Campylobacteriosis,Campylobacteriosis,Campylobacteriosis,bio/DOID_13622
2019,6,"Candida auris  , clinical  §",Candida auris;clinical,Candida auris,CandidaAuris,
2019,6,Carbapenemase-producing carbapenem-resistant Enterobacteriaceae,Carbapenemase-producing carbapenem-resistant Enterobacteriaceae,Carbapenem Resistant Enterobacteriaceae,CarbapenemResistantEnterobacteriaceae,
2019,6,Chancroid,Chancroid,Chancroid,Chancroid,bio/DOID_13778
2019,6,Chlamydia trachomatis  infection,Chlamydia trachomatis  infection,Chlamydia trachomatis infection,Chlamydia,bio/DOID_11263
2019,6,Cholera,Cholera,cholera,Cholera,bio/DOID_1498
2019,6,Coccidioidomycosis  ¶,Coccidioidomycosis,Coccidioidomycosis,Coccidioidomycosis,bio/DOID_13450
2019,6,Cryptosporidiosis,NAN,NAN,NAN,NAN
2019,6,Total,Cryptosporidiosis,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2019,6,Confirmed,Cryptosporidiosis;Confirmed,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2019,6,Probable,Cryptosporidiosis;Probable,Cryptosporidiosis,Cryptosporidiosis,bio/DOID_1733
2019,6,Cyclosporiasis,Cyclosporiasis,Cyclosporiasis,Cyclosporiasis,bio/DOID_12750
2019,6,Dengue virus infections  **,NAN,NAN,NAN,NAN
2019,6,Dengue,Dengue,dengue fever,DengueDisease,bio/DOID_12205
2019,6,Dengue-like illness,Dengue-like illness,Dengue-like illness,DengueLikeIllness,
2019,6,Severe dengue,Severe dengue,Severe dengue,SevereDengue,bio/DOID_12206;bio/DOID_0050125
2019,6,Diphtheria,Diphtheria,Diphtheria,Diphtheria,
2019,6,Ehrlichiosis and Anaplasmosis,NAN,NAN,NAN,NAN
2019,6,Anaplasma phagocytophilum  infection,Anaplasma phagocytophilum  infection,Anaplasma phagocytophilum infection,HumanGranulocyticAnaplasmosis,bio/DOID_0050025
2019,6,Ehrlichia chaffeensis  infection,Ehrlichia chaffeensis  infection,Ehrlichia chaffeensis,HumanMonocyticEhrlichiosis,bio/DOID_0050026
