pharmGKBID,dcid
PA166247961,chem/CID10464751
PA166248083,chem/CID83845
PA166248681,chem/CID9932353
PA166248682,chem/CID15959407
PA166248701,chem/CID15698633
PA166248702,chem/CID695718
PA166248703,chem/CID2772144
PA166248704,chem/CID9889695
PA166248981,chem/CID173759
PA166250361,chem/CID14580381
PA166250362,chem/CID146014916
PA166250363,chem/CID123836
PA166250364,chem/CID76973986
PA166250381,chem/CID59272813
PA166250401,chem/CID53487027
PA166250402,chem/CID146014889
PA166250403,chem/CID59272796
PA166250404,chem/CID59272836
PA166250405,chem/CID117693284
PA166250421,chem/CID146014896
PA166252501,chem/CID10056458
PA166252521,chem/CID158371
PA166252522,chem/CID3081785
PA166252541,chem/CID9811081
PA166254081,chem/CID45039473
PA166254201,chem/CID101648629
PA166254202,chem/CID15925972
PA166254203,chem/CID14373154
PA166254461,chem/CID10021885
PA166254462,chem/CID10045635
PA166254463,chem/CID10022985
PA166254761,chem/CID68242258
PA166254762,chem/CID154731584
PA166254763,chem/CID154731599
PA166254764,chem/CID101698833
PA166254765,chem/CID101698834
PA166254781,chem/CID154731617
PA166254801,chem/CID351531
PA166255041,chem/CID11988812
PA166255061,chem/CID11988811
PA166255181,chem/CID29981497
PA166255182,chem/CID29981679
PA166255201,chem/CID131770039
PA166255202,chem/CID75002121
PA166255203,chem/CID44344114
PA166255241,chem/CID118753351
PA166255242,chem/CID86343444
PA166255261,chem/CID91936922
PA166255281,chem/CID156596456
PA166255302,chem/CID59929
PA166255303,chem/CID71750742
PA166255401,chem/CID44468216
PA166255881,chem/CID121313150
PA166255882,chem/CID121310009
PA166255901,chem/CID56832906
PA166256041,chem/CID3014064
PA166256061,chem/CID71751823
PA166256081,chem/CID92131911
PA166256101,chem/CID29981923
PA166256102,chem/CID10446031
PA166256401,chem/CID23725128
PA166256721,chem/CID9801294
PA166256961,chem/CID51351911
PA166256981,chem/CID57574064
PA166256982,chem/CID129627383
PA166260001,chem/CID11369918
PA166260741,chem/CID5329048
PA166260821,chem/CID44256485
PA166260901,chem/CID135177281
PA166261021,chem/CID1354559806426858
PA166261061,chem/CID53491674
PA166261101,chem/CID23645678
PA166261202,chem/CID25099191
PA166261781,chem/CID154699958
PA166262161,chem/CID124518231
PA166262162,chem/CID131750726
PA166262181,chem/CID5287418
PA166264441,chem/CID11311503
PA166264461,chem/CID46245290
PA166264481,chem/CID23725126
PA166264701,chem/CID154699764
PA166265081,chem/CID122672
PA166265441,chem/CID5360697
PA166265461,chem/CID126969136
PA166265481,chem/CID5463854
PA166265482,chem/CID5484286
PA166265521,chem/CID107669
PA166265621,chem/CID13542293383999
PA166265641,chem/CID13540501884000
PA166265642,chem/CID135434163
PA166265643,chem/CID133522135530051
PA166265644,chem/CID137224655
PA166265645,chem/CID136338319
PA166265646,chem/CID135514618
PA166265647,chem/CID135434164
PA166265648,chem/CID135434162
PA166266341,chem/acyclovir_aldehyde
PA166266361,chem/CID91800071
PA166266362,chem/CID15765782
PA166267761,chem/CID11416277
PA166267762,chem/CID10405534
PA166267781,chem/ticagrelor_Oglucuronide
PA166267801,chem/CID78358176
PA166267861,chem/7hydroxyrisperidone
PA166267881,chem/risperidone_m3
PA166268041,chem/CID76973794
PA166268061,chem/CID160870
PA166269022,chem/CID9952709
PA166269381,chem/CID66926287
PA166270381,chem/CID131635205
PA166270401,chem/CID118753072
PA166270701,chem/CID139600311
PA166270702,chem/CID59376686
PA166270703,chem/CID145925652
PA166271101,chem/CID10618
PA166271102,chem/CID2151
PA166271103,chem/CID72666
PA166271104,chem/CID65743
PA166271221,chem/CID9576792
PA166271222,chem/CID97339
PA166271223,chem/CID41772
PA166271281,chem/CID65512
PA166271301,chem/CID58638
PA166271321,chem/CID148510
PA166271401,chem/CID114821
PA166271402,chem/CID65280
PA166271421,chem/CID125483
PA166271441,chem/CID717516
PA166271501,chem/CID151823
PA166271502,chem/CID161825
PA166271503,chem/CID1047
PA166271841,chem/ribavirin_monophosphate
PA166271861,chem/ribavirin_diphosphate
PA166271881,chem/ribavirin_triphosphate
PA166271882,chem/ribavirin_carboxylate
PA166271901,chem/124triazole3carboxamide
PA166273161,chem/6betahydroxyprednisone
PA166273181,chem/6betahydroxyprednisolone
PA166273182,chem/20alphadihydroprednisolone
PA166273201,chem/20alphadihydroprednisone
PA166273202,chem/20betadihydroprednisone
PA166273203,chem/20betadihydroprednisolone
PA166273221,chem/CID131700720
PA166277182,chem/CID5281887
PA166278721,chem/CID53491673
PA166278741,chem/CID53491672
PA166278742,chem/CID71576011
PA166278801,chem/CID145996739
PA166278821,chem/CID157010680
PA166278841,chem/CID57989740
PA166278861,chem/CID57989831
PA166278881,chem/CID58345847
PA166279401,chem/CID246598
PA166279421,chem/CID36678
PA166279941,chem/CID128242
PA166279943,chem/CID4182953
PA166279944,chem/CID12733901
PA166280381,chem/CID46781917
PA166280401,chem/CID1355
PA166280421,chem/CID15897
PA166280441,chem/CID2777432
PA166280442,chem/CID85910
PA166280501,chem/CID91667715
PA166280502,chem/CID10203943
PA166280661,chem/CID10420741
PA166280681,chem/CID131880632
PA166281801,chem/CID3036504
PA166281821,chem/CID22504506
PA166281822,chem/CID101121046
PA166283861,chem/CID4775
PA166285921,chem/CID5283137
PA166287421,chem/CID8987
PA166287441,chem/CID6348
PA166287442,chem/CID8021
PA166287461,chem/CID156614045
PA166287481,chem/CID12704
PA166287541,chem/CID119467
PA166287561,chem/CID3552889
PA166287581,chem/CID3035711
PA166287641,chem/CID644006
PA166287661,chem/CID74688
PA166287661,chem/CID74688
PA166287662,chem/CID9061
PA166287662,chem/CID9061
PA166287681,chem/CID439280
PA166287681,chem/CID439280
PA166287761,chem/CID53481648
PA166287761,chem/CID53481648
PA166287762,chem/CID44237265
PA166287762,chem/CID44237265
PA166287821,chem/threo4hydroxyhydrobupropion
PA166287825,chem/erythro4hydroxyhydrobupropion
PA449652,chem/CID5790
PA449667,chem/fluoride
PA449667,chem/fluoride
PA449780,chem/CID124886
PA450748,chem/CID5284604
PA451368,chem/CID923
PA452633,chem/CID5360621
