pharmGKBID,dcid
PA164713154,chem/H03BC
PA164713156,chem/C04
PA164713157,chem/A08AB
PA164713158,chem/B05D
PA164713159,chem/D10AE
PA164713160,chem/J07AJ
PA164713161,chem/D08AE
PA164713162,chem/R06AD
PA164713163,chem/C08DA
PA164713165,chem/N02AB
PA164713166,chem/C01CE
PA164713167,chem/J05AD
PA164713168,chem/P02CB
PA164713169,chem/R06AE
PA164713170,chem/N05CE
PA164713171,chem/H01
PA164713172,chem/J07AK
PA164713173,chem/L01C
PA164713174,chem/V07AA
PA164713175,chem/B01AC
PA164713176,chem/L01XA
PA164713177,chem/J07AL
PA164713178,chem/J01XB
PA164713179,chem/H01B
PA164713182,chem/C03D
PA164713183,chem/G03DB
PA164713184,chem/G03DA
PA164713185,chem/D03
PA164713186,chem/D10AB
PA164713187,chem/A05AB
PA164713188,chem/M04AB
PA164713189,chem/M04AA
PA164713190,chem/M04AC
PA164713191,chem/M02AC
PA164713192,chem/G03AC
PA164713195,chem/G03FA
PA164713196,chem/G03FB
PA164713197,chem/G02CB
PA164713199,chem/A03F
PA164713200,chem/S01EE
PA164713201,chem/D02B
PA164713202,chem/D02BB
PA164713203,chem/D02BA
PA164713204,chem/L01EA
PA164713205,chem/B02AB
PA164713206,chem/D03BA
PA164713207,chem/A02BC
PA164713208,chem/D05BA
PA164713209,chem/D05AD
PA164713210,chem/N06
PA164713211,chem/N05
PA164713212,chem/N06C
PA164713213,chem/N06CB
PA164713214,chem/N06B
PA164713215,chem/C04AD
PA164713216,chem/C03CD
PA164713217,chem/N02BB
PA164713218,chem/P03BA
PA164713219,chem/P03AC
PA164713220,chem/L01BC
PA164713221,chem/C02DC
PA164713222,chem/D08AJ
PA164713223,chem/M09AA
PA164713224,chem/D08AH
PA164713226,chem/G01BC
PA164713227,chem/P02BA
PA164713228,chem/M01CA
PA164713229,chem/J01M
PA164713230,chem/C01DB
PA164713231,chem/C02AA
PA164713232,chem/C02LA
PA164713233,chem/V09C
PA164713234,chem/C09XA
PA164713235,chem/R
PA164713237,chem/R07AB
PA164713238,chem/D10AD
PA164713239,chem/D10BA
PA164713240,chem/D05BB
PA164713241,chem/J07BH
PA164713242,chem/J07BJ
PA164713243,chem/N02BA
PA164713244,chem/P02DA
PA164713245,chem/D02AF
PA164713246,chem/B05CB
PA164713247,chem/C01AB
PA164713248,chem/C05BB
PA164713249,chem/J01DC
PA164713250,chem/C02BB
PA164713251,chem/C08D
PA164713252,chem/C08C
PA164713254,chem/G03XC
PA164713255,chem/L04AA
PA164713256,chem/N02CC
PA164713257,chem/N06AB
PA164713258,chem/V07AR
PA164713259,chem/L01XD
PA164713260,chem/S
PA164713261,chem/A04AA
PA164713262,chem/C02KD
PA164713263,chem/C02LN
PA164713264,chem/G03
PA164713265,chem/J01EB
PA164713266,chem/D08AL
PA164713267,chem/V09B
PA164713268,chem/B05BB
PA164713269,chem/B05BA
PA164713270,chem/B05BC
PA164713271,chem/V07AB
PA164713272,chem/H01AC
PA164713273,chem/M01C
PA164713274,chem/J06BB
PA164713275,chem/J01XC
PA164713276,chem/A01
PA164713278,chem/V07AS
PA164713279,chem/J01FG
PA164713280,chem/J01GA
PA164713281,chem/C01AC
PA164713282,chem/R06AB
PA164713283,chem/R06AC
PA164713284,chem/N03AD
PA164713288,chem/A10BC
PA164713289,chem/J01E
PA164713290,chem/G01BE
PA164713291,chem/C03BB
PA164713293,chem/C03BK
PA164713295,chem/C02BA
PA164713296,chem/P03AA
PA164713297,chem/H03BB
PA164713298,chem/V08CB
PA164713299,chem/S01K
PA164713300,chem/V20
PA164713301,chem/R01BA
PA164713302,chem/S01FB
PA164713303,chem/S01EA
PA164713304,chem/S01GA
PA164713305,chem/R01AB
PA164713306,chem/G02CA
PA164713307,chem/R01AA
PA164713308,chem/A03DA
PA164713309,chem/A03CA
PA164713310,chem/A03AA
PA164713311,chem/A03AB
PA164713312,chem/A03AC
PA164713313,chem/G03CB
PA164713314,chem/H
PA164713315,chem/D05AA
PA164713316,chem/V09AA
PA164713323,chem/V09EA
PA164713324,chem/V09DB
PA164713325,chem/V09EB
PA164713326,chem/V07AV
PA164713327,chem/N04AA
PA164713328,chem/G04CB
PA164713329,chem/V04CL
PA164713330,chem/V04CC
PA164713331,chem/V04CA
PA164713332,chem/V04CB
PA164713333,chem/V04CM
PA164713334,chem/V04CG
PA164713335,chem/V04CE
PA164713336,chem/V04CK
PA164713337,chem/V04CD
PA164713338,chem/V04CH
PA164713339,chem/V04CJ
PA164713340,chem/D06AA
PA164713341,chem/J01A
PA164713342,chem/P02CC
PA164713343,chem/V10
PA164713344,chem/C03AB
PA164713345,chem/C03AX
PA164713346,chem/C03AH
PA164713347,chem/C03AA
PA164713348,chem/J04AD
PA164713349,chem/J05AA
PA164713350,chem/H03BA
PA164713351,chem/J01DD
PA164713353,chem/R02
PA164713354,chem/V09F
PA164713355,chem/H03
PA164713356,chem/V03AK
PA164713357,chem/A13
PA164713360,chem/M02
PA164713361,chem/G01AG
PA164713363,chem/J01EA
PA164713364,chem/V04CF
PA164713365,chem/J07AN
PA164713366,chem/L04AB
PA164713367,chem/V09I
PA164713368,chem/J07AP
PA164713369,chem/J07AR
PA164713370,chem/C02KB
PA164713371,chem/V08D
PA164713373,chem/X
PA164713374,chem/G04BD
PA164713375,chem/G04BC
PA164713376,chem/V04B
PA164713377,chem/G04
PA164713378,chem/J07
PA164713379,chem/J07BK
PA164713380,chem/V
PA164713381,chem/A16AX
PA164713382,chem/V09XX
PA164713383,chem/V10BX
PA164713384,chem/V10XX
PA164713385,chem/V09FX
PA164713386,chem/C01D
PA164713387,chem/H01BA
PA164713388,chem/C03XA
PA164713389,chem/C05
PA164713390,chem/J07B
PA164713391,chem/S01KA
PA164713392,chem/A11C
PA164713393,chem/A11CB
PA164713394,chem/A11CA
PA164713395,chem/A11ED
PA164713396,chem/A11EC
PA164713397,chem/A11EB
PA164713398,chem/A11E
PA164713399,chem/A11EX
PA164713400,chem/A11DB
PA164713401,chem/A11D
PA164713402,chem/A11DA
PA164713403,chem/B03BA
PA164713404,chem/B02BA
PA164713405,chem/B02B
PA164713406,chem/B01AA
PA164713407,chem/A11
PA164713409,chem/A11JB
PA164713410,chem/A11JC
PA164713411,chem/D11AF
PA164713412,chem/V07AX
PA164713413,chem/V08AC
PA164713414,chem/V08AA
PA164713415,chem/V08AB
PA164713416,chem/V08A
PA164713417,chem/V08B
PA164713418,chem/C03BD
PA164713420,chem/R03DA
PA164713421,chem/R03DB
PA164713422,chem/J07BL
PA164713423,chem/V10AA
PA164713425,chem/D09AB
PA164713426,chem/D02AB
PA164738432,chem/AZD1152
PA164740891,chem/CID60855
PA164742856,chem/CID51081
PA164742902,chem/CID72281
PA164742933,chem/CID4632
PA164742934,chem/A16AB02
PA164742936,chem/CID443944
PA164742937,chem/CID6726
PA164742938,chem/CID166548
PA164742939,chem/CID151171
PA164742949,chem/CID59868
PA164742950,chem/CID130881
PA164742966,chem/CID8550
PA164742970,chem/CID31072
PA164742986,chem/CID2182
PA164742987,chem/CID5280980
PA164742988,chem/CID54385
PA164743013,chem/CID2826718
PA164743014,chem/CID34040
PA164743018,chem/CID14677
PA164743019,chem/CID2905
PA164743020,chem/CID9434
PA164743021,chem/CID43592
PA164743028,chem/CID10531
PA164743056,chem/CID13769
PA164743057,chem/CID6436135
PA164743058,chem/ospa_lipoprotein
PA164743086,chem/CID71715
PA164743096,chem/icodextrin
PA164743097,chem/L04AA02
PA164743113,chem/CID54766
PA164743129,chem/CID16685683
PA164743136,chem/CID2123
PA164743137,chem/CID40326
PA164743138,chem/B03XA02
PA164743139,chem/CID10547
PA164743143,chem/CID3037234
PA164743144,chem/CID47499
PA164743145,chem/CID6476
PA164743146,chem/CID71306
PA164743150,chem/CID3869
PA164743181,chem/CID8378
PA164743233,chem/CID32778
PA164743234,chem/CID72287
PA164743235,chem/CID6324770
PA164743236,chem/CID2372
PA164743249,chem/CID5280581
PA164743265,chem/CID9681
PA164743456,chem/CID19003
PA164743463,chem/CID2479
PA164743464,chem/CID108143
PA164743471,chem/CID5957
PA164743471,chem/CID5957
PA164743703,chem/CID444013
PA164743704,chem/antithymocyte_globulin
PA164743726,chem/CID17397414
PA164743727,chem/CID26035
PA164743728,chem/B01AD07
PA164743961,chem/CID31378
PA164743977,chem/CID3083544
PA164743987,chem/CID36339
PA164744009,chem/CID5574
PA164744013,chem/CID5282493
PA164744014,chem/V03AF08
PA164744325,chem/CID5281099
PA164744326,chem/CID441278
PA164744345,chem/CID5281010
PA164744346,chem/CID6540478
PA164744368,chem/CID5359272
PA164744372,chem/CID37768
PA164744373,chem/CID4999
PA164744374,chem/CID5956
PA164744375,chem/CID32798
PA164744376,chem/CID6083
PA164744376,chem/CID6083
PA164744506,chem/CID4761
PA164744510,chem/CID30668
PA164744517,chem/CID16130199
PA164744518,chem/CID6446
PA164744555,chem/CID5282242
PA164744571,chem/insulin_recombinant
PA164744894,chem/CID43008
PA164744895,chem/CID91610
PA164744896,chem/CID208902
PA164744924,chem/CID5576
PA164744925,chem/CID62886
PA164744926,chem/CID5353894
PA164744927,chem/CID60169
PA164744928,chem/CID3042
PA164744929,chem/CID68844
PA164744951,chem/CID441244
PA164744952,chem/B02BD04
PA164745088,chem/CID67425
PA164745110,chem/CID91443
PA164745110,chem/CID91443
PA164745307,chem/CID235905
PA164745308,chem/CID38521
PA164745309,chem/CID4753
PA164745310,chem/CID2161
PA164745371,chem/satumomab_pendetide
PA164745372,chem/CID5360630
PA164745394,chem/CID3284
PA164745398,chem/CID5361092
PA164745426,chem/CID6918204
PA164745442,chem/CID6869
PA164745443,chem/CID9051
PA164745459,chem/CID7699
PA164745460,chem/CID688020
PA164745461,chem/CID441397
PA164745462,chem/CID5161
PA164745478,chem/CID2484
PA164745485,chem/CID5355
PA164745489,chem/capromab
PA164745502,chem/CID2099
PA164745512,chem/CID3038
PA164745513,chem/CID5311063
PA164745514,chem/CID16051924
PA164745515,chem/CID408334
PA164745516,chem/CID152951
PA164745532,chem/CID3739
PA164745533,chem/CID3677
PA164745534,chem/CID3049
PA164745550,chem/CID4680
PA164745551,chem/CID237
PA164745609,chem/CID3369
PA164745610,chem/CID5965
PA164745614,chem/CID6433735
PA164745627,chem/A10AB04
PA164745640,chem/CID2783
PA164745713,chem/B06AA03
PA164746007,chem/CID56959
PA164746009,chem/CID16850
PA164746010,chem/CID3198
PA164746011,chem/CID5311067
PA164746012,chem/S01LA04
PA164746030,chem/CID4634
PA164746037,chem/CID3055
PA164746057,chem/CID43507
PA164746058,chem/CID2082
PA164746059,chem/CID40841
PA164746074,chem/CID443958
PA164746077,chem/CID446284
PA164746156,chem/CID5482
PA164746157,chem/CID4211
PA164746224,chem/CID4934
PA164746226,chem/CID3000502
PA164746228,chem/interferon_alfan3
PA164746229,chem/CID20299
PA164746233,chem/CID62859
PA164746234,chem/CID21943991
PA164746235,chem/A16AB08
PA164746244,chem/CID16131923
PA164746246,chem/CID68949
PA164746250,chem/CID4057
PA164746251,chem/CID16960
PA164746255,chem/CID2375
PA164746281,chem/CID9904
PA164746297,chem/CID636380
PA164746311,chem/CID6442177
PA164746334,chem/CID2754
PA164746338,chem/CID60921
PA164746342,chem/CID5281006
PA164746343,chem/B01AB11
PA164746377,chem/CID3103
PA164746383,chem/CID3281
PA164746384,chem/CID4421
PA164746385,chem/CID6335986
PA164746386,chem/interferon_gamma1b
PA164746411,chem/alseroxylon
PA164746412,chem/CID5282044
PA164746413,chem/CID5362391
PA164746463,chem/CID60714
PA164746464,chem/CID2378
PA164746466,chem/CID5430
PA164746467,chem/CID2197
PA164746469,chem/CID5282181
PA164746470,chem/A10AE05
PA164746489,chem/CID10770
PA164746490,chem/CID2973
PA164746492,chem/hydroxypropyl_cellulose
PA164746493,chem/CID71398
PA164746525,chem/CID4099
PA164746526,chem/CID31640
PA164746527,chem/A16AB04
PA164746528,chem/CID23723
PA164746538,chem/L03AB06
PA164746539,chem/CID13505
PA164746540,chem/arcitumomab
PA164746559,chem/CID443387
PA164746560,chem/H01AB01
PA164746748,chem/CID4162
PA164746749,chem/CID4488
PA164746756,chem/CID23897
PA164746757,chem/CID60774
PA164746758,chem/CID5282489
PA164746759,chem/CID5248
PA164746760,chem/CID3435
PA164746763,chem/CID18502861
PA164746803,chem/CID3698
PA164746819,chem/CID42008
PA164746820,chem/CID56339
PA164746821,chem/CID5381
PA164746843,chem/CID6443959
PA164746889,chem/CID10517
PA164746890,chem/CID23724530
PA164746897,chem/CID6116
PA164746898,chem/CID2564
PA164746899,chem/CID4756
PA164746900,chem/CID444795
PA164746997,chem/CID3032285
PA164746998,chem/CID5284592
PA164747026,chem/CID5572
PA164747027,chem/CID39468
PA164747037,chem/CID4097
PA164747038,chem/CID9047
PA164747039,chem/CID151165
PA164747055,chem/CID14584
PA164747059,chem/insulinlispro
PA164747060,chem/CID2749
PA164747061,chem/botulinum_toxin_type_b
PA164747080,chem/L04AA24
PA164747126,chem/L04AC02
PA164747157,chem/CID19861
PA164747170,chem/CID104741
PA164747186,chem/D05AD01
PA164747187,chem/CID9571074
PA164747188,chem/CID4762
PA164747189,chem/CID15459
PA164747190,chem/CID54707177
PA164747191,chem/L04AA23
PA164747225,chem/CID9750
PA164747478,chem/CID443932
PA164747613,chem/CID439213
PA164747650,chem/CID636374
PA164747651,chem/CID8223
PA164747673,chem/CID4842
PA164747674,chem/CID47725
PA164747738,chem/CID34633
PA164747936,chem/CID3337
PA164747979,chem/CID60789
PA164747980,chem/CID2968
PA164747990,chem/CID5361323
PA164747991,chem/L03AC02
PA164748010,chem/CID4066
PA164748026,chem/CID2893
PA164748027,chem/CID3182
PA164748034,chem/CID3033621
PA164748035,chem/CID6473
PA164748036,chem/CID71371
PA164748037,chem/CID3180
PA164748038,chem/CID5071
PA164748039,chem/CID446987
PA164748040,chem/L04AA15
PA164748092,chem/CID4004
PA164748093,chem/A16AB01
PA164748094,chem/CID4121
PA164748098,chem/CID517273
PA164748099,chem/CID4771
PA164748124,chem/CID3047758
PA164748134,chem/CID2795
PA164748135,chem/CID6009
PA164748136,chem/CID107654
PA164748137,chem/CID656652
PA164748138,chem/CID6221
PA164748223,chem/CID6729
PA164748224,chem/CID5311
PA164748302,chem/CID56329
PA164748318,chem/CID5368396
PA164748328,chem/CID65863
PA164748329,chem/CID119031
PA164748351,chem/CID4199
PA164748364,chem/tositumomab
PA164748386,chem/CID443940
PA164748387,chem/CID16130571
PA164748388,chem/CID6126
PA164748389,chem/coagulation_factor_viia
PA164748507,chem/CID656583
PA164748616,chem/CID41744
PA164748617,chem/CID47641
PA164748630,chem/CID54120
PA164748631,chem/L03AA09
PA164748726,chem/CID5281081
PA164748727,chem/CID31477
PA164748728,chem/CID446541
PA164748741,chem/CID4062
PA164748742,chem/CID7099
PA164748758,chem/CID6533629
PA164748759,chem/CID2794
PA164748760,chem/CID55466
PA164748761,chem/CID5906
PA164748762,chem/CID11333
PA164748763,chem/CID4870
PA164748765,chem/CID3154
PA164748781,chem/J06BB16
PA164748782,chem/CID4612
PA164748783,chem/CID10180
PA164748817,chem/L04AA21
PA164748839,chem/CID9565
PA164748840,chem/CID4636
PA164748865,chem/CID39765
PA164748866,chem/CID2216
PA164748867,chem/CID5311027
PA164748880,chem/CID8280
PA164748881,chem/CID2345
PA164748882,chem/CID5440
PA164748883,chem/CID3052
PA164748908,chem/CID688561
PA164748933,chem/CID5936
PA164748964,chem/CID5344
PA164748965,chem/CID26934
PA164748975,chem/CID11597697
PA164748976,chem/CID5596
PA164748977,chem/CID25210
PA164748978,chem/CID4369359
PA164749018,chem/CID2342
PA164749019,chem/CID28864
PA164749035,chem/CID5095
PA164749042,chem/CID9046
PA164749044,chem/CID150310
PA164749051,chem/CID54477
PA164749052,chem/CID16129617
PA164749056,chem/CID28417
PA164749105,chem/B01AX01
PA164749109,chem/CID3033538
PA164749110,chem/CID16129620
PA164749133,chem/CID5282165
PA164749134,chem/A16AB09
PA164749135,chem/CID37625
PA164749136,chem/CID42113
PA164749137,chem/CID40958
PA164749138,chem/CID3033825
PA164749157,chem/CID9270
PA164749164,chem/trisalicylatecholine
PA164749165,chem/CID3948
PA164749166,chem/CID1050
PA164749171,chem/CID4197
PA164749184,chem/CID62959
PA164749185,chem/CID71364
PA164749211,chem/CID12620
PA164749212,chem/CID656509
PA164749213,chem/CID1990
PA164749238,chem/A10BX04
PA164749284,chem/CID5359371
PA164749297,chem/CID2809
PA164749298,chem/CID43708
PA164749300,chem/CID152945
PA164749340,chem/CID30699
PA164749341,chem/CID6918462
PA164749342,chem/CID2761
PA164749350,chem/CID1676
PA164749366,chem/CID2913
PA164749376,chem/L03AB09
PA164749381,chem/CID4195
PA164749385,chem/CID33746
PA164749386,chem/CID169893
PA164749387,chem/CID2911
PA164749388,chem/CID443980
PA164749389,chem/CID5593
PA164749390,chem/L03AB11
PA164749394,chem/CID52421
PA164749395,chem/CID5878
PA164749405,chem/CID6646
PA164749406,chem/menotropins
PA164749407,chem/CID3950
PA164749408,chem/CID71414
PA164749409,chem/CID68873
PA164749431,chem/gemtuzumab_ozogamicin
PA164749474,chem/CID37464
PA164749505,chem/CID3487
PA164749506,chem/CID4107
PA164749507,chem/CID21233
PA164749508,chem/D06BB12
PA164749509,chem/CID216258
PA164749510,chem/cryptenamine
PA164749511,chem/A01AD08
PA164749630,chem/H01AX01
PA164749631,chem/CID451668
PA164749647,chem/CID11953896
PA164749648,chem/CID3000226
PA164749649,chem/CID18381
PA164749650,chem/CID1051
PA164750167,chem/CID36272
PA164750168,chem/antihemophilic_factor
PA164750430,chem/CID6306
PA164750491,chem/CID11291
PA164750492,chem/CID33887
PA164750505,chem/CID444037
PA164750512,chem/CID5281054
PA164750513,chem/CID15209
PA164750514,chem/CID5526
PA164750539,chem/G03GA07
PA164750540,chem/CID656511
PA164750541,chem/CID2119
PA164750569,chem/CID5361486
PA164750570,chem/CID8053
PA164750571,chem/CID18104
PA164750572,chem/CID2329
PA164750594,chem/L01XX29
PA164751373,chem/CID5995
PA164751802,chem/CID3219
PA164752234,chem/CID3033637
PA164752250,chem/CID82146
PA164752251,chem/CID39507
PA164752252,chem/CID5749
PA164752253,chem/R03DX05
PA164752287,chem/CID439174
PA164752425,chem/CID3011155
PA164752426,chem/CID5560
PA164752433,chem/CID444020
PA164752437,chem/CID2811
PA164752438,chem/CID5510
PA164752439,chem/CID592735
PA164752443,chem/CID6436173
PA164752444,chem/CID853
PA164752445,chem/CID440473
PA164752557,chem/CID3647
PA164752558,chem/CID896
PA164752658,chem/CID57166
PA164752812,chem/CID65833
PA164752819,chem/CID6420006
PA164752820,chem/CID443371
PA164754741,chem/CID92253
PA164754742,chem/CID5361463
PA164754743,chem/CID3295
PA164754753,chem/A16AB07
PA164754754,chem/CID83898
PA164754755,chem/CID2351
PA164754789,chem/CID23667301
PA164754789,chem/CID23667301
PA164754805,chem/CID25077649
PA164754806,chem/CID3956
PA164754807,chem/CID36273
PA164754808,chem/CID5322
PA164754809,chem/CID6464
PA164754810,chem/CID119212
PA164754814,chem/CID5486971
PA164754818,chem/CID9782
PA164754825,chem/botulinum_toxin_type_a
PA164754850,chem/CID2266
PA164754863,chem/CID119182
PA164754864,chem/CID5488548
PA164754874,chem/CID41684
PA164754875,chem/CID9429
PA164754876,chem/CID5479537
PA164754877,chem/CID5447130
PA164754878,chem/CID772
PA164754879,chem/CID2722
PA164754880,chem/CID6647
PA164754881,chem/CID52195
PA164754882,chem/CID3494
PA164754883,chem/CID5284525
PA164754884,chem/immune_globulin
PA164754891,chem/CID77992
PA164754910,chem/thyroglobulin
PA164754911,chem/CID441142
PA164754912,chem/CID6215
PA164754913,chem/CID441306
PA164754914,chem/CID727
PA164754915,chem/CID16131215
PA164754919,chem/B01AD01
PA164754992,chem/CID441290
PA164754993,chem/CID19910
PA164754994,chem/CID34756
PA164754994,chem/CID34756
PA164755085,chem/CID439153
PA164760843,chem/CID5493381
PA164760844,chem/V04CK01
PA164760854,chem/CID2444
PA164760855,chem/CID224004
PA164760859,chem/A10AB06
PA164760860,chem/L01XX24
PA164760861,chem/CID159269
PA164760862,chem/CID5311054
PA164760863,chem/CID6307
PA164760864,chem/CID5359268
PA164764429,chem/CID5587
PA164764445,chem/CID64778
PA164764446,chem/L04AC01
PA164764489,chem/CID3241
PA164764496,chem/CID2218
PA164764503,chem/CID5468
PA164764504,chem/CID123630
PA164764505,chem/CID3678
PA164764506,chem/CID16129715
PA164764516,chem/CID5577
PA164764517,chem/CID5362417
PA164764551,chem/CID5282054
PA164764567,chem/CID50192
PA164764568,chem/CID446596
PA164764569,chem/CID444025
PA164764582,chem/CID7638
PA164764583,chem/CID4891
PA164764584,chem/CID3052776
PA164764600,chem/CID401
PA164764601,chem/CID2131
PA164764617,chem/CID4633
PA164764618,chem/iron_dextran
PA164768689,chem/CID11953898
PA164768735,chem/CID3292
PA164768736,chem/CID2583
PA164768737,chem/CID3561
PA164768738,chem/CID2761171
PA164768739,chem/CID6915944
PA164768794,chem/CID53708
PA164768801,chem/CID54786
PA164768817,chem/CID8944
PA164768818,chem/CID5280954
PA164768819,chem/CID9346
PA164768820,chem/CID16129629
PA164768821,chem/CID54362
PA164768822,chem/CID11289
PA164768832,chem/CID48175
PA164768833,chem/ethiodized_oil
PA164768834,chem/CID441383
PA164768835,chem/CID3002977
PA164768860,chem/CID6323481
PA164769030,chem/digoxin_immune_fab
PA164769031,chem/CID151166
PA164769056,chem/CID5487426
PA164769057,chem/CID60919
PA164769058,chem/CID65866
PA164769059,chem/CID91270
PA164769075,chem/B01AD03
PA164769104,chem/CID5756
PA164771230,chem/CID6839
PA164771231,chem/CID40976
PA164771235,chem/CID5464321
PA164771236,chem/S01LA03
PA164771240,chem/CID24011
PA164774762,chem/J01MA08
PA164774763,chem/CID5282380
PA164774779,chem/CID5462340
PA164774795,chem/CID2092
PA164774805,chem/CID16682734
PA164774806,chem/CID37720
PA164774876,chem/H01AC03
PA164774901,chem/CID444031
PA164774902,chem/CID5503
PA164774903,chem/CID5702063
PA164774919,chem/CID168399
PA164774947,chem/CID564
PA164776605,chem/CID16666
PA164776636,chem/CID941361
PA164776637,chem/L04AA25
PA164776668,chem/CID4890
PA164776669,chem/CID4030
PA164776670,chem/A16AB05
PA164776671,chem/CID156419
PA164776726,chem/CID441314
PA164776730,chem/B01AD02
PA164776752,chem/CID91562
PA164776753,chem/CID6918523
PA164776757,chem/B01AD11
PA164776839,chem/CID441080
PA164776840,chem/CID47319
PA164776841,chem/CID2343
PA164776842,chem/CID5325
PA164776843,chem/CID287180
PA164776844,chem/CID64692
PA164776845,chem/CID132706
PA164776849,chem/CID4935
PA164776853,chem/CID123619
PA164776863,chem/CID9552079
PA164776864,chem/CID3034010
PA164776910,chem/CID4642
PA164776911,chem/CID5351
PA164776912,chem/CID33478
PA164776913,chem/CID5311447
PA164776929,chem/CID6112
PA164776964,chem/CID124087
PA164776968,chem/CID6267
PA164776996,chem/CID5311066
PA164776997,chem/CID26987
PA164777007,chem/CID31304
PA164777011,chem/CID1989
PA164777012,chem/CID656719
PA164777031,chem/ephedra
PA164777032,chem/CID150610
PA164777033,chem/CID5850
PA164777034,chem/CID6087
PA164777035,chem/CID5875
PA164777036,chem/CID3652
PA164777037,chem/CID115355
PA164778098,chem/CID7029
PA164778685,chem/CID4940
PA164778686,chem/CID1060
PA164778866,chem/CID5920
PA164778930,chem/CID586
PA164779048,chem/L03AB04
PA164779049,chem/CID5282179
PA164779050,chem/CID5336
PA164779050,chem/CID5336
PA164779051,chem/CID606974
PA164779052,chem/H04AA01
PA164781017,chem/A07BC04
PA164781018,chem/CID57697
PA164781019,chem/CID5905
PA164781020,chem/CID72081
PA164781022,chem/CID4170
PA164781026,chem/CID477468
PA164781027,chem/CID19150
PA164781028,chem/CID3520
PA164781029,chem/CID9433
PA164781042,chem/CID21319
PA164781043,chem/CID4747
PA164781044,chem/CID2784
PA164781045,chem/C01DX19
PA164781053,chem/insulin_porcine
PA164781150,chem/ginseng
PA164781163,chem/CID6005
PA164781197,chem/CID3085017
PA164781198,chem/CID61635
PA164781199,chem/CID1103
PA164781307,chem/CID5328
PA164781320,chem/CID3380
PA164781342,chem/CID15541
PA164781343,chem/CID5310966
PA164781353,chem/CID47472
PA164781354,chem/CID6432
PA164781355,chem/CID9878
PA164781356,chem/CID2350
PA164781360,chem/CID441185
PA164781361,chem/CID2581
PA164781371,chem/CID5282226
PA164781375,chem/ibritumomab
PA164781385,chem/CID5282415
PA164781386,chem/CID3354
PA164781387,chem/L03AA13
PA164781394,chem/A10BX05
PA164781398,chem/CID3775
PA164781399,chem/CID444033
PA164781400,chem/CID2729
PA164783479,chem/CID53519
PA164783790,chem/CID17753757
PA164783809,chem/CID6323497
PA164783810,chem/CID216457
PA164783811,chem/CID4167
PA164783812,chem/CID10518
PA164783813,chem/CID37632
PA164783814,chem/CID6262
PA164783947,chem/G03GA08
PA164783957,chem/quinidine_barbiturate
PA164783958,chem/L04AA34
PA164783990,chem/L03AB05
PA164783998,chem/CID3724
PA164783999,chem/CID6077
PA164784000,chem/CID68723
PA164784001,chem/CID4919
PA164784002,chem/CID60149
PA164784021,chem/CID3279
PA164784022,chem/CID7697
PA164784023,chem/CID165580
PA164784024,chem/L03AB10
PA164784025,chem/CID153941
PA164784026,chem/CID3156
PA164784027,chem/CID60754
PA164784028,chem/CID157922
PA164784029,chem/A10AB05
PA164784030,chem/CID9034
PA164784031,chem/CID4760
PA164784032,chem/CID4120
PA164784033,chem/CID50614
PA164784034,chem/CID3341
PA164784035,chem/CID31143
PA164784036,chem/CID7741
PA164888966,chem/raltegravir
PA164920420,chem/olaparib
PA164924486,chem/st._johns_wort
PA164924491,chem/cilengitide
PA164924492,chem/brivanib
PA164924493,chem/axitinib
PA164924560,chem/CID3037617
PA164924561,chem/celiprolol
PA164924562,chem/elacridar
PA164924563,chem/OC144093
PA164924564,chem/R101933
PA164924565,chem/Valspodar
PA164924566,chem/XR9051
PA164924567,chem/Zosuquidar
PA164953212,chem/CID13752005
PA165107052,chem/CID133017
PA165107055,chem/certolizumab_pegol
PA165107062,chem/CP800569
PA165107357,chem/CID9049
PA165107357,chem/CID9049
PA165107975,chem/fructose_16_bisphosphate
PA165107990,chem/myclobutanil
PA165107991,chem/propiconazole
PA165107992,chem/triadimefon
PA165109541,chem/CID2154
PA165109542,chem/talotrexin
PA165109623,chem/CID44120114
PA165109660,chem/CID5280961
PA165109661,chem/MK571
PA165110351,chem/dabigatran
PA165110439,chem/CID23305354
PA165110729,chem/rhodamine_123
PA165110778,chem/tipifarnib
PA165111677,chem/Cremophor_EL
PA165111696,chem/CID68827
PA165111697,chem/CID5464098
PA165111698,chem/CID9796294
PA165111722,chem/CID6437380
PA165260403,chem/CID72416
PA165282096,chem/CID148201
PA165282097,chem/CID2448
PA165290925,chem/Vicodin
PA165290926,chem/fluticasonesalmeterol
PA165290927,chem/acetaminophenpropoxyphene_napsylate
PA165290928,chem/drospirenone__ethinyl_estradiol
PA165290929,chem/ethinyl_estradiol__norelgestromin
PA165290930,chem/medroxyprogesteroneconjugated_estrogens
PA165290931,chem/nutlin3
PA165290932,chem/CID11512578
PA165290933,chem/pertuzumab
PA165291442,chem/ertumaxomab
PA165291460,chem/CID1329
PA165291471,chem/perifosine
PA165291472,chem/CID9915743
PA165291473,chem/maytansine
PA165291474,chem/BSI201
PA165291475,chem/CID11520894
PA165291490,chem/tanespimycin
PA165291491,chem/alvespimycin
PA165291492,chem/CID11525740
PA165291493,chem/ofatumumab
PA165291498,chem/CID5277135
PA165291499,chem/GS9350
PA165291546,chem/CID115367
PA165291838,chem/CID445154
PA165291889,chem/silodosin
PA165292659,chem/tocilizumab
