table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Texas: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Throckmorton County,"1,847","1,831","1,791","1,739","1,702","1,652","1,695","1,710","1,653","1,635","1,654","1,641","1,637"
.Titus County,"28,118","28,138","28,100","28,387","28,947","29,461","28,803","29,541","30,231","30,963","31,749","32,334","32,490"
.Tom Green County,"104,015","104,083","103,923","104,035","104,330","104,744","104,974","106,125","106,680","107,639","108,879","110,224","110,679"
.Travis County,"811,776","819,692","844,877","848,090","856,315","870,809","891,266","925,151","955,399","980,699","1,006,503","1,024,266","1,030,806"
.Trinity County,"13,748","13,793","13,852","14,033","14,156","14,246","14,395","14,376","14,425","14,380","14,472","14,585","14,604"
.Tyler County,"20,842","20,854","20,657","20,825","20,823","21,038","20,935","21,034","21,279","21,570","21,737","21,766","21,741"
.Upshur County,"35,308","35,402","35,746","36,739","37,232","37,530","37,957","38,004","38,275","38,706","39,084","39,309","39,355"
.Upton County,"3,408","3,376","3,231","3,273","3,202","3,168","3,117","3,174","3,123","3,231","3,327","3,355","3,359"
.Uvalde County,"25,919","25,900","25,939","26,309","26,258","26,205","26,368","26,301","26,217","26,206","26,223","26,405","26,477"
.Val Verde County,"44,834","45,020","45,144","45,495","46,184","46,941","47,108","47,401","47,676","47,882","48,463","48,879","49,019"
.Van Zandt County,"48,129","48,324","48,932","49,953","50,293","51,366","51,579","52,194","52,151","52,470","52,359","52,579","52,637"
.Victoria County,"84,077","83,937","84,491","84,573","84,674","84,718","84,453","84,528","85,261","85,762","86,635","86,793","86,878"
.Walker County,"61,757","61,768","62,444","62,216","63,609","64,551","65,676","65,591","65,517","65,726","66,748","67,861","68,185"
.Waller County,"32,545","32,843","33,747","35,060","36,333","36,850","37,242","38,260","39,809","40,578","42,087","43,205","43,422"
.Ward County,"10,909","10,808","10,459","10,337","10,237","10,189","10,232","10,301","10,275","10,588","10,734","10,658","10,625"
.Washington County,"30,412","30,423","30,433","30,741","30,995","31,330","31,710","32,199","32,434","32,869","33,459","33,718","33,782"
.Webb County,"193,124","194,576","200,347","206,001","211,786","217,858","223,703","229,307","234,594","240,287","245,908","250,304","251,632"
.Wharton County,"41,191","41,220","40,991","40,915","41,026","40,992","40,987","41,073","40,845","40,893","40,998","41,280","41,369"
.Wheeler County,"5,289","5,253","5,170","5,094","4,926","4,934","4,945","5,055","5,138","5,199","5,375","5,410","5,407"
.Wichita County,"131,695","131,817","130,790","130,761","130,411","131,677","130,767","131,376","130,564","130,340","130,913","131,500","131,685"
.Wilbarger County,"14,679","14,613","14,299","14,248","14,023","13,879","13,830","13,835","13,746","13,506","13,575","13,535","13,524"
.Willacy County,"20,079","20,076","20,016","20,198","20,418","20,767","21,229","21,463","21,576","21,763","21,862","22,134","22,183"
.Williamson County,"250,466","255,379","276,940","290,112","302,895","316,532","332,169","351,970","373,723","395,437","410,800","422,679","426,645"
.Wilson County,"32,401","32,721","33,408","34,254","35,458","36,721","37,706","39,007","40,354","41,657","42,181","42,918","43,122"
.Winkler County,"7,173","7,083","7,056","6,960","6,738","6,735","6,578","6,642","6,775","7,024","7,128","7,110","7,096"
.Wise County,"48,789","49,373","50,927","52,381","53,691","54,497","55,613","56,569","57,247","58,181","59,134","59,127","59,141"
.Wood County,"36,729","36,811","37,288","37,633","38,915","39,600","39,917","41,099","41,414","41,722","41,870","41,964","42,019"
.Yoakum County,"7,325","7,274","7,299","7,212","7,235","7,362","7,404","7,404","7,588","7,765","7,908","7,879","7,865"
.Young County,"17,872","17,846","17,659","17,665","17,892","17,921","17,801","18,227","18,135","18,104","18,466","18,550","18,559"
.Zapata County,"12,081","12,088","12,266","12,514","12,584","12,727","13,043","13,069","13,388","13,640","13,876","14,018","14,070"
.Zavala County,"11,645","11,636","11,596","11,616","11,513","11,512","11,565","11,642","11,657","11,725","11,544","11,677","11,724"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Texas: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-48)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
