SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,2,4,19,139,Iowa,Muscatine County,43240,43143,42674,42395,42218,-97,-469,-279,-177,104,448,464,467,126,511,491,468,-22,-63,-27,-1,2,25,83,106,-76,-433,-341,-281,-74,-408,-258,-175,-1,2,6,-1,721,721,721,719,719,10.440821749,10.908791687,11.038492903,11.909062307,11.543570513,11.062129933,-1.468240558,-0.634778827,-0.02363703,0.5826351422,1.9513571336,2.5055251557,-10.09124066,-8.017021477,-6.642005366,-9.508605521,-6.065664343,-4.13648021
050,2,4,19,141,Iowa,O'Brien County,14181,14150,14044,14085,14012,-31,-106,41,-73,42,177,192,185,53,238,197,183,-11,-61,-5,2,0,9,55,42,-20,-59,-3,-116,-20,-50,52,-74,0,5,-6,-1,561,561,561,545,456,12.55586295,13.651391802,13.168665694,16.883024757,14.006896797,13.02630174,-4.327161807,-0.355504995,0.1423639534,0.6384337093,3.9105549433,2.9896430224,-4.18528765,-0.213302997,-8.2571093,-3.546853941,3.6972519464,-5.267466278
050,2,4,19,143,Iowa,Osceola County,6191,6198,6170,6072,5978,7,-28,-98,-94,13,66,72,60,15,93,89,84,-2,-27,-17,-24,0,4,14,12,8,-8,-96,-80,8,-4,-82,-68,1,3,1,-2,101,101,101,102,107,10.672703752,11.762783859,9.9585062241,15.038809832,14.540107826,13.941908714,-4.36610608,-2.777323967,-3.98340249,0.6468305304,2.2872079726,1.9917012448,-1.293661061,-15.68371181,-13.2780083,-0.64683053,-13.39650384,-11.28630705
050,2,4,19,145,Iowa,Page County,15207,15190,15220,15176,15014,-17,30,-44,-162,28,139,137,136,49,208,228,215,-21,-69,-91,-79,0,3,11,5,2,92,42,-88,2,95,53,-83,2,4,-6,0,1283,1283,1283,1323,1287,9.1417296942,9.0143439926,9.0096058297,13.679710622,15.001973944,14.243126863,-4.537980927,-5.987629951,-5.233521033,0.1973035186,0.7237794447,0.3312355084,6.0506412364,2.763521516,-5.829744949,6.247944755,3.4873009607,-5.49850944
050,2,4,19,147,Iowa,Palo Alto County,8994,8986,8923,8790,8810,-8,-63,-133,20,20,120,113,113,25,136,143,134,-5,-16,-30,-21,0,0,0,0,-5,-49,-104,41,-5,-49,-104,41,2,2,1,0,334,334,334,344,343,13.401083254,12.758990572,12.840909091,15.187894355,16.146333202,15.227272727,-1.786811101,-3.38734263,-2.386363636,0,0,0,-5.472108995,-11.74278778,4.6590909091,-5.472108995,-11.74278778,4.6590909091
050,2,4,19,149,Iowa,Plymouth County,25699,25692,25731,25722,25722,-7,39,-9,0,59,293,309,306,66,290,274,264,-7,3,35,42,1,33,74,47,-6,-8,-115,-89,-5,25,-41,-42,5,11,-3,0,320,320,320,316,319,11.395678976,12.01096146,11.896431071,11.278999669,10.65049657,10.26358759,0.1166793069,1.3604648903,1.6328434803,1.2834723762,2.8764114823,1.8272296089,-0.311144818,-4.470098925,-3.460073089,0.9723275577,-1.593687443,-1.63284348
050,2,4,19,151,Iowa,Pocahontas County,7075,7065,7039,7073,6976,-10,-26,34,-97,17,72,77,77,26,117,108,103,-9,-45,-31,-26,0,4,38,27,0,11,31,-98,0,15,69,-71,-1,4,-4,0,107,107,107,111,113,10.209869541,10.912698413,10.96163428,16.591038003,15.306122449,14.662965336,-6.381168463,-4.393424036,-3.701331056,0.5672149745,5.3854875283,3.8436899423,1.5598411798,4.3934240363,-13.9511709,2.1270561543,9.7789115646,-10.10748096
050,2,4,19,153,Iowa,Polk County,492410,493022,497842,501184,505255,612,4820,3342,4071,1532,6303,6488,6560,1116,4286,4594,4143,416,2017,1894,2417,66,814,2237,1579,-80,1784,-476,63,-14,2598,1761,1642,210,205,-313,12,8908,8906,8909,8884,8956,12.722230296,12.988650946,13.036060804,8.6510358637,9.1969578369,8.2329877916,4.0711944323,3.7916931091,4.8030730129,1.6430105443,4.4783619245,3.1377957333,3.6008978023,-0.952928152,0.1251938766,5.2439083467,3.5254337725,3.2629896099
050,2,4,19,155,Iowa,Pottawattamie County,93666,93669,93410,93065,93179,3,-259,-345,114,273,961,1001,946,258,1190,1199,1079,15,-229,-198,-133,2,77,157,203,-34,-169,-270,42,-32,-92,-113,245,20,62,-34,2,2185,2181,2176,2167,2203,10.273734625,10.736023596,10.158716522,12.721898236,12.859632659,11.586950452,-2.44816361,-2.123609063,-1.42823393,0.8231816505,1.6838718327,2.1799359979,-1.806723363,-2.89583054,0.451021241,-0.983541712,-1.211958708,2.6309572389
050,2,4,19,157,Iowa,Poweshiek County,18659,18631,18624,18518,18453,-28,-7,-106,-65,35,184,187,190,60,233,252,234,-25,-49,-65,-44,1,10,36,18,-8,19,-69,-38,-7,29,-33,-20,4,13,-8,-1,1592,1594,1595,1611,1610,9.8778687425,10.069463141,10.278326256,12.508388136,13.569543913,12.658570231,-2.630519393,-3.500080771,-2.380243975,0.5368406925,1.9385062732,0.9737361716,1.0199973158,-3.715470357,-2.055665251,1.5568380083,-1.776964084,-1.08192908
050,2,4,19,159,Iowa,Ringgold County,4660,4639,4632,4688,4642,-21,-7,56,-46,14,49,42,43,24,96,87,81,-10,-47,-45,-38,0,0,5,1,-9,39,97,-9,-9,39,102,-8,-2,1,-1,0,117,117,117,114,117,10.570596484,9.0128755365,9.2175777063,20.70974005,18.669527897,17.363344051,-10.13914357,-9.656652361,-8.145766345,0,1.0729613734,0.2143622722,8.4133318952,20.815450644,-1.92926045,8.4133318952,21.888412017,-1.714898178
050,2,4,19,161,Iowa,Sac County,9822,9799,9768,9689,9686,-23,-31,-79,-3,21,107,113,112,31,144,162,149,-10,-37,-49,-37,0,0,4,2,-14,2,-30,32,-14,2,-26,34,1,4,-4,0,161,161,161,157,156,10.936781315,11.615356941,11.561290323,14.718658967,16.652104641,15.380645161,-3.781877651,-5.0367477,-3.819354839,0,0.4111630776,0.2064516129,0.204425819,-3.083723082,3.3032258065,0.204425819,-2.672560004,3.5096774194
050,2,4,19,163,Iowa,Scott County,174671,174609,174225,173751,174270,-62,-384,-474,519,510,1866,1890,1904,417,1947,1888,1722,93,-81,2,182,4,83,296,302,-186,-492,-714,35,-182,-409,-418,337,27,106,-58,0,3226,3226,3220,3101,3122,10.698498426,10.862818125,10.94186845,11.162902699,10.85132308,9.8959545545,-0.464404273,0.0114950456,1.045913896,0.4758710447,1.701266754,1.7355274538,-2.820825952,-4.103731292,0.2011372877,-2.344954907,-2.402464538,1.9366647415
050,2,4,19,165,Iowa,Shelby County,11760,11735,11780,11711,11806,-25,45,-69,95,28,94,117,113,47,160,160,152,-19,-66,-43,-39,0,2,40,59,-6,104,-64,77,-6,106,-24,136,0,5,-2,-2,189,189,189,195,193,7.9948968743,9.9612617598,9.6100693116,13.608335105,13.622238304,12.926818897,-5.613438231,-3.660976544,-3.316749585,0.1701041888,3.405559576,5.0176468087,8.8454178184,-5.448895322,6.5484543096,9.0155220072,-2.043335746,11.566101118
050,2,4,19,167,Iowa,Sioux County,35863,35885,35959,36127,36246,22,74,168,119,110,484,540,508,55,309,278,267,55,175,262,241,0,32,86,119,-38,-139,-166,-245,-38,-107,-80,-126,5,6,-14,4,2367,2370,2354,2434,2434,13.473637325,14.982104708,14.03838448,8.601970937,7.7130094609,7.3784422367,4.8716663883,7.2690952473,6.6599422437,0.8908189967,2.386038898,3.2885191991,-3.869495017,-4.605609966,-6.770480704,-2.97867602,-2.219571068,-3.481961505
050,2,4,19,169,Iowa,Story County,98533,98649,99679,98257,98566,116,1030,-1422,309,200,791,835,840,120,608,663,625,80,183,172,215,16,278,691,468,-15,501,-2444,-380,1,779,-1753,88,35,68,159,6,11870,11852,11896,10560,10563,7.9766850873,8.4370705683,8.5355878124,6.1312573111,6.699135074,6.350883789,1.8454277762,1.7379354943,2.1847040234,2.8034367311,6.9820548056,4.7555417812,5.0522366988,-24.69485086,-3.861337344,7.8556734299,-17.71279606,0.8942044375
050,2,4,19,171,Iowa,Tama County,17133,17081,16898,16943,16833,-52,-183,45,-110,47,197,198,203,70,226,222,213,-23,-29,-24,-10,2,15,34,31,-30,-172,45,-133,-28,-157,79,-102,-1,3,-10,2,261,261,261,266,267,11.595397157,11.701781862,12.020369493,13.302333794,13.120179664,12.612505921,-1.706936637,-1.418397801,-0.592136428,0.8828982607,2.0093968854,1.8356229275,-10.12390006,2.6594958778,-7.875414495,-9.241001795,4.6688927632,-6.039791568
050,2,4,19,173,Iowa,Taylor County,5893,5862,5866,5875,5924,-31,4,9,49,16,63,75,75,23,92,93,86,-7,-29,-18,-11,0,7,25,19,-22,24,2,42,-22,31,27,61,-2,2,0,-1,70,70,70,69,69,10.743519782,12.775743122,12.712941775,15.688949523,15.841921472,14.577506568,-4.945429741,-3.066178349,-1.864564794,1.1937244202,4.2585810408,3.2206119163,4.0927694407,0.3406864833,7.1192473938,5.2864938608,4.5992675241,10.33985931
050,2,4,19,175,Iowa,Union County,12142,12132,12049,11903,11906,-10,-83,-146,3,33,121,109,104,32,178,179,170,1,-57,-70,-66,0,13,47,59,-11,-44,-126,13,-11,-31,-79,72,0,5,3,-3,346,346,346,347,340,10.007857409,9.1015364061,8.7361921962,14.722302634,14.946559786,14.280314167,-4.714445226,-5.84502338,-5.544121971,1.0752243497,3.9245156981,4.9561090344,-3.639220876,-10.52104208,1.0920240245,-2.563996526,-6.596526386,6.0481330589
050,2,4,19,177,Iowa,Van Buren County,7206,7222,7258,7252,7266,16,36,-6,14,22,96,99,100,16,100,93,93,6,-4,6,7,0,0,1,1,7,37,-11,7,7,37,-10,8,3,3,-2,-1,83,83,83,83,83,13.259668508,13.645761544,13.776002204,13.812154696,12.818745693,12.81168205,-0.552486188,0.8270158511,0.9643201543,0,0.1378359752,0.137760022,5.1104972376,-1.516195727,0.9643201543,5.1104972376,-1.378359752,1.1020801763
050,2,4,19,179,Iowa,Wapello County,35436,35326,35295,35081,35166,-110,-31,-214,85,114,445,444,453,152,467,494,471,-38,-22,-50,-18,0,55,200,140,-71,-78,-363,-35,-71,-23,-163,105,-1,14,-1,-2,957,957,957,962,974,12.60248368,12.617937933,12.897347929,13.225527818,14.03887689,13.409825331,-0.623044137,-1.420938956,-0.512477401,1.5576103425,5.6837558258,3.9859353424,-2.208974668,-10.31601682,-0.996483836,-0.651364325,-4.632260998,2.9894515068
050,2,4,19,181,Iowa,Warren County,52398,52591,53485,54303,55205,193,894,818,902,129,574,611,617,106,543,557,514,23,31,54,103,0,6,23,22,167,859,745,780,167,865,768,802,3,-2,-4,-3,1667,1668,1659,1641,1641,10.822429202,11.337069061,11.268583117,10.237942607,10.335102238,9.3874420134,0.5844865945,1.0019668238,1.8811411038,0.1131264376,0.4267636472,0.401797129,16.19593499,13.82343118,14.245534573,16.309061428,14.250194827,14.647331702
050,2,4,19,183,Iowa,Washington County,22566,22542,22522,22542,22560,-24,-20,20,18,66,314,274,278,67,283,276,263,-1,31,-2,15,1,22,17,30,-26,-82,16,-27,-25,-60,33,3,2,9,-11,0,340,340,340,340,342,13.935735842,12.160482869,12.327612966,12.559914788,12.249245517,11.662453993,1.3758210545,-0.088762649,0.665158973,0.9763891355,0.7544825138,1.330317946,-3.639268596,0.7101011894,-1.197286151,-2.66287946,1.4645837032,0.1330317946
050,2,4,19,185,Iowa,Wayne County,6502,6512,6531,6490,6557,10,19,-41,67,31,88,87,88,25,90,88,84,6,-2,-1,4,0,0,0,0,5,16,-38,63,5,16,-38,63,-1,5,-2,0,85,85,85,85,86,13.493828107,13.363028953,13.489691117,13.800506019,13.516626987,12.876523339,-0.306677912,-0.153598034,0.613167778,0,0,0,2.4534232922,-5.83672529,9.657392504,2.4534232922,-5.83672529,9.657392504
050,2,4,19,187,Iowa,Webster County,37002,36996,37170,36652,36485,-6,174,-518,-167,123,413,415,409,118,540,518,476,5,-127,-103,-67,1,21,92,107,-19,278,-523,-210,-18,299,-431,-103,7,2,16,3,3117,3115,3107,3118,3090,11.137178761,11.243260817,11.184489383,14.561928647,14.033756875,13.01666735,-3.424749885,-2.790496058,-1.832177967,0.5662972251,2.492481916,2.9260155598,7.4966965995,-14.16921785,-5.74264736,8.0629938247,-11.67673593,-2.816631801
050,2,4,19,189,Iowa,Winnebago County,10683,10662,10661,10639,10571,-21,-1,-22,-68,26,100,98,96,36,151,133,125,-10,-51,-35,-29,0,3,6,5,-11,41,11,-42,-11,44,17,-37,0,6,-4,-2,536,536,535,561,561,9.3795432162,9.2018779343,9.0523338048,14.163110257,12.488262911,11.786892975,-4.78356704,-3.286384977,-2.73455917,0.2813862965,0.5633802817,0.471475719,3.8456127187,1.0328638498,-3.96039604,4.1269990151,1.5962441315,-3.488920321
050,2,4,19,191,Iowa,Winneshiek County,20064,20045,19935,19902,19815,-19,-110,-33,-87,46,189,190,179,40,210,218,210,6,-21,-28,-31,0,16,17,7,-25,-110,-15,-66,-25,-94,2,-59,0,5,-7,3,1652,1653,1644,1593,1592,9.4547273637,9.5388708989,9.01377244,10.505252626,10.944599242,10.574816829,-1.050525263,-1.405728343,-1.561044389,0.8004002001,0.8534779225,0.3524938943,-5.502751376,-0.753068755,-3.323513861,-4.702351176,0.1004091674,-2.971019966
050,2,4,19,193,Iowa,Woodbury County,105939,105912,105749,105558,105951,-27,-163,-191,393,383,1378,1424,1426,291,1189,1115,1017,92,189,309,409,4,179,424,352,-132,-571,-905,-375,-128,-392,-481,-23,9,40,-19,7,2898,2898,2886,2830,2859,13.02082103,13.478020132,13.48405978,11.234946447,10.553365482,9.6166120591,1.7858745825,2.9246546494,3.8674477209,1.6913838638,4.0131183539,3.3284635642,-5.395420035,-8.565736109,-3.545948399,-3.704036171,-4.552617755,-0.217484835
050,2,4,19,195,Iowa,Worth County,7445,7436,7377,7311,7297,-9,-59,-66,-14,15,75,78,79,11,95,97,93,4,-20,-19,-14,0,1,3,3,-11,-41,-50,-4,-11,-40,-47,-1,-2,1,0,1,66,66,66,67,67,10.126240464,10.620915033,10.815991238,12.826571255,13.208061002,12.732749179,-2.700330791,-2.587145969,-1.916757941,0.1350165395,0.408496732,0.4107338445,-5.535678121,-6.808278867,-0.547645126,-5.400661581,-6.399782135,-0.136911281
050,2,4,19,197,Iowa,Wright County,12942,12916,12813,12695,12656,-26,-103,-118,-39,49,150,165,169,41,189,194,181,8,-39,-29,-12,0,19,64,82,-32,-85,-158,-110,-32,-66,-94,-28,-2,2,5,1,155,155,155,158,162,11.659994559,12.937117767,13.332807384,14.691593144,15.210914223,14.279515601,-3.031598585,-2.273796456,-0.946708217,1.4769326441,5.0180335581,6.4691728137,-6.60733025,-12.38827035,-8.678158653,-5.130397606,-7.370236788,-2.208985839
040,2,4,20,000,Kansas,Kansas,2937835,2938124,2937946,2936716,2940546,289,-178,-1230,3830,8510,34168,34547,34768,6984,32824,33274,30329,1526,1344,1273,4439,135,2069,5518,3932,-1920,-4975,-7004,-4574,-1785,-2906,-1486,-642,548,1384,-1017,33,86905,86870,86399,87004,87026,11.629541513,11.761357504,11.831359568,11.172092912,11.327970869,10.320792233,0.4574486009,0.4333866357,1.5105673356,0.704212169,1.8785761632,1.3380380184,-1.693308623,-2.384477609,-1.556507095,-0.989096454,-0.505901446,-0.218469076
050,2,4,20,001,Kansas,Allen County,12522,12533,12498,12489,12412,11,-35,-9,-77,37,126,124,124,31,171,204,196,6,-45,-80,-72,0,4,4,2,2,-2,77,-6,2,2,81,-4,3,8,-10,-1,385,385,383,385,385,10.06751628,9.9251610838,9.9594393799,13.663057808,16.328490815,15.742339665,-3.595541529,-6.403329731,-5.782900285,0.3196036914,0.3201664866,0.160636119,-0.159801846,6.1632048665,-0.481908357,0.1598018457,6.4833713531,-0.321272238
050,2,4,20,003,Kansas,Anderson County,7834,7839,7807,7798,7838,5,-32,-9,40,16,102,100,102,28,112,109,104,-12,-10,-9,-2,0,0,0,0,17,-25,1,43,17,-25,1,43,0,3,-1,-1,88,88,88,88,88,13.038476288,12.816404998,13.046815042,14.316758277,13.969881448,13.302634945,-1.278281989,-1.15347645,-0.255819903,0,0,0,-3.195704973,0.12816405,5.50012791,-3.195704973,0.12816405,5.50012791
050,2,4,20,005,Kansas,Atchison County,16347,16328,16236,16053,16016,-19,-92,-183,-37,38,158,175,172,34,193,227,218,4,-35,-52,-46,0,-1,3,1,-25,-64,-135,7,-25,-65,-132,8,2,8,1,1,1688,1689,1679,1692,1694,9.7039675716,10.839604819,10.726870186,11.853580641,14.060515965,13.595684306,-2.14961307,-3.220911146,-2.86881412,-0.061417516,0.1858217969,0.0623655243,-3.930721042,-8.36198086,0.4365586704,-3.992138558,-8.176159063,0.4989241947
050,2,4,20,007,Kansas,Barber County,4228,4198,4099,4124,4071,-30,-99,25,-53,10,41,41,40,17,76,68,67,-7,-35,-27,-27,0,1,0,0,-20,-61,53,-26,-20,-60,53,-26,-3,-4,-1,0,41,41,41,41,41,9.8830902736,9.9720296729,9.7620500305,18.319874653,16.538976043,16.351433801,-8.43678438,-6.56694637,-6.589383771,0.2410509823,0,0,-14.70410992,12.890672504,-6.34533252,-14.46305894,12.890672504,-6.34533252
050,2,4,20,009,Kansas,Barton County,25501,25427,25263,25058,24899,-74,-164,-205,-159,71,314,314,314,80,365,385,351,-9,-51,-71,-37,1,19,16,12,-61,-141,-142,-135,-60,-122,-126,-123,-5,9,-8,1,537,537,537,537,537,12.389031367,12.479879176,12.570810897,14.401262576,15.301762684,14.052084793,-2.012231209,-2.821883508,-1.481273896,0.7496547643,0.6359174102,0.4804131553,-5.563227461,-5.643767016,-5.404647997,-4.813572697,-5.007849606,-4.924234842
050,2,4,20,011,Kansas,Bourbon County,14362,14335,14326,14443,14408,-27,-9,117,-35,50,221,194,193,55,225,223,210,-5,-4,-29,-17,0,0,-1,-1,-21,-11,148,-17,-21,-11,147,-18,-1,6,-1,0,386,385,382,385,386,15.421653117,13.486739198,13.379085647,15.700778061,15.502798151,14.557554331,-0.279124943,-2.016058952,-1.178468684,0,-0.069519274,-0.069321687,-0.767593594,10.288852584,-1.178468684,-0.767593594,10.21933331,-1.247790371
050,2,4,20,013,Kansas,Brown County,9501,9472,9446,9373,9250,-29,-26,-73,-123,20,121,117,113,34,181,159,156,-14,-60,-42,-43,0,0,1,0,-16,28,-31,-80,-16,28,-30,-80,1,6,-1,0,120,120,120,120,120,12.7920499,12.434241989,12.135531332,19.135215139,16.897816037,16.753476883,-6.343165239,-4.463574048,-4.617945551,0,0.1062755726,0,2.9601437784,-3.294542749,-8.591526607,2.9601437784,-3.188267177,-8.591526607
050,2,4,20,015,Kansas,Butler County,67376,67391,67976,68289,68632,15,585,313,343,148,687,739,747,173,783,830,734,-25,-96,-91,13,0,35,95,85,25,622,353,249,25,657,448,334,15,24,-44,-4,2615,2615,2611,2619,2625,10.150184314,10.846512311,10.911401465,11.568550681,12.182145085,10.721510944,-1.418366367,-1.335632774,0.1898905208,0.517112738,1.3943419073,1.2415918668,9.1898320861,5.1810809819,3.6371338217,9.7069448241,6.5754228892,4.8787256885
050,2,4,20,017,Kansas,Chase County,2573,2571,2604,2568,2579,-2,33,-36,11,7,19,36,36,8,21,32,32,-1,-2,4,4,0,1,1,0,0,34,-40,6,0,35,-39,6,-1,0,-1,1,176,176,176,176,176,7.3429951691,13.921113689,13.9887313,8.115942029,12.374323279,12.434427822,-0.77294686,1.5467904099,1.5543034778,0.38647343,0.3866976025,0,13.140096618,-15.4679041,2.3314552166,13.526570048,-15.0812065,2.3314552166
050,2,4,20,019,Kansas,Chautauqua County,3384,3386,3389,3387,3347,2,3,-2,-40,8,27,25,23,20,48,66,65,-12,-21,-41,-42,0,0,0,0,15,25,42,1,15,25,42,1,-1,-1,-3,1,83,83,83,83,83,7.9704797048,7.3789846517,6.831006831,14.169741697,19.480519481,19.305019305,-6.199261993,-12.10153483,-12.47401247,0,0,0,7.3800738007,12.396694215,0.297000297,7.3800738007,12.396694215,0.297000297
050,2,4,20,021,Kansas,Cherokee County,19367,19309,19186,19025,19054,-58,-123,-161,29,48,201,187,166,58,341,323,301,-10,-140,-136,-135,0,1,-2,-2,-45,6,-17,169,-45,7,-19,167,-3,10,-6,-3,166,166,166,166,166,10.442914664,9.787757452,8.7187163528,17.71658657,16.906126508,15.809238688,-7.273671905,-7.118369056,-7.090522335,0.0519547993,-0.104681898,-0.105044775,0.3117287959,-0.889796132,8.8762835158,0.3636835953,-0.99447803,8.7712387405
050,2,4,20,023,Kansas,Cheyenne County,2616,2614,2637,2618,2636,-2,23,-19,18,11,41,39,40,14,49,42,39,-3,-8,-3,1,0,1,0,-1,1,29,-13,19,1,30,-13,18,0,1,-3,-1,29,29,29,29,29,15.616073129,14.84300666,15.2264941,18.663111788,15.984776403,14.845831747,-3.047038659,-1.141769743,0.3806623525,0.3808798324,0,-0.380662352,11.04551514,-4.947668887,7.2325846974,11.426394972,-4.947668887,6.8519223449
050,2,4,20,025,Kansas,Clark County,1992,1979,1958,1939,1847,-13,-21,-19,-92,4,18,21,21,6,41,34,32,-2,-23,-13,-11,0,0,0,0,-9,1,-9,-79,-9,1,-9,-79,-2,1,3,-2,32,32,32,32,32,9.144018288,10.77752117,11.093502377,20.828041656,17.44931999,16.904384575,-11.68402337,-6.67179882,-5.810882198,0,0,0,0.508001016,-4.618937644,-41.73269942,0.508001016,-4.618937644,-41.73269942
050,2,4,20,027,Kansas,Clay County,8110,8121,8090,8041,8007,11,-31,-49,-34,22,83,80,81,23,118,117,112,-1,-35,-37,-31,0,0,0,0,11,0,-8,-3,11,0,-8,-3,1,4,-4,0,199,199,199,199,199,10.239960521,9.9187899076,10.094715852,14.558016162,14.50623024,13.958125623,-4.318055641,-4.587440332,-3.863409771,0,0,0,0,-0.991878991,-0.373878365,0,-0.991878991,-0.373878365
050,2,4,20,029,Kansas,Cloud County,9035,9009,8954,8934,8854,-26,-55,-20,-80,32,115,106,110,30,154,163,156,2,-39,-57,-46,0,2,8,8,-26,-23,35,-42,-26,-21,43,-34,-2,5,-6,0,551,551,551,551,551,12.804097311,11.851520572,12.367888464,17.146356399,18.22450805,17.539914549,-4.342259088,-6.372987478,-5.172026085,0.2226799532,0.8944543828,0.8994827974,-2.560819462,3.9132379249,-4.722284686,-2.338139509,4.8076923077,-3.822801889
050,2,4,20,031,Kansas,Coffey County,8359,8357,8337,8252,8251,-2,-20,-85,-1,16,73,71,71,29,107,115,108,-13,-34,-44,-37,0,6,8,8,11,4,-49,28,11,10,-41,36,0,4,0,0,110,110,110,110,110,8.7456571223,8.5598890831,8.6044961522,12.818976878,13.864609078,13.088529358,-4.073319756,-5.304719995,-4.484033206,0.7188211333,0.9644945446,0.9695206932,0.4792140889,-5.907529086,3.3933224262,1.1980352222,-4.943034541,4.3628431194
050,2,4,20,033,Kansas,Comanche County,1685,1678,1663,1690,1655,-7,-15,27,-35,3,16,18,17,7,34,33,31,-4,-18,-15,-14,0,0,0,0,-2,4,39,-20,-2,4,39,-20,-1,-1,3,-1,42,42,42,42,42,9.5779706675,10.736653743,10.164424514,20.353187668,19.683865195,18.535127055,-10.775217,-8.947211452,-8.370702541,0,0,0,2.3944926669,23.262749776,-11.95814649,2.3944926669,23.262749776,-11.95814649
050,2,4,20,035,Kansas,Cowley County,34554,34534,34624,34423,34157,-20,90,-201,-266,93,411,414,414,102,543,528,493,-9,-132,-114,-79,0,1,30,11,-17,204,-110,-201,-17,205,-80,-190,6,17,-7,3,1947,1946,1939,1949,1950,11.885826658,11.991831651,12.073490814,15.703172446,15.293930221,14.377369495,-3.817345788,-3.302098571,-2.303878682,0.0289192863,0.868973308,0.3207932342,5.8995343995,-3.186235463,-5.861767279,5.9284536858,-2.317262155,-5.540974045
050,2,4,20,037,Kansas,Crawford County,38971,38948,39028,39145,38764,-23,80,117,-381,114,414,458,449,126,580,539,495,-12,-166,-81,-46,1,12,30,20,-19,212,193,-358,-18,224,223,-338,7,22,-25,3,1475,1473,1470,1479,1480,10.618651893,11.717600706,11.526267825,14.876372217,13.789927469,12.70713268,-4.257720324,-2.072326762,-1.180864855,0.3077870114,0.7675284305,0.5134195022,5.4375705345,4.9377662364,-9.19020909,5.7453575459,5.705294667,-8.676789588
050,2,4,20,039,Kansas,Decatur County,2764,2759,2766,2689,2712,-5,7,-77,23,7,28,30,27,4,48,59,58,3,-20,-29,-31,0,1,1,1,-7,26,-47,55,-7,27,-46,56,-1,0,-2,-2,44,44,44,44,44,10.135746606,10.99908341,9.998148491,17.375565611,21.631530706,21.477504166,-7.239819005,-10.6324473,-11.47935567,0.3619909502,0.3666361137,0.370301796,9.4117647059,-17.23189734,20.366598778,9.7737556561,-16.86526123,20.736900574
050,2,4,20,041,Kansas,Dickinson County,18401,18373,18465,18355,18445,-28,92,-110,90,38,193,185,190,50,274,294,278,-12,-81,-109,-88,0,1,1,0,-18,166,5,180,-18,167,6,180,2,6,-7,-2,252,252,252,252,252,10.47831044,10.048886475,10.326086957,14.875943319,15.969581749,15.108695652,-4.397632879,-5.920695274,-4.782608696,0.0542917639,0.0543183053,0,9.0124328139,0.2715915263,9.7826086957,9.0667245779,0.3259098316,9.7826086957
050,2,4,20,043,Kansas,Doniphan County,7509,7474,7456,7475,7493,-35,-18,19,18,10,74,78,74,22,118,115,109,-12,-44,-37,-35,0,0,7,6,-20,22,51,46,-20,22,58,52,-3,4,-2,1,385,385,382,385,385,9.9129269926,10.448061081,9.8877605559,15.807099799,15.404192619,14.564404062,-5.894172806,-4.956131538,-4.676643506,0,0.9376465073,0.8017103153,2.9470864032,6.8314245529,6.1464457509,2.9470864032,7.7690710602,6.9481560663
050,2,4,20,045,Kansas,Douglas County,118779,118784,119493,120007,120553,5,709,514,546,241,1010,1052,1069,210,876,879,796,31,134,173,273,11,159,400,322,-71,320,17,-55,-60,479,417,267,34,96,-76,6,8505,8491,8516,8534,8534,8.4775282549,8.7849686848,8.8875956102,7.3527868825,7.3402922756,6.6178915863,1.1247413724,1.4446764092,2.2697040239,1.3345811807,3.3402922756,2.6770867975,2.6859495461,0.1419624217,-0.457266378,4.0205307268,3.4822546973,2.219820419
050,2,4,20,047,Kansas,Edwards County,2903,2884,2802,2760,2733,-19,-82,-42,-27,6,31,29,29,15,77,59,59,-9,-46,-30,-30,0,5,20,6,-9,-44,-30,-5,-9,-39,-10,1,-1,3,-2,2,35,35,35,35,35,10.903974675,10.427903632,10.558893137,27.084066127,21.215390147,21.481886037,-16.18009145,-10.78748652,-10.9229929,1.7587055927,7.1916576771,2.18459858,-15.47660922,-10.78748652,-1.820498817,-13.71790362,-3.595828839,0.3640997633
