id,type,name
ICD10/T22.42,ICD10Code,Corrosion of unspecified degree of elbow
ICD10/Q63.3,ICD10Code,Hyperplastic and giant kidney
ICD10/C79.32,ICD10Code,Secondary malignant neoplasm of cerebral meninges
ICD10/F13.230,ICD10Code,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated"
ICD10/S91.311,ICD10Code,"Laceration without foreign body, right foot"
ICD10/W55.31,ICD10Code,Bitten by other hoof stock
ICD10/M26.32,ICD10Code,Excessive spacing of fully erupted teeth
ICD10/D10.9,ICD10Code,"Benign neoplasm of pharynx, unspecified"
ICD10/N99.83,ICD10Code,Residual ovary syndrome
ICD10/S60.84,ICD10Code,External constriction of wrist
ICD10/B37.7,ICD10Code,Candidal sepsis
ICD10/I82.599,ICD10Code,Chronic embolism and thrombosis of other specified deep vein of unspecified lower extremity
ICD10/S42.456,ICD10Code,Nondisplaced fracture of lateral condyle of unspecified humerus
ICD10/S30.22,ICD10Code,Contusion of scrotum and testes
ICD10/G43.819,ICD10Code,"Other migraine, intractable, without status migrainosus"
ICD10/S62.349,ICD10Code,Nondisplaced fracture of base of unspecified metacarpal bone
ICD10/M67.462,ICD10Code,"Ganglion, left knee"
ICD10/I69.915,ICD10Code,Cognitive social or emotional deficit following unspecified cerebrovascular disease
ICD10/S39.83,ICD10Code,Other specified injuries of pelvis
ICD10/M80.05,ICD10Code,"Age-related osteoporosis with current pathological fracture, femur"
ICD10/I97.63,ICD10Code,Postprocedural hematoma of a circulatory system organ or structure following a circulatory system procedure
ICD10/M19.021,ICD10Code,"Primary osteoarthritis, right elbow"
ICD10/M61.439,ICD10Code,"Other calcification of muscle, unspecified forearm"
ICD10/C82.63,ICD10Code,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes"
ICD10/K55.029,ICD10Code,"Acute infarction of small intestine, extent unspecified"
ICD10/V78.1,ICD10Code,Passenger on bus injured in noncollision transport accident in nontraffic accident
ICD10/M25.474,ICD10Code,"Effusion, right foot"
ICD10/Z02.3,ICD10Code,Encounter for examination for recruitment to armed forces
ICD10/T85.82,ICD10Code,"Fibrosis due to internal prosthetic devices, implants and grafts, not elsewhere classified"
ICD10/R29.3,ICD10Code,Abnormal posture
ICD10/S01.80,ICD10Code,Unspecified open wound of other part of head
ICD10/L97.102,ICD10Code,Non-pressure chronic ulcer of unspecified thigh with fat layer exposed
ICD10/Q91,ICD10Code,Trisomy 18 and Trisomy 13
ICD10/S75.912,ICD10Code,"Laceration of unspecified blood vessel at hip and thigh level, left leg"
ICD10/R29.711,ICD10Code,NIHSS score 11
ICD10/I78.0,ICD10Code,Hereditary hemorrhagic telangiectasia
ICD10/S91.322,ICD10Code,"Laceration with foreign body, left foot"
ICD10/M20.09,ICD10Code,Other deformity of finger(s)
ICD10/I63.8,ICD10Code,Other cerebral infarction
ICD10/S85.16,ICD10Code,Unspecified injury of posterior tibial artery
ICD10/V04,ICD10Code,Pedestrian injured in collision with heavy transport vehicle or bus
ICD10/Z45.81,ICD10Code,Encounter for adjustment or removal of breast implant
ICD10/B44.1,ICD10Code,Other pulmonary aspergillosis
ICD10/J34.0,ICD10Code,"Abscess, furuncle and carbuncle of nose"
ICD10/T23.079,ICD10Code,Burn of unspecified degree of unspecified wrist
ICD10/S00.402,ICD10Code,Unspecified superficial injury of left ear
ICD10/V91.14,ICD10Code,Crushed between sailboat and other watercraft or other object due to collision
ICD10/C78,ICD10Code,Secondary malignant neoplasm of respiratory and digestive organs
ICD10/R41.843,ICD10Code,Psychomotor deficit
ICD10/T82.535,ICD10Code,Leakage of umbrella device
ICD10/Y92.045,ICD10Code,Swimming-pool of boarding-house as the place of occurrence of the external cause
ICD10/T40.4X1,ICD10Code,"Poisoning by other synthetic narcotics, accidental (unintentional)"
ICD10/C79.1,ICD10Code,Secondary malignant neoplasm of bladder and other and unspecified urinary organs
ICD10/H33.009,ICD10Code,"Unspecified retinal detachment with retinal break, unspecified eye"
ICD10/O14.93,ICD10Code,"Unspecified pre-eclampsia, third trimester"
ICD10/H10.23,ICD10Code,"Serous conjunctivitis, except viral"
ICD10/S88.119,ICD10Code,"Complete traumatic amputation at level between knee and ankle, unspecified lower leg"
ICD10/G57.51,ICD10Code,"Tarsal tunnel syndrome, right lower limb"
ICD10/B42,ICD10Code,Sporotrichosis
ICD10/S85.129,ICD10Code,"Other specified injury of unspecified tibial artery, unspecified leg"
ICD10/E08.29,ICD10Code,Diabetes mellitus due to underlying condition with other diabetic kidney complication
ICD10/H81.1,ICD10Code,Benign paroxysmal vertigo
ICD10/O9A.22,ICD10Code,"Injury, poisoning and certain other consequences of external causes complicating childbirth"
ICD10/N52.31,ICD10Code,Erectile dysfunction following radical prostatectomy
ICD10/S99.032,ICD10Code,Salter-Harris Type III physeal fracture of left calcaneus
ICD10/H80.83,ICD10Code,"Other otosclerosis, bilateral"
ICD10/I82.401,ICD10Code,Acute embolism and thrombosis of unspecified deep veins of right lower extremity
ICD10/M25.471,ICD10Code,"Effusion, right ankle"
ICD10/S10.90,ICD10Code,Unspecified superficial injury of unspecified part of neck
ICD10/M90.89,ICD10Code,"Osteopathy in diseases classified elsewhere, multiple sites"
ICD10/T38.81,ICD10Code,"Poisoning by, adverse effect of and underdosing of anterior pituitary [adenohypophyseal] hormones"
ICD10/Z98.51,ICD10Code,Tubal ligation status
ICD10/S65.301,ICD10Code,Unspecified injury of deep palmar arch of right hand
ICD10/T23.412,ICD10Code,Corrosion of unspecified degree of left thumb (nail)
ICD10/H68.11,ICD10Code,Osseous obstruction of Eustachian tube
ICD10/V95.09,ICD10Code,Other helicopter accident injuring occupant
ICD10/T80.A19,ICD10Code,"Non-ABO incompatibility with hemolytic transfusion reaction, unspecified"
ICD10/E60,ICD10Code,Dietary zinc deficiency
ICD10/D13.4,ICD10Code,Benign neoplasm of liver
ICD10/H71.03,ICD10Code,"Cholesteatoma of attic, bilateral"
ICD10/H00,ICD10Code,Hordeolum and chalazion
ICD10/K50.812,ICD10Code,Crohn's disease of both small and large intestine with intestinal obstruction
ICD10/S44.01,ICD10Code,"Injury of ulnar nerve at upper arm level, right arm"
ICD10/M25.332,ICD10Code,"Other instability, left wrist"
ICD10/H10.42,ICD10Code,Simple chronic conjunctivitis
ICD10/S14.9,ICD10Code,Injury of unspecified nerves of neck
ICD10/Z00.8,ICD10Code,Encounter for other general examination
ICD10/M10.339,ICD10Code,"Gout due to renal impairment, unspecified wrist"
ICD10/E08.62,ICD10Code,Diabetes mellitus due to underlying condition with skin complications
ICD10/H15.04,ICD10Code,Scleritis with corneal involvement
ICD10/M53.83,ICD10Code,"Other specified dorsopathies, cervicothoracic region"
ICD10/I87.013,ICD10Code,Postthrombotic syndrome with ulcer of bilateral lower extremity
ICD10/M61.272,ICD10Code,"Paralytic calcification and ossification of muscle, left ankle and foot"
ICD10/O98.43,ICD10Code,Viral hepatitis complicating the puerperium
ICD10/T71.192,ICD10Code,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm"
ICD10/F16.921,ICD10Code,"Hallucinogen use, unspecified with intoxication with delirium"
ICD10/I63.13,ICD10Code,Cerebral infarction due to embolism of carotid artery
ICD10/T39.31,ICD10Code,"Poisoning by, adverse effect of and underdosing of propionic acid derivatives"
ICD10/Z31.43,ICD10Code,Encounter for genetic testing of female for procreative management
ICD10/K83.9,ICD10Code,"Disease of biliary tract, unspecified"
ICD10/C62.90,ICD10Code,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended"
ICD10/M93.949,ICD10Code,"Osteochondropathy, unspecified, unspecified hand"
ICD10/C84.43,ICD10Code,"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes"
ICD10/T49.8X4,ICD10Code,"Poisoning by other topical agents, undetermined"
ICD10/Z28.29,ICD10Code,Immunization not carried out because of patient decision for other reason
ICD10/M67.821,ICD10Code,"Other specified disorders of synovium, right elbow"
ICD10/H33.019,ICD10Code,"Retinal detachment with single break, unspecified eye"
ICD10/C22,ICD10Code,Malignant neoplasm of liver and intrahepatic bile ducts
ICD10/M86.39,ICD10Code,"Chronic multifocal osteomyelitis, multiple sites"
ICD10/H02.725,ICD10Code,Madarosis of left lower eyelid and periocular area
ICD10/F16.15,ICD10Code,Hallucinogen abuse with hallucinogen-induced psychotic disorder
ICD10/Q81.8,ICD10Code,Other epidermolysis bullosa
ICD10/H35.441,ICD10Code,"Age-related reticular degeneration of retina, right eye"
ICD10/O10.3,ICD10Code,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, childbirth and the puerperium"
ICD10/S62.245,ICD10Code,"Nondisplaced fracture of shaft of first metacarpal bone, left hand"
ICD10/S43.003,ICD10Code,Unspecified subluxation of unspecified shoulder joint
ICD10/V43.2,ICD10Code,"Person on outside of car injured in collision with car, pick-up truck or van in nontraffic accident"
ICD10/Y92.194,ICD10Code,Driveway of other specified residential institution as the place of occurrence of the external cause
ICD10/T50.4X1,ICD10Code,"Poisoning by drugs affecting uric acid metabolism, accidental (unintentional)"
ICD10/M87.077,ICD10Code,Idiopathic aseptic necrosis of right toe(s)
ICD10/C92.60,ICD10Code,Acute myeloid leukemia with 11q23-abnormality not having achieved remission
ICD10/S79.09,ICD10Code,Other physeal fracture of upper end of femur
ICD10/E71.1,ICD10Code,Other disorders of branched-chain amino-acid metabolism
ICD10/S92.111,ICD10Code,Displaced fracture of neck of right talus
ICD10/Z85.810,ICD10Code,Personal history of malignant neoplasm of tongue
ICD10/T47.5,ICD10Code,"Poisoning by, adverse effect of and underdosing of digestants"
ICD10/S56.39,ICD10Code,"Other injury of extensor or abductor muscles, fascia and tendons of thumb at forearm level"
ICD10/R87.8,ICD10Code,Other abnormal findings in specimens from female genital organs
ICD10/Y92.524,ICD10Code,Gas station as the place of occurrence of the external cause
ICD10/H74.31,ICD10Code,Ankylosis of ear ossicles
ICD10/D16.02,ICD10Code,Benign neoplasm of scapula and long bones of left upper limb
ICD10/C91.Z,ICD10Code,Other lymphoid leukemia
ICD10/S43,ICD10Code,Dislocation and sprain of joints and ligaments of shoulder girdle
ICD10/A39.83,ICD10Code,Meningococcal arthritis
ICD10/M85.139,ICD10Code,"Skeletal fluorosis, unspecified forearm"
ICD10/S94.30,ICD10Code,"Injury of cutaneous sensory nerve at ankle and foot level, unspecified leg"
ICD10/S21.049,ICD10Code,Puncture wound with foreign body of unspecified breast
ICD10/N70.01,ICD10Code,Acute salpingitis
ICD10/N80.1,ICD10Code,Endometriosis of ovary
ICD10/O46.023,ICD10Code,"Antepartum hemorrhage with disseminated intravascular coagulation, third trimester"
ICD10/H33.013,ICD10Code,"Retinal detachment with single break, bilateral"
ICD10/P80-P83,ICD10Section,Conditions involving the integument and temperature regulation of newborn (P80-P83)
ICD10/T23.501,ICD10Code,"Corrosion of first degree of right hand, unspecified site"
ICD10/A50.2,ICD10Code,"Early congenital syphilis, unspecified"
ICD10/T86.828,ICD10Code,Other complications of skin graft (allograft) (autograft)
ICD10/L58.1,ICD10Code,Chronic radiodermatitis
ICD10/M87.346,ICD10Code,"Other secondary osteonecrosis, unspecified finger(s)"
ICD10/T50.9,ICD10Code,"Poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
ICD10/M71.86,ICD10Code,"Other specified bursopathies, knee"
ICD10/F52.2,ICD10Code,Sexual arousal disorders
ICD10/S52.521,ICD10Code,Torus fracture of lower end of right radius
ICD10/S86.909,ICD10Code,"Unspecified injury of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg"
ICD10/M00.229,ICD10Code,"Other streptococcal arthritis, unspecified elbow"
ICD10/M60.011,ICD10Code,"Infective myositis, right shoulder"
ICD10/V69.81,ICD10Code,Occupant (driver) (passenger) of heavy transport vehicle injured in transport accidents with military vehicle
ICD10/K04.2,ICD10Code,Pulp degeneration
ICD10/I70.723,ICD10Code,"Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, bilateral legs"
ICD10/M76.899,ICD10Code,"Other specified enthesopathies of unspecified lower limb, excluding foot"
ICD10/F11.18,ICD10Code,Opioid abuse with other opioid-induced disorder
ICD10/M60.122,ICD10Code,"Interstitial myositis, left upper arm"
ICD10/T83.8,ICD10Code,"Other specified complications of genitourinary prosthetic devices, implants and grafts"
ICD10/P94.0,ICD10Code,Transient neonatal myasthenia gravis
ICD10/A96,ICD10Code,Arenaviral hemorrhagic fever
ICD10/Q51.2,ICD10Code,Other doubling of uterus
ICD10/T24.029,ICD10Code,Burn of unspecified degree of unspecified knee
ICD10/Q54.1,ICD10Code,"Hypospadias, penile"
ICD10/Z02.7,ICD10Code,Encounter for issue of medical certificate
ICD10/V50.5,ICD10Code,Driver of pick-up truck or van injured in collision with pedestrian or animal in traffic accident
ICD10/M62.20,ICD10Code,"Nontraumatic ischemic infarction of muscle, unspecified site"
ICD10/C43.3,ICD10Code,Malignant melanoma of other and unspecified parts of face
ICD10/O12.03,ICD10Code,"Gestational edema, third trimester"
ICD10/M61.241,ICD10Code,"Paralytic calcification and ossification of muscle, right hand"
ICD10/N83.0,ICD10Code,Follicular cyst of ovary
ICD10/B34.4,ICD10Code,"Papovavirus infection, unspecified"
ICD10/F14.222,ICD10Code,Cocaine dependence with intoxication with perceptual disturbance
ICD10/L02.236,ICD10Code,Carbuncle of umbilicus
ICD10/H90.3,ICD10Code,"Sensorineural hearing loss, bilateral"
ICD10/I78.8,ICD10Code,Other diseases of capillaries
ICD10/S53.499,ICD10Code,Other sprain of unspecified elbow
ICD10/G99.8,ICD10Code,Other specified disorders of nervous system in diseases classified elsewhere
ICD10/N81.12,ICD10Code,"Cystocele, lateral"
ICD10/T39.4X4,ICD10Code,"Poisoning by antirheumatics, not elsewhere classified, undetermined"
ICD10/Z96.631,ICD10Code,Presence of right artificial wrist joint
ICD10/H04.151,ICD10Code,"Secondary lacrimal gland atrophy, right lacrimal gland"
ICD10/S00.92,ICD10Code,Blister (nonthermal) of unspecified part of head
ICD10/R29.715,ICD10Code,NIHSS score 15
ICD10/C40.0,ICD10Code,Malignant neoplasm of scapula and long bones of upper limb
ICD10/S01.402,ICD10Code,Unspecified open wound of left cheek and temporomandibular area
ICD10/J10.81,ICD10Code,Influenza due to other identified influenza virus with encephalopathy
ICD10/M05.80,ICD10Code,Other rheumatoid arthritis with rheumatoid factor of unspecified site
ICD10/M24.9,ICD10Code,"Joint derangement, unspecified"
ICD10/M67.252,ICD10Code,"Synovial hypertrophy, not elsewhere classified, left thigh"
ICD10/H21.81,ICD10Code,Floppy iris syndrome
ICD10/H51.21,ICD10Code,"Internuclear ophthalmoplegia, right eye"
ICD10/M70.041,ICD10Code,"Crepitant synovitis (acute) (chronic), right hand"
ICD10/M89.749,ICD10Code,"Major osseous defect, unspecified hand"
ICD10/M99.7,ICD10Code,Connective tissue and disc stenosis of intervertebral foramina
ICD10/T46.4X5,ICD10Code,Adverse effect of angiotensin-converting-enzyme inhibitors
ICD10/T39.096,ICD10Code,Underdosing of salicylates
ICD10/H68.102,ICD10Code,"Unspecified obstruction of Eustachian tube, left ear"
ICD10/M06.34,ICD10Code,"Rheumatoid nodule, hand"
ICD10/M66.879,ICD10Code,"Spontaneous rupture of other tendons, unspecified ankle and foot"
ICD10/Y21.3,ICD10Code,"Drowning and submersion after fall into swimming pool, undetermined intent"
ICD10/V22.5,ICD10Code,Motorcycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident
ICD10/Y93.66,ICD10Code,"Activity, soccer"
ICD10/L89.50,ICD10Code,Pressure ulcer of unspecified ankle
ICD10/M00.841,ICD10Code,"Arthritis due to other bacteria, right hand"
ICD10/H31.22,ICD10Code,Choroidal dystrophy (central areolar) (generalized) (peripapillary)
ICD10/S96.891,ICD10Code,"Other specified injury of other specified muscles and tendons at ankle and foot level, right foot"
ICD10/Y63.6,ICD10Code,"Underdosing and nonadministration of necessary drug, medicament or biological substance"
ICD10/S82.191,ICD10Code,Other fracture of upper end of right tibia
ICD10/P57.0,ICD10Code,Kernicterus due to isoimmunization
ICD10/G25.61,ICD10Code,Drug induced tics
ICD10/H01.021,ICD10Code,Squamous blepharitis right upper eyelid
ICD10/R40.24,ICD10Code,"Glasgow coma scale, total score"
ICD10/T46.4X3,ICD10Code,"Poisoning by angiotensin-converting-enzyme inhibitors, assault"
ICD10/S43.301,ICD10Code,Subluxation of unspecified parts of right shoulder girdle
ICD10/L97.925,ICD10Code,Non-pressure chronic ulcer of unspecified part of left lower leg with muscle involvement without evidence of necrosis
ICD10/K02.6,ICD10Code,Dental caries on smooth surface
ICD10/T85.192,ICD10Code,Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead)
ICD10/S90.852,ICD10Code,"Superficial foreign body, left foot"
ICD10/P39.3,ICD10Code,Neonatal urinary tract infection
ICD10/K08.20,ICD10Code,Unspecified atrophy of edentulous alveolar ridge
ICD10/T54.2X4,ICD10Code,"Toxic effect of corrosive acids and acid-like substances, undetermined"
ICD10/M99.34,ICD10Code,Osseous stenosis of neural canal of sacral region
ICD10/W18.12,ICD10Code,Fall from or off toilet with subsequent striking against object
ICD10/T23.07,ICD10Code,Burn of unspecified degree of wrist
ICD10/T36.5,ICD10Code,"Poisoning by, adverse effect of and underdosing of aminoglycosides"
ICD10/S82.244,ICD10Code,Nondisplaced spiral fracture of shaft of right tibia
ICD10/M90.812,ICD10Code,"Osteopathy in diseases classified elsewhere, left shoulder"
ICD10/R40.211,ICD10Code,"Coma scale, eyes open, never"
ICD10/T40.904,ICD10Code,"Poisoning by unspecified psychodysleptics [hallucinogens], undetermined"
ICD10/N99.112,ICD10Code,"Postprocedural membranous urethral stricture, male"
ICD10/H20.042,ICD10Code,"Secondary noninfectious iridocyclitis, left eye"
ICD10/S00.431,ICD10Code,Contusion of right ear
ICD10/K91.84,ICD10Code,Postprocedural hemorrhage of a digestive system organ or structure following a procedure
ICD10/K82,ICD10Code,Other diseases of gallbladder
ICD10/I65,ICD10Code,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
ICD10/O10.013,ICD10Code,"Pre-existing essential hypertension complicating pregnancy, third trimester"
ICD10/S25.39,ICD10Code,Other specified injury of innominate or subclavian vein
ICD10/G47.61,ICD10Code,Periodic limb movement disorder
ICD10/M61.222,ICD10Code,"Paralytic calcification and ossification of muscle, left upper arm"
ICD10/S09.392,ICD10Code,Other specified injury of left middle and inner ear
ICD10/T83.0,ICD10Code,Mechanical complication of urinary catheter
ICD10/T43.215,ICD10Code,Adverse effect of selective serotonin and norepinephrine reuptake inhibitors
ICD10/M11.80,ICD10Code,"Other specified crystal arthropathies, unspecified site"
ICD10/Y08.01,ICD10Code,Assault by strike by hockey stick
ICD10/H18.059,ICD10Code,"Posterior corneal pigmentations, unspecified eye"
ICD10/M86.27,ICD10Code,"Subacute osteomyelitis, ankle and foot"
ICD10/S06.893,ICD10Code,Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes
ICD10/T16.1,ICD10Code,Foreign body in right ear
ICD10/Y35.92,ICD10Code,"Legal intervention, means unspecified, bystander injured"
ICD10/M95.1,ICD10Code,Cauliflower ear
ICD10/H50.412,ICD10Code,"Cyclotropia, left eye"
ICD10/H83.3,ICD10Code,Noise effects on inner ear
ICD10/M02.279,ICD10Code,"Postimmunization arthropathy, unspecified ankle and foot"
ICD10/C91.Z2,ICD10Code,"Other lymphoid leukemia, in relapse"
ICD10/O75.2,ICD10Code,"Pyrexia during labor, not elsewhere classified"
ICD10/M47.891,ICD10Code,"Other spondylosis, occipito-atlanto-axial region"
ICD10/P39.1,ICD10Code,Neonatal conjunctivitis and dacryocystitis
ICD10/S62.392,ICD10Code,"Other fracture of third metacarpal bone, right hand"
ICD10/I68.2,ICD10Code,Cerebral arteritis in other diseases classified elsewhere
ICD10/N91.5,ICD10Code,"Oligomenorrhea, unspecified"
ICD10/S65.919,ICD10Code,Laceration of unspecified blood vessel at wrist and hand level of unspecified arm
ICD10/E08.331,ICD10Code,Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema
ICD10/G95.1,ICD10Code,Vascular myelopathies
ICD10/S86.901,ICD10Code,"Unspecified injury of unspecified muscle(s) and tendon(s) at lower leg level, right leg"
ICD10/T80.92,ICD10Code,Unspecified transfusion reaction
ICD10/T23.211,ICD10Code,Burn of second degree of right thumb (nail)
ICD10/M84.477,ICD10Code,"Pathological fracture, right toe(s)"
ICD10/Y92.214,ICD10Code,College as the place of occurrence of the external cause
ICD10/N28.0,ICD10Code,Ischemia and infarction of kidney
ICD10/S35.403,ICD10Code,Unspecified injury of unspecified renal artery
ICD10/M67.41,ICD10Code,"Ganglion, shoulder"
ICD10/R79.9,ICD10Code,"Abnormal finding of blood chemistry, unspecified"
ICD10/S91.252,ICD10Code,Open bite of left great toe with damage to nail
ICD10/O22.0,ICD10Code,Varicose veins of lower extremity in pregnancy
ICD10/H35.311,ICD10Code,"Nonexudative age-related macular degeneration, right eye"
ICD10/S51.812,ICD10Code,Laceration without foreign body of left forearm
ICD10/M65.16,ICD10Code,"Other infective (teno)synovitis, knee"
ICD10/S10.0,ICD10Code,Contusion of throat
ICD10/S72.46,ICD10Code,Supracondylar fracture with intracondylar extension of lower end of femur
ICD10/M25.173,ICD10Code,"Fistula, unspecified ankle"
ICD10/T37.4X6,ICD10Code,Underdosing of anthelminthics
ICD10/H54.414A,ICD10Code,"Blindness right eye category 4, normal vision left eye"
ICD10/H65.412,ICD10Code,"Chronic allergic otitis media, left ear"
ICD10/D39,ICD10Code,Neoplasm of uncertain behavior of female genital organs
ICD10/M62.551,ICD10Code,"Muscle wasting and atrophy, not elsewhere classified, right thigh"
ICD10/Z60.9,ICD10Code,"Problem related to social environment, unspecified"
ICD10/L03.12,ICD10Code,Acute lymphangitis of other parts of limb
ICD10/T43.292,ICD10Code,"Poisoning by other antidepressants, intentional self-harm"
ICD10/O26.42,ICD10Code,"Herpes gestationis, second trimester"
ICD10/H11.152,ICD10Code,"Pinguecula, left eye"
ICD10/H53.59,ICD10Code,Other color vision deficiencies
ICD10/I82.C29,ICD10Code,Chronic embolism and thrombosis of unspecified internal jugular vein
ICD10/D72.818,ICD10Code,Other decreased white blood cell count
ICD10/Q52.71,ICD10Code,Congenital absence of vulva
ICD10/I70.402,ICD10Code,"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, left leg"
ICD10/Z87.3,ICD10Code,Personal history of diseases of the musculoskeletal system and connective tissue
ICD10/I82.A13,ICD10Code,"Acute embolism and thrombosis of axillary vein, bilateral"
ICD10/M10.371,ICD10Code,"Gout due to renal impairment, right ankle and foot"
ICD10/M70.86,ICD10Code,"Other soft tissue disorders related to use, overuse and pressure lower leg"
ICD10/I70.421,ICD10Code,"Atherosclerosis of autologous vein bypass graft(s) of the extremities with rest pain, right leg"
ICD10/S06.4X1,ICD10Code,Epidural hemorrhage with loss of consciousness of 30 minutes or less
ICD10/M61.119,ICD10Code,"Myositis ossificans progressiva, unspecified shoulder"
ICD10/E10.622,ICD10Code,Type 1 diabetes mellitus with other skin ulcer
ICD10/G40.821,ICD10Code,"Epileptic spasms, not intractable, with status epilepticus"
ICD10/S61.402,ICD10Code,Unspecified open wound of left hand
ICD10/S21.95,ICD10Code,Open bite of unspecified part of thorax
ICD10/V95.04,ICD10Code,Helicopter fire injuring occupant
ICD10/P02.8,ICD10Code,Newborn affected by other abnormalities of membranes
ICD10/T43.205,ICD10Code,Adverse effect of unspecified antidepressants
ICD10/M86.271,ICD10Code,"Subacute osteomyelitis, right ankle and foot"
ICD10/H73.093,ICD10Code,"Other acute myringitis, bilateral"
ICD10/M25.279,ICD10Code,"Flail joint, unspecified ankle and foot"
ICD10/S98.149,ICD10Code,Partial traumatic amputation of one unspecified lesser toe
ICD10/S92.535,ICD10Code,Nondisplaced fracture of distal phalanx of left lesser toe(s)
ICD10/S56.801,ICD10Code,"Unspecified injury of other muscles, fascia and tendons at forearm level, right arm"
ICD10/S84.01,ICD10Code,"Injury of tibial nerve at lower leg level, right leg"
ICD10/S62.351,ICD10Code,"Nondisplaced fracture of shaft of second metacarpal bone, left hand"
ICD10/H02.023,ICD10Code,"Mechanical entropion of right eye, unspecified eyelid"
ICD10/T59.91,ICD10Code,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional)"
ICD10/H35.073,ICD10Code,"Retinal telangiectasis, bilateral"
ICD10/S61.5,ICD10Code,Open wound of wrist
ICD10/T24.72,ICD10Code,Corrosion of third degree of knee
ICD10/Q12.2,ICD10Code,Coloboma of lens
ICD10/S90.00,ICD10Code,Contusion of unspecified ankle
ICD10/N46.11,ICD10Code,Organic oligospermia
ICD10/S90.452,ICD10Code,"Superficial foreign body, left great toe"
ICD10/B15.0,ICD10Code,Hepatitis A with hepatic coma
ICD10/M77.00,ICD10Code,"Medial epicondylitis, unspecified elbow"
ICD10/H68.0,ICD10Code,Eustachian salpingitis
ICD10/L29.1,ICD10Code,Pruritus scroti
ICD10/S92.516,ICD10Code,Nondisplaced fracture of proximal phalanx of unspecified lesser toe(s)
ICD10/H31.3,ICD10Code,Choroidal hemorrhage and rupture
ICD10/I77.2,ICD10Code,Rupture of artery
ICD10/M85.521,ICD10Code,"Aneurysmal bone cyst, right upper arm"
ICD10/H16.261,ICD10Code,"Vernal keratoconjunctivitis, with limbar and corneal involvement, right eye"
ICD10/J11.81,ICD10Code,Influenza due to unidentified influenza virus with encephalopathy
ICD10/T51.8X2,ICD10Code,"Toxic effect of other alcohols, intentional self-harm"
ICD10/B20,ICD10Code,Human immunodeficiency virus [HIV] disease
ICD10/G40.89,ICD10Code,Other seizures
ICD10/M13.869,ICD10Code,"Other specified arthritis, unspecified knee"
ICD10/C71.9,ICD10Code,"Malignant neoplasm of brain, unspecified"
ICD10/Y36.820,ICD10Code,"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel"
ICD10/M85.852,ICD10Code,"Other specified disorders of bone density and structure, left thigh"
ICD10/I23.1,ICD10Code,Atrial septal defect as current complication following acute myocardial infarction
ICD10/T87.51,ICD10Code,"Necrosis of amputation stump, right upper extremity"
ICD10/M70.31,ICD10Code,"Other bursitis of elbow, right elbow"
ICD10/M65.81,ICD10Code,"Other synovitis and tenosynovitis, shoulder"
ICD10/E65-E68,ICD10Section,"Overweight, obesity and other hyperalimentation (E65-E68)"
ICD10/T23.171,ICD10Code,Burn of first degree of right wrist
ICD10/M70.82,ICD10Code,"Other soft tissue disorders related to use, overuse and pressure of upper arm"
ICD10/H95.01,ICD10Code,"Recurrent cholesteatoma of postmastoidectomy cavity, right ear"
ICD10/I70.239,ICD10Code,Atherosclerosis of native arteries of right leg with ulceration of unspecified site
ICD10/N46.129,ICD10Code,Oligospermia due to other extratesticular causes
ICD10/T23.43,ICD10Code,"Corrosion of unspecified degree of multiple fingers (nail), not including thumb"
ICD10/Z37.4,ICD10Code,"Twins, both stillborn"
ICD10/D72.824,ICD10Code,Basophilia
ICD10/M25.579,ICD10Code,Pain in unspecified ankle and joints of unspecified foot
ICD10/G93.1,ICD10Code,"Anoxic brain damage, not elsewhere classified"
ICD10/R53,ICD10Code,Malaise and fatigue
ICD10/S40.262,ICD10Code,Insect bite (nonvenomous) of left shoulder
ICD10/S61.152,ICD10Code,Open bite of left thumb with damage to nail
ICD10/S85.819,ICD10Code,"Laceration of other blood vessels at lower leg level, unspecified leg"
ICD10/T39.3,ICD10Code,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]"
ICD10/S68.61,ICD10Code,Complete traumatic transphalangeal amputation of other and unspecified finger(s)
ICD10/H94.02,ICD10Code,"Acoustic neuritis in infectious and parasitic diseases classified elsewhere, left ear"
ICD10/Z62,ICD10Code,Problems related to upbringing
