observationAbout,observationDate,value,variableMeasured,#input
country/MNG,1999,386655,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:19
country/MNG,2000,392056,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:20
country/MNG,2001,407685,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:21
country/MNG,2002,430575,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:22
country/MNG,2003,457680,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:23
country/MNG,2004,483400,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:24
country/MNG,2005,488960,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:25
country/MNG,2006,518062,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:26
country/MNG,2007,519887,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:27
country/MNG,2008,528980,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:28
country/MNG,2009,480095,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:29
country/MNG,2010,490605,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:30
country/MNG,2011,490173,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:31
country/MNG,2012,506131,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:32
country/MNG,2013,524379,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:33
country/MNG,2014,526328,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:34
country/MNG,2015,546546,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:35
country/MNG,2016,543959,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:36
country/MNG,2017,585661,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:37
country/MNG,2018,583380,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:38
country/MNG,2019,572664,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:39
country/MNG,2020,578351,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:40
country/MNG,2021,550481,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:41
country/MNG,2022,592651,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:42
country/MNG,2023,594465,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:43
country/MNG,2024,618860,dcid:Count_Person_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:8:44
country/MNG,2009,72367,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:29
country/MNG,2010,66842,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:30
country/MNG,2011,72119,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:31
country/MNG,2012,64281,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:32
country/MNG,2013,71520,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:33
country/MNG,2014,76025,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:34
country/MNG,2015,79852,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:35
country/MNG,2016,79120,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:36
country/MNG,2017,85557,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:37
country/MNG,2018,88712,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:38
country/MNG,2019,75349,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:39
country/MNG,2020,77275,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:40
country/MNG,2021,70094,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:41
country/MNG,2022,81507,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:42
country/MNG,2023,85384,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:43
country/MNG,2024,87835,dcid:Count_Person_45To49Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:9:44
country/MNG,2009,37986,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:29
country/MNG,2010,42443,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:30
country/MNG,2011,41125,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:31
country/MNG,2012,46706,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:32
country/MNG,2013,52546,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:33
country/MNG,2014,51160,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:34
country/MNG,2015,56208,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:35
country/MNG,2016,58096,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:36
country/MNG,2017,68368,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:37
country/MNG,2018,67560,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:38
country/MNG,2019,56873,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:39
country/MNG,2020,58434,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:40
country/MNG,2021,61094,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:41
country/MNG,2022,66056,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:42
country/MNG,2023,66735,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:43
country/MNG,2024,74092,dcid:Count_Person_50To54Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:10:44
country/MNG,2009,12416,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:29
country/MNG,2010,13702,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:30
country/MNG,2011,14944,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:31
country/MNG,2012,18835,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:32
country/MNG,2013,21425,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:33
country/MNG,2014,18449,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:34
country/MNG,2015,21611,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:35
country/MNG,2016,24550,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:36
country/MNG,2017,26493,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:37
country/MNG,2018,27577,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:38
country/MNG,2019,27945,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:39
country/MNG,2020,30646,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:40
country/MNG,2021,26497,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:41
country/MNG,2022,27656,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:42
country/MNG,2023,33498,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:43
country/MNG,2024,33891,dcid:Count_Person_55To59Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:11:44
country/MNG,2009,6853,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:29
country/MNG,2010,5256,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:30
country/MNG,2011,6069,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:31
country/MNG,2012,6069,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:32
country/MNG,2013,6664,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:33
country/MNG,2014,4952,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:34
country/MNG,2015,8040,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:35
country/MNG,2016,8852,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:36
country/MNG,2017,11832,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:37
country/MNG,2018,10731,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:38
country/MNG,2019,12671,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:39
country/MNG,2020,10816,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:40
country/MNG,2021,13143,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:41
country/MNG,2022,17016,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:42
country/MNG,2023,17379,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:43
country/MNG,2024,16414,dcid:Count_Person_60To64Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:12:44
country/MNG,2009,2678,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:29
country/MNG,2010,3030,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:30
country/MNG,2011,2604,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:31
country/MNG,2012,3477,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:32
country/MNG,2013,2816,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:33
country/MNG,2014,3565,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:34
country/MNG,2015,3049,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:35
country/MNG,2016,3266,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:36
country/MNG,2017,4555,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:37
country/MNG,2018,4095,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:38
country/MNG,2019,3945,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:39
country/MNG,2020,4600,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:40
country/MNG,2021,3790,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:41
country/MNG,2022,3539,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:42
country/MNG,2023,6958,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:43
country/MNG,2024,7620,dcid:Count_Person_65To69Years_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:13:44
country/MNG,2009,1580,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:29
country/MNG,2010,2040,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:30
country/MNG,2011,2309,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:31
country/MNG,2012,4263,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:32
country/MNG,2013,2049,dcid:Count_Person_70OrMoreYears_Employed_Female,/usr/local/google/home/sudhisha/Git_works/mongolia_import/data/statvar_imports/mongolia_imports/mongolia_employment/input_files/employment_by_classification_of_economic_activites_region_gender_and_agegroup.csv:14:33
