StateName,DistrictName,Month,Year,StationName,SurfaceWaterStationLatitude,SurfaceWaterStationLongitude,Dichlorophenoxyacetic-acid(24D),Silver(Ag),Aluminium(Al),Aldrin,Alkalinity-Phenolphthalein,Arsenic(As),Boron(B),BiochemicalOxygenDemand,cyanides(CN),Carbonate(CO3),Calcium(Ca),Cadimum(Cd),ChemicalOxygenDemand,Chlorophyll-a,Chloride(Cl),ColourCode,Chromium(Cr),Copper(Cu),DisolvedOxygen(DO),DisolvedOxygenSaturation(DO_SATURATION),Dichlorodiphenyltrichloroethane,Dieldrin,ElectricalConductivity,Endosulfan,Fluorine(F),FaecalColiform-MPN,Iron(Fe),HardnessCalcium,HardnessTotal,Hydrogencarbonate(HCO3),Mercury(Hg),Potassium(K),Magnesium(Mg),Manganese(Mn),ammonia(NH3),Nitrateandnitrite(NO2+NO3),Nitrate(NO3),Nitrate-Nitrogen(NO3-N),Sodium(Na),Sodium%(Na%),Nickel(Ni),OdourCode(Odour_Code),Organic-N,Lead(Pb),Phenols,Phosphorus-Tot,ResidualSodiumCarbonate,Sodiumabsorptionratio(SAR),Sulfate(SO4),Selenium(Se),Secchi,Silicondioxide(SiO2),Silicate(SiO3),SuspendedSolids,AlkalinityTotal,Temperature(Temp),TotalColiformOrganism,TotalDissolvedSolids,TotalOrganicCarbon,TotalSolids,Turbidity,Zinc(Zn),benzenehexachloride,orthophosphate,PotentialofHydrogen(pH),PotentialofHydrogenFLD(pH_FLD),ObsMonth,LGDCode,dcid,LatLong,StationNameLong
Uttar Pradesh,Lucknow,2023-05,2013,Lucknow (Hanuman Setu),26.86147,80.94656,,,,,,,0.12,7.85,,0.0,56.8,,27.0,,28.045,,,,1.57,20.431,,,580.0,,0.399,,,,271.094,239.12,,3.91,30.9825,,0.50544,13.1076,0.4968,12.6108,19.55,13.4246,,,,,,,0.0,0.518287,20.16,,142.0,,,,,59.0,,350.0,,,3.2,,,0.165344,8.28,7.5,2013-05,162,indiaWris/162_LucknowHanumanSetu,[LatLong 26.86147 80.94656],"Lucknow (Hanuman Setu), Lucknow, Uttar Pradesh"
Uttar Pradesh,Prayagraj,2023-12,2013,Meja Road,25.23333333,82.03333333,,,,,0.0,,0.03,2.98,,0.0,35.27,,8.2,,18.0,,,,7.48,80.6382,,,224.0,,0.396,200.0,0.038,,157.425,102.48,,6.0,16.62,,0.05,0.298,0.026,0.272,11.0,12.7263,,,,,,0.014,0.0,0.382609,15.0,,88.175,8.2,,,84.0,38.0,1000.0,138.0,,,,,,,8.12,8.0,2013-12,120,indiaWris/120_MejaRoad,[LatLong 25.23333 82.03333],"Meja Road, Prayagraj, Uttar Pradesh"
Uttarakhand,Pauri Garhwal,2023-06,2001,Rishikesh,30.10293333,78.30388333,,,0.081,,0.0,,,1.11,,0.0,29.24,,,,11.005,,,,6.9,75.9648,,,152.0,,0.19,,0.3906,,151.467,97.6,,0.391,18.8082,,0.0,0.21018,0.0,0.21018,1.702,2.39515,,,,,,,0.0,0.0603781,8.016,,73.1,24.0,,,80.0,41.0,,,,,,,,0.816386,8.08,8.08,2001-06,052,indiaWris/052_Rishikesh,[LatLong 30.10293 78.30388],"Rishikesh, Pauri Garhwal, Uttarakhand"
Chhattisgarh,Bilaspur,2023-01,2011,Rampur,21.64719167,82.51616389,,,,,0.0,,0.001,0.5,,0.0,22.4,,24.0,,7.84,,,,7.7,83.0923,,,267.0,,,,0.04,,104.75,113.5,,1.3,11.7,,,,0.03,,20.7,29.871,,,,,,0.05,0.0,0.882778,26.2,,56.0,12.8,,,186.14,39.0,,,,,,,,,7.64,7.4,2011-01,375,indiaWris/375_Rampur,[LatLong 21.64719 82.51616],"Rampur, Bilaspur, Chhattisgarh"
Chhattisgarh,Bilaspur,2023-11,2003,Rampur,21.64719167,82.51616389,,,,,0.0,,,0.33,,0.0,21.2,,,,13.0,,,,5.77,71.1204,,,310.0,,1.98,,,,88.4,112.9,,,8.6022,,,,,,,,,,,,,0.01,0.0847327,,1.0,,53.0,,,,185.0,52.0,,,,,,,,,8.1,8.11,2003-11,375,indiaWris/375_Rampur,[LatLong 21.64719 82.51616],"Rampur, Bilaspur, Chhattisgarh"
Kerala,Ernakulam,2023-04,2005,Ramamangalam,9.943611111,76.47833333,,,,,0.0,,,0.4,,2.04756,5.6,,1.8,,9.0,,,,6.8,88.415,,,54.0,,0.17,11.0,,,24.0,11.9704,,1.5,2.43,,,0.76,,,4.2,26.0806,,,,,,,0.0,0.373136,1.2,,14.0,4.5,,,12.0,58.0,14.0,38.0,,,,,,,7.26,6.82,2005-04,555,indiaWris/555_Ramamangalam,[LatLong 9.94361 76.47833],"Ramamangalam, Ernakulam, Kerala"
Kerala,Ernakulam,2023-06,2013,Ramamangalam,9.943611111,76.47833333,,,,,0.0,,0.032,0.41,,0.0,6.4,,3.0,,9.4,,,,6.1,79.3135,,,62.0,,0.332,1600.0,0.04,,20.1667,18.3,,2.0,1.0,,,1.027,0.007,1.02,4.9,32.0041,,,,,,,0.0,0.475593,0.8,,16.0,7.0,,,15.0,58.0,1600.0,41.0,,,,,,0.05,7.05,7.0,2013-06,555,indiaWris/555_Ramamangalam,[LatLong 9.94361 76.47833],"Ramamangalam, Ernakulam, Kerala"
Kerala,Malappuram,2023-12,2002,Karathodu,11.05694444,76.03944444,,,,,0.0,,0.01,,,0.0329132,4.8,,,,17.0,,,,7.04,88.3534,,,62.0,,0.262,,,,20.0,17.9573,,1.1,1.944,,,,,,8.0,44.8644,,,,,,0.052,0.0,0.778583,1.0,,12.0,15.0,,,18.0,54.0,,46.0,,,,,,,7.29,7.62,2002-12,562,indiaWris/562_Karathodu,[LatLong 11.05694 76.03944],"Karathodu, Malappuram, Kerala"
Kerala,Malappuram,2023-10,2007,Kumbidi,10.85444444,76.02,,,,,0.0,,,1.6,,0.0,13.6,,12.2,,15.6,,,,7.2,93.6159,,,131.0,,0.258,140.0,,,61.0833,56.1,,1.9,6.5,,,4.078,0.205,3.873,9.8,25.2466,,,,,,0.093,0.0,0.547232,2.4,,34.0,20.4,,,45.9836,58.0,280.0,108.0,,,,,,0.093,7.75,7.8,2007-10,562,indiaWris/562_Kumbidi,[LatLong 10.85444 76.02000],"Kumbidi, Malappuram, Kerala"
Tamil Nadu,Erode,2023-09,2011,Urachikottai,11.47777778,77.7,,,,,0.0,,,0.8,,0.0,16.03,,,,25.18,,,,7.8,99.7417,,,215.0,,0.495,,,,88.7,117.58,,2.4,11.67,,,,,0.502,17.9,29.9433,,,,,,,0.167012,0.829932,7.87,,40.075,,,,96.3771,57.0,,,,,,,,,7.7,7.7,2011-09,573,indiaWris/573_Urachikottai,[LatLong 11.47778 77.70000],"Urachikottai, Erode, Tamil Nadu"
Uttarakhand,Uttar Kashi,2023-08,2006,Uttarkashi,30.72833333,78.44583333,,,,,0.0,,0.07,1.2,,0.0,26.0,,,,9.0,,,,8.1,75.2439,,,108.0,,0.05,,,,134.583,68.0,,0.1,16.7,,,,,,1.7,2.69066,,,,,,0.331,0.0,0.0639782,6.1,,65.0,18.0,,,55.7377,25.0,,,,,,,,,7.9,7.9,2006-08,057,indiaWris/057_Uttarkashi,[LatLong 30.72833 78.44583],"Uttarkashi, Uttar Kashi, Uttarakhand"
Arunachal Pradesh,Upper Subansiri,2023-04,2017,Daporizo,27.98944444,94.22805556,,,,,0.249,,,,,0.3,9.6,,,,6.0,,,,8.1,8.1,,,195.0,,,,,,41.25,42.7,,,0.5,,,,,,,,,,,,,,0.189675,,,,24.0,,,,35.5,50.0,,97.0,,,,,,,7.9,,2017-04,241,indiaWris/241_Daporizo,[LatLong 27.98944 94.22806],"Daporizo, Upper Subansiri, Arunachal Pradesh"
Assam,Barpeta,2023-11,2017,Beki Road Bridge,26.49444444,90.91527778,,,,,,,,1.1,,,,,10.0,,6.3,,,,,8.1,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,,105.0,,,,,,,7.0,,2017-11,280,indiaWris/280_BekiRoadBridge,[LatLong 26.49444 90.91528],"Beki Road Bridge, Barpeta, Assam"
Chhattisgarh,Korea,2023-11,2004,Manendragarh,23.20536111,82.21640111,,,,,0.0,,,0.4,,0.0,16.8,,,,8.0,,,,7.9,99.1466,,,143.0,,,,,,90.0,67.1,,,11.664,,,,,,,,,,,,,,0.0,,5.37,,42.0,,,,110.0,54.0,,,,,,,,,7.9,7.88,2004-11,384,indiaWris/384_Manendragarh,[LatLong 23.20536 82.21640],"Manendragarh, Korea, Chhattisgarh"
Jharkhand,Simdega,2023-03,2004,Tilga,22.62361111,84.41722222,,,,,,,0.0,0.743333333,,0.0,8.8,,,,9.656,,,,8.54,93.3082,,,98.0,,0.0,,,,28.075,34.892,,1.6031,1.458,,,0.098084,0.0,0.098084,6.509,32.0543,,,,,,,0.0127841,0.535468,1.008,,22.0,12.63,,,,39.33333333,,,,,,,,,7.466666667,7.416666667,2004-03,342,indiaWris/342_Tilga,[LatLong 22.62361 84.41722],"Tilga, Simdega, Jharkhand"
Karnataka,Ballari,2023-10,2006,T. Ramapuram,15.66111111,76.96555556,,,,,0.0,,0.001,1.11,,0.0,58.0,,,,93.9,,,,6.36,76.9696,,,934.0,,0.82,,0.01,,199.167,249.0,,3.2,13.0,,0.0,0.0,0.0,0.0,165.0,63.9489,,,,,,0.001,0.117193,5.09781,163.0,,145.0,11.12,,,204.098,50.0,,,,,,,,,7.85,,2006-10,528,indiaWris/528_TRamapuram,[LatLong 15.66111 76.96556],"T. Ramapuram, Ballari, Karnataka"
Kerala,Kollam,2023-08,2004,Pattazhy,9.072777778,76.76111111,,,,,0.0,,,2.2,,0.0,3.2,,4.48,,3.0,,,,7.0,87.9292,,,26.0,,0.05,,,,14.075,6.99634,,1.0,1.458,,,0.434,0.0,0.434,1.4,16.6318,,,,,,0.01,0.0,0.162848,2.6,,8.0,5.7,,,5.7347,55.0,,21.0,,,,,,,6.5,7.6,2004-08,559,indiaWris/559_Pattazhy,[LatLong 9.07278 76.76111],"Pattazhy, Kollam, Kerala"
Kerala,Kollam,2023-02,2017,Pattazhy,9.072777778,76.76111111,,,,,,,,0.4,,,9.4,,,,36.48,,,,7.38,89.395,,,58.6,,,,,,47.25,14.6,,2.78,5.7,,,,,,9.13,28.2379,,,,,,,,0.579849,,,23.5,,,,,51.0,,,,,,,,,6.83,7.0,2017-02,559,indiaWris/559_Pattazhy,[LatLong 9.07278 76.76111],"Pattazhy, Kollam, Kerala"
Madhya Pradesh,Burhanpur,2023-02,2017,Burhanpur,21.29833333,76.23611111,,,0.11,,0.0,,,1.76,,0.0,36.07,,40.0,,55.0,,,,7.45,85.211,,,478.0,,0.14,500.0,,,201.55,232.0,,4.0,26.73,,0.12,0.2,0.08,0.12,42.0,30.8138,,,,,,0.13,0.0,1.29187,12.0,,90.175,10.0,,150.0,190.164,44.0,800.0,310.0,,460.0,2.0,,,,7.8,7.0,2017-02,397,indiaWris/397_Burhanpur,[LatLong 21.29833 76.23611],"Burhanpur, Burhanpur, Madhya Pradesh"
Madhya Pradesh,Chhindwara,2023-02,2017,Ramakona,21.72,78.82416667,,,,,9.96,,0.21,1.2,,12.0,59.9,,159.3,,17.89,,,,6.4,64.843,,,568.0,,0.149,40.0,0.026,,270.875,265.35,,1.75,29.07,,0.315,2.23,0.042,2.188,36.04,22.4148,,,,,,,0.0,0.955688,23.6,,149.75,20.366,,,237.5,32.0,230.0,,,,,,,5.505,8.7,,2017-02,399,indiaWris/399_Ramakona,[LatLong 21.72000 78.82417],"Ramakona, Chhindwara, Madhya Pradesh"
Madhya Pradesh,Seoni,2023-05,2017,Keolari,22.38055556,79.9,,,,,0.0,,1.57,30.0,,0.0,30.36,,76.3,,21.87,,,,5.1,64.006,,,323.0,,0.675,16000.0,0.315,,181.692,207.4,,1.76,25.39,,0.755,1.844,0.033,1.811,20.75,19.8281,,,,,,,0.0,0.672328,10.5,,75.9,25.97,,,170.0,54.0,16000.0,,,,,,,1.399,8.0,,2017-05,428,indiaWris/428_Keolari,[LatLong 22.38056 79.90000],"Keolari, Seoni, Madhya Pradesh"
Maharashtra,Nanded,2023-08,2004,Betmogra,18.71666667,77.53333333,,,,,0.0,,0.37,0.6,,0.0,34.0,,72.8,,37.0,,,,6.0,73.9554,,,549.0,,0.44,,0.06,,153.0,225.7,,6.0,16.524,,0.05,2.69,,2.69,39.0,34.5756,,,,,,,0.643018,1.37225,9.0,,85.0,32.0,,,185.0,52.0,,,,,,,,0.04,8.0,,2004-08,485,indiaWris/485_Betmogra,[LatLong 18.71667 77.53333],"Betmogra, Nanded, Maharashtra"
Uttar Pradesh,Chandauli,2023-04,2007,Narhan,25.20916667,83.32666667,,,,,59.76,,0.032,,,72.0,41.0,,,,44.0,,,,5.29,66.3906,,,349.0,,0.36,0.0,0.056,,331.667,351.0,,6.0,55.0,,0.05,10.006,0.106,9.9,62.0,28.6222,,,0.01,,,0.01,1.58141,1.48773,21.0,,63.325,8.3,,,695.88,54.0,200.0,,,,,,,,8.06,7.0,2007-04,135,indiaWris/135_Narhan,[LatLong 25.20917 83.32667],"Narhan, Chandauli, Uttar Pradesh"
Uttar Pradesh,Etawah,2023-01,2017,Udi,26.71666667,78.93333333,,,,,19.671,,0.2304,3.6,,23.7,25.6,,20.8,,51.83,,,,8.0,79.3336,,,615.0,,0.152,,0.0558,,193.6,154.33,,1.564,31.104,,0.0,0.15392,0.0138,0.14012,66.24,42.633,,,,,,,0.0,2.08018,70.944,,64.0,,,,166.0,30.0,,,,,,,,0.020668,8.8,,2017-01,139,indiaWris/139_Udi,[LatLong 26.71667 78.93333],"Udi, Etawah, Uttar Pradesh"
Uttar Pradesh,Jaunpur,2023-08,2004,Jaunpur,25.75,82.61666667,,,,,0.0,,0.001,,,0.0,16.51,,,,8.4,,,,6.43,86.6139,,,255.0,,0.05,,0.05,,307.842,312.32,,5.0,65.83,,0.05,0.23,0.01,0.22,60.0,29.5752,,,,,,0.126,0.0,1.49603,1.0,,41.275,9.5,,,512.205,63.0,,,,,,,,,8.64,8.5,2004-08,152,indiaWris/152_Jaunpur,[LatLong 25.75000 82.61667],"Jaunpur, Jaunpur, Uttar Pradesh"
Uttarakhand,Tehri Garhwal,2023-01,2017,Koteshwar,30.26277778,78.50055556,,,,,0.0,,0.2,1.03,,0.0,24.5,,5.2,,18.5,,,,7.35,76.0476,,,106.0,,0.1,700.0,,,107.083,68.32,,3.2,11.0,,0.05,0.39,0.14,0.25,10.5,17.1288,,,,,,0.065,0.0,0.442792,21.4,,61.25,,,,56.0,34.0,1100.0,80.0,,,,,,,7.43,7.3,2017-01,055,indiaWris/055_Koteshwar,[LatLong 30.26278 78.50056],"Koteshwar, Tehri Garhwal, Uttarakhand"
Bihar,Patna,2023-10,2018,Sripalpur,25.50027778,85.10944444,,,,,3.984,,,1.959,,4.8,34.4,,,,36.0,,,,,7.059,,,286.0,,,,,506.708,202.683,173.24,,15.2,23.74,,,,,,10.5,,,,,,,,,,,,,,,157.0,150.0,54.0,,183.0,,,,,,,8.4,8.4,2018-10,212,indiaWris/212_Sripalpur,[LatLong 25.50028 85.10944],"Sripalpur, Patna, Bihar"
Gujarat,Rajkot,2023-03,2017,Ganod,21.66472222,70.18111111,,,,,0.0,,,17.4,,0.0,115.2,,124.0,,540.0,,,,,1.01,,,2232.0,,0.72,49000.0,,1367.06,546.825,52.5,,11.09,26.73,,24.8,,,,385.8,,,,,,,0.15,,,98.81,,,43.44,,151.0,86.066,36.0,79000.0,1516.0,,,,,,,8.0,7.2,2017-03,457,indiaWris/457_Ganod,[LatLong 21.66472 70.18111],"Ganod, Rajkot, Gujarat"
Himachal Pradesh,Sirmaur,2023-12,2018,Paonta,30.43055556,77.59111111,,,,,0.0,,0.24,3.4356,,0.0,35.26,,12.0,,6.04,,,,,4.98,,,450.7,,0.19,21000.0,,505.793,202.317,203.4,,2.24,22.16,,0.0396,,,,4.78,,,,,,,0.773,,,9.4,,,10.4,,0.0,166.721,20.0,110000.0,270.0,,,,,,,7.95,7.95,2018-12,024,indiaWris/024_Paonta,[LatLong 30.43056 77.59111],"Paonta, Sirmaur, Himachal Pradesh"
Jharkhand,East Singhbum,2023-02,2018,Jamshedpur,22.81666667,86.21083333,,,,,0.0,,0.02,1.0,,0.0,39.22,,,,24.22,,,,,6.16,,,451.0,,0.05,,,497.855,199.142,112.72,,1.6,14.29,,,,,,21.8,,,,,,,0.001,,,2.92,,,7.9,,,92.393,38.0,,,,,,,,,7.3,7.36,2018-02,327,indiaWris/327_Jamshedpur,[LatLong 22.81667 86.21083],"Jamshedpur, East Singhbum, Jharkhand"
Madhya Pradesh,Harda,2023-02,2018,Handia,22.49027778,76.99361111,,,,,0.0,,,1.4,,0.0,26.72,,46.0,,4.0,,,,,6.6,,,292.0,,0.281,,,354.27,141.708,163.0,,1.71,12.15,,,,,,16.64,,,,,,,0.147,,,14.65,,,20.32,,,133.607,29.0,,190.0,,,,,,,7.84,,2018-02,408,indiaWris/408_Handia,[LatLong 22.49028 76.99361],"Handia, Harda, Madhya Pradesh"
Assam,Hailakandi,2023-04,2007,Matizuri,24.66666667,92.61277778,,,,,,,,,,0.3,20.4,,,,6.035,,,,,,,,207.0,,0.5,,,,54.0375,57.95,,,0.729,,,,,,,,,,,,,,0.0,,,,51.0,,,,,,,207.0,,,0.6,,,,7.5,,2007-04,289,indiaWris/289_Matizuri,[LatLong 24.66667 92.61278],"Matizuri, Hailakandi, Assam"
Assam,Karbi Anglong,2023-10,2006,Kheronighat,25.84833333,92.88833333,,,,,0.01909,,,,,0.023,10.213,,,,0.997,,,,,,,,97.5,,,,,,45.1158,24.83,,,4.7,,,,,,,,,,,,,,0.0,,,,25.5325,,,,20.3908,,,,,,,,,,7.16,,2006-10,292,indiaWris/292_Kheronighat,[LatLong 25.84833 92.88833],"Kheronighat, Karbi Anglong, Assam"
Assam,Tinsukia,2023-10,2008,Udaipur,27.33714722,95.85018056,,,,,0.0,,,,,0.0,16.0,,,,19.88,,,,,,,,103.0,,,,,,69.8688,73.2,,,7.1685,,,,,,,,,,,,,,0.0,,,,40.0,,,,60.0,,,48.3,,,,,,,7.4,7.38,2008-10,302,indiaWris/302_Udaipur,[LatLong 27.33715 95.85018],"Udaipur, Tinsukia, Assam"
Bihar,Gaya,2023-11,2008,Gaya,24.795,85.01583333,,,,,13.944,,,,,16.8,32.06,,,,15.0,,,,,,,,307.0,,,,,,140.942,165.92,,,14.59,,,,,,,,,,,,,,0.479107,,,,80.15,,,,164.0,52.0,,,,,,,,,8.5,8.52,2008-11,196,indiaWris/196_Gaya,[LatLong 24.79500 85.01583],"Gaya, Gaya, Bihar"
Bihar,Lakhisarai,2023-12,2008,Lakhisarai,25.17583333,86.10111111,,,,,13.944,,,,,16.8,35.27,,,,24.0,,,,,,,,330.0,,,,,,132.758,158.6,,,10.7,,,,,,,,,,,,,,0.519026,,,,88.175,,,,158.0,50.0,,,,,,,,,8.1,8.15,2008-12,204,indiaWris/204_Lakhisarai,[LatLong 25.17583 86.10111],"Lakhisarai, Lakhisarai, Bihar"
Madhya Pradesh,Burhanpur,2023-06,2004,Burhanpur,21.29833333,76.23611111,,,,,0.0,,,0.9,,0.0,30.5,,,,20.0,,,,,,,,329.0,,0.18,,,,104.583,97.54,,,6.8,,0.05,0.014012,0.0,0.014012,,,,,,,,0.04,0.0,,14.72,,76.25,16.38,,51.0,80.0,60.0,,213.0,,,,,,,7.86,,2004-06,397,indiaWris/397_Burhanpur,[LatLong 21.29833 76.23611],"Burhanpur, Burhanpur, Madhya Pradesh"
Madhya Pradesh,Morena,2023-03,2012,Dholpur,26.65,77.9,,,,,56.274,,0.1188,,,67.8,41.0,,,,39.05,,,,,,,,571.0,,4.408,,0.2046,,180.969,125.05,,,18.8325,,,0.14012,0.0138,0.14012,,,,,,,,,0.713938,,52.8,,67.85,10.4,,,215.5,,,,,,,,,0.248016,8.73,,2012-03,417,indiaWris/417_Dholpur,[LatLong 26.65000 77.90000],"Dholpur, Morena, Madhya Pradesh"
Maharashtra,Buldhana,2023-12,2004,Yerli,20.93638889,76.47416667,,,,,10.0,,,0.9,,6.0,32.06,,,,166.76,,,,,,,,503.0,,0.51,,,,108.483,243.84,,,6.8,,0.05,0.154132,0.0,0.154132,,,,,,,,0.18,2.03734,,12.7,,80.15,18.28,,69.0,200.0,38.0,,376.0,,,,,,,8.57,,2004-12,472,indiaWris/472_Yerli,[LatLong 20.93639 76.47417],"Yerli, Buldhana, Maharashtra"
Odisha,Gajapati,2023-04,2003,Mahendragarh,19.22305556,84.26444444,,,,,2.3,,,,,2.8,14.8,,,,3.0,,,,,,,,230.0,,,,,,46.0,69.78,,,2.187,,,,,,,,,,,,,,0.318558,,,,37.0,,,,119.0,43.0,,,,,,,,,8.2,8.2,2003-04,353,indiaWris/353_Mahendragarh,[LatLong 19.22306 84.26444],"Mahendragarh, Gajapati, Odisha"
Tamil Nadu,Kanchipuram,2023-02,2008,Chengalpet,12.65,79.94722222,,,,,0.0,,,,,0.0,31.2,,,,62.906,,,,,,,,487.0,,,,,,169.125,266.814,,,21.87,,,,,,,,,,,,,,1.01675,,9.792,,78.0,,,,218.7,41.0,,,,,,,,,7.95,,2008-02,574,indiaWris/574_Chengalpet,[LatLong 12.65000 79.94722],"Chengalpet, Kanchipuram, Tamil Nadu"
Tamil Nadu,Villupuram,2023-12,2008,Villupuram,11.87055556,79.45944444,,,,,0.0,,,,,0.0,32.0,,,,76.254,,,,,,,,485.0,,,,,,156.95,213.439,,,18.468,,,,,,,,,,,,,,0.381888,,,,80.0,,,,174.95,50.0,,,,,,,,,7.75,7.0,2008-12,596,indiaWris/596_Villupuram,[LatLong 11.87056 79.45944],"Villupuram, Villupuram, Tamil Nadu"
Uttar Pradesh,Agra,2023-08,2011,Agra(J.B.),27.26666667,78.03333333,,,,,0.0,,0.1476,,,0.0,44.87333333,,,,73.11816667,,,,,,,,604.3333333,,0.234333333,,0.0744,,195.6473333,165.2896667,,,20.0313,,0.0,2.916986667,0.7498,2.167186667,,,,,,,,,0.0,,46.96,,112.1833333,,,,135.4833333,,,,,,,,,0.072338,7.643333333,,2011-08,118,indiaWris/118_AgraJB,[LatLong 27.26667 78.03333],"Agra(J.B.), Agra, Uttar Pradesh"
Chhattisgarh,Janjgir-Champa,2023-10,2016,Bamnidhi,21.90848611,82.71364,,,,,0.0,,,0.7,,0.0,30.46,,,,13.0,,,,6.3,81.9139,,,119.0,,,,,,169.317,100.0,,6.71,22.36,,,,,,18.48,18.5407,,,,,,,0.0,0.620166,,,76.15,,,,164.0,58.0,,,,,,,,,6.8,7.18,2016-10,379,indiaWris/379_Bamnidhi,[LatLong 21.90849 82.71364],"Bamnidhi, Janjgir-Champa, Chhattisgarh"
Maharashtra,Bhandara,2023-03,2003,Pauni,20.79611111,79.64222222,,,,,0.0,,0.21,3.4,,0.0,35.0,,,,16.0,,,,5.0,61.6846,,,301.0,,0.44,17400.0,0.01,,141.667,189.0,,1.56,13.0,,0.63,0.53,0.1,0.43,16.0,19.5919,,,,,,,0.281534,0.586477,12.0,,87.5,30.0,,,154.918,53.0,27100.0,,,,,,,0.01,7.5,,2003-03,471,indiaWris/471_Pauni,[LatLong 20.79611 79.64222],"Pauni, Bhandara, Maharashtra"
Maharashtra,Bhandara,2023-09,2007,Pauni,20.79611111,79.64222222,,,,,0.0,,0.57,1.0,,0.0,36.6,,47.7,,7.81,,,,7.7,101.952,,,250.0,,0.456,400.0,0.0744,,110.737,143.96,,1.173,4.617,,0.5616,1.4702,0.069,1.4012,9.66,15.8165,,,,,,,0.153239,0.400046,12.48,,91.5,35.0,,,118.0,61.0,1150.0,,,,53.0,,,0.041336,8.1,,2007-09,471,indiaWris/471_Pauni,[LatLong 20.79611 79.64222],"Pauni, Bhandara, Maharashtra"
Maharashtra,Chandrapur,2023-12,2016,Bamni (Balharsha),19.81472222,79.37944444,,,,,0.0,,0.18,3.6,,0.0,53.45,,77.6,,35.8,,,,6.0,71.2758,,,586.0,,0.216,2400.0,,,243.083,169.54,,4.59,26.27,,0.34,2.955,0.025,2.93,8.43,6.90137,,,,,,,0.0,0.235979,41.1,,133.625,22.039,,,138.967,48.0,2400.0,,,,,,,0.456,8.2,,2016-12,473,indiaWris/473_BamniBalharsha,[LatLong 19.81472 79.37944],"Bamni (Balharsha), Chandrapur, Maharashtra"
Maharashtra,Chandrapur,2023-03,2010,Bamni (Balharsha),19.81472222,79.37944444,,,,,0.0,,0.7,2.6,,0.0,35.4,,62.83,,56.09,,,,6.0,73.9554,,,644.0,,0.608,250.0,0.0,,186.712,194.59,,4.692,23.571,,0.61776,0.42036,0.0,0.42036,48.99,35.771,,,,,,,0.0,1.56538,48.0,,88.5,17.4,,,159.5,52.0,650.0,,,,1.0,,,0.10334,8.2,,2010-03,473,indiaWris/473_BamniBalharsha,[LatLong 19.81472 79.37944],"Bamni (Balharsha), Chandrapur, Maharashtra"
Odisha,Anugul,2023-04,2008,Tikarpara,20.59944444,84.78166667,,,,,,,0.001,0.7,,0.0,18.22,,,,16.86,,,,7.27,92.9644,,,192.0,,0.05,,0.2232,,67.2167,74.0,,0.76,5.2,,,0.58808,0.0276,0.56048,12.16,28.052,,,,,,0.05,0.0,0.646875,8.4,,45.55,8.62,,,,57.0,,,,,,,,,8.08,8.1,2008-04,344,indiaWris/344_Tikarpara,[LatLong 20.59944 84.78167],"Tikarpara, Anugul, Odisha"
Odisha,Anugul,2023-02,2016,Tikarpara,20.59944444,84.78166667,,,,,46.0152,,0.01,0.6,,55.44,20.84,,,,16.97,,,,8.34,97.2255,,,442.0,,0.05,,0.186,,108.808,107.08,,2.6,13.61,,,1.00886,0.0,1.00886,12.0,18.9916,,,,,,0.01,1.44322,0.502271,6.04,,52.1,6.0,,,180.17,46.0,,,,,,,,,8.23,8.18,2016-02,344,indiaWris/344_Tikarpara,[LatLong 20.59944 84.78167],"Tikarpara, Anugul, Odisha"
Odisha,Anugul,2023-06,2003,Tikarpara,20.59944444,84.78166667,,,,,,,0.0,0.54,,0.0,19.2,,,,12.425,,,,6.12,82.4381,,,174.0,,0.0,,0.1302,,64.2,71.98,,1.8768,3.888,,,0.196168,0.0,0.196168,7.82,20.414,,,,,,0.001,0.0,0.425502,1.488,,48.0,7.2,,,,63.0,,,,,,,,,7.6,7.6,2003-06,344,indiaWris/344_Tikarpara,[LatLong 20.59944 84.78167],"Tikarpara, Anugul, Odisha"
Odisha,Anugul,2023-11,2002,Tikarpara,20.59944444,84.78166667,,,,,,,0.0,0.55,,0.0,16.0,,,,9.656,,,,6.52,80.3648,,,172.0,,0.0,,0.0558,,68.35,75.03,,2.3851,6.804,,,0.82586,0.0552,0.77066,6.509,16.63,,,,,,0.08264,0.0,0.343546,7.2,,40.0,11.04,,,,52.0,,,,,,,,,7.4,7.4,2002-11,344,indiaWris/344_Tikarpara,[LatLong 20.59944 84.78167],"Tikarpara, Anugul, Odisha"
Telangana,Adilabad,2023-12,2011,Bhatpalli,19.33055556,79.50388889,,,,,7.2542,,0.24,1.8,,8.74,29.7,,39.68,,16.33,,,,9.5,108.658,,,552.0,,0.79,250.0,0.9,,185.917,273.06,,1.9,26.8,,0.18,1.199,0.009,1.19,48.7,36.1835,,,,,,,1.07965,1.56007,21.12,,74.25,101.4,,,238.386,44.0,850.0,,,,10.0,,,0.0,8.7,,2011-12,501,indiaWris/501_Bhatpalli,[LatLong 19.33056 79.50389],"Bhatpalli, Adilabad, Telangana"
