Year,Place,StatVar,Quantity,ScalingFactor
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace_AsAFractionOf_Count_Person_15To50Years_Female_OneRace,46.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_OneRace,61.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_OneRace_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_OneRace,43.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone_AsAFractionOf_Count_Person_15To50Years_Female_WhiteAlone,90.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone_AsAFractionOf_Count_Person_15To50Years_Female_WhiteAlone,48.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_WhiteAlone,65.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_WhiteAlone,45.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone_AsAFractionOf_Count_Person_15To50Years_Female_BlackOrAfricanAmericanAlone,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_BlackOrAfricanAmericanAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_BlackOrAfricanAmericanAlone,1000.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_Count_Person_15To50Years_Female_AmericanIndianOrAlaskaNativeAlone,333.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AmericanIndianOrAlaskaNativeAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_AmericanIndianOrAlaskaNativeAlone,667.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone_AsAFractionOf_Count_Person_15To50Years_Female_AsianAlone,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_AsianAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_AsianAlone,1000.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone_AsAFractionOf_Count_Person_15To50Years_Female_SomeOtherRaceAlone,0.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone_AsAFractionOf_Count_Person_15To50Years_Female_SomeOtherRaceAlone,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_SomeOtherRaceAlone,920.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_SomeOtherRaceAlone_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_SomeOtherRaceAlone,602.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces_AsAFractionOf_Count_Person_15To50Years_Female_TwoOrMoreRaces,429.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces_AsAFractionOf_Count_Person_15To50Years_Female_TwoOrMoreRaces,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_TwoOrMoreRaces,538.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_TwoOrMoreRaces_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_TwoOrMoreRaces,773.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino_AsAFractionOf_Count_Person_15To50Years_Female_HispanicOrLatino,0.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino_AsAFractionOf_Count_Person_15To50Years_Female_HispanicOrLatino,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_HispanicOrLatino,664.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_HispanicOrLatino_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_HispanicOrLatino,664.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino_AsAFractionOf_Count_Person_15To50Years_Female_WhiteAloneNotHispanicOrLatino,94.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino_AsAFractionOf_Count_Person_15To50Years_Female_WhiteAloneNotHispanicOrLatino,48.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_WhiteAloneNotHispanicOrLatino,67.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_WhiteAloneNotHispanicOrLatino_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_WhiteAloneNotHispanicOrLatino,45.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Native_AsAFractionOf_Count_Person_15To50Years_Female_Native,102.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Native_AsAFractionOf_Count_Person_15To50Years_Female_Native,45.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Native_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_Native,64.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Native_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_Native,42.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,121.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,156.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentLessThanHighSchoolGraduate_Female,345.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,14.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,34.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female,247.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,171.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,29.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,168.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female,42.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,162.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,153.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,150.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentBachelorsDegreeOrHigher_Female,230.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,0.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_AsAFractionOf_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,125.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,475.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_AsAFractionOf_MarginOfError_Count_Person_15To50Years_EducationalAttainmentGraduateOrProfessionalDegree_Female,210.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined_AsAFractionOf_Count_Person_15To50Years_Female_PovertyStatusDetermined,102.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined_AsAFractionOf_Count_Person_15To50Years_Female_PovertyStatusDetermined,45.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_PovertyStatusDetermined,64.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_PovertyStatusDetermined_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_PovertyStatusDetermined,42.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,48.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,0.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,115.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1.0OrLessRatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_1.0OrLessRatioToPovertyLine,145.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,187.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,68.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,207.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_1To1.99RatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_1To1.99RatioToPovertyLine,98.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,70.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine_AsAFractionOf_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,67.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,71.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_2OrMoreRatioToPovertyLine_AsAFractionOf_MarginOfError_Count_Person_15To50Years_Female_2OrMoreRatioToPovertyLine,86.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_16To50Years_Female,102.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female_AsAFractionOf_Count_Person_16To50Years_Female,45.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_16To50Years_Female,64.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female_AsAFractionOf_MarginOfError_Count_Person_16To50Years_Female,42.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_AsAFractionOf_Count_Person_16To50Years_InLaborForce_Female,83.0,1000.0
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_AsAFractionOf_Count_Person_16To50Years_InLaborForce_Female,43.0,1000.0
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_AsAFractionOf_MarginOfError_Count_Person_16To50Years_InLaborForce_Female,81.0,1000.0
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_AsAFractionOf_MarginOfError_Count_Person_16To50Years_InLaborForce_Female,56.0,1000.0
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried,18.315,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried,18.016,
2021,geoId/41001950100,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_20To34Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female_Unmarried,15.925,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_20To34Years_BirthInThePast12Months_Female_Unmarried,18.016,
2021,geoId/41001950100,dcid:Count_Person_35To50Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_35To50Years_BirthInThePast12Months_Female_Unmarried,8.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_OneRace,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_OneRace,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_OneRace,16.551,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_OneRace,18.016,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAlone,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAlone,16.25,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAlone,18.016,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_AmericanIndianOrAlaskaNativeAlone,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_AmericanIndianOrAlaskaNativeAlone,1.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_TwoOrMoreRaces,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_TwoOrMoreRaces,6.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAloneNotHispanicOrLatino,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAloneNotHispanicOrLatino,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAloneNotHispanicOrLatino,16.25,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_WhiteAloneNotHispanicOrLatino,18.016,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_Native,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_Native,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_Native,18.315,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_Native,18.016,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentLessThanHighSchoolGraduate_Female_Unmarried,7.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentHighSchoolGraduateIncludesEquivalency_Female_Unmarried,1.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_Unmarried,11.492,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentSomeCollegeOrAssociatesDegree_Female_Unmarried,10.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_Unmarried,11.04,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentBachelorsDegreeOrHigher_Female_Unmarried,11.492,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_EducationalAttainmentGraduateOrProfessionalDegree_Female_Unmarried,9.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_PovertyStatusDetermined,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_PovertyStatusDetermined,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_PovertyStatusDetermined,18.315,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_PovertyStatusDetermined,18.016,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1.0OrLessRatioToPovertyLine,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1.0OrLessRatioToPovertyLine,1.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1To1.99RatioToPovertyLine,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1To1.99RatioToPovertyLine,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1To1.99RatioToPovertyLine,13.141,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_1To1.99RatioToPovertyLine,10.0,
2021,geoId/41001950100,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_2OrMoreRatioToPovertyLine,0.0,
2021,geoId/41001950200,dcid:Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_2OrMoreRatioToPovertyLine,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_2OrMoreRatioToPovertyLine,12.345,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_15To50Years_BirthInThePast12Months_Female_Unmarried_2OrMoreRatioToPovertyLine,14.938,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female_Unmarried,18.315,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_Female_Unmarried,18.016,
2021,geoId/41001950100,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_Unmarried,0.0,
2021,geoId/41001950200,dcid:Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_Unmarried,0.0,
2021,geoId/41001950100,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_Unmarried,12.345,
2021,geoId/41001950200,dcid:MarginOfError_Count_Person_16To50Years_BirthInThePast12Months_InLaborForce_Female_Unmarried,14.938,
