id	name	compartment	chemicalFormula	bigg.metabolite	chebi	chembl	kegg.compound	metanetx.chemical	hmdb	pubchem.compound	lipidmaps
M_m01201m	8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate	m	C16H25O3	NA	NA	NA	NA	NA	NA	6610221	NA
M_m01202c	8(S)-HETE	c	C20H31O3	NA	NA	NA	NA	MNXM24861	NA	NA	LMFA03060006
M_m01203c	8(S)-HPETE	c	C20H31O4	NA	NA	NA	NA	MNXM91461	NA	NA	LMFA03060073
M_m01204m	8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate	m	C16H23O3	NA	NA	NA	NA	NA	NA	NA	NA
M_m01205m	8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate	m	C16H25O3	NA	NA	NA	NA	NA	NA	NA	NA
M_m01206m	8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate	m	C16H25O3	NA	NA	NA	NA	NA	NA	6610221	NA
M_m01207c	8,11-eicosadienoic acid	c	C20H35O2	NA	NA	NA	NA	MNXM24172	NA	NA	LMFA01030376
M_m01207l	8,11-eicosadienoic acid	l	C20H35O2	NA	NA	NA	NA	MNXM24172	NA	NA	LMFA01030376
M_m01207r	8,11-eicosadienoic acid	r	C20H35O2	NA	NA	NA	NA	MNXM24172	NA	NA	LMFA01030376
M_m01207s	8,11-eicosadienoic acid	s	C20H35O2	NA	NA	NA	NA	MNXM24172	NA	NA	LMFA01030376
M_m01208c	8,9-DHET	c	C20H33O4	NA	NA	NA	NA	MNXM8216	NA	NA	LMFA03050006
M_m01209c	8,9-EET	c	C20H31O3	NA	CHEBI:34490	CHEMBL:1437769	C14769	MNXM6139	HMDB02232	5283203	LMFA03080003
M_m01209r	8,9-EET	r	C20H31O3	NA	CHEBI:34490	CHEMBL:1437769	C14769	MNXM6139	HMDB02232	5283203	LMFA03080003
M_m01210c	8,9-epoxy-(5Z)-tetradecenoic acid	c	C14H24O3	NA	NA	NA	NA	NA	NA	NA	NA
M_m01211c	8alpha-hydroxy-gamma-tocopherone	c	C28H48O3	NA	NA	NA	NA	MNXM151611	NA	NA	NA
M_m01212c	8alpha-hydroxytocopherone	c	C29H50O3	NA	NA	NA	NA	MNXM166711	NA	NA	NA
M_m01213c	8-HETE	c	C20H31O3	NA	NA	NA	NA	MNXM24861	NA	NA	LMFA03060086
M_m01214c	8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate	c	C20H30O4	NA	NA	NA	NA	NA	NA	NA	NA
M_m01215c	8-peroxy-docosahexaenoate	c	C22H30O4	NA	NA	NA	NA	MNXM166710	NA	NA	NA
M_m01216c	9(10)-EpOME	c	C18H31O3	NA	NA	NA	C14825	MNXM6142	HMDB04701	6246154	LMFA01070018
M_m01216r	9(10)-EpOME	r	C18H31O3	NA	NA	NA	C14825	MNXM6142	HMDB04701	6246154	LMFA01070018
M_m01217c	9(S)-HPODE	c	C18H31O4	NA	CHEBI:34498	CHEMBL:1594141	C14827	MNXM1867	NA	NA	LMFA02000012
M_m01218c	9,10-12,13-diepoxy-octadecanoate	c	C18H31O4	NA	NA	NA	NA	MNXM15096	NA	18172	NA
M_m01219c	9,10-epoxy-(6Z,12Z)-octadecadienoic acid	c	C18H29O3	NA	NA	NA	NA	NA	NA	NA	LMFA02000037
M_m01220c	9,10-hydroxyoctadec-12(Z)-enoate	c	C18H33O4	NA	NA	NA	C14828	MNXM93048	HMDB04704	9966640	NA
M_m01220r	9,10-hydroxyoctadec-12(Z)-enoate	r	C18H33O4	NA	NA	NA	C14828	MNXM93048	HMDB04704	9966640	NA
M_m01221c	9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate	c	C20H33O5	NA	NA	NA	NA	NA	NA	5283078	NA
M_m01222c	9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate	c	C20H31O6	NA	NA	NA	NA	NA	NA	NA	NA
M_m01223c	9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate	c	C20H31O6	NA	NA	NA	NA	NA	NA	NA	NA
M_m01224c	9,13-cis-retinoate	c	C20H27O2	NA	NA	NA	NA	MNXM118676	NA	6419708	NA
M_m01225m	9-carboxy-alpha-chromanol	m	C24H37O4	NA	NA	NA	NA	MNXM39475	NA	NA	NA
M_m01226m	9-carboxy-alpha-tocotrienol	m	C24H33O4	NA	NA	NA	NA	MNXM39476	NA	NA	NA
M_m01227m	9-carboxy-gamma-chromanol	m	C23H35O4	NA	NA	NA	NA	MNXM39477	NA	NA	NA
M_m01228m	9-carboxy-gamma-tocotrienol	m	C23H31O4	NA	NA	NA	NA	MNXM39478	NA	NA	NA
M_m01229c	9-cis-4-oxo-13,14-dihydro-retinoate	c	C20H27O3	NA	NA	NA	NA	MNXM166718	NA	NA	NA
M_m01230c	9-cis-retinal	c	C20H28O	retinal_cis_9	NA	NA	NA	MNXM162775	NA	638015	NA
M_m01230r	9-cis-retinal	r	C20H28O	retinal_cis_9	NA	NA	NA	MNXM162775	NA	638015	NA
M_m01231c	9-cis-retinoate	c	C20H27O2	NA	NA	NA	NA	MNXM10472	NA	449171	NA
M_m01231r	9-cis-retinoate	r	C20H27O2	NA	NA	NA	NA	MNXM10472	NA	449171	NA
M_m01232c	9-cis-retinol	c	C20H30O	retinol_9_cis	NA	NA	NA	MNXM162711	NA	9947823	NA
M_m01233c	9-cis-retinoyl-beta-D-glucuronide	c	C26H35O8	NA	NA	NA	NA	MNXM166720	NA	5281877	NA
M_m01233r	9-cis-retinoyl-beta-D-glucuronide	r	C26H35O8	NA	NA	NA	NA	MNXM166720	NA	5281877	NA
M_m01234c	9-deoxy-delta12-PGD2	c	C20H31O4	NA	NA	NA	NA	MNXM151627	NA	NA	NA
M_m01235c	9-eicosenoic acid	c	C20H37O2	NA	CHEBI:32419	NA	NA	MNXM489768	NA	NA	LMFA01030700
M_m01235l	9-eicosenoic acid	l	C20H37O2	NA	CHEBI:32419	NA	NA	MNXM489768	NA	NA	LMFA01030700
M_m01235r	9-eicosenoic acid	r	C20H37O2	NA	CHEBI:32419	NA	NA	MNXM489768	NA	NA	LMFA01030700
M_m01235s	9-eicosenoic acid	s	C20H37O2	NA	CHEBI:32419	NA	NA	MNXM489768	NA	NA	LMFA01030700
M_m01236c	9-eicosenoyl-CoA	c	C41H68N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m01236m	9-eicosenoyl-CoA	m	C41H68N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m01236r	9-eicosenoyl-CoA	r	C41H68N7O17P3S	NA	NA	NA	NA	NA	NA	NA	NA
M_m01237c	9-heptadecenoyl-CoA	c	C38H62N7O17P3S	NA	NA	NA	NA	MNXM146023	NA	NA	NA
M_m01237m	9-heptadecenoyl-CoA	m	C38H62N7O17P3S	NA	NA	NA	NA	MNXM146023	NA	NA	NA
M_m01237r	9-heptadecenoyl-CoA	r	C38H62N7O17P3S	NA	NA	NA	NA	MNXM146023	NA	NA	NA
M_m01238c	9-heptadecylenic acid	c	C17H31O2	NA	NA	NA	C16536	MNXM153514	NA	NA	LMFA01030060
M_m01238l	9-heptadecylenic acid	l	C17H31O2	NA	NA	NA	C16536	MNXM153514	NA	NA	LMFA01030060
M_m01238r	9-heptadecylenic acid	r	C17H31O2	NA	NA	NA	C16536	MNXM153514	NA	NA	LMFA01030060
M_m01238s	9-heptadecylenic acid	s	C17H31O2	NA	NA	NA	C16536	MNXM153514	NA	NA	LMFA01030060
M_m01239c	9-HETE	c	C20H31O3	NA	NA	NA	NA	MNXM118690	NA	NA	LMFA03060089
M_m01240c	9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate	c	C24H40O10	NA	NA	NA	NA	MNXM151630	NA	NA	NA
M_m01240r	9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate	r	C24H40O10	NA	NA	NA	NA	MNXM151630	NA	NA	NA
M_m01241c	9-hydroxybenzo[a]pyrene	c	C20H12O	NA	NA	NA	C14556	MNXM6986	NA	NA	NA
M_m01242c	9-hydroxybenzo[a]pyrene-4,5-oxide	c	C20H12O2	NA	NA	NA	C14854	MNXM10473	NA	NA	NA
M_m01243c	9-hydroxyoctadecadienoate	c	C18H31O3	NA	NA	NA	NA	NA	NA	NA	NA
M_m01244c	9-O-acetylated-GD3	c	C54H90N3O29RCO	oagd3_hs	NA	NA	NA	MNXM6987	NA	NA	NA
M_m01244g	9-O-acetylated-GD3	g	C54H90N3O29RCO	oagd3_hs	NA	NA	NA	MNXM6987	NA	NA	NA
M_m01244s	9-O-acetylated-GD3	s	C54H90N3O29RCO	oagd3_hs	NA	NA	NA	MNXM6987	NA	NA	NA
M_m01245c	9-O-acetylated-GT3	c	C65H106N4O37RCO	oagt3_hs	NA	NA	NA	MNXM6988	NA	NA	NA
M_m01245g	9-O-acetylated-GT3	g	C65H106N4O37RCO	oagt3_hs	NA	NA	NA	MNXM6988	NA	NA	NA
M_m01245s	9-O-acetylated-GT3	s	C65H106N4O37RCO	oagt3_hs	NA	NA	NA	MNXM6988	NA	NA	NA
M_m01246c	9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate	c	C20H30O4	NA	NA	NA	NA	MNXM151634	NA	NA	NA
M_m01247c	A2PE	c	C47H62NO8PR2	NA	CHEBI:71980	CHEMBL:2078928	NA	MNXM63979	NA	NA	NA
M_m01248c	A2PE-H2	c	C47H64NO8PR2	NA	NA	NA	NA	MNXM50735	NA	NA	NA
M_m01249c	acetaldehyde	c	C2H4O	acald	CHEBI:15343	CHEMBL:170365	C00084	MNXM75	HMDB00990	177	NA
M_m01249m	acetaldehyde	m	C2H4O	acald	CHEBI:15343	CHEMBL:170365	C00084	MNXM75	HMDB00990	177	NA
M_m01249p	acetaldehyde	p	C2H4O	acald	CHEBI:15343	CHEMBL:170365	C00084	MNXM75	HMDB00990	177	NA
M_m01249r	acetaldehyde	r	C2H4O	acald	CHEBI:15343	CHEMBL:170365	C00084	MNXM75	HMDB00990	177	NA
M_m01249s	acetaldehyde	s	C2H4O	acald	CHEBI:15343	CHEMBL:170365	C00084	MNXM75	HMDB00990	177	NA
M_m01250c	acetamidopropanal	c	C5H9NO2	NA	NA	NA	NA	MNXM771	NA	5460495	NA
M_m01250p	acetamidopropanal	p	C5H9NO2	NA	NA	NA	NA	MNXM771	NA	5460495	NA
M_m01251c	acetanilide	c	C8H9NO	NA	CHEBI:28884	CHEMBL:269644	C07565	MNXM2073	NA	NA	NA
M_m01252c	acetate	c	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01252g	acetate	g	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01252m	acetate	m	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01252p	acetate	p	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01252r	acetate	r	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01252s	acetate	s	C2H3O2	ac	CHEBI:15366	CHEMBL:539	C00033	MNXM26	HMDB00042	176	LMFA01010002
M_m01253c	acetoacetate	c	C4H5O3	acac	CHEBI:15344	CHEMBL:1230762	C00164	MNXM154	HMDB00060	96	LMFA01060003
M_m01253m	acetoacetate	m	C4H5O3	acac	CHEBI:15344	CHEMBL:1230762	C00164	MNXM154	HMDB00060	96	LMFA01060003
M_m01253s	acetoacetate	s	C4H5O3	acac	CHEBI:15344	CHEMBL:1230762	C00164	MNXM154	HMDB00060	96	LMFA01060003
M_m01254c	acetoacetyl-[ACP]	c	C15H25N2O9PRS	NA	NA	NA	C05744	MNXM1223	NA	NA	NA
M_m01255c	acetoacetyl-CoA	c	C25H36N7O18P3S	aacoa	CHEBI:15345	NA	C00332	MNXM133	NA	439214	LMFA07050030
M_m01255m	acetoacetyl-CoA	m	C25H36N7O18P3S	aacoa	CHEBI:15345	NA	C00332	MNXM133	NA	439214	LMFA07050030
M_m01255p	acetoacetyl-CoA	p	C25H36N7O18P3S	aacoa	CHEBI:15345	NA	C00332	MNXM133	NA	439214	LMFA07050030
M_m01256c	acetone	c	C3H6O	acetone	CHEBI:15347	CHEMBL:14253	C00207	MNXM398	HMDB01659	180	NA
M_m01256m	acetone	m	C3H6O	acetone	CHEBI:15347	CHEMBL:14253	C00207	MNXM398	HMDB01659	180	NA
M_m01256s	acetone	s	C3H6O	acetone	CHEBI:15347	CHEMBL:14253	C00207	MNXM398	HMDB01659	180	NA
M_m01257c	acetyl adenylate	c	C12H15N5O8P	NA	CHEBI:37666	NA	C05993	MNXM4377	NA	440867	NA
M_m01258c	acetyl-[ACP]	c	C13H23N2O8PRS	acACP	NA	NA	C03939	MNXM1269	NA	NA	NA
M_m01259c	acetylcarnosine	c	C11H15N4O4	NA	NA	NA	NA	MNXM40087	NA	10221026	NA
M_m01260c	acetylcholine	c	C7H16NO2	ach	CHEBI:15355	CHEMBL:667	C01996	MNXM793	HMDB00895	187	NA
M_m01260n	acetylcholine	n	C7H16NO2	ach	CHEBI:15355	CHEMBL:667	C01996	MNXM793	HMDB00895	187	NA
M_m01260s	acetylcholine	s	C7H16NO2	ach	CHEBI:15355	CHEMBL:667	C01996	MNXM793	HMDB00895	187	NA
M_m01261c	acetyl-CoA	c	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01261g	acetyl-CoA	g	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01261m	acetyl-CoA	m	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01261n	acetyl-CoA	n	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01261p	acetyl-CoA	p	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01261r	acetyl-CoA	r	C23H34N7O17P3S	accoa	CHEBI:15351	NA	C00024	MNXM21	HMDB01206	444493	LMFA07050029
M_m01262g	acgalfuc12gal14acglcgalgluside heparan sulfate	g	C58H102N3O31RCO	acgalfuc12gal14acglcgalgluside_hs	NA	NA	NA	MNXM9469	NA	NA	NA
M_m01263g	acgalfucgalacglcgal14acglcgalgluside heparan sulfate	g	C72H125N4O41RCO	acgalfucgalacglcgal14acglcgalgluside_hs	NA	NA	NA	MNXM9472	NA	NA	NA
M_m01264g	acngalacglcgalgluside heparan sulfate	g	C56H95N3O31R	acngalacglcgalgluside_hs	NA	NA	NA	MNXM41010	NA	NA	NA
M_m01265m	acrylyl-CoA	m	C24H34N7O17P3S	prpncoa	CHEBI:15513	NA	C00894	MNXM650	NA	439340	NA
M_m01266c	activated methyl group	c	CH3	NA	NA	NA	C10905	MNXM2964	NA	NA	NA
M_m01267c	activated sulphur	c	S	NA	NA	NA	NA	MNXM166880	NA	NA	NA
M_m01268c	activation-ppara	c	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01268m	activation-ppara	m	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01268n	activation-ppara	n	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01268p	activation-ppara	p	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01268r	activation-ppara	r	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01268s	activation-ppara	s	C2303H3655N619O695S34R	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01269c	acyl-CoA-bile-PC pool	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01270c	acyl-CoA-CL pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01271c	acyl-CoA-LD-PC pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01272c	acyl-CoA-LD-PE pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	MNXM44	NA	NA	NA
M_m01273c	acyl-CoA-LD-PI pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01274c	acyl-CoA-LD-PS pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01275c	acyl-CoA-LD-SM pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01276c	acyl-CoA-LD-TG2 pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01277c	acyl-CoA-LD-TG3 pool (liver tissue)	c	C22H31N7O17P3SR	NA	NA	NA	NA	NA	NA	NA	NA
M_m01278c	acylglycerone-phosphate	c	C3H4O6PRCO	adhap_hs	CHEBI:15835	NA	C03372	MNXM94364	NA	NA	NA
M_m01278p	acylglycerone-phosphate	p	C3H4O6PRCO	adhap_hs	CHEBI:15835	NA	C03372	MNXM94364	NA	NA	NA
M_m01279c	adenine	c	C5H5N5	ade	CHEBI:16708	CHEMBL:226345	C00147	MNXM168	HMDB00034	190	NA
M_m01279l	adenine	l	C5H5N5	ade	CHEBI:16708	CHEMBL:226345	C00147	MNXM168	HMDB00034	190	NA
M_m01279s	adenine	s	C5H5N5	ade	CHEBI:16708	CHEMBL:226345	C00147	MNXM168	HMDB00034	190	NA
M_m01280c	adenosine	c	C10H13N5O4	adn	CHEBI:16335	CHEMBL:477	C00212	MNXM212	HMDB00050	60961	NA
M_m01280l	adenosine	l	C10H13N5O4	adn	CHEBI:16335	CHEMBL:477	C00212	MNXM212	HMDB00050	60961	NA
M_m01280m	adenosine	m	C10H13N5O4	adn	CHEBI:16335	CHEMBL:477	C00212	MNXM212	HMDB00050	60961	NA
M_m01280s	adenosine	s	C10H13N5O4	adn	CHEBI:16335	CHEMBL:477	C00212	MNXM212	HMDB00050	60961	NA
M_m01281c	adenylated molybdopterin	c	C20H24N10O12P2S2	NA	NA	NA	C19848	MNXM3054	NA	NA	NA
M_m01282c	adenylosuccinate	c	C14H14N5O11P	dcamp	CHEBI:15919	CHEMBL:1812061	C03794	MNXM565	NA	447145	NA
M_m01283c	adenylyl sulfate	c	C10H12N5O10PS	aps	CHEBI:17709	CHEMBL:572546	C00224	MNXM287	NA	10238	NA
M_m01284c	adenylylselenate	c	C10H12N5O10PSe	adsel	NA	NA	C05686	MNXM92092	NA	440758	NA
M_m01285c	ADP	c	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285g	ADP	g	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285l	ADP	l	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285m	ADP	m	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285n	ADP	n	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285p	ADP	p	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285r	ADP	r	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01285s	ADP	s	C10H12N5O10P2	adp	CHEBI:16761	CHEMBL:14830	C00008	MNXM7	HMDB01341	6022	NA
M_m01286c	ADP-glucose	c	C16H23N5O15P2	adpglc	CHEBI:15751	CHEMBL:227552	C00498	MNXM561	HMDB06557	16500	NA
M_m01286s	ADP-glucose	s	C16H23N5O15P2	adpglc	CHEBI:15751	CHEMBL:227552	C00498	MNXM561	HMDB06557	16500	NA
M_m01287c	ADP-mannose	c	C16H23N5O15P2	adpman	CHEBI:28845	NA	C06192	MNXM166901	HMDB06369	440940	NA
M_m01287s	ADP-mannose	s	C16H23N5O15P2	adpman	CHEBI:28845	NA	C06192	MNXM166901	HMDB06369	440940	NA
M_m01288c	ADP-ribose	c	C15H21N5O14P2	adprib	CHEBI:16960	CHEMBL:2360089	C00301	MNXM48596	NA	445794	NA
M_m01288s	ADP-ribose	s	C15H21N5O14P2	adprib	CHEBI:16960	CHEMBL:2360089	C00301	MNXM48596	NA	445794	NA
M_m01289c	ADP-ribose-2-phosphate	c	C15H20N5O17P3	adprbp	CHEBI:37463	NA	C03246	MNXM92094	NA	439957	NA
M_m01289s	ADP-ribose-2-phosphate	s	C15H20N5O17P3	adprbp	CHEBI:37463	NA	C03246	MNXM92094	NA	439957	NA
M_m01290c	adrenaline	c	C9H14NO3	adrnl	CHEBI:28918	CHEMBL:679	C00788	MNXM162647	HMDB00068	5816	NA
M_m01290s	adrenaline	s	C9H14NO3	adrnl	CHEBI:28918	CHEMBL:679	C00788	MNXM162647	HMDB00068	5816	NA
M_m01291c	adrenic acid	c	C22H35O2	adrn	CHEBI:53487	CHEMBL:1491103	C16527	MNXM40344	HMDB02226	5497181	LMFA01030178
M_m01291l	adrenic acid	l	C22H35O2	adrn	CHEBI:53487	CHEMBL:1491103	C16527	MNXM40344	HMDB02226	5497181	LMFA01030178
M_m01291r	adrenic acid	r	C22H35O2	adrn	CHEBI:53487	CHEMBL:1491103	C16527	MNXM40344	HMDB02226	5497181	LMFA01030178
M_m01291s	adrenic acid	s	C22H35O2	adrn	CHEBI:53487	CHEMBL:1491103	C16527	MNXM40344	HMDB02226	5497181	LMFA01030178
M_m01292c	adrenochrome	c	C9H9NO3	NA	NA	NA	NA	MNXM40345	NA	5898	NA
M_m01293c	adrenochrome-O-semiquinone	c	C9H9NO3	NA	NA	NA	NA	MNXM40347	NA	10313383	NA
M_m01294c	aflatoxin B1 dialdehyde	c	C17H13O8	NA	NA	NA	C19589	MNXM40396	NA	NA	NA
M_m01295c	aflatoxin B1 diol	c	C17H14O8	NA	NA	NA	C19588	MNXM164503	NA	NA	NA
M_m01296c	aflatoxin B1	c	C17H12O6	aflatoxin	CHEBI:2504	CHEMBL:1697694	C06800	MNXM40393	NA	186907	NA
M_m01296s	aflatoxin B1	s	C17H12O6	aflatoxin	CHEBI:2504	CHEMBL:1697694	C06800	MNXM40393	NA	186907	NA
M_m01297c	aflatoxin B1-endo-8,9-epoxide	c	C17H12O7	NA	NA	NA	C19595	MNXM15762	NA	NA	NA
M_m01298c	aflatoxin B1-exo-8,9-epoxide	c	C17H12O7	eaflatoxin	NA	NA	C19586	MNXM10441	NA	104756	NA
M_m01298s	aflatoxin B1-exo-8,9-epoxide	s	C17H12O7	eaflatoxin	NA	NA	C19586	MNXM10441	NA	104756	NA
M_m01299c	aflatoxin B1-exo-8,9-epoxide-GSH	c	C27H29N3O13S	NA	CHEBI:2505	NA	C11278	MNXM3887	NA	NA	NA
M_m01300c	aflatoxin M1	c	C17H12O7	NA	NA	NA	C16756	MNXM10605	NA	NA	NA
M_m01301c	aflatoxin M1-8,9-epoxide	c	C17H12O8	NA	NA	NA	C19594	MNXM15768	NA	NA	NA
M_m01302c	aflatoxin Q1	c	C17H12O7	NA	NA	NA	C19585	MNXM15767	NA	NA	NA
M_m01303c	agmatine	c	C5H16N4	agm	CHEBI:17431	CHEMBL:58343	C00179	MNXM328	HMDB01432	199	NA
M_m01303m	agmatine	m	C5H16N4	agm	CHEBI:17431	CHEMBL:58343	C00179	MNXM328	HMDB01432	199	NA
M_m01303s	agmatine	s	C5H16N4	agm	CHEBI:17431	CHEMBL:58343	C00179	MNXM328	HMDB01432	199	NA
M_m01304c	AICAR	c	C9H13N4O8P	aicar	CHEBI:18406	CHEMBL:483849	C04677	MNXM365	NA	65110	NA
M_m01305c	AIR	c	C8H12N3O7P	air	CHEBI:28843	NA	C03373	MNXM162266	NA	161500	NA
M_m01306c	AKG	c	C5H4O5	akg	CHEBI:30915	CHEMBL:1686	C00026	MNXM20	HMDB00208	51	NA
M_m01306m	AKG	m	C5H4O5	akg	CHEBI:30915	CHEMBL:1686	C00026	MNXM20	HMDB00208	51	NA
M_m01306p	AKG	p	C5H4O5	akg	CHEBI:30915	CHEMBL:1686	C00026	MNXM20	HMDB00208	51	NA
M_m01306s	AKG	s	C5H4O5	akg	CHEBI:30915	CHEMBL:1686	C00026	MNXM20	HMDB00208	51	NA
M_m01307c	alanine	c	C3H7NO2	ala__L	CHEBI:16977	CHEMBL:279597	C00041	MNXM32	HMDB00161	5950	NA
M_m01307l	alanine	l	C3H7NO2	ala__L	CHEBI:16977	CHEMBL:279597	C00041	MNXM32	HMDB00161	5950	NA
M_m01307m	alanine	m	C3H7NO2	ala__L	CHEBI:16977	CHEMBL:279597	C00041	MNXM32	HMDB00161	5950	NA
M_m01307p	alanine	p	C3H7NO2	ala__L	CHEBI:16977	CHEMBL:279597	C00041	MNXM32	HMDB00161	5950	NA
M_m01307s	alanine	s	C3H7NO2	ala__L	CHEBI:16977	CHEMBL:279597	C00041	MNXM32	HMDB00161	5950	NA
M_m01308c	albumin	c	C3076H4833N821O919S42	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01308l	albumin	l	C3076H4833N821O919S42	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01308s	albumin	s	C3076H4833N821O919S42	NA	NA	NA	NA	NA	NA	NA	PROTEIN
M_m01309c	aldosterone	c	C21H28O5	aldstrn	CHEBI:27584	CHEMBL:273453	C01780	MNXM1465	HMDB00037	24758425	LMST02030026
M_m01309m	aldosterone	m	C21H28O5	aldstrn	CHEBI:27584	CHEMBL:273453	C01780	MNXM1465	HMDB00037	24758425	LMST02030026
M_m01309s	aldosterone	s	C21H28O5	aldstrn	CHEBI:27584	CHEMBL:273453	C01780	MNXM1465	HMDB00037	24758425	LMST02030026
M_m01310c	alkylamine	c	H3NR	NA	NA	NA	C01664	MNXM64000	NA	NA	NA
M_m01311c	alkyl-glycerone-3-phosphate	c	C3H4O6PR	akgp_hs	CHEBI:17197	NA	C03715	MNXM9595	NA	NA	NA
M_m01311p	alkyl-glycerone-3-phosphate	p	C3H4O6PR	akgp_hs	CHEBI:17197	NA	C03715	MNXM9595	NA	NA	NA
M_m01312c	allantoate	c	C4H7N4O4	NA	CHEBI:30837	NA	C00499	MNXM584	HMDB01209	203	NA
M_m01313c	allantoin	c	C4H6N4O3	NA	CHEBI:15676	CHEMBL:593429	C01551	MNXM612	HMDB00462	204	NA
M_m01314c	allopregnanolone	c	C21H34O2	NA	CHEBI:50169	CHEMBL:207538	C13712	MNXM3494	HMDB01449	92786	LMST02030130
M_m01315c	alloxan	c	C4N2O4	NA	CHEBI:730073	NA	C07599	MNXM15828	HMDB02818	5781	NA
M_m01315s	alloxan	s	C4N2O4	NA	CHEBI:730073	NA	C07599	MNXM15828	HMDB02818	5781	NA
M_m01316c	all-trans-decaprenyl-diphosphate	c	C50H81O7P2	decdp	NA	NA	NA	MNXM1721	NA	NA	NA
M_m01316m	all-trans-decaprenyl-diphosphate	m	C50H81O7P2	decdp	NA	NA	NA	MNXM1721	NA	NA	NA
M_m01317c	alpha tubulin	c	C13H15N3O5R2	NA	NA	NA	C01392	MNXM15963	NA	NA	NA
