id	name	sboTerm	symbol
ENSG00000109743	ENSG00000109743	SBO:0000243	BST1
ENSG00000109814	ENSG00000109814	SBO:0000243	UGDH
ENSG00000109854	ENSG00000109854	SBO:0000243	HTATIP2
ENSG00000109861	ENSG00000109861	SBO:0000243	CTSC
ENSG00000109929	ENSG00000109929	SBO:0000243	SC5D
ENSG00000109956	ENSG00000109956	SBO:0000243	B3GAT1
ENSG00000110013	ENSG00000110013	SBO:0000243	SIAE
ENSG00000110066	ENSG00000110066	SBO:0000243	KMT5B
ENSG00000110080	ENSG00000110080	SBO:0000243	ST3GAL4
ENSG00000110090	ENSG00000110090	SBO:0000243	CPT1A
ENSG00000110195	ENSG00000110195	SBO:0000243	FOLR1
ENSG00000110203	ENSG00000110203	SBO:0000243	FOLR3
ENSG00000110243	ENSG00000110243	SBO:0000243	APOA5
ENSG00000110245	ENSG00000110245	SBO:0000243	APOC3
ENSG00000110328	ENSG00000110328	SBO:0000243	GALNT18
ENSG00000110344	ENSG00000110344	SBO:0000243	UBE4A
ENSG00000110395	ENSG00000110395	SBO:0000243	CBL
ENSG00000110422	ENSG00000110422	SBO:0000243	HIPK3
ENSG00000110435	ENSG00000110435	SBO:0000243	PDHX
ENSG00000110436	ENSG00000110436	SBO:0000243	SLC1A2
ENSG00000110446	ENSG00000110446	SBO:0000243	SLC15A3
ENSG00000110536	ENSG00000110536	SBO:0000243	PTPMT1
ENSG00000110583	ENSG00000110583	SBO:0000243	NAA40
ENSG00000110619	ENSG00000110619	SBO:0000243	CARS1
ENSG00000110628	ENSG00000110628	SBO:0000243	SLC22A18
ENSG00000110713	ENSG00000110713	SBO:0000243	NUP98
ENSG00000110717	ENSG00000110717	SBO:0000243	NDUFS8
ENSG00000110719	ENSG00000110719	SBO:0000243	TCIRG1
ENSG00000110721	ENSG00000110721	SBO:0000243	CHKA
ENSG00000110786	ENSG00000110786	SBO:0000243	PTPN5
ENSG00000110871	ENSG00000110871	SBO:0000243	COQ5
ENSG00000110887	ENSG00000110887	SBO:0000243	DAO
ENSG00000110911	ENSG00000110911	SBO:0000243	SLC11A2
ENSG00000110921	ENSG00000110921	SBO:0000243	MVK
ENSG00000110931	ENSG00000110931	SBO:0000243	CAMKK2
ENSG00000110955	ENSG00000110955	SBO:0000243	ATP5F1B
ENSG00000110958	ENSG00000110958	SBO:0000243	PTGES3
ENSG00000111012	ENSG00000111012	SBO:0000243	CYP27B1
ENSG00000111058	ENSG00000111058	SBO:0000243	ACSS3
ENSG00000111077	ENSG00000111077	SBO:0000243	TNS2
ENSG00000111144	ENSG00000111144	SBO:0000243	LTA4H
ENSG00000111181	ENSG00000111181	SBO:0000243	SLC6A12
ENSG00000111218	ENSG00000111218	SBO:0000243	PRMT8
ENSG00000111224	ENSG00000111224	SBO:0000243	PARP11
ENSG00000111237	ENSG00000111237	SBO:0000243	VPS29
ENSG00000111261	ENSG00000111261	SBO:0000243	MANSC1
ENSG00000111266	ENSG00000111266	SBO:0000243	DUSP16
ENSG00000111271	ENSG00000111271	SBO:0000243	ACAD10
ENSG00000111275	ENSG00000111275	SBO:0000243	ALDH2
ENSG00000111339	ENSG00000111339	SBO:0000243	ART4
ENSG00000111371	ENSG00000111371	SBO:0000243	SLC38A1
ENSG00000111445	ENSG00000111445	SBO:0000243	RFC5
ENSG00000111581	ENSG00000111581	SBO:0000243	NUP107
ENSG00000111640	ENSG00000111640	SBO:0000243	GAPDH
ENSG00000111641	ENSG00000111641	SBO:0000243	NOP2
ENSG00000111666	ENSG00000111666	SBO:0000243	CHPT1
ENSG00000111667	ENSG00000111667	SBO:0000243	USP5
ENSG00000111669	ENSG00000111669	SBO:0000243	TPI1
ENSG00000111670	ENSG00000111670	SBO:0000243	GNPTAB
ENSG00000111674	ENSG00000111674	SBO:0000243	ENO2
ENSG00000111679	ENSG00000111679	SBO:0000243	PTPN6
ENSG00000111684	ENSG00000111684	SBO:0000243	LPCAT3
ENSG00000111696	ENSG00000111696	SBO:0000243	NT5DC3
ENSG00000111700	ENSG00000111700	SBO:0000243	SLCO1B3
ENSG00000111713	ENSG00000111713	SBO:0000243	GYS2
ENSG00000111716	ENSG00000111716	SBO:0000243	LDHB
ENSG00000111726	ENSG00000111726	SBO:0000243	CMAS
ENSG00000111728	ENSG00000111728	SBO:0000243	ST8SIA1
ENSG00000111732	ENSG00000111732	SBO:0000243	AICDA
ENSG00000111775	ENSG00000111775	SBO:0000243	COX6A1
ENSG00000111816	ENSG00000111816	SBO:0000243	FRK
ENSG00000111817	ENSG00000111817	SBO:0000243	DSE
ENSG00000111837	ENSG00000111837	SBO:0000243	MAK
ENSG00000111846	ENSG00000111846	SBO:0000243	GCNT2
ENSG00000111880	ENSG00000111880	SBO:0000243	RNGTT
ENSG00000111885	ENSG00000111885	SBO:0000243	MAN1A1
ENSG00000111962	ENSG00000111962	SBO:0000243	UST
ENSG00000112053	ENSG00000112053	SBO:0000243	SLC26A8
ENSG00000112062	ENSG00000112062	SBO:0000243	MAPK14
ENSG00000112077	ENSG00000112077	SBO:0000243	RHAG
ENSG00000112079	ENSG00000112079	SBO:0000243	STK38
ENSG00000112096	ENSG00000112096	SBO:0000243	SOD2
ENSG00000112130	ENSG00000112130	SBO:0000243	RNF8
ENSG00000112144	ENSG00000112144	SBO:0000243	CILK1
ENSG00000112245	ENSG00000112245	SBO:0000243	PTP4A1
ENSG00000112293	ENSG00000112293	SBO:0000243	GPLD1
ENSG00000112294	ENSG00000112294	SBO:0000243	ALDH5A1
ENSG00000112299	ENSG00000112299	SBO:0000243	VNN1
ENSG00000112303	ENSG00000112303	SBO:0000243	VNN2
ENSG00000112304	ENSG00000112304	SBO:0000243	ACOT13
ENSG00000112309	ENSG00000112309	SBO:0000243	B3GAT2
ENSG00000112319	ENSG00000112319	SBO:0000243	EYA4
ENSG00000112337	ENSG00000112337	SBO:0000243	SLC17A2
ENSG00000112367	ENSG00000112367	SBO:0000243	FIG4
ENSG00000112394	ENSG00000112394	SBO:0000243	SLC16A10
ENSG00000112425	ENSG00000112425	SBO:0000243	EPM2A
ENSG00000112473	ENSG00000112473	SBO:0000243	SLC39A7
ENSG00000112499	ENSG00000112499	SBO:0000243	SLC22A2
ENSG00000112541	ENSG00000112541	SBO:0000243	PDE10A
ENSG00000112655	ENSG00000112655	SBO:0000243	PTK7
ENSG00000112679	ENSG00000112679	SBO:0000243	DUSP22
ENSG00000112695	ENSG00000112695	SBO:0000243	COX7A2
ENSG00000112699	ENSG00000112699	SBO:0000243	GMDS
ENSG00000112739	ENSG00000112739	SBO:0000243	PRPF4B
ENSG00000112742	ENSG00000112742	SBO:0000243	TTK
ENSG00000112759	ENSG00000112759	SBO:0000243	SLC29A1
ENSG00000112874	ENSG00000112874	SBO:0000243	NUDT12
ENSG00000112893	ENSG00000112893	SBO:0000243	MAN2A1
ENSG00000112941	ENSG00000112941	SBO:0000243	TENT4A
ENSG00000112972	ENSG00000112972	SBO:0000243	HMGCS1
ENSG00000112981	ENSG00000112981	SBO:0000243	NME5
ENSG00000112992	ENSG00000112992	SBO:0000243	NNT
ENSG00000113073	ENSG00000113073	SBO:0000243	SLC4A9
ENSG00000113083	ENSG00000113083	SBO:0000243	LOX
ENSG00000113161	ENSG00000113161	SBO:0000243	HMGCR
ENSG00000113163	ENSG00000113163	SBO:0000243	CERT1
ENSG00000113231	ENSG00000113231	SBO:0000243	PDE8B
ENSG00000113240	ENSG00000113240	SBO:0000243	CLK4
ENSG00000113263	ENSG00000113263	SBO:0000243	ITK
ENSG00000113269	ENSG00000113269	SBO:0000243	RNF130
ENSG00000113273	ENSG00000113273	SBO:0000243	ARSB
ENSG00000113356	ENSG00000113356	SBO:0000243	POLR3G
ENSG00000113396	ENSG00000113396	SBO:0000243	SLC27A6
ENSG00000113407	ENSG00000113407	SBO:0000243	TARS1
ENSG00000113448	ENSG00000113448	SBO:0000243	PDE4D
ENSG00000113456	ENSG00000113456	SBO:0000243	RAD1
ENSG00000113492	ENSG00000113492	SBO:0000243	AGXT2
ENSG00000113504	ENSG00000113504	SBO:0000243	SLC12A7
ENSG00000113532	ENSG00000113532	SBO:0000243	ST8SIA4
ENSG00000113552	ENSG00000113552	SBO:0000243	GNPDA1
ENSG00000113569	ENSG00000113569	SBO:0000243	NUP155
ENSG00000113575	ENSG00000113575	SBO:0000243	PPP2CA
ENSG00000113593	ENSG00000113593	SBO:0000243	PPWD1
ENSG00000113643	ENSG00000113643	SBO:0000243	RARS1
ENSG00000113657	ENSG00000113657	SBO:0000243	DPYSL3
ENSG00000113712	ENSG00000113712	SBO:0000243	CSNK1A1
ENSG00000113721	ENSG00000113721	SBO:0000243	PDGFRB
ENSG00000113732	ENSG00000113732	SBO:0000243	ATP6V0E1
ENSG00000113790	ENSG00000113790	SBO:0000243	EHHADH
ENSG00000113924	ENSG00000113924	SBO:0000243	HGD
ENSG00000114021	ENSG00000114021	SBO:0000243	NIT2
ENSG00000114054	ENSG00000114054	SBO:0000243	PCCB
ENSG00000114062	ENSG00000114062	SBO:0000243	UBE3A
ENSG00000114113	ENSG00000114113	SBO:0000243	RBP2
ENSG00000114115	ENSG00000114115	SBO:0000243	RBP1
ENSG00000114124	ENSG00000114124	SBO:0000243	GRK7
ENSG00000114166	ENSG00000114166	SBO:0000243	KAT2B
ENSG00000114200	ENSG00000114200	SBO:0000243	BCHE
ENSG00000114268	ENSG00000114268	SBO:0000243	PFKFB4
ENSG00000114302	ENSG00000114302	SBO:0000243	PRKAR2A
ENSG00000114316	ENSG00000114316	SBO:0000243	USP4
ENSG00000114374	ENSG00000114374	SBO:0000243	USP9Y
ENSG00000114378	ENSG00000114378	SBO:0000243	HYAL1
ENSG00000114423	ENSG00000114423	SBO:0000243	CBLB
ENSG00000114480	ENSG00000114480	SBO:0000243	GBE1
ENSG00000114491	ENSG00000114491	SBO:0000243	UMPS
ENSG00000114573	ENSG00000114573	SBO:0000243	ATP6V1A
ENSG00000114670	ENSG00000114670	SBO:0000243	NEK11
ENSG00000114735	ENSG00000114735	SBO:0000243	HEMK1
ENSG00000114738	ENSG00000114738	SBO:0000243	MAPKAPK3
ENSG00000114739	ENSG00000114739	SBO:0000243	ACVR2B
ENSG00000114770	ENSG00000114770	SBO:0000243	ABCC5
ENSG00000114771	ENSG00000114771	SBO:0000243	AADAC
ENSG00000114786	ENSG00000114786	SBO:0000243	ABHD14A-ACY1
ENSG00000114805	ENSG00000114805	SBO:0000243	PLCH1
ENSG00000114857	ENSG00000114857	SBO:0000243	NKTR
ENSG00000114902	ENSG00000114902	SBO:0000243	SPCS1
ENSG00000114904	ENSG00000114904	SBO:0000243	NEK4
ENSG00000114923	ENSG00000114923	SBO:0000243	SLC4A3
ENSG00000114956	ENSG00000114956	SBO:0000243	DGUOK
ENSG00000114982	ENSG00000114982	SBO:0000243	KANSL3
ENSG00000114999	ENSG00000114999	SBO:0000243	TTL
ENSG00000115020	ENSG00000115020	SBO:0000243	PIKFYVE
ENSG00000115085	ENSG00000115085	SBO:0000243	ZAP70
ENSG00000115159	ENSG00000115159	SBO:0000243	GPD2
ENSG00000115170	ENSG00000115170	SBO:0000243	ACVR1
ENSG00000115241	ENSG00000115241	SBO:0000243	PPM1G
ENSG00000115252	ENSG00000115252	SBO:0000243	PDE1A
ENSG00000115275	ENSG00000115275	SBO:0000243	MOGS
ENSG00000115286	ENSG00000115286	SBO:0000243	NDUFS7
ENSG00000115339	ENSG00000115339	SBO:0000243	GALNT3
ENSG00000115350	ENSG00000115350	SBO:0000243	POLE4
ENSG00000115361	ENSG00000115361	SBO:0000243	ACADL
ENSG00000115392	ENSG00000115392	SBO:0000243	FANCL
ENSG00000115419	ENSG00000115419	SBO:0000243	GLS
ENSG00000115421	ENSG00000115421	SBO:0000243	PAPOLG
ENSG00000115425	ENSG00000115425	SBO:0000243	PECR
ENSG00000115464	ENSG00000115464	SBO:0000243	USP34
ENSG00000115488	ENSG00000115488	SBO:0000243	NEU2
ENSG00000115525	ENSG00000115525	SBO:0000243	ST3GAL5
ENSG00000115526	ENSG00000115526	SBO:0000243	CHST10
ENSG00000115556	ENSG00000115556	SBO:0000243	PLCD4
ENSG00000115616	ENSG00000115616	SBO:0000243	SLC9A2
ENSG00000115641	ENSG00000115641	SBO:0000243	FHL2
ENSG00000115652	ENSG00000115652	SBO:0000243	UXS1
ENSG00000115657	ENSG00000115657	SBO:0000243	ABCB6
ENSG00000115661	ENSG00000115661	SBO:0000243	STK16
ENSG00000115665	ENSG00000115665	SBO:0000243	SLC5A7
ENSG00000115677	ENSG00000115677	SBO:0000243	HDLBP
ENSG00000115687	ENSG00000115687	SBO:0000243	PASK
ENSG00000115694	ENSG00000115694	SBO:0000243	STK25
ENSG00000115705	ENSG00000115705	SBO:0000243	TPO
ENSG00000115758	ENSG00000115758	SBO:0000243	ODC1
ENSG00000115760	ENSG00000115760	SBO:0000243	BIRC6
ENSG00000115825	ENSG00000115825	SBO:0000243	PRKD3
ENSG00000115828	ENSG00000115828	SBO:0000243	QPCT
ENSG00000115840	ENSG00000115840	SBO:0000243	SLC25A12
ENSG00000115850	ENSG00000115850	SBO:0000243	LCT
ENSG00000115866	ENSG00000115866	SBO:0000243	DARS1
ENSG00000115884	ENSG00000115884	SBO:0000243	SDC1
ENSG00000115896	ENSG00000115896	SBO:0000243	PLCL1
ENSG00000115902	ENSG00000115902	SBO:0000243	SLC1A4
ENSG00000115919	ENSG00000115919	SBO:0000243	KYNU
ENSG00000115977	ENSG00000115977	SBO:0000243	AAK1
ENSG00000116005	ENSG00000116005	SBO:0000243	PCYOX1
ENSG00000116039	ENSG00000116039	SBO:0000243	ATP6V1B1
ENSG00000116096	ENSG00000116096	SBO:0000243	SPR
ENSG00000116106	ENSG00000116106	SBO:0000243	EPHA4
ENSG00000116120	ENSG00000116120	SBO:0000243	FARSB
ENSG00000116133	ENSG00000116133	SBO:0000243	DHCR24
ENSG00000116141	ENSG00000116141	SBO:0000243	MARK1
ENSG00000116157	ENSG00000116157	SBO:0000243	GPX7
ENSG00000116171	ENSG00000116171	SBO:0000243	SCP2
ENSG00000116199	ENSG00000116199	SBO:0000243	FAM20B
ENSG00000116237	ENSG00000116237	SBO:0000243	ICMT
ENSG00000116337	ENSG00000116337	SBO:0000243	AMPD2
ENSG00000116353	ENSG00000116353	SBO:0000243	MECR
ENSG00000116459	ENSG00000116459	SBO:0000243	ATP5PB
ENSG00000116514	ENSG00000116514	SBO:0000243	RNF19B
ENSG00000116539	ENSG00000116539	SBO:0000243	ASH1L
ENSG00000116649	ENSG00000116649	SBO:0000243	SRM
ENSG00000116675	ENSG00000116675	SBO:0000243	DNAJC6
ENSG00000116704	ENSG00000116704	SBO:0000243	SLC35D1
ENSG00000116711	ENSG00000116711	SBO:0000243	PLA2G4A
ENSG00000116745	ENSG00000116745	SBO:0000243	RPE65
ENSG00000116748	ENSG00000116748	SBO:0000243	AMPD1
ENSG00000116761	ENSG00000116761	SBO:0000243	CTH
ENSG00000116771	ENSG00000116771	SBO:0000243	AGMAT
ENSG00000116783	ENSG00000116783	SBO:0000243	TNNI3K
ENSG00000116791	ENSG00000116791	SBO:0000243	CRYZ
ENSG00000116882	ENSG00000116882	SBO:0000243	HAO2
ENSG00000116906	ENSG00000116906	SBO:0000243	GNPAT
ENSG00000116981	ENSG00000116981	SBO:0000243	NT5C1A
ENSG00000116984	ENSG00000116984	SBO:0000243	MTR
ENSG00000117009	ENSG00000117009	SBO:0000243	KMO
ENSG00000117020	ENSG00000117020	SBO:0000243	AKT3
ENSG00000117054	ENSG00000117054	SBO:0000243	ACADM
ENSG00000117069	ENSG00000117069	SBO:0000243	ST6GALNAC5
ENSG00000117115	ENSG00000117115	SBO:0000243	PADI2
ENSG00000117118	ENSG00000117118	SBO:0000243	SDHB
ENSG00000117143	ENSG00000117143	SBO:0000243	UAP1
ENSG00000117215	ENSG00000117215	SBO:0000243	PLA2G2D
ENSG00000117266	ENSG00000117266	SBO:0000243	CDK18
ENSG00000117305	ENSG00000117305	SBO:0000243	HMGCL
ENSG00000117308	ENSG00000117308	SBO:0000243	GALE
ENSG00000117394	ENSG00000117394	SBO:0000243	SLC2A1
ENSG00000117410	ENSG00000117410	SBO:0000243	ATP6V0B
ENSG00000117411	ENSG00000117411	SBO:0000243	B4GALT2
ENSG00000117448	ENSG00000117448	SBO:0000243	AKR1A1
ENSG00000117450	ENSG00000117450	SBO:0000243	PRDX1
ENSG00000117461	ENSG00000117461	SBO:0000243	PIK3R3
ENSG00000117479	ENSG00000117479	SBO:0000243	SLC19A2
ENSG00000117480	ENSG00000117480	SBO:0000243	FAAH
ENSG00000117481	ENSG00000117481	SBO:0000243	NSUN4
ENSG00000117528	ENSG00000117528	SBO:0000243	ABCD3
ENSG00000117543	ENSG00000117543	SBO:0000243	DPH5
ENSG00000117592	ENSG00000117592	SBO:0000243	PRDX6
ENSG00000117594	ENSG00000117594	SBO:0000243	HSD11B1
ENSG00000117598	ENSG00000117598	SBO:0000243	PLPPR5
ENSG00000117600	ENSG00000117600	SBO:0000243	PLPPR4
ENSG00000117620	ENSG00000117620	SBO:0000243	SLC35A3
ENSG00000117643	ENSG00000117643	SBO:0000243	MAN1C1
ENSG00000117650	ENSG00000117650	SBO:0000243	NEK2
ENSG00000117676	ENSG00000117676	SBO:0000243	RPS6KA1
ENSG00000117682	ENSG00000117682	SBO:0000243	DHDDS
ENSG00000117834	ENSG00000117834	SBO:0000243	SLC5A9
ENSG00000117984	ENSG00000117984	SBO:0000243	CTSD
ENSG00000118017	ENSG00000118017	SBO:0000243	A4GNT
ENSG00000118046	ENSG00000118046	SBO:0000243	STK11
ENSG00000118058	ENSG00000118058	SBO:0000243	KMT2A
ENSG00000118094	ENSG00000118094	SBO:0000243	TREH
ENSG00000118137	ENSG00000118137	SBO:0000243	APOA1
ENSG00000118160	ENSG00000118160	SBO:0000243	SLC8A2
ENSG00000118276	ENSG00000118276	SBO:0000243	B4GALT6
ENSG00000118298	ENSG00000118298	SBO:0000243	CA14
ENSG00000118363	ENSG00000118363	SBO:0000243	SPCS2
ENSG00000118369	ENSG00000118369	SBO:0000243	USP35
ENSG00000118402	ENSG00000118402	SBO:0000243	ELOVL4
ENSG00000118514	ENSG00000118514	SBO:0000243	ALDH8A1
ENSG00000118515	ENSG00000118515	SBO:0000243	SGK1
ENSG00000118518	ENSG00000118518	SBO:0000243	RNF146
ENSG00000118520	ENSG00000118520	SBO:0000243	ARG1
ENSG00000118523	ENSG00000118523	SBO:0000243	CCN2
ENSG00000118596	ENSG00000118596	SBO:0000243	SLC16A7
ENSG00000118705	ENSG00000118705	SBO:0000243	RPN2
ENSG00000118777	ENSG00000118777	SBO:0000243	ABCG2
ENSG00000119013	ENSG00000119013	SBO:0000243	NDUFB3
ENSG00000119048	ENSG00000119048	SBO:0000243	UBE2B
ENSG00000119121	ENSG00000119121	SBO:0000243	TRPM6
ENSG00000119125	ENSG00000119125	SBO:0000243	GDA
ENSG00000119227	ENSG00000119227	SBO:0000243	PIGZ
ENSG00000119392	ENSG00000119392	SBO:0000243	GLE1
ENSG00000119401	ENSG00000119401	SBO:0000243	TRIM32
ENSG00000119408	ENSG00000119408	SBO:0000243	NEK6
ENSG00000119414	ENSG00000119414	SBO:0000243	PPP6C
ENSG00000119421	ENSG00000119421	SBO:0000243	NDUFA8
ENSG00000119514	ENSG00000119514	SBO:0000243	GALNT12
ENSG00000119523	ENSG00000119523	SBO:0000243	ALG2
ENSG00000119537	ENSG00000119537	SBO:0000243	KDSR
ENSG00000119638	ENSG00000119638	SBO:0000243	NEK9
ENSG00000119640	ENSG00000119640	SBO:0000243	ACYP1
ENSG00000119673	ENSG00000119673	SBO:0000243	ACOT2
ENSG00000119689	ENSG00000119689	SBO:0000243	DLST
ENSG00000119711	ENSG00000119711	SBO:0000243	ALDH6A1
ENSG00000119723	ENSG00000119723	SBO:0000243	COQ6
ENSG00000119772	ENSG00000119772	SBO:0000243	DNMT3A
ENSG00000119782	ENSG00000119782	SBO:0000243	FKBP1B
ENSG00000119899	ENSG00000119899	SBO:0000243	SLC17A5
ENSG00000119915	ENSG00000119915	SBO:0000243	ELOVL3
ENSG00000119927	ENSG00000119927	SBO:0000243	GPAM
ENSG00000119938	ENSG00000119938	SBO:0000243	PPP1R3C
ENSG00000120053	ENSG00000120053	SBO:0000243	GOT1
ENSG00000120129	ENSG00000120129	SBO:0000243	DUSP1
ENSG00000120137	ENSG00000120137	SBO:0000243	PANK3
ENSG00000120156	ENSG00000120156	SBO:0000243	TEK
ENSG00000120158	ENSG00000120158	SBO:0000243	RCL1
ENSG00000120253	ENSG00000120253	SBO:0000243	NUP43
ENSG00000120254	ENSG00000120254	SBO:0000243	MTHFD1L
ENSG00000120265	ENSG00000120265	SBO:0000243	PCMT1
ENSG00000120329	ENSG00000120329	SBO:0000243	SLC25A2
ENSG00000120437	ENSG00000120437	SBO:0000243	ACAT2
ENSG00000120539	ENSG00000120539	SBO:0000243	MASTL
ENSG00000120563	ENSG00000120563	SBO:0000243	LYZL1
ENSG00000120697	ENSG00000120697	SBO:0000243	ALG5
ENSG00000120820	ENSG00000120820	SBO:0000243	GLT8D2
ENSG00000120875	ENSG00000120875	SBO:0000243	DUSP4
ENSG00000120899	ENSG00000120899	SBO:0000243	PTK2B
ENSG00000120910	ENSG00000120910	SBO:0000243	PPP3CC
ENSG00000120915	ENSG00000120915	SBO:0000243	EPHX2
ENSG00000120942	ENSG00000120942	SBO:0000243	UBIAD1
ENSG00000120992	ENSG00000120992	SBO:0000243	LYPLA1
ENSG00000121039	ENSG00000121039	SBO:0000243	RDH10
ENSG00000121053	ENSG00000121053	SBO:0000243	EPX
ENSG00000121207	ENSG00000121207	SBO:0000243	LRAT
ENSG00000121270	ENSG00000121270	SBO:0000243	ABCC11
ENSG00000121281	ENSG00000121281	SBO:0000243	ADCY7
ENSG00000121310	ENSG00000121310	SBO:0000243	ECHDC2
ENSG00000121361	ENSG00000121361	SBO:0000243	KCNJ8
ENSG00000121481	ENSG00000121481	SBO:0000243	RNF2
ENSG00000121486	ENSG00000121486	SBO:0000243	TRMT1L
ENSG00000121578	ENSG00000121578	SBO:0000243	B4GALT4
ENSG00000121579	ENSG00000121579	SBO:0000243	NAA50
ENSG00000121691	ENSG00000121691	SBO:0000243	CAT
ENSG00000121769	ENSG00000121769	SBO:0000243	FABP3
ENSG00000121851	ENSG00000121851	SBO:0000243	POLR3GL
ENSG00000121879	ENSG00000121879	SBO:0000243	PIK3CA
ENSG00000121897	ENSG00000121897	SBO:0000243	LIAS
ENSG00000121900	ENSG00000121900	SBO:0000243	TMEM54
ENSG00000121989	ENSG00000121989	SBO:0000243	ACVR2A
ENSG00000122008	ENSG00000122008	SBO:0000243	POLK
ENSG00000122025	ENSG00000122025	SBO:0000243	FLT3
ENSG00000122126	ENSG00000122126	SBO:0000243	OCRL
ENSG00000122194	ENSG00000122194	SBO:0000243	PLG
ENSG00000122218	ENSG00000122218	SBO:0000243	COPA
ENSG00000122254	ENSG00000122254	SBO:0000243	HS3ST2
ENSG00000122257	ENSG00000122257	SBO:0000243	RBBP6
ENSG00000122390	ENSG00000122390	SBO:0000243	NAA60
ENSG00000122435	ENSG00000122435	SBO:0000243	TRMT13
ENSG00000122484	ENSG00000122484	SBO:0000243	RPAP2
ENSG00000122642	ENSG00000122642	SBO:0000243	FKBP9
ENSG00000122643	ENSG00000122643	SBO:0000243	NT5C3A
ENSG00000122678	ENSG00000122678	SBO:0000243	POLM
ENSG00000122687	ENSG00000122687	SBO:0000243	MRM2
ENSG00000122729	ENSG00000122729	SBO:0000243	ACO1
ENSG00000122787	ENSG00000122787	SBO:0000243	AKR1D1
ENSG00000122824	ENSG00000122824	SBO:0000243	NUDT10
ENSG00000122863	ENSG00000122863	SBO:0000243	CHST3
ENSG00000122884	ENSG00000122884	SBO:0000243	P4HA1
ENSG00000122912	ENSG00000122912	SBO:0000243	SLC25A16
ENSG00000122966	ENSG00000122966	SBO:0000243	CIT
ENSG00000122971	ENSG00000122971	SBO:0000243	ACADS
ENSG00000123124	ENSG00000123124	SBO:0000243	WWP1
ENSG00000123130	ENSG00000123130	SBO:0000243	ACOT9
ENSG00000123143	ENSG00000123143	SBO:0000243	PKN1
ENSG00000123213	ENSG00000123213	SBO:0000243	NLN
ENSG00000123360	ENSG00000123360	SBO:0000243	PDE1B
ENSG00000123374	ENSG00000123374	SBO:0000243	CDK2
ENSG00000123427	ENSG00000123427	SBO:0000243	EEF1AKMT3
ENSG00000123453	ENSG00000123453	SBO:0000243	SARDH
ENSG00000123454	ENSG00000123454	SBO:0000243	DBH
ENSG00000123505	ENSG00000123505	SBO:0000243	AMD1
ENSG00000123552	ENSG00000123552	SBO:0000243	USP45
ENSG00000123600	ENSG00000123600	SBO:0000243	METTL8
ENSG00000123612	ENSG00000123612	SBO:0000243	ACVR1C
ENSG00000123643	ENSG00000123643	SBO:0000243	SLC36A1
ENSG00000123684	ENSG00000123684	SBO:0000243	LPGAT1
ENSG00000123689	ENSG00000123689	SBO:0000243	G0S2
ENSG00000123739	ENSG00000123739	SBO:0000243	PLA2G12A
ENSG00000123836	ENSG00000123836	SBO:0000243	PFKFB2
ENSG00000123983	ENSG00000123983	SBO:0000243	ACSL3
ENSG00000123989	ENSG00000123989	SBO:0000243	CHPF
ENSG00000124003	ENSG00000124003	SBO:0000243	MOGAT1
ENSG00000124006	ENSG00000124006	SBO:0000243	OBSL1
ENSG00000124067	ENSG00000124067	SBO:0000243	SLC12A4
ENSG00000124091	ENSG00000124091	SBO:0000243	GCNT7
ENSG00000124140	ENSG00000124140	SBO:0000243	SLC12A5
ENSG00000124151	ENSG00000124151	SBO:0000243	NCOA3
ENSG00000124155	ENSG00000124155	SBO:0000243	PIGT
ENSG00000124164	ENSG00000124164	SBO:0000243	VAPB
ENSG00000124172	ENSG00000124172	SBO:0000243	ATP5F1E
ENSG00000124181	ENSG00000124181	SBO:0000243	PLCG1
ENSG00000124212	ENSG00000124212	SBO:0000243	PTGIS
ENSG00000124253	ENSG00000124253	SBO:0000243	PCK1
ENSG00000124275	ENSG00000124275	SBO:0000243	MTRR
ENSG00000124299	ENSG00000124299	SBO:0000243	PEPD
ENSG00000124302	ENSG00000124302	SBO:0000243	CHST8
ENSG00000124356	ENSG00000124356	SBO:0000243	STAMBP
ENSG00000124357	ENSG00000124357	SBO:0000243	NAGK
ENSG00000124370	ENSG00000124370	SBO:0000243	MCEE
ENSG00000124406	ENSG00000124406	SBO:0000243	ATP8A1
ENSG00000124422	ENSG00000124422	SBO:0000243	USP22
ENSG00000124486	ENSG00000124486	SBO:0000243	USP9X
ENSG00000124491	ENSG00000124491	SBO:0000243	F13A1
ENSG00000124523	ENSG00000124523	SBO:0000243	SIRT5
ENSG00000124564	ENSG00000124564	SBO:0000243	SLC17A3
ENSG00000124568	ENSG00000124568	SBO:0000243	SLC17A1
ENSG00000124588	ENSG00000124588	SBO:0000243	NQO2
ENSG00000124596	ENSG00000124596	SBO:0000243	OARD1
ENSG00000124615	ENSG00000124615	SBO:0000243	MOCS1
ENSG00000124713	ENSG00000124713	SBO:0000243	GNMT
ENSG00000124767	ENSG00000124767	SBO:0000243	GLO1
ENSG00000124784	ENSG00000124784	SBO:0000243	RIOK1
ENSG00000124789	ENSG00000124789	SBO:0000243	NUP153
ENSG00000125166	ENSG00000125166	SBO:0000243	GOT2
ENSG00000125246	ENSG00000125246	SBO:0000243	CLYBL
ENSG00000125255	ENSG00000125255	SBO:0000243	SLC10A2
ENSG00000125257	ENSG00000125257	SBO:0000243	ABCC4
ENSG00000125356	ENSG00000125356	SBO:0000243	NDUFA1
ENSG00000125430	ENSG00000125430	SBO:0000243	HS3ST3B1
