,GeoId,CALicensedHealthcareFacilityBedFACID,CALicensedHealthcareFacilityName,CALicensedHealthcareFacilityType,Count_HospitalBed_SkilledNursingBed,Count_HospitalBed_SpecialTreatmentProgramBed,Count_HospitalBed_IntermediateCareHabilitativeBed,Count_HospitalBed_IntermediateCareNursingBed,Count_HospitalBed_CongregateLivingHealthFacilityBed,Count_HospitalBed_IntermediateCareBed,Count_HospitalBed_CoronaryCareBed,Count_HospitalBed_IntensiveCareBed,Count_HospitalBed_IntensiveCareNewbornNurseryBed,Count_HospitalBed_PerinatalBed,Count_HospitalBed_UnspecifiedGeneralAcuteCareBed,Count_HospitalBed_BurnBed,Count_HospitalBed_PediatricBed,Count_HospitalBed_RenalTransplantBed,Count_HospitalBed_RehabilitationBed,Count_HospitalBed_AcuteRespiratoryCareBed,Count_HospitalBed_AcutePsychiatricCareBed,Count_HospitalBed_ChemicalDependencyRecoveryBed,Count_HospitalBed_PediatricIntensiveCareUnitBed,Count_HospitalBed_LaborAndDeliveryBed,Count_HospitalBed_IntermediateCareDevelopmentallyDisabledBed,Count_HospitalBed_PsychiatricHealthBed,Count_HospitalBed_PediatricDayAndRespiteCareBed,Count_HospitalBed_DialysisStationsBed,Count_HospitalBed_CorrectionalTreatmentCenterBed,Count_HospitalBed_HospiceBed
891,dcid:geoId/06073,ELMS/080001322,FRESENIUS MEDICAL CARE BALBOA EAST\COUNTY,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
892,dcid:geoId/06073,ELMS/080001470,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,dcs:GeneralAcuteCareFacility,,,,,,,,,84,72,50,,,,,,,,,,,,,,,
893,dcid:geoId/06073,ELMS/080001502,BROOKDALE CARLSBAD,dcs:SkilledNursingFacility,45,,,,,,,,,,,,,,,,,,,,,,,,,
894,dcid:geoId/06073,ELMS/080001515,BROOKDALE CARMEL VALLEY,dcs:SkilledNursingFacility,45,,,,,,,,,,,,,,,,,,,,,,,,,
895,dcid:geoId/06059,ELMS/080001536,THE HILLS POST ACUTE,dcs:SkilledNursingFacility,174,,,,,,,,,,,,,,,,,,,,,,,,,
896,dcid:geoId/06059,ELMS/080001538,MAINPLACE POST ACUTE,dcs:SkilledNursingFacility,169,,,,,,,,,,,,,,,,,,,,,,,,,
897,dcid:geoId/06059,ELMS/080001540,ANAHEIM TERRACE CARE CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
898,dcid:geoId/06059,ELMS/080001542,ALTA GARDENS CARE CENTER,dcs:SkilledNursingFacility,129,,,,,,,,,,,,,,,,,,,,,,,,,
899,dcid:geoId/06073,ELMS/080001559,LAKEVIEW HOME,dcs:HospiceFacility,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
900,dcid:geoId/06083,ELMS/080001565,SANTA BARBARA ARTIFICIAL KIDNEY CENTER LLC,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,38,,
901,dcid:geoId/06083,ELMS/080001583,CENTRAL COAST KIDNEY CENTER,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,42,,
902,dcid:geoId/06059,ELMS/080001587,LA PALMA DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,25,,
903,dcid:geoId/06059,ELMS/080001589,MAINPLACE DIALYSIS CENTER,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,36,,
904,dcid:geoId/06059,ELMS/080001596,ANAHEIM DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,37,,
905,dcid:geoId/06025,ELMS/080001616,FRESENIUS MEDICAL CARE OF IMPERIAL COUNTY,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,36,,
906,dcid:geoId/06025,ELMS/080001619,FRESENIUS MEDICAL CARE CALEXICO DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
907,dcid:geoId/06073,ELMS/080001620,U S RENAL CARE CHULA VISTA BROADWAY DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,32,,
908,dcid:geoId/06073,ELMS/080001692,VI AT LA JOLLA VILLAGE,dcs:SkilledNursingFacility,60,,,,,,,,,,,,,,,,,,,,,,,,,
909,dcid:geoId/06073,ELMS/080001695,TOGETHER WE GROW,dcs:PediatricDayHealthAndRespiteCareFacility,,,,,,,,,,,,,,,,,,,,,,,75,,,
910,dcid:geoId/06073,ELMS/080001708,MONTECATINI,dcs:CongregateLivingHealthFacility,,,,,6,,,,,,,,,,,,,,,,,,,,,
911,dcid:geoId/06059,ELMS/080001723,TUSTIN DIALYSIS,dcs:ChronicDialysisFacility,,,,,,,,,,,,,,,,,,,,,,,,24,,
912,dcid:geoId/06073,ELMS/080001751,GLENBROOK,dcs:SkilledNursingFacility,94,,,,,,,,,,,,,,,,,,,,,,,,,
913,dcid:geoId/06073,ELMS/090000003,MAGNOLIA POST ACUTE CARE,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
914,dcid:geoId/06073,ELMS/090000004,HILLCREST HEIGHTS HEALTHCARE CENTER,dcs:SkilledNursingFacility,96,,,,,,,,,,,,,,,,,,,,,,,,,
915,dcid:geoId/06073,ELMS/090000005,MONTE VISTA LODGE,dcs:SkilledNursingFacility,21,,,,,,,,,,,,,,,,,,,,,,,,,
916,dcid:geoId/06073,ELMS/090000006,MOUNT MIGUEL COVENANT VILLAGE HEALTH FACILITY,dcs:SkilledNursingFacility,90,,,,,,,,,,,,,,,,,,,,,,,,,
917,dcid:geoId/06073,ELMS/090000009,REO VISTA HEALTHCARE CENTER,dcs:SkilledNursingFacility,162,,,,,,,,,,,,,,,,,,,,,,,,,
918,dcid:geoId/06073,ELMS/090000010,PARADISE VALLEY HEALTH CARE CENTER,dcs:SkilledNursingFacility,86,,,,,,,,,,,,,,,,,,,,,,,,,
919,dcid:geoId/06073,ELMS/090000011,THE PAVILION AT OCEAN POINT,dcs:SkilledNursingFacility,133,,,,,,,,,,,,,,,,,,,,,,,,,
920,dcid:geoId/06073,ELMS/090000013,ALVARADO HOSPITAL MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,10,18,,,198,,,,,,,,,,,,,,,
921,dcid:geoId/06025,ELMS/090000015,"IMPERIAL HEIGHTS HEALTHCARE & WELLNESS CENTRE, LLC",dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
922,dcid:geoId/06073,ELMS/090000016,SCRIPPS MERCY HOSPITAL CHULA VISTA,dcs:GeneralAcuteCareFacility,,,,,,,,24,,30,119,,,,,,,,,,,,,,,
923,dcid:geoId/06073,ELMS/090000018,EDGEMOOR HOSPITAL DP/SNF,dcs:SkilledNursingFacility,192,,,,,,,,,,,,,,,,,,,,,,,,,
924,dcid:geoId/06073,ELMS/090000020,AVOCADO POST ACUTE,dcs:SkilledNursingFacility,256,,,,,,,,,,,,,,,,,,,,,,,,,
925,dcid:geoId/06073,ELMS/090000021,SHARP CHULA VISTA MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,5,51,9,19,265,,,,,,,,,,,,,,,
926,dcid:geoId/06073,ELMS/090000025,SCRIPPS MERCY HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,10,22,,53,361,,,,,,,,,,,,,,,
927,dcid:geoId/06073,ELMS/090000028,VILLA LAS PALMAS HEALTHCARE CENTER,dcs:SkilledNursingFacility,151,,,,,,,,,,,,,,,,,,,,,,,,,
928,dcid:geoId/06073,ELMS/090000029,ARROYO VISTA NURSING CENTER,dcs:SkilledNursingFacility,53,,,,,,,,,,,,,,,,,,,,,,,,,
929,dcid:geoId/06073,ELMS/090000033,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,dcs:GeneralAcuteCareFacility,,,,,,,4,3,,,52,,,,,,,,,,,,,,,
930,dcid:geoId/06073,ELMS/090000034,PARKSIDE HEALTH AND WELLNESS CENTER,dcs:SkilledNursingFacility,52,,,,,,,,,,,,,,,,,,,,,,,,,
931,dcid:geoId/06073,ELMS/090000039,MISSION HILLS POST ACUTE CARE,dcs:SkilledNursingFacility,75,,,,,,,,,,,,,,,,,,,,,,,,,
932,dcid:geoId/06025,ELMS/090000040,EL CENTRO REGIONAL MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,20,,19,110,,12,,,,,,,,,,,,,
933,dcid:geoId/06073,ELMS/090000041,COMMUNITY CARE CENTER,dcs:SkilledNursingFacility,119,,,,,,,,,,,,,,,,,,,,,,,,,
934,dcid:geoId/06073,ELMS/090000042,WINDSOR GARDENS CONVALESCENT CENTER OF SAN DIEGO,dcs:SkilledNursingFacility,98,,,,,,,,,,,,,,,,,,,,,,,,,
935,dcid:geoId/06073,ELMS/090000044,BELLA VISTA HEALTH CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
936,dcid:geoId/06073,ELMS/090000046,UNIVERSITY CARE CENTER,dcs:SkilledNursingFacility,87,,,,,,,,,,,,,,,,,,,,,,,,,
937,dcid:geoId/06073,ELMS/090000048,KINDRED HOSPITAL - SAN DIEGO,dcs:GeneralAcuteCareFacility,,,,,,,,8,,,62,,,,,,,,,,,,,,,
938,dcid:geoId/06073,ELMS/090000051,BRIGHTON PLACE SAN DIEGO,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
939,dcid:geoId/06073,ELMS/090000054,FREDERICKA MANOR CARE CENTER,dcs:SkilledNursingFacility,174,,,,,,,,,,,,,,,,,,,,,,,,,
940,dcid:geoId/06073,ELMS/090000057,LA MESA HEALTHCARE CENTER,dcs:SkilledNursingFacility,94,,,,,,,,,,,,,,,,,,,,,,,,,
941,dcid:geoId/06073,ELMS/090000058,FRIENDSHIP MANOR NURSING & REHABILITATION CENTER,dcs:SkilledNursingFacility,104,,,,,,,,,,,,,,,,,,,,,,,,,
942,dcid:geoId/06073,ELMS/090000061,GOLDEN HILL SUBACUTE & REHABILITATION CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
943,dcid:geoId/06073,ELMS/090000063,SAN DIEGO POST-ACUTE CENTER,dcs:SkilledNursingFacility,240,,,,,,,,,,,,,,,,,,,,,,,,,
944,dcid:geoId/06073,ELMS/090000064,HILLCREST MANOR SANITARIUM,dcs:SkilledNursingFacility,60,,,,,,,,,,,,,,,,,,,,,,,,,
945,dcid:geoId/06073,ELMS/090000065,BALBOA NURSING & REHABILITATION CENTER,dcs:SkilledNursingFacility,194,,,,,,,,,,,,,,,,,,,,,,,,,
946,dcid:geoId/06025,ELMS/090000067,IMPERIAL MANOR,dcs:SkilledNursingFacility,31,,,,,,,,,,,,,,,,,,,,,,,,,
947,dcid:geoId/06073,ELMS/090000071,LEMON GROVE CARE & REHABILATION CENTER,dcs:SkilledNursingFacility,158,,,,,,,,,,,,,,,,,,,,,,,,,
948,dcid:geoId/06073,ELMS/090000074,COTTONWOOD CANYON HEALTHCARE CENTER,dcs:SkilledNursingFacility,96,,,,,,,,,,,,,,,,,,,,,,,,,
949,dcid:geoId/06073,ELMS/090000076,"JACOB HEALTH CARE CENTER, LP",dcs:SkilledNursingFacility,128,,,,,,,,,,,,,,,,,,,,,,,,,
950,dcid:geoId/06025,ELMS/090000078,ARC IMPERIAL VALLEY #1,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
951,dcid:geoId/06025,ELMS/090000080,ARC IMPERIAL VALLEY #2,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
952,dcid:geoId/06025,ELMS/090000081,WILDFLOWER,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
953,dcid:geoId/06073,ELMS/090000083,BRIGHTON PLACE SPRING VALLEY,dcs:SkilledNursingFacility,75,,,,,,,,,,,,,,,,,,,,,,,,,
954,dcid:geoId/06073,ELMS/090000084,ST. PAUL'S HEALTH CARE CENTER,dcs:SkilledNursingFacility,59,,,,,,,,,,,,,,,,,,,,,,,,,
955,dcid:geoId/06073,ELMS/090000085,CREEKFORD,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
956,dcid:geoId/06073,ELMS/090000086,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
957,dcid:geoId/06025,ELMS/090000092,VALLEY CONVALESCENT CENTER,dcs:SkilledNursingFacility,123,,,,,,,,,,,,,,,,,,,,,,,,,
958,dcid:geoId/06073,ELMS/090000093,GRACE HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
959,dcid:geoId/06073,ELMS/090000097,VERBECK HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
960,dcid:geoId/06073,ELMS/090000101,HOME OF GUIDING HANDS LOS RANCHITOS WAY,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
961,dcid:geoId/06073,ELMS/090000102,AMAYA SPRINGS HEALTH CARE CENTER,dcs:SkilledNursingFacility,50,,,,,,,,,,,,,,,,,,,,,,,,,
962,dcid:geoId/06073,ELMS/090000104,VICTORIA POST ACUTE CARE,dcs:SkilledNursingFacility,120,,,,,,,,,,,,,,,,,,,,,,,,,
963,dcid:geoId/06073,ELMS/090000105,SOMERSET SUBACUTE AND CARE,dcs:SkilledNursingFacility,65,,,,,,,,,,,,,,,,,,,,,,,,,
964,dcid:geoId/06073,ELMS/090000107,SOUTH BAY POST ACUTE CARE,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
965,dcid:geoId/06073,ELMS/090000108,GROSSMONT HEALTHCARE HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
966,dcid:geoId/06073,ELMS/090000111,THALHEIMER - ISAAC HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
967,dcid:geoId/06073,ELMS/090000113,RIO DRIVE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
968,dcid:geoId/06073,ELMS/090000114,JACK CLOSE HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
969,dcid:geoId/06073,ELMS/090000118,HILLDALE HABILITATION CENTER,dcs:IntermediateCareFacility,,,,,,,,,,,,,,,,,,,,,57,,,,,
970,dcid:geoId/06073,ELMS/090000119,MOUNT VERNON GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
971,dcid:geoId/06073,ELMS/090000120,ANZA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
972,dcid:geoId/06073,ELMS/090000123,LA COSTA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
973,dcid:geoId/06073,ELMS/090000128,LETICIA GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
974,dcid:geoId/06073,ELMS/090000134,MOUNTAIN SHADOWS COMMUNITY HOMES - OLIVE,dcs:IntermediateCareFacility,,,,15,,,,,,,,,,,,,,,,,,,,,,
975,dcid:geoId/06073,ELMS/090000136,MOUNTAIN SHADOWS COMMUNITY HOMES - PINE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
976,dcid:geoId/06073,ELMS/090000138,HELIX,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
977,dcid:geoId/06073,ELMS/090000139,SWEDELIUS GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
978,dcid:geoId/06073,ELMS/090000140,PRYOR STREET GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
979,dcid:geoId/06073,ELMS/090000145,PARADISE VALLEY HOSPITAL,dcs:GeneralAcuteCareFacility,,,,,,,5,10,,23,128,,,,22,,,,,,,,,,,
980,dcid:geoId/06025,ELMS/090000146,PIONEERS MEMORIAL HEALTHCARE DISTRICT,dcs:GeneralAcuteCareFacility,,,,,,,,8,7,14,66,,12,,,,,,,,,,,,,
981,dcid:geoId/06073,ELMS/090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,13,32,40,40,201,8,,8,,7,32,,,,,,,,,
982,dcid:geoId/06073,ELMS/090000159,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,109,,,,,,,,,
983,dcid:geoId/06073,ELMS/090000218,SANTANA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
984,dcid:geoId/06073,ELMS/090000219,VIA RIO HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
985,dcid:geoId/06073,ELMS/090000220,VISTA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
986,dcid:geoId/06073,ELMS/090000277,MOUNTAIN SHADOWS COMMUNITY HOMES - ASH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
987,dcid:geoId/06073,ELMS/090000278,MOUNTAIN SHADOWS COMMUNITY HOMES - BIRCH,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
988,dcid:geoId/06073,ELMS/090000279,MOUNTAIN SHADOWS COMMUNITY HOMES - CEDAR,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
989,dcid:geoId/06073,ELMS/090000280,MOUNTAIN SHADOWS COMMUNITY HOMES- CREPE MYRTLE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
990,dcid:geoId/06073,ELMS/090000281,MOUNTAIN SHADOWS COMMUNITY HOMES - JACARANDA,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
991,dcid:geoId/06073,ELMS/090000282,MOUNTAIN SHADOWS COMMUNITY HOMES - PALM,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
992,dcid:geoId/06073,ELMS/090000310,WINDMILL VIEW,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
993,dcid:geoId/06073,ELMS/090000311,MOUNTAIN SHADOWS COMMUNITY HOMES - SPRUCE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
994,dcid:geoId/06073,ELMS/090000312,MOUNTAIN SHADOWS COMMUNITY HOMES - LEMON,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
995,dcid:geoId/06073,ELMS/090000313,MOUNTAIN SHADOWS COMMUNITY HOMES - PLUM,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
996,dcid:geoId/06073,ELMS/090000314,MOUNTAIN SHADOWS COMMUNITY  HOMES - WILLOW,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
997,dcid:geoId/06073,ELMS/090000315,MOUNTAIN SHADOWS COMMUNITY HOMES - TANGELO,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
998,dcid:geoId/06073,ELMS/090000316,MOUNTAIN SHADOWS COMMUNITY HOMES - APPLE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
999,dcid:geoId/06073,ELMS/090000317,MOUNTAIN SHADOWS COMMUNITY HOMES - MAPLE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1000,dcid:geoId/06073,ELMS/090000318,MOUNTAIN SHADOWS COMMUNITY HOMES - ORANGE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1001,dcid:geoId/06073,ELMS/090000324,VILLA CORONADO D/P SNF,dcs:SkilledNursingFacility,122,,,,,,,,,,,,,,,,,,,,,,,,,
1002,dcid:geoId/06073,ELMS/090000338,PARADISE VALLEY HOSPITAL D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,39,,,,,,,,,
1003,dcid:geoId/06073,ELMS/090000347,SCRIPPS MERCY HOSPITAL D/P APH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,36,,,,,,,,,
1004,dcid:geoId/06073,ELMS/090000416,SHARP CHULA VISTA MEDICAL CENTER D/P SNF,dcs:SkilledNursingFacility,100,,,,,,,,,,,,,,,,,,,,,,,,,
1005,dcid:geoId/06073,ELMS/090000475,CASTLE MANOR NURSING & REHABILITATION CENTER,dcs:SkilledNursingFacility,99,,,,,,,,,,,,,,,,,,,,,,,,,
1006,dcid:geoId/06073,ELMS/090000485,WASHINGTON STREET GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1007,dcid:geoId/06073,ELMS/090000707,HELMER GROUP HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1008,dcid:geoId/06073,ELMS/090000727,ANJA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1009,dcid:geoId/06073,ELMS/090000728,BISBY LAKE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1010,dcid:geoId/06073,ELMS/090000729,CORTE MARIA HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1011,dcid:geoId/06073,ELMS/090000745,MONTGOMERY HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1012,dcid:geoId/06073,ELMS/090000771,ORIENTE HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1013,dcid:geoId/06073,ELMS/090000839,ALVARADO HOSPITAL MEDICAL CENTER,dcs:GeneralAcuteCareFacility,,,,,,,,,,,,,,,50,,30,,,,,,,,,
1014,dcid:geoId/06073,ELMS/090000969,EHLY HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1015,dcid:geoId/06073,ELMS/090000971,AQUILLA,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1016,dcid:geoId/06073,ELMS/090000977,VIBRA HOSPITAL OF SAN DIEGO,dcs:GeneralAcuteCareFacility,,,,,,,,6,,,104,,,,,,,,,,,,,,,
1017,dcid:geoId/06073,ELMS/090000993,MARSHALL HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1018,dcid:geoId/06073,ELMS/090000996,FRIENDSHIP VILLA AMISTAD,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1019,dcid:geoId/06073,ELMS/090001019,CARLO HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1020,dcid:geoId/06073,ELMS/090001030,CASTILLO VERDE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1021,dcid:geoId/06073,ELMS/090001032,GREENCASTLE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1022,dcid:geoId/06073,ELMS/090001116,UC SAN DIEGO HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,dcs:GeneralAcuteCareFacility,,,,,,,12,48,52,49,257,,,,,,,,,,,,,,,
1023,dcid:geoId/06073,ELMS/090001239,VIEW POINTE,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1024,dcid:geoId/06073,ELMS/090001259,"PROMISING FUTURES, INC. - AGAPE",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1025,dcid:geoId/06073,ELMS/090001261,"PROMISING FUTURES, INC. - HILLSIDE",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1026,dcid:geoId/06073,ELMS/090001316,MILLER HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1027,dcid:geoId/06073,ELMS/090001336,VIA MINDANAO HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1028,dcid:geoId/06073,ELMS/090001338,MARBLEHEAD HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1029,dcid:geoId/06073,ELMS/090001340,MOUNTAIN SHADOWS COMMUNITY HOMES - OAK,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1030,dcid:geoId/06073,ELMS/090001342,MOUNTAIN SHADOWS COMMUNITY HOMES - ELM,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1031,dcid:geoId/06073,ELMS/090001377,WILLOW SPRINGS,dcs:IntermediateCareFacility,,,,6,,,,,,,,,,,,,,,,,,,,,,
1032,dcid:geoId/06073,ELMS/090001407,"PROMISING FUTURES, INC. - HOLLY OAKS",dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1033,dcid:geoId/06073,ELMS/090001412,GRAND FORK,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1034,dcid:geoId/06073,ELMS/090001428,GERMON HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1035,dcid:geoId/06073,ELMS/090001469,SHASTA HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1036,dcid:geoId/06073,ELMS/090001471,KASEY'S HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1037,dcid:geoId/06073,ELMS/090001512,RAY HOUSE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1038,dcid:geoId/06073,ELMS/090001556,REGINAS COURT,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1039,dcid:geoId/06073,ELMS/090001561,PARADISE VALLEY HOSP D/P APH BAYVIEW BEHAVIORAL HEALTH,dcs:AcutePsychiatricFacility,,,,,,,,,,,,,,,,,46,18,,,,,,,,
1040,dcid:geoId/06073,ELMS/090001562,LAKE SHORE DRIVE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1041,dcid:geoId/06073,ELMS/090001564,MILTON MANOR DRIVE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1042,dcid:geoId/06073,ELMS/090001571,PINE DRIVE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1043,dcid:geoId/06073,ELMS/090001576,CUMBRE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1044,dcid:geoId/06073,ELMS/090001578,VENTANA WAY,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1045,dcid:geoId/06073,ELMS/090001579,PENASCO ROAD,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1046,dcid:geoId/06073,ELMS/090001580,BERMUDA LANE,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
1047,dcid:geoId/06073,ELMS/090001592,AMBER HOME,dcs:IntermediateCareFacility,,,6,,,,,,,,,,,,,,,,,,,,,,,
