SEX,ID_SEX,INDICATORS,ID_INDICATORS,CODE-2_INDICATORS,DESCRIPTION_INDICATORS,FULLNAME_INDICATORS,SOURCE-LINK_INDICATORS,SOURCE-NAME_INDICATORS,FREQ,TIME_PERIOD,OBS_VALUE
6899119,6899119,6901419,6901419,301,,Nursing And Midwifery Council of Nigeria\General Nurses,,,A,2011,4053
6899119,6899119,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2007,1379
6899119,6899119,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2008,1737
6899119,6899119,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2009,1554
6899119,6899119,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2010,2700
6899119,6899119,6901519,6901519,302,,Nursing And Midwifery Council of Nigeria\Midwives,,,A,2011,2651
6899119,6899119,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2007,154
6899119,6899119,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2008,158
6899119,6899119,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2009,131
6899119,6899119,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2010,155
6899119,6899119,6901619,6901619,303,,Nursing And Midwifery Council of Nigeria\Perioperative Nurses,,,A,2011,150
6899119,6899119,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2008,70
6899119,6899119,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2009,20
6899119,6899119,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2010,17
6899119,6899119,6901719,6901719,304,,Nursing And Midwifery Council of Nigeria\Cardio Thoracic Nurses,,,A,2011,23
6899119,6899119,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2008,33
6899119,6899119,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2009,22
6899119,6899119,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2010,38
6899119,6899119,6901819,6901819,305,,Nursing And Midwifery Council of Nigeria\Intensive-Care Nurses,,,A,2011,30
6899119,6899119,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2008,4
6899119,6899119,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2009,22
6899119,6899119,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2010,53
6899119,6899119,6901919,6901919,306,,"Nursing And Midwifery Council of Nigeria\Ear, Nose and Throat (ENT) Nurses",,,A,2011,79
6899119,6899119,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2007,158
6899119,6899119,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2008,177
6899119,6899119,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2009,155
6899119,6899119,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2010,284
6899119,6899119,6902019,6902019,307,,Nursing And Midwifery Council of Nigeria\Public Health Nurses,,,A,2011,160
6899119,6899119,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2008,38
6899119,6899119,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2009,29
6899119,6899119,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2010,32
6899119,6899119,6902119,6902119,308,,Nursing And Midwifery Council of Nigeria\Burns and Plastic Nurses,,,A,2011,27
6899119,6899119,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2007,59
6899119,6899119,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2008,49
6899119,6899119,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2009,63
6899119,6899119,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2010,111
6899119,6899119,6902219,6902219,309,,Nursing And Midwifery Council of Nigeria\Orthopaedic Nurses,,,A,2011,83
6899119,6899119,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2007,60
6899119,6899119,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2008,96
6899119,6899119,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2009,66
6899119,6899119,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2010,58
6899119,6899119,6902419,6902419,310,,Nursing And Midwifery Council of Nigeria\Anaesthetic Nurses,,,A,2011,48
6899119,6899119,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2007,12
6899119,6899119,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2008,34
6899119,6899119,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2009,12
6899119,6899119,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2010,5
6899119,6899119,6902519,6902519,311,,Nursing And Midwifery Council of Nigeria\Nurse Administrator,,,A,2011,11
6899119,6899119,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2007,11
6899119,6899119,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2008,24
6899119,6899119,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2009,17
6899119,6899119,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2010,17
6899119,6899119,6902619,6902619,312,,Nursing And Midwifery Council of Nigeria\Midwife Educators,,,A,2011,25
6899119,6899119,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2007,53
6899119,6899119,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2008,75
6899119,6899119,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2009,56
6899119,6899119,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2010,102
6899119,6899119,6902719,6902719,313,,Nursing And Midwifery Council of Nigeria\Paediatric Nurses,,,A,2011,66
6899119,6899119,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2007,47
6899119,6899119,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2008,61
6899119,6899119,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2009,47
6899119,6899119,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2010,41
6899119,6899119,6902819,6902819,314,,Nursing And Midwifery Council of Nigeria\Nurse Educators,,,A,2011,70
6899119,6899119,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2007,1
6899119,6899119,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2008,3
6899119,6899119,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2009,2
6899119,6899119,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2010,1
6899119,6899119,6902919,6902919,315,,Nursing And Midwifery Council of Nigeria\Public Health Nurse Educators,,,A,2011,5
6899119,6899119,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2007,193
6899119,6899119,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2008,144
6899119,6899119,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2009,159
6899119,6899119,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2010,263
6899119,6899119,6903019,6903019,316,,Nursing And Midwifery Council of Nigeria\Psychiatric Nurses,,,A,2011,203
6899119,6899119,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2007,95
6899119,6899119,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2008,89
6899119,6899119,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2009,56
6899119,6899119,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2010,98
6899119,6899119,6903119,6903119,317,,Nursing And Midwifery Council of Nigeria\Ophthalmic Nurses,,,A,2011,110
6899119,6899119,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2007,92
6899119,6899119,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2008,99
6899119,6899119,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2009,110
6899119,6899119,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2010,141
6899119,6899119,6903219,6903219,318,,Nursing And Midwifery Council of Nigeria\Accident and Emergency Nurses,,,A,2011,117
6899119,6899119,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2007,16
6899119,6899119,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2008,15
6899119,6899119,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2009,18
6899119,6899119,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2010,18
6899119,6899119,6903319,6903319,319,,Nursing And Midwifery Council of Nigeria\Occupational Health Nurses,,,A,2011,23
