observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate_Female,6000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate_Female,8000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate,251000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Graduate,187000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate_Male,1824000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate_Male,1358000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate_Female,49000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate_Female,64000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate,1873000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMechanicalEngineering_Automotive_Graduate,1422000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMetallurgy_Graduate_Male,64000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMetallurgy_Graduate_Male,37000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMetallurgy_Graduate_Female,4000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMetallurgy_Graduate_Female,2000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMetallurgy_Graduate,68000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMetallurgy_Graduate,39000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate_Male,124000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate_Male,100000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate_Female,6000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate_Female,11000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate,130000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfMineralResourcesEngineeringTechnology_Graduate,111000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate_Male,64000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate_Male,50000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate_Female,18000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate_Female,8000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate,82000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfNutritionAndDietetics_Graduate,58000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate_Male,5000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate_Male,1000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate_Female,16000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate_Female,12000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate,21000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfOfficeTechnologyAndManagement_Graduate,13000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate_Male,658000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate_Male,542000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate_Female,1384000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate_Female,1298000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate,2042000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_Graduate,1840000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate_Male,164000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate_Male,167000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate_Female,102000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate_Female,97000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate,266000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPrintingTechnology_BookPublishing_Graduate,264000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPublicAdmin_Graduate_Male,3000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPublicAdmin_Graduate_Male,4000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPublicAdmin_Graduate_Female,4000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPublicAdmin_Graduate_Female,6000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPublicAdmin_Graduate,7000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPublicAdmin_Graduate,10000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate_Male,548000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate_Male,412000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate_Female,520000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate_Female,412000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate,1068000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfPurchasingAndSupply_Graduate,824000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate_Male,20000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate_Male,18000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate_Female,29000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate_Female,32000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate,49000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfQuantitySurvey_Graduate,50000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate_Male,658000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate_Male,525000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate_Female,204000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate_Female,180000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate,862000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_PhysicsOrElectronics_Graduate,705000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate_Male,16000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate_Male,27000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate_Female,31000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate_Female,26000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate,47000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Graduate,53000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate_Male,587000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate_Male,818000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate_Female,1068000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate_Female,1010000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate,1655000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiochemistryOrMicrobiology_Graduate,1828000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate_Male,46000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate_Male,26000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate_Female,52000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate_Female,41000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate,98000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biochemistry_Graduate,67000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate_Male,35000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate_Male,66000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate_Female,67000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate_Female,85000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate,102000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Biology_Graduate,151000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate_Male,8000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate_Male,9000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate_Female,10000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate_Female,8000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate,18000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_BiologyOrMicrobiology_Graduate,17000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate_Male,61000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate_Male,24000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate_Female,41000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate_Female,38000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate,102000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_ChemistryOrBiochemistry_Graduate,62000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate_Male,53000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate_Male,55000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate_Female,73000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate_Female,68000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate,126000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_Microbiology_Graduate,123000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate_Male,61000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate_Male,48000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate_Female,69000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate_Female,73000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate,130000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfScienceLabTechnology_EnvironmentalBiology_Graduate,121000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfStatistics_Graduate_Male,7000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfStatistics_Graduate_Male,5000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfStatistics_Graduate_Female,15000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfStatistics_Graduate_Female,12000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfStatistics_Graduate,22000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfStatistics_Graduate,17000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate_Male,680000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate_Male,579000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate_Female,416000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate_Female,394000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate,1096000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfSurveyingAndGeoInformatics_Graduate,973000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate_Male,429000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate_Male,380000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate_Female,108000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate_Female,91000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate,537000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTelecommunicationTechnology_Graduate,471000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTextileTechnology_Graduate_Male,61000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTextileTechnology_Graduate_Male,45000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTextileTechnology_Graduate_Female,4000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTextileTechnology_Graduate_Female,2000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfTextileTechnology_Graduate,65000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfTextileTechnology_Graduate,47000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate_Male,81000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate_Male,26000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate_Female,31000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate_Female,29000,,,P1Y,
country/NGA,2010,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate,112000,,,P1Y,
country/NGA,2011,dcid:Count_Person_BachelorOfUrbanAndRegionalPlanning_Graduate,55000,,,P1Y,
