observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
country/NGA,2010,dcid:Count_Person_IntensiveCare_NursingAndMidWiferyOccupation,38,,,P1Y,
country/NGA,2011,dcid:Count_Person_IntensiveCare_NursingAndMidWiferyOccupation,30,,,P1Y,
country/NGA,2008,dcid:Count_Person_EarNoseAndThroat_NursingAndMidWiferyOccupation,4,,,P1Y,
country/NGA,2009,dcid:Count_Person_EarNoseAndThroat_NursingAndMidWiferyOccupation,22,,,P1Y,
country/NGA,2010,dcid:Count_Person_EarNoseAndThroat_NursingAndMidWiferyOccupation,53,,,P1Y,
country/NGA,2011,dcid:Count_Person_EarNoseAndThroat_NursingAndMidWiferyOccupation,79,,,P1Y,
country/NGA,2007,dcid:Count_Person_PublicHealth_NursingAndMidWiferyOccupation,158,,,P1Y,
country/NGA,2008,dcid:Count_Person_PublicHealth_NursingAndMidWiferyOccupation,177,,,P1Y,
country/NGA,2009,dcid:Count_Person_PublicHealth_NursingAndMidWiferyOccupation,155,,,P1Y,
country/NGA,2010,dcid:Count_Person_PublicHealth_NursingAndMidWiferyOccupation,284,,,P1Y,
country/NGA,2011,dcid:Count_Person_PublicHealth_NursingAndMidWiferyOccupation,160,,,P1Y,
country/NGA,2008,dcid:Count_Person_BurnsAndPlastic_NursingAndMidWiferyOccupation,38,,,P1Y,
country/NGA,2009,dcid:Count_Person_BurnsAndPlastic_NursingAndMidWiferyOccupation,29,,,P1Y,
country/NGA,2010,dcid:Count_Person_BurnsAndPlastic_NursingAndMidWiferyOccupation,32,,,P1Y,
country/NGA,2011,dcid:Count_Person_BurnsAndPlastic_NursingAndMidWiferyOccupation,27,,,P1Y,
country/NGA,2007,dcid:Count_Person_Orthopedic_NursingAndMidWiferyOccupation,59,,,P1Y,
country/NGA,2008,dcid:Count_Person_Orthopedic_NursingAndMidWiferyOccupation,49,,,P1Y,
country/NGA,2009,dcid:Count_Person_Orthopedic_NursingAndMidWiferyOccupation,63,,,P1Y,
country/NGA,2010,dcid:Count_Person_Orthopedic_NursingAndMidWiferyOccupation,111,,,P1Y,
country/NGA,2011,dcid:Count_Person_Orthopedic_NursingAndMidWiferyOccupation,83,,,P1Y,
country/NGA,2007,dcid:Count_Person_Anasthetic_NursingAndMidWiferyOccupation,60,,,P1Y,
country/NGA,2008,dcid:Count_Person_Anasthetic_NursingAndMidWiferyOccupation,96,,,P1Y,
country/NGA,2009,dcid:Count_Person_Anasthetic_NursingAndMidWiferyOccupation,66,,,P1Y,
country/NGA,2010,dcid:Count_Person_Anasthetic_NursingAndMidWiferyOccupation,58,,,P1Y,
country/NGA,2011,dcid:Count_Person_Anasthetic_NursingAndMidWiferyOccupation,48,,,P1Y,
country/NGA,2007,dcid:Count_Person_Administrator_NursingAndMidWiferyOccupation,12,,,P1Y,
country/NGA,2008,dcid:Count_Person_Administrator_NursingAndMidWiferyOccupation,34,,,P1Y,
country/NGA,2009,dcid:Count_Person_Administrator_NursingAndMidWiferyOccupation,12,,,P1Y,
country/NGA,2010,dcid:Count_Person_Administrator_NursingAndMidWiferyOccupation,5,,,P1Y,
country/NGA,2011,dcid:Count_Person_Administrator_NursingAndMidWiferyOccupation,11,,,P1Y,
country/NGA,2007,dcid:Count_Person_MidwifeEducators_NursingAndMidWiferyOccupation,11,,,P1Y,
country/NGA,2008,dcid:Count_Person_MidwifeEducators_NursingAndMidWiferyOccupation,24,,,P1Y,
country/NGA,2009,dcid:Count_Person_MidwifeEducators_NursingAndMidWiferyOccupation,17,,,P1Y,
country/NGA,2010,dcid:Count_Person_MidwifeEducators_NursingAndMidWiferyOccupation,17,,,P1Y,
country/NGA,2011,dcid:Count_Person_MidwifeEducators_NursingAndMidWiferyOccupation,25,,,P1Y,
country/NGA,2007,dcid:Count_Person_Pediatrics_NursingAndMidWiferyOccupation,53,,,P1Y,
country/NGA,2008,dcid:Count_Person_Pediatrics_NursingAndMidWiferyOccupation,75,,,P1Y,
country/NGA,2009,dcid:Count_Person_Pediatrics_NursingAndMidWiferyOccupation,56,,,P1Y,
country/NGA,2010,dcid:Count_Person_Pediatrics_NursingAndMidWiferyOccupation,102,,,P1Y,
country/NGA,2011,dcid:Count_Person_Pediatrics_NursingAndMidWiferyOccupation,66,,,P1Y,
country/NGA,2007,dcid:Count_Person_NurseEducator_NursingAndMidWiferyOccupation,47,,,P1Y,
country/NGA,2008,dcid:Count_Person_NurseEducator_NursingAndMidWiferyOccupation,61,,,P1Y,
country/NGA,2009,dcid:Count_Person_NurseEducator_NursingAndMidWiferyOccupation,47,,,P1Y,
country/NGA,2010,dcid:Count_Person_NurseEducator_NursingAndMidWiferyOccupation,41,,,P1Y,
country/NGA,2011,dcid:Count_Person_NurseEducator_NursingAndMidWiferyOccupation,70,,,P1Y,
country/NGA,2007,dcid:Count_Person_PublicHealthNurseEducator_NursingAndMidWiferyOccupation,1,,,P1Y,
country/NGA,2008,dcid:Count_Person_PublicHealthNurseEducator_NursingAndMidWiferyOccupation,3,,,P1Y,
country/NGA,2009,dcid:Count_Person_PublicHealthNurseEducator_NursingAndMidWiferyOccupation,2,,,P1Y,
country/NGA,2010,dcid:Count_Person_PublicHealthNurseEducator_NursingAndMidWiferyOccupation,1,,,P1Y,
country/NGA,2011,dcid:Count_Person_PublicHealthNurseEducator_NursingAndMidWiferyOccupation,5,,,P1Y,
country/NGA,2007,dcid:Count_Person_Psychatric_NursingAndMidWiferyOccupation,193,,,P1Y,
country/NGA,2008,dcid:Count_Person_Psychatric_NursingAndMidWiferyOccupation,144,,,P1Y,
country/NGA,2009,dcid:Count_Person_Psychatric_NursingAndMidWiferyOccupation,159,,,P1Y,
country/NGA,2010,dcid:Count_Person_Psychatric_NursingAndMidWiferyOccupation,263,,,P1Y,
country/NGA,2011,dcid:Count_Person_Psychatric_NursingAndMidWiferyOccupation,203,,,P1Y,
country/NGA,2007,dcid:Count_Person_Ophthalmic_NursingAndMidWiferyOccupation,95,,,P1Y,
country/NGA,2008,dcid:Count_Person_Ophthalmic_NursingAndMidWiferyOccupation,89,,,P1Y,
country/NGA,2009,dcid:Count_Person_Ophthalmic_NursingAndMidWiferyOccupation,56,,,P1Y,
country/NGA,2010,dcid:Count_Person_Ophthalmic_NursingAndMidWiferyOccupation,98,,,P1Y,
country/NGA,2011,dcid:Count_Person_Ophthalmic_NursingAndMidWiferyOccupation,110,,,P1Y,
country/NGA,2007,dcid:Count_Person_AccidentAndEmergency_NursingAndMidWiferyOccupation,92,,,P1Y,
country/NGA,2008,dcid:Count_Person_AccidentAndEmergency_NursingAndMidWiferyOccupation,99,,,P1Y,
country/NGA,2009,dcid:Count_Person_AccidentAndEmergency_NursingAndMidWiferyOccupation,110,,,P1Y,
country/NGA,2010,dcid:Count_Person_AccidentAndEmergency_NursingAndMidWiferyOccupation,141,,,P1Y,
country/NGA,2011,dcid:Count_Person_AccidentAndEmergency_NursingAndMidWiferyOccupation,117,,,P1Y,
country/NGA,2007,dcid:Count_Person_OccupationalHealth_NursingAndMidWiferyOccupation,16,,,P1Y,
country/NGA,2008,dcid:Count_Person_OccupationalHealth_NursingAndMidWiferyOccupation,15,,,P1Y,
country/NGA,2009,dcid:Count_Person_OccupationalHealth_NursingAndMidWiferyOccupation,18,,,P1Y,
country/NGA,2010,dcid:Count_Person_OccupationalHealth_NursingAndMidWiferyOccupation,18,,,P1Y,
country/NGA,2011,dcid:Count_Person_OccupationalHealth_NursingAndMidWiferyOccupation,23,,,P1Y,
