key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
series_id_value:461402023800001,name,"""All Employees, In Thousands, Specialty Trade Contractors""",observationAbout,geoId/40143,industry,NAICS/238,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/40143,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461403000000006,name,"""Production and Nonsupervisory Employees, In Thousands, Manufacturing""",observationAbout,geoId/40143,industry,NAICS/1013,,,populationType,Person,workCategory,ProductionAndNonsupervisory,#Multiply,1000,,,,,,,,
series_id_value:461403000000007,name,"""Average Weekly Hours of Production and Nonsupervisory Employees, Manufacturing""",observationAbout,geoId/40143,industry,NAICS/1013,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,workCategory,ProductionAndNonsupervisory,,,,
series_id_value:461403000000008,name,"""Average Hourly Earnings of Production and Nonsupervisory Employees, In Dollars, Manufacturing""",observationAbout,geoId/40143,industry,NAICS/1013,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,workCategory,ProductionAndNonsupervisory,,
series_id_value:461403000000030,name,"""Average Weekly Earnings of Production and Nonsupervisory Employees, In Dollars, Manufacturing""",observationAbout,geoId/40143,industry,NAICS/1013,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,workCategory,ProductionAndNonsupervisory,,
series_id_value:461403133300001,name,"""All Employees, In Thousands, Machinery Manufacturing""",observationAbout,geoId/40143,industry,NAICS/333,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/40143,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/40143,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/40143,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404244500001,name,"""All Employees, In Thousands, Food and Beverage Retailers""",observationAbout,geoId/40143,industry,NAICS/445,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404245500001,name,"""All Employees, In Thousands, General Merchandise Retailers""",observationAbout,geoId/40143,industry,NAICS/455,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404245510001,name,"""All Employees, In Thousands, Department Stores""",observationAbout,geoId/40143,industry,NAICS/4521,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404245520001,name,"""All Employees, In Thousands, Warehouse Clubs, Supercenters, and Other General Merchandise Retailers""",observationAbout,geoId/40143,industry,NAICS/4552,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/40143,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404322000001,name,"""All Employees, In Thousands, Utilities""",observationAbout,geoId/40143,industry,NAICS/22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461404340008901,name,"""All Employees, In Thousands, Transportation and Warehousing""",observationAbout,geoId/40143,industry,NAICS/48,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461405000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/40143,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461405051700001,name,"""All Employees, In Thousands, Telecommunications""",observationAbout,geoId/40143,industry,NAICS/517,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/40143,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461405552410001,name,"""All Employees, In Thousands, Insurance Carriers""",observationAbout,geoId/40143,industry,NAICS/5241,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/40143,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406054000001,name,"""All Employees, In Thousands, Professional, Scientific, and Technical Services""",observationAbout,geoId/40143,industry,NAICS/54,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406055000001,name,"""All Employees, In Thousands, Management of Companies and Enterprises""",observationAbout,geoId/40143,industry,NAICS/55,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406056000001,name,"""All Employees, In Thousands, Administrative and Support and Waste Management and Remediation Services""",observationAbout,geoId/40143,industry,NAICS/56,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406056130001,name,"""All Employees, In Thousands, Employment Services""",observationAbout,geoId/40143,industry,NAICS/5613,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406056140001,name,"""All Employees, In Thousands, Business Support Services""",observationAbout,geoId/40143,industry,NAICS/5614,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/40143,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406561000001,name,"""All Employees, In Thousands, Private Educational Services""",observationAbout,geoId/40143,industry,NAICS/61,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/40143,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406562100001,name,"""All Employees, In Thousands, Ambulatory Health Care Services""",observationAbout,geoId/40143,industry,NAICS/621,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461406562200001,name,"""All Employees, In Thousands, Hospitals""",observationAbout,geoId/40143,industry,NAICS/622,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/40143,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461407072200001,name,"""All Employees, In Thousands, Food Services and Drinking Places""",observationAbout,geoId/40143,industry,NAICS/722,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461407072251101,name,"""All Employees, In Thousands, Full-Service Restaurants""",observationAbout,geoId/40143,industry,NAICS/722511,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/40143,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/40143,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/40143,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/40143,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:461409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/40143,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/30063,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:335400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/30063,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/30063,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:335400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/30063,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:335400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/30063,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:335400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/30063,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/30063,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/30063,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/30063,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/30063,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/30063,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335406562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/30063,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/30063,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/30063,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/30063,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/30063,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:335409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/30063,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353000000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/09009,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353000000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:353000500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/09009,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353000500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/09009,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:353000500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/09009,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:353000500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/09009,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:353000600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/09009,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353000700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/09009,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353000800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/09009,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353001500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/09009,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353003000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/09009,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353003100000001,name,"""All Employees, In Thousands, Durable Goods""",observationAbout,geoId/09009,industry,NAICS/JOLTS_320000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353004000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/09009,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353004100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/09009,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353004200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/09009,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353004244500001,name,"""All Employees, In Thousands, Food and Beverage Retailers""",observationAbout,geoId/09009,industry,NAICS/445,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353004300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/09009,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353005000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/09009,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353005500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/09009,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353005552000001,name,"""All Employees, In Thousands, Finance and Insurance""",observationAbout,geoId/09009,industry,NAICS/52,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/09009,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006056000001,name,"""All Employees, In Thousands, Administrative and Support and Waste Management and Remediation Services""",observationAbout,geoId/09009,industry,NAICS/56,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/09009,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006561000001,name,"""All Employees, In Thousands, Private Educational Services""",observationAbout,geoId/09009,industry,NAICS/61,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/09009,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353006562100001,name,"""All Employees, In Thousands, Ambulatory Health Care Services""",observationAbout,geoId/09009,industry,NAICS/621,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353007000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/09009,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353007072000001,name,"""All Employees, In Thousands, Accommodation and Food Services""",observationAbout,geoId/09009,industry,NAICS/72,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353008000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/09009,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353009000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/09009,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353009091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/09009,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353009092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/09009,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:353009093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/09009,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271000000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/26075,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271000000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:332200000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/26111,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332200000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:337800000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/26115,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337800000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:409800000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/26145,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:409800000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:271000500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/26075,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271000500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/26075,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:271000500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26075,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:271000500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26075,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:271000600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/26075,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271000700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/26075,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271000800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/26075,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271001500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/26075,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271003000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/26075,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271004000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/26075,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271004200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/26075,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271005000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/26075,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271005500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/26075,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271006000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/26075,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271006500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/26075,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271007000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/26075,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271008000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/26075,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:271009000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/26075,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332200500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/26111,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332200500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/26111,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:332200500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26111,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:332200500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26111,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:332200600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/26111,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332200700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/26111,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332200800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/26111,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332209000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/26111,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337800500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/26115,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337800500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/26115,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:337800500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26115,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:337800500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/26115,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:337800600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/26115,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337800700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/26115,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337800800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/26115,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337801500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/26115,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337803000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/26115,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337804000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/26115,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337804100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/26115,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337804200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/26115,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337804300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/26115,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337805500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/26115,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337806000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/26115,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337806500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/26115,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337807000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/26115,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337808000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/26115,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:337809000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/26115,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:409800500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/26145,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
