ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
019917	001	INJECTABLE;INJECTION	0.5MG/ML	0	MORPHINE SULFATE	MORPHINE SULFATE	0
019918	001	LOTION;TOPICAL	1%	1	NIX	PERMETHRIN	1
019919	001	SUPPOSITORY;RECTAL	500MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ROWASA	MESALAMINE	0
019921	001	SOLUTION/DROPS;OPHTHALMIC	0.3%	1	OCUFLOX	OFLOXACIN	1
019922	001	INJECTABLE;INJECTION	EQ 10MG BASE/ML	1	CORLOPAM	FENOLDOPAM MESYLATE	1
019926	001	CAPSULE;ORAL	50MG	1	HEXALEN	ALTRETAMINE	0
019927	001	SHAMPOO;TOPICAL	2%	1	NIZORAL	KETOCONAZOLE	1
019928	001	INJECTABLE;INJECTION	N/A	0	CARDIOTEC	TECHNETIUM TC-99M TEBOROXIME KIT	0
019931	001	LOTION;TOPICAL	10%	1	KLARON	SULFACETAMIDE SODIUM	1
019933	001	SOLUTION;IRRIGATION	20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML	0	LACTATED RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	0
019937	002	INJECTABLE;INJECTION	3MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ADENOCARD	ADENOSINE	0
019938	001	INJECTABLE;INJECTION	100 UNITS/ML	0	NOVOLIN R	INSULIN RECOMBINANT HUMAN	0
019940	001	CREAM;TOPICAL	10%	0	ACTINEX	MASOPROCOL	0
019941	001	CREAM;TOPICAL	2.5%;2.5%	1	EMLA	LIDOCAINE; PRILOCAINE	1
019942	001	INJECTABLE;INJECTION	30%	1	INTRALIPID 30%	SOYBEAN OIL	1
019943	002	INJECTABLE; INJECTION	3.75MG	0	LUPRON DEPOT	LEUPROLIDE ACETATE	
019946	001	INJECTABLE;INJECTION	EQ 1MG BASE/ML	0	NUROMAX	DOXACURIUM CHLORIDE	0
019949	001	TABLET;ORAL	50MG	1	DIFLUCAN	FLUCONAZOLE	0
019949	002	TABLET;ORAL	100MG	1	DIFLUCAN	FLUCONAZOLE	0
019949	003	TABLET;ORAL	200MG	1	DIFLUCAN	FLUCONAZOLE	1
019949	004	TABLET;ORAL	150MG	1	DIFLUCAN	FLUCONAZOLE	0
019950	001	INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	1	DIFLUCAN IN SODIUM CHLORIDE 0.9%	FLUCONAZOLE	0
019950	002	INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	1	DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE	0
019950	003	INJECTABLE;INJECTION	200MG/100ML (2MG/ML)	1	DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER	FLUCONAZOLE	0
019950	004	INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	1	DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	FLUCONAZOLE	0
019950	005	INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	1	DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER	FLUCONAZOLE	0
019950	006	INJECTABLE;INJECTION	400MG/200ML (2MG/ML)	1	DIFLUCAN IN SODIUM CHLORIDE 0.9%	FLUCONAZOLE	0
019951	001	INJECTABLE;INJECTION	10MG/ML	1	RETROVIR	ZIDOVUDINE	1
019952	001	INJECTABLE;INJECTION	4,000 UNITS/100ML	1	HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER	HEPARIN SODIUM	1
019952	004	INJECTABLE;INJECTION	5,000 UNITS/100ML	1	HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER	HEPARIN SODIUM	1
019952	005	INJECTABLE;INJECTION	10,000 UNITS/100ML	1	HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER	HEPARIN SODIUM	1
019953	001	INJECTABLE;INJECTION	200 UNITS/100ML	1	HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	HEPARIN SODIUM	1
019955	001	TABLET;ORAL	0.1MG	1	DDAVP	DESMOPRESSIN ACETATE	0
019955	002	TABLET;ORAL	0.2MG	1	DDAVP	DESMOPRESSIN ACETATE	1
019957	001	OINTMENT;TOPICAL	0.005%	1	CUTIVATE	FLUTICASONE PROPIONATE	0
019958	001	CREAM;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CUTIVATE	FLUTICASONE PROPIONATE	0
019959	001	INJECTABLE;INJECTION	100 UNITS/ML	0	NOVOLIN N	INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	0
019961	002	INJECTABLE;INJECTION	25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	GANITE	GALLIUM NITRATE	0
019962	001	TABLET, EXTENDED RELEASE;ORAL	EQ 50MG TARTRATE	1	TOPROL-XL	METOPROLOL SUCCINATE	1
019962	002	TABLET, EXTENDED RELEASE;ORAL	EQ 100MG TARTRATE	1	TOPROL-XL	METOPROLOL SUCCINATE	0
019962	003	TABLET, EXTENDED RELEASE;ORAL	EQ 200MG TARTRATE	1	TOPROL-XL	METOPROLOL SUCCINATE	1
019962	004	TABLET, EXTENDED RELEASE;ORAL	EQ 25MG TARTRATE	1	TOPROL-XL	METOPROLOL SUCCINATE	0
019963	001	CREAM;TOPICAL	0.05%	1	RENOVA	TRETINOIN	1
019964	001	CREAM;VAGINAL	0.8%	1	TERAZOL 3	TERCONAZOLE	0
019966	001	SOLUTION;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	TEMOVATE	CLOBETASOL PROPIONATE	0
019967	001	CREAM;TOPICAL	0.05%	1	ULTRAVATE	HALOBETASOL PROPIONATE	0
019968	001	OINTMENT;TOPICAL	0.05%	1	ULTRAVATE	HALOBETASOL PROPIONATE	0
019970	001	INJECTABLE;INJECTION	10MG/100ML	1	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	1
019970	002	INJECTABLE;INJECTION	20MG/100ML	1	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	1
019970	003	INJECTABLE;INJECTION	40MG/100ML	1	NITROGLYCERIN IN DEXTROSE 5%	NITROGLYCERIN	1
019971	001	INJECTABLE;INJECTION	5GM/100ML	0	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	0
019972	001	SOLUTION/DROPS;OPHTHALMIC	1% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	OCUPRESS	CARTEOLOL HYDROCHLORIDE	0
019976	001	TABLET;ORAL	667MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PHOSLO	CALCIUM ACETATE	0
019977	001	TABLET, EXTENDED RELEASE;ORAL	30MG	0	ORAMORPH SR	MORPHINE SULFATE	0
019977	002	TABLET, EXTENDED RELEASE;ORAL	60MG	0	ORAMORPH SR	MORPHINE SULFATE	0
019977	003	TABLET, EXTENDED RELEASE;ORAL	100MG	0	ORAMORPH SR	MORPHINE SULFATE	0
019977	004	TABLET, EXTENDED RELEASE;ORAL	15MG	0	ORAMORPH SR	MORPHINE SULFATE	0
019978	001	INJECTABLE;INJECTION	0.075%	0	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	0
019978	002	INJECTABLE;INJECTION	0.114%	0	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	0
019978	003	INJECTABLE;INJECTION	0.23%	0	BUPIVACAINE HYDROCHLORIDE KIT	BUPIVACAINE HYDROCHLORIDE	0
019979	001	TABLET;ORAL	125MG	0	TICLID	TICLOPIDINE HYDROCHLORIDE	0
019979	002	TABLET;ORAL	250MG	0	TICLID	TICLOPIDINE HYDROCHLORIDE	0
019981	001	INJECTABLE;INJECTION	N/A	1	ULTRATAG	TECHNETIUM TC-99M RED BLOOD CELL KIT	1
019982	001	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZEBETA	BISOPROLOL FUMARATE	0
019982	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZEBETA	BISOPROLOL FUMARATE	0
019983	001	Film, Extended Release; Transdermal	11MG/24HR	0	PROSTEP	NICOTINE	
019983	002	Film, Extended Release; Transdermal	22MG/24HR	0	PROSTEP	NICOTINE	
019983	003	FILM, EXTENDED RELEASE;TRANSDERMAL	11MG/24HR	0	PROSTEP	NICOTINE	0
019983	004	FILM, EXTENDED RELEASE;TRANSDERMAL	22MG/24HR	0	PROSTEP	NICOTINE	0
019991	001	INJECTABLE;INJECTION	30 UNITS/ML;70 UNITS/ML	0	NOVOLIN 70/30	INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	0
019992	001	SOLUTION/DROPS;OPHTHALMIC	EQ 0.3% BASE	1	CILOXAN	CIPROFLOXACIN HYDROCHLORIDE	1
019998	002	CAPSULE;ORAL	100MG	1	CHEMET	SUCCIMER	1
019999	001	SOLUTION;INTRAMUSCULAR	10MG/0.7ML (10MG/0.7ML)	1	MORPHINE SULFATE (AUTOINJECTOR)	MORPHINE SULFATE	1
020000	001	INJECTABLE;INJECTION	33MG/100ML;5GM/100ML;30MG/100ML;860MG/100ML	0	DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
020001	001	SHAMPOO;TOPICAL	0.01%	1	CAPEX	FLUOCINOLONE ACETONIDE	1
020002	001	INJECTABLE;INJECTION	33MG/100ML;30MG/100ML;860MG/100ML	0	RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
020004	001	INJECTABLE;INJECTION	1.87GM/100ML	0	SODIUM LACTATE 1/6 MOLAR IN PLASTIC CONTAINER	SODIUM LACTATE	0
020005	001	CAPSULE, EXTENDED RELEASE;ORAL	30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CARDENE SR	NICARDIPINE HYDROCHLORIDE	0
020005	002	CAPSULE, EXTENDED RELEASE;ORAL	45MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CARDENE SR	NICARDIPINE HYDROCHLORIDE	0
020005	003	CAPSULE, EXTENDED RELEASE;ORAL	60MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CARDENE SR	NICARDIPINE HYDROCHLORIDE	0
020006	001	INJECTABLE;INJECTION	5GM/100ML	0	MANNITOL 5% IN PLASTIC CONTAINER	MANNITOL	0
020006	002	INJECTABLE;INJECTION	10GM/100ML	0	MANNITOL 10% IN PLASTIC CONTAINER	MANNITOL	0
020006	003	INJECTABLE;INJECTION	15GM/100ML	0	MANNITOL 15% IN PLASTIC CONTAINER	MANNITOL	0
020006	004	INJECTABLE;INJECTION	20GM/100ML	0	MANNITOL 20% IN PLASTIC CONTAINER	MANNITOL	0
020007	001	INJECTABLE;INJECTION	EQ 2MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZOFRAN	ONDANSETRON HYDROCHLORIDE	0
020007	003	INJECTABLE;INJECTION	EQ 2MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZOFRAN PRESERVATIVE FREE	ONDANSETRON HYDROCHLORIDE	0
020010	001	LOTION;TOPICAL	EQ 0.05% BASE;1%	1	LOTRISONE	BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE	1
020011	001	INJECTABLE;INJECTION	3.75MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LUPRON DEPOT	LEUPROLIDE ACETATE	0
020011	002	INJECTABLE;INJECTION	3.75MG	1	LUPRON DEPOT	LEUPROLIDE ACETATE	1
020013	001	TABLET;ORAL	EQ 400MG BASE	0	MAXAQUIN	LOMEFLOXACIN HYDROCHLORIDE	0
020014	001	AEROSOL, METERED;INHALATION	EQ 0.2MG BASE/INH	0	MAXAIR	PIRBUTEROL ACETATE	0
020015	001	INJECTABLE;INJECTION	10% (10GM/100ML)	0	AMINOSYN II 10% IN PLASTIC CONTAINER	AMINO ACIDS	0
020021	002	TABLET, EXTENDED RELEASE;ORAL	240MG	1	SUDAFED 24 HOUR	PSEUDOEPHEDRINE HYDROCHLORIDE	1
020027	001	INJECTABLE;INJECTION	5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CARDIZEM	DILTIAZEM HYDROCHLORIDE	0
020027	003	INJECTABLE;INJECTION	25MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	CARDIZEM	DILTIAZEM HYDROCHLORIDE	0
020031	001	TABLET;ORAL	EQ 10MG BASE	1	PAXIL	PAROXETINE HYDROCHLORIDE	0
020031	002	TABLET;ORAL	EQ 20MG BASE	1	PAXIL	PAROXETINE HYDROCHLORIDE	0
020031	003	TABLET;ORAL	EQ 30MG BASE	1	PAXIL	PAROXETINE HYDROCHLORIDE	0
020031	004	TABLET;ORAL	EQ 50MG BASE	0	PAXIL	PAROXETINE HYDROCHLORIDE	0
020031	005	TABLET;ORAL	EQ 40MG BASE	1	PAXIL	PAROXETINE HYDROCHLORIDE	1
020032	001	SUSPENSION;INTRATRACHEAL	25MG/ML	0	SURVANTA	BERACTANT	0
020033	001	TABLET;ORAL	5MG;6.25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	LOTENSIN HCT	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
020033	002	TABLET;ORAL	10MG;12.5MG	1	LOTENSIN HCT	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
020033	003	TABLET;ORAL	20MG;25MG	1	LOTENSIN HCT	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	1
020033	004	TABLET;ORAL	20MG;12.5MG	1	LOTENSIN HCT	BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE	0
020035	001	TABLET;ORAL	EQ 50MG BASE	0	ERGAMISOL	LEVAMISOLE HYDROCHLORIDE	0
020036	001	INJECTABLE;INJECTION	30MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	AREDIA	PAMIDRONATE DISODIUM	0
020036	003	INJECTABLE;INJECTION	60MG/VIAL	0	AREDIA	PAMIDRONATE DISODIUM	0
020036	004	INJECTABLE;INJECTION	90MG/VIAL	0	AREDIA	PAMIDRONATE DISODIUM	0
020037	001	SOLUTION/DROPS;OPHTHALMIC	0.1%	1	VOLTAREN	DICLOFENAC SODIUM	1
020038	001	INJECTABLE;INJECTION	50MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	FLUDARA	FLUDARABINE PHOSPHATE	0
020041	001	INJECTABLE;INJECTION	15% (15GM/100ML)	0	AMINOSYN II 15% IN PLASTIC CONTAINER	AMINO ACIDS	0
020044	001	FOR SUSPENSION;INTRATRACHEAL	12MG/VIAL;108MG/VIAL;8MG/VIAL	0	EXOSURF NEONATAL	CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL	0
020045	001	LOTION;TOPICAL	3%;7.5%;3%	1	SHADE UVAGUARD	AVOBENZONE; OCTINOXATE; OXYBENZONE	0
020047	001	INJECTABLE;INJECTION	50GM/100ML	1	DEXTROSE 50% IN PLASTIC CONTAINER	DEXTROSE	1
020047	002	INJECTABLE;INJECTION	60GM/100ML	0	DEXTROSE 60% IN PLASTIC CONTAINER	DEXTROSE	0
020047	003	INJECTABLE;INJECTION	70GM/100ML	1	DEXTROSE 70% IN PLASTIC CONTAINER	DEXTROSE	1
020049	001	CAPSULE, EXTENDED RELEASE;ORAL	250MG	1	PENTASA	MESALAMINE	0
020049	002	CAPSULE, EXTENDED RELEASE;ORAL	500MG	1	PENTASA	MESALAMINE	1
020051	001	TABLET;ORAL	1.5MG	1	GLYNASE	GLYBURIDE	0
020051	002	TABLET;ORAL	3MG	1	GLYNASE	GLYBURIDE	0
020051	003	TABLET;ORAL	4.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	GLYNASE	GLYBURIDE	0
020051	004	TABLET;ORAL	6MG	1	GLYNASE	GLYBURIDE	1
020055	001	TABLET;ORAL	1.5MG	0	GLYBURIDE (MICRONIZED)	GLYBURIDE	0
020055	002	TABLET;ORAL	3MG	0	GLYBURIDE (MICRONIZED)	GLYBURIDE	0
020055	003	TABLET;ORAL	6MG	0	GLYBURIDE (MICRONIZED)	GLYBURIDE	0
020056	001	AEROSOL, METERED;INHALATION	EQ 0.36MG BASE/INH	0	ATROPINE SULFATE	ATROPINE SULFATE	0
020058	001	INJECTABLE;INJECTION	15MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	THIOPLEX	THIOTEPA	0
020059	001	SOLUTION;INTRAVENOUS	60MG/20ML (3MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ADENOSCAN	ADENOSINE	0
020059	002	SOLUTION;INTRAVENOUS	90MG/30ML (3MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ADENOSCAN	ADENOSINE	0
020062	001	CAPSULE, EXTENDED RELEASE;ORAL	120MG	1	CARDIZEM CD	DILTIAZEM HYDROCHLORIDE	0
020062	002	CAPSULE, EXTENDED RELEASE;ORAL	180MG	1	CARDIZEM CD	DILTIAZEM HYDROCHLORIDE	0
020062	003	CAPSULE, EXTENDED RELEASE;ORAL	240MG	1	CARDIZEM CD	DILTIAZEM HYDROCHLORIDE	0
020062	004	CAPSULE, EXTENDED RELEASE;ORAL	300MG	1	CARDIZEM CD	DILTIAZEM HYDROCHLORIDE	0
020062	005	CAPSULE, EXTENDED RELEASE;ORAL	360MG	1	CARDIZEM CD	DILTIAZEM HYDROCHLORIDE	1
020063	001	INJECTABLE;INJECTION	N/A	0	RBC-SCAN	TECHNETIUM TC-99M RED BLOOD CELL KIT	0
020064	001	CAPSULE;ORAL	75MG;25MG	1	MACROBID	NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE	1
020065	001	SOLUTION/DROPS;OPHTHALMIC	0.02675%;0.315%	1	OPCON-A	NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE	1
020066	002	GUM, CHEWING;BUCCAL	EQ 4MG BASE	1	NICORETTE	NICOTINE POLACRILEX	1
020066	003	GUM, CHEWING;BUCCAL	EQ 4MG BASE	1	NICORETTE (MINT)	NICOTINE POLACRILEX	0
020066	004	GUM, CHEWING;BUCCAL	EQ 4MG BASE	1	NICORETTE	NICOTINE POLACRILEX	0
020067	002	TABLET, DELAYED RELEASE;ORAL	375MG	1	EC-NAPROSYN	NAPROXEN	1
020067	003	TABLET, DELAYED RELEASE;ORAL	500MG	1	EC-NAPROSYN	NAPROXEN	1
020068	001	INJECTABLE;INJECTION	2.4GM/100ML	1	FOSCAVIR	FOSCARNET SODIUM	1
020070	001	CAPSULE;ORAL	EQ 10MG BASE	0	COGNEX	TACRINE HYDROCHLORIDE	0
020070	002	CAPSULE;ORAL	EQ 20MG BASE	0	COGNEX	TACRINE HYDROCHLORIDE	0
020070	003	CAPSULE;ORAL	EQ 30MG BASE	0	COGNEX	TACRINE HYDROCHLORIDE	0
020070	004	CAPSULE;ORAL	EQ 40MG BASE	0	COGNEX	TACRINE HYDROCHLORIDE	0
020071	001	TABLET;ORAL-21	0.15MG;0.03MG	0	DESOGEN	DESOGESTREL; ETHINYL ESTRADIOL	0
020071	002	TABLET;ORAL-28	0.15MG;0.03MG	0	DESOGEN	DESOGESTREL; ETHINYL ESTRADIOL	0
020073	001	INJECTABLE;INJECTION	1MG/10ML (0.1MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ROMAZICON	FLUMAZENIL	0
020073	002	INJECTABLE;INJECTION	0.5MG/5ML (0.1MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ROMAZICON	FLUMAZENIL	0
020074	001	INJECTABLE; INJECTION	5MG in 10ML VIALS	0	HALOPERIDOL	HALOPERIDOL	
020075	001	INJECTABLE;INTRATHECAL	0.5MG/ML	1	LIORESAL	BACLOFEN	1
020075	002	INJECTABLE;INTRATHECAL	2MG/ML	1	LIORESAL	BACLOFEN	1
020075	003	INJECTABLE;INTRATHECAL	0.05MG/ML	1	LIORESAL	BACLOFEN	1
020076	001	Film, Extended Release; Transdermal	7MG/24HR	0	HABITROL	NICOTINE	
020076	002	Film, Extended Release; Transdermal	14MG/24HR	0	HABITROL	NICOTINE	
020076	003	Film, Extended Release; Transdermal	21MG/24HR	0	HABITROL	NICOTINE	
020076	004	FILM, EXTENDED RELEASE;TRANSDERMAL	7MG/24HR	1	HABITROL	NICOTINE	0
020076	005	FILM, EXTENDED RELEASE;TRANSDERMAL	14MG/24HR	1	HABITROL	NICOTINE	0
020076	006	FILM, EXTENDED RELEASE;TRANSDERMAL	21MG/24HR	1	HABITROL	NICOTINE	1
020079	001	SOLUTION;IRRIGATION	0.154MG/ML;0.92MG/ML;0.184MG/ML;0.2MG/ML;0.38MG/ML;2.1MG/ML;7.14MG/ML;0.42MG/ML	0	METHOTREXATE SODIUM	CALCIUM CHLORIDE; DEXTROSE; GLUTATHIONE DISULFIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE	0
020080	001	INJECTABLE;SUBCUTANEOUS	EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)	1	IMITREX	SUMATRIPTAN SUCCINATE	1
020080	002	INJECTABLE;SUBCUTANEOUS	EQ 4MG BASE/0.5ML (EQ 8MG BASE/ML)	1	IMITREX STATDOSE	SUMATRIPTAN SUCCINATE	1
020080	003	INJECTABLE;SUBCUTANEOUS	EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML)	1	IMITREX STATDOSE	SUMATRIPTAN SUCCINATE	1
020083	001	CAPSULE;ORAL	100MG	1	SPORANOX	ITRACONAZOLE	1
020084	001	INJECTABLE;INJECTION	2.3mCi/ML	0	IOBENGUANE SULFATE I 131	IOBENGUANE SULFATE I-131	0
020087	001	INJECTABLE;INJECTION	400MG/100ML	0	FLOXIN IN DEXTROSE 5%	OFLOXACIN	0
020087	002	INJECTABLE;INJECTION	20MG/ML	0	FLOXIN	OFLOXACIN	0
020087	003	INJECTABLE;INJECTION	40MG/ML	0	FLOXIN	OFLOXACIN	0
020087	004	INJECTABLE;INJECTION	4MG/ML	0	FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER	OFLOXACIN	0
020087	005	INJECTABLE;INJECTION	400MG/100ML	0	FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER	OFLOXACIN	0
020088	001	IMPLANT;IMPLANTATION	36MG/IMPLANT	0	NORPLANT SYSTEM IN PLASTIC CONTAINER	LEVONORGESTREL	0
020089	001	TABLET;ORAL	400MG	1	ZOVIRAX	ACYCLOVIR	0
020089	002	TABLET;ORAL	800MG	1	ZOVIRAX	ACYCLOVIR	0
020090	001	FOR SUSPENSION;ORAL	50MG/5ML	1	DIFLUCAN	FLUCONAZOLE	0
020090	002	FOR SUSPENSION;ORAL	200MG/5ML	1	DIFLUCAN	FLUCONAZOLE	1
020091	001	LIQUID;ORAL	100%	0	IMAGENT	PERFLUBRON	0
020092	001	CAPSULE, EXTENDED RELEASE;ORAL	120MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	DILACOR XR	DILTIAZEM HYDROCHLORIDE	0
020092	002	CAPSULE, EXTENDED RELEASE;ORAL	180MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	DILACOR XR	DILTIAZEM HYDROCHLORIDE	0
020092	003	CAPSULE, EXTENDED RELEASE;ORAL	240MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	DILACOR XR	DILTIAZEM HYDROCHLORIDE	0
020095	001	CAPSULE;ORAL	EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZANTAC 150	RANITIDINE HYDROCHLORIDE	0
020095	002	CAPSULE;ORAL	EQ 300MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	ZANTAC 300	RANITIDINE HYDROCHLORIDE	0
020098	001	SOLUTION;INTRAVENOUS	EQ 2MG BASE/ML (EQ 2MG BASE/ML)  **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	MIVACRON	MIVACURIUM CHLORIDE	0
020098	002	INJECTABLE;INJECTION	EQ 0.5MG BASE/ML	0	MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER	MIVACURIUM CHLORIDE	0
020098	003	INJECTABLE;INJECTION	EQ 50MG BASE/100ML	0	MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER	MIVACURIUM CHLORIDE	0
020098	004	SOLUTION;INTRAVENOUS	EQ 10MG BASE/5ML (EQ 2MG BASE/ML)	1	MIVACRON	MIVACURIUM CHLORIDE	0
020098	005	SOLUTION;INTRAVENOUS	EQ 20MG BASE/10ML (EQ 2MG BASE/ML)	1	MIVACRON	MIVACURIUM CHLORIDE	0
020101	001	SOLUTION;ORAL	EQ 20MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	PROZAC	FLUOXETINE HYDROCHLORIDE	0
020103	001	TABLET;ORAL	EQ 4MG BASE	1	ZOFRAN	ONDANSETRON HYDROCHLORIDE	0
020103	002	TABLET;ORAL	EQ 8MG BASE	1	ZOFRAN	ONDANSETRON HYDROCHLORIDE	0
020103	003	TABLET;ORAL	EQ 24MG BASE	1	ZOFRAN	ONDANSETRON HYDROCHLORIDE	1
020105	001	INJECTABLE;INJECTION	EQ 0.01MG BASE/ML	1	TRIOSTAT	LIOTHYRONINE SODIUM	1
020107	001	INJECTABLE;INJECTION	15% (15GM/100ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	NOVAMINE 15% SULFITE FREE IN PLASTIC CONTAINER	AMINO ACIDS	0
020111	001	SOLUTION;TOPICAL	0.75%	0	CHLORHEXIDINE GLUCONATE	CHLORHEXIDINE GLUCONATE	0
020114	001	SPRAY, METERED;NASAL	EQ 0.125MG BASE/SPRAY	1	ASTELIN	AZELASTINE HYDROCHLORIDE	1
020118	001	LIQUID;INHALATION	100%	1	SUPRANE	DESFLURANE	1
020119	001	INJECTABLE;INJECTION	10MG/ML	1	VUMON	TENIPOSIDE	0
020120	001	SPRAY, METERED;NASAL	0.05MG/SPRAY	0	ALLERNAZE	TRIAMCINOLONE ACETONIDE	0
020121	001	SPRAY, METERED;NASAL	0.05MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	1	FLONASE	FLUTICASONE PROPIONATE	0
020122	001	INJECTABLE;INJECTION	10MG/VIAL	1	NIPENT	PENTOSTATIN	1
020123	001	INJECTABLE;INJECTION	287MG/ML	1	OMNISCAN	GADODIAMIDE	1
020124	001	INJECTABLE;INJECTION	5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**	0	DIAZEPAM	DIAZEPAM	0
