ApplNo	ApplType	ApplPublicNotes	SponsorName
022255	NDA		UCB INC
022256	NDA		ALLERGAN
022257	NDA		HOFFMANN LA ROCHE
022259	NDA		HILL DERMACEUTICALS
022260	NDA		ACTELION PHARMS LTD
022262	NDA		TEVA BRANDED PHARM
022264	NDA		JANSSEN PHARMS
022266	NDA		BDSI
022267	NDA		ABBVIE INC
022268	NDA		NOVARTIS
022271	NDA		TAKEDA PHARMS USA
022272	NDA		PURDUE PHARMA LP
022273	NDA		SANOFI AVENTIS US
022275	NDA		OTSUKA AMERICA PHARM
022276	NDA		EXELA PHARMA SCIENCE
022277	NDA		MERCK SHARP DOHME
022278	NDA		DORC
022279	NDA		BKK PHARMS
022281	NDA		BAYER HEALTHCARE LLC
022282	NDA		MATRIX LABS LTD
022283	NDA		BAYER HEALTHCARE LLC
022285	NDA		UCB INC
022287	NDA		TAKEDA PHARMS USA
022288	NDA		BAUSCH AND LOMB INC
022290	NDA		GE HEALTHCARE
022291	NDA		NOVARTIS
022292	NDA		BOEHRINGER INGELHEIM
022293	NDA		AUROBINDO PHARMA
022294	NDA		AUROBINDO PHARMA
022295	NDA		AUROBINDO PHARMA LTD
022296	NDA		AUROBINDO PHARMA LTD
022299	NDA		AUROBINDO PHARMA LTD
022301	NDA		VALEANT PHARMS INTL
022303	NDA		CEPHALON
022304	NDA		COLLEGIUM PHARM INC
022305	NDA		NIAGARA PHARMS
022306	NDA		ALTATHERA PHARMS LLC
022307	NDA		ELI LILLY AND CO
022308	NDA		BAUSCH AND LOMB
022309	NDA		ABBVIE
022310	NDA		ASTRAZENECA
022311	NDA		GENZYME
022312	NDA		APOTEX INC
022314	NDA		NOVARTIS
022315	NDA		ALLERGAN
022318	NDA		GENZYME
022320	NDA		GALDERMA LABS LP
022321	NDA		ALPHARMA PHARMS
022325	NDA		BAXTER HLTHCARE
022327	NDA		PERRIGO PHARMA INTL
022328	NDA		PURDUE PHARMA
022331	NDA		CONCORDIA PHARMS INC
022332	NDA		ELI LILLY CO
022334	NDA		NOVARTIS
022341	NDA		NOVO NORDISK INC
022342	NDA		EMCURE PHARMA
022343	NDA		AUROBINDO PHARMA LTD
022344	NDA		AUROBINDO PHARMA LTD
022345	NDA		GLAXOSMITHKLINE
022346	NDA		PHARMACARE LTD
022347	NDA		PHARMACARE LTD
022348	NDA		CUMBERLAND PHARMS
022350	NDA		ASTRAZENECA AB
022351	NDA		AR HOLDING CO INC
022352	NDA		TAKEDA PHARMS USA
022353	NDA		AR HOLDING CO INC
022356	NDA		HETERO DRUGS LTD
022359	NDA		BAXTER HLTHCARE CORP
022360	NDA		GLAXOSMITHKLINE CONS
022362	NDA		DAIICHI SANKYO
022363	NDA		KOWA CO
022368	NDA		PHARMAXIS LTD
022369	NDA		ALLERGAN
022370	NDA		CIPHER PHARMS INC
022372	NDA		BRAINTREE LABS
022377	NDA		MERIDIAN MEDCL
022382	NDA		ZYLA
022383	NDA		NOVARTIS
022386	NDA		NOVO NORDISK INC
022387	NDA		UNITED THERAP
022393	NDA		CELGENE
022395	NDA		AVERITAS
022396	NDA		JAVELIN PHARMS INC
022399	NDA		ARBOR PHARMS LLC
022401	NDA		BOEHRINGER INGELHEIM
022402	NDA		HIKMA
022404	NDA		FORTOVIA
022405	NDA		GENZYME CORP
022406	NDA		JANSSEN PHARMS
022407	NDA		THERAVANCE INC
022408	NDA		PARAPRO LLC
022410	NDA		INDIVIOR INC
022411	NDA		ANGELINI PHARMA
022416	NDA		SUNOVION PHARMS INC
022417	NDA		ABBVIE
022418	NDA		ATHENA
022420	NDA		STRIDES ARCOLAB LTD
022421	NDA		BOEHRINGER INGELHEIM
022424	NDA		BKK PHARMS
022425	NDA		SANOFI AVENTIS US
022426	NDA		TAKEDA PHARMS USA
022427	NDA		ALLERGAN
022428	NDA		NOVARTIS
022429	NDA		BIONPHARMA INC
022430	NDA		FERRING PHARMS INC
022432	NDA		QUESTCOR PHARMA
022433	NDA		ASTRAZENECA PHARMS
022434	NDA		EAGLE PHARMS
022436	NDA		BAUSCH
022437	NDA		VERITY
022439	NDA		PERSION
022442	NDA		PERSION
022445	NDA		HERON THERAPS INC
022450	NDA		MALLINCKRODT HOSP
022453	NDA		TEVA PHARMS USA
022454	NDA		GE HLTHCARE INC
022456	NDA		SANTARUS
022458	BLA		PFIZER
022459	NDA		HETERO DRUGS LTD
022460	NDA		GLAXOSMITHKLINE
022461	NDA		MATRIX LABS LTD
022462	NDA		PIRAMAL CRITICAL
022464	NDA		STRIDES ARCOLAB LTD
022465	NDA		NOVARTIS
022466	NDA		PIERREL
022468	NDA		ACROTECH
022470	NDA		NOVARTIS
022472	BLA		MANNKIND
022473	NDA		UPJOHN
022474	NDA		LAB HRA PHARMA
022479	NDA		HETERO DRUGS LTD
022483	NDA		BAUSCH
022484	NDA		SEBELA IRELAND LTD
022485	NDA		SANDOZ
022488	NDA		PFIZER
022494	NDA		NIH NCI DCTD
022496	NDA		PACIRA PHARMS INC
022497	NDA		ALVOGEN
022499	NDA		TRIS PHARMA INC
022500	NDA		TRIS PHARMA INC
022501	NDA		APIL
022502	NDA		GALDERMA LABS LP
022503	NDA		PRIMUS PHARMS
022504	NDA		ELI LILLY AND CO
022505	BLA		THERATECHNOLOGIES
022509	NDA		SMITHKLINE BEECHAM
022510	NDA		SENTYNL THERAPS INC
022511	NDA		HORIZON
022512	NDA		BOEHRINGER INGELHEIM
022514	NDA		BOEHRINGER INGELHEIM
022516	NDA		LILLY
022517	NDA		FERRING PHARMS INC
022518	NDA		MERCK SHARP DOHME
022519	NDA		HORIZON
022522	NDA		ASTRAZENECA PHARMS
022523	BLA		VIVUS INC
022524	NDA		FORTOVIA
022525	NDA		FOREST LABS LLC
022526	NDA		SPROUT PHARMS
022527	NDA		NOVARTIS
022529	NDA		EISAI INC
022532	NDA		BAYER HLTHCARE
022534	NDA		SUN PHARMA GLOBAL
022535	NDA		GENENTECH INC
022536	NDA		FRESENIUS KABI USA
022537	NDA		MACLEODS PHARMA
022541	NDA		MACLEODS PHARMA
022542	BLA		VIOKACE
022544	NDA		ALMATICA
022545	NDA		NOVARTIS
022547	NDA		CIPLA LIMITED
022548	NDA		ALLERGAN
022549	NDA		ALEXZA PHARMS
022554	NDA		SALIX PHARMS
022555	NDA		PHOTOCURE ASA
022556	NDA		AYTU
022560	NDA		APIL
022561	NDA		EMD SERONO INC
022562	NDA		RECORDATI RARE
022563	NDA		MAYNE PHARMA
022565	NDA		GLAXOSMITHKLINE
022567	NDA		ALLERGAN
022568	NDA		EISAI INC
022569	NDA		BTCP PHARMA
022571	NDA		MERZ PHARMS
022572	NDA		MOBIUS THERAP
022573	NDA		APIL
022574	NDA		BAYER HLTHCARE
022575	BLA		SHIRE HUMAN GENETIC
022577	NDA		GILEAD SCIENCES INC
022578	NDA		J AND J CONSUMER INC
022580	NDA		VIVUS
022581	NDA		FRESENIUS MEDCL
040001	ANDA		ANI PHARMS INC
040007	ANDA		DR REDDYS
040008	ANDA		WATSON LABS INC
040009	ANDA		SUN PHARM INDS INC
040010	ANDA		HI TECH PHARMA
040011	ANDA		APPLIED ANAL
040013	ANDA		HOSPIRA
040014	ANDA		HI TECH PHARMA
040015	ANDA		TEVA PARENTERAL
040023	ANDA		TEVA PARENTERAL
040024	NDA		AM REGENT
040026	ANDA		HI TECH PHARMA
040027	ANDA		HI TECH PHARMA
040028	ANDA		PADDOCK LLC
040029	ANDA		PADDOCK LLC
040032	ANDA		ROXANE
040034	ANDA		INWOOD LABS
040035	ANDA		TARO
040036	ANDA		SANDOZ
040037	ANDA		TARO PHARM INDS LTD
040038	ANDA		TARO
040039	ANDA		TARO PHARM INDS LTD
040040	ANDA		TARO
040041	ANDA		TARO
040042	ANDA		TARO
040043	ANDA		WATSON LABS
040044	ANDA		WATSON LABS
040045	ANDA		COSETTE
040047	ANDA		NOVEN
040048	ANDA		NOVEN
040049	ANDA		NOVEN
040050	ANDA		SPECGX LLC
040052	ANDA		INWOOD LABS
040054	ANDA		HIKMA
040056	ANDA		WEST-WARD PHARMS INT
040057	ANDA		EASTMAN KODAK
040058	ANDA		COSETTE
040059	ANDA		BAUSCH AND LOMB
040061	ANDA		ROXANE
040062	ANDA		MIKART
040063	ANDA		BAUSCH AND LOMB
040064	ANDA		BAUSCH AND LOMB
040065	ANDA		BAUSCH AND LOMB
040066	ANDA		BAUSCH AND LOMB
040067	ANDA		BAUSCH AND LOMB
040069	ANDA		BAUSCH AND LOMB
040070	ANDA		BAUSCH AND LOMB
040073	ANDA		BAUSCH AND LOMB
040074	ANDA		BAUSCH AND LOMB
040075	ANDA		BAUSCH AND LOMB
040078	ANDA		HOSPIRA
040079	ANDA		HOSPIRA
040081	ANDA		TEVA PHARMS
040083	ANDA		TG UNITED INC
040084	ANDA		MALLINCKRODT
040085	ANDA		MIKART
040086	ANDA		RHODES PHARMS
040088	ANDA		VISTAPHARM
040089	ANDA		WEST-WARD PHARMS INT
040090	ANDA		ANDA REPOSITORY
040091	ANDA		SANDOZ
040092	ANDA		HOSPIRA
040093	ANDA		HOSPIRA
040094	ANDA		WATSON LABS
040095	ANDA		HOSPIRA
040097	ANDA		BAUSCH AND LOMB
040098	ANDA		DAVA PHARMS INC
040099	ANDA		APIL
040100	ANDA		UCB INC
040101	ANDA		SANDOZ
040102	ANDA		INVATECH
040103	ANDA		UPSHER SMITH LABS
040104	ANDA		SANDOZ
040105	ANDA		VINTAGE PHARMS
040106	ANDA		VINTAGE PHARMS
040108	ANDA		HOSPIRA
040109	ANDA		MIKART
040110	ANDA		HIKMA
040111	ANDA		ANI PHARMS INC
040113	ANDA		ACTAVIS ELIZABETH
040114	ANDA		MAYNE PHARMA
040116	ANDA		SANDOZ
040117	ANDA		ABBVIE
040118	ANDA		SANDOZ
040119	ANDA		HI TECH PHARMA
040120	ANDA		TEVA PHARMS
040122	ANDA		WATSON LABS
040123	ANDA		WATSON LABS
040124	ANDA		HIKMA INTL PHARMS
040125	ANDA		HI TECH PHARMA
040126	ANDA		HI TECH PHARMA
040131	ANDA		HOSPIRA
040133	ANDA		WATSON LABS
040134	ANDA		UCB INC
040135	ANDA		BARR
040136	ANDA		AM REGENT
040137	ANDA		WATSON LABS
040138	ANDA		LANNETT HOLDINGS INC
040139	ANDA		WATSON LABS
040140	ANDA		HOSPIRA
040143	ANDA		VINTAGE PHARMS
040144	ANDA		VINTAGE PHARMS
040145	ANDA		BARR
040146	ANDA		PHARM ASSOC
040147	ANDA		HOSPIRA
040148	ANDA		APIL
040149	ANDA		SANDOZ
040150	ANDA		INVATECH
040151	ANDA		HI TECH PHARMA
040152	ANDA		WATSON LABS
040153	ANDA		INVATECH
040155	ANDA		VINTAGE PHARMS
040156	ANDA		IMPAX LABS INC
040157	ANDA		VINTAGE PHARMS
040159	ANDA		BARR
040161	ANDA		HIKMA PHARMS
040162	ANDA		IVAX SUB TEVA PHARMS
040163	ANDA		SPECGX LLC
040164	ANDA		AKORN
040165	ANDA		AKORN
040166	ANDA		WOCKHARDT BIO AG
040167	ANDA		PERRIGO
040168	ANDA		WOCKHARDT
040169	ANDA		GENERICS
040171	ANDA		WATSON LABS
040174	ANDA		TEVA PHARMS USA
040177	ANDA		PHARM ASSOC
040179	ANDA		RISING
040180	ANDA		HIKMA
040182	ANDA		PHARM ASSOC
040183	ANDA		VINTAGE PHARMS
040184	ANDA		WATSON LABS
040185	ANDA		MYLAN
040186	ANDA		WATSON LABS
040187	ANDA		PHARM ASSOC
040188	ANDA		OXFORD PHARMS
040189	ANDA		JUBILANT CADISTA
040190	ANDA		ELITE LABS INC
040191	ANDA		VINTAGE PHARMS
040192	ANDA		WE PHARMS
040194	ANDA		SANDOZ
040195	ANDA		TARO
040196	ANDA		YAOPHARMA CO LTD
040197	ANDA		BARR LABS INC
040199	ANDA		ACTAVIS ELIZABETH
040201	ANDA		MALLINCKRODT
040203	ANDA		ACTAVIS ELIZABETH
040204	ANDA		WEST WARD
040206	ANDA		HOSPIRA
040207	ANDA		DURAMED PHARMS BARR
040209	ANDA		MYLAN
040210	ANDA		UCB INC
040212	ANDA		DURAMED PHARMS BARR
040213	ANDA		PHARM ASSOC
040215	ANDA		AKORN
040216	ANDA		AKORN
040218	ANDA		VINTAGE PHARMS
040219	ANDA		MUTUAL PHARM
040220	ANDA		WATSON LABS
040223	ANDA		DURAMED PHARMS BARR
040224	ANDA		PHARM ASSOC
040226	ANDA		VINTAGE PHARMS
040227	ANDA		ELITE LABS INC
040228	ANDA		ELITE LABS INC
040230	ANDA		LANNETT
040231	ANDA		PHARM ASSOC
040232	ANDA		WATSON LABS
040233	ANDA		DURAMED PHARMS BARR
040234	ANDA		WATSON LABS
040235	ANDA		WEST-WARD PHARMS INT
040236	ANDA		MUTUAL PHARM
040240	ANDA		MUTUAL PHARM
040241	ANDA		VISTAPHARM
040245	ANDA		ALLIED
040246	ANDA		PADDOCK LLC
040247	ANDA		TARO
040248	ANDA		WATSON LABS
040249	ANDA		ANDA REPOSITORY
040251	ANDA		MIKART
040252	ANDA		OXFORD PHARMS
040253	ANDA		PHARM ASSOC
040254	ANDA		NOVITIUM PHARMA
040255	ANDA		ANI PHARMS INC
040256	ANDA		VINTAGE PHARMS
040257	ANDA		MALLINCKRODT
040258	ANDA		FRESENIUS KABI USA
040259	ANDA		IMPERIUM
040260	ANDA		SUN PHARM INDUSTRIES
040261	ANDA		HIKMA
040262	ANDA		PHARMACHEMIE
040263	ANDA		FRESENIUS KABI USA
040265	ANDA		FRESENIUS KABI USA
040266	ANDA		FRESENIUS KABI USA
040267	ANDA		WATSON LABS
040268	ANDA		JUBILANT CADISTA
040272	ANDA		DURAMED PHARMS BARR
040273	ANDA		WEST-WARD PHARMS INT
040274	ANDA		MYLAN
040275	ANDA		EPIC PHARMA INC
040276	ANDA		ACTAVIS ELIZABETH
040277	ANDA		AKORN INC
040278	ANDA		FRESENIUS KABI USA
040279	ANDA		FRESENIUS KABI USA
040280	ANDA		VINTAGE PHARMS LLC
040281	ANDA		VINTAGE PHARMS LLC
040282	ANDA		MYLAN PHARMS INC
040283	ANDA		OXFORD PHARMS
040284	ANDA		LUPIN
040285	ANDA		IVAX SUB TEVA PHARMS
040286	ANDA		FRESENIUS KABI USA
040287	ANDA		IVAX SUB TEVA PHARMS
040288	ANDA		VINTAGE PHARMS LLC
040289	ANDA		DURAMED PHARMS BARR
040291	ANDA		FRESENIUS KABI USA
040295	ANDA		ACTAVIS ELIZABETH
040296	ANDA		DURAMED PHARMS BARR
040297	ANDA		USL PHARMA
040298	ANDA		MYLAN
040299	ANDA		VINTAGE PHARMS LLC
040300	ANDA		SPECGX LLC
040301	ANDA		TARO
040302	ANDA		HOSPIRA
040303	ANDA		VINTAGE PHARMS LLC
040304	ANDA		BARR
040305	ANDA		HOSPIRA
040306	ANDA		LANNETT CO INC
040307	ANDA		BARR
040308	ANDA		BARR
040309	ANDA		BARR
040310	ANDA		TARO
040311	ANDA		DURAMED PHARMS BARR
040312	ANDA		NOVO NORDISK INC
040313	ANDA		WOCKHARDT BIO AG
040314	ANDA		AKORN
040315	ANDA		AKORN
040316	ANDA		MIKART
040317	ANDA		MYLAN
040318	ANDA		DURAMED PHARMS BARR
040319	ANDA		MYLAN
040320	ANDA		KING PHARMS LLC
040321	ANDA		ACTAVIS ELIZABETH
040322	ANDA		TEVA PHARMS
040323	ANDA		VISTAPHARM
040326	ANDA		MYLAN
040327	ANDA		SANDOZ
040330	ANDA		VINTAGE PHARMS LLC
040331	ANDA		EPIC PHARMA
040332	ANDA		TEVA PARENTERAL
040333	ANDA		TEVA PHARMS USA
040334	ANDA		TEVA PHARMS USA
040335	ANDA		WEST-WARD PHARMS INT
040336	ANDA		HIKMA
040337	ANDA		HIKMA
040338	ANDA		AM REGENT
040341	ANDA		VINTAGE PHARMS LLC
040342	ANDA		VISTAPHARM
040347	ANDA		WEST-WARD PHARMS INT
040349	ANDA		NUVO PHARMS INC
040350	ANDA		MYLAN
040351	ANDA		FOUGERA PHARMS
040352	ANDA		SPECGX LLC
040353	ANDA		ACTAVIS ELIZABETH
040355	ANDA		VINTAGE PHARMS
040356	ANDA		VINTAGE PHARMS
040357	ANDA		PAR PHARM
040358	ANDA		VINTAGE PHARMS
040359	ANDA		MYLAN
040360	ANDA		PHARM ASSOC
040361	ANDA		BARR
040362	ANDA		JUBILANT CADISTA
040364	ANDA		NESHER PHARMS
040365	ANDA		NESHER PHARMS
040366	ANDA		NESHER PHARMS
040367	ANDA		NESHER PHARMS
040368	ANDA		IMPAX PHARMS
040371	ANDA		WATSON LABS
040372	ANDA		HOSPIRA
040373	ANDA		TEVA PARENTERAL
040374	ANDA		TARO
040377	ANDA		PRINSTON INC
040378	ANDA		AVONDALE PHARMS
040379	ANDA		FRESENIUS KABI USA
040385	ANDA		BARR
040386	ANDA		TARO
040387	ANDA		MIKART
040388	ANDA		FRESENIUS KABI USA
040390	ANDA		ABLE
040391	ANDA		VINTAGE PHARMS
040392	ANDA		VINTAGE PHARMS
040394	ANDA		ABLE
040395	ANDA		ABLE
040396	ANDA		SEBELA IRELAND LTD
040397	ANDA		EPIC PHARMA LLC
040398	ANDA		SEBELA IRELAND LTD
040399	ANDA		PHARM ASSOC
040400	ANDA		SPECGX LLC
040401	ANDA		HI TECH PHARMA CO
040402	ANDA		ABLE
040403	ANDA		ABLE
040404	ANDA		ABLE
040405	ANDA		SPECGX LLC
040407	ANDA		ABLE
040409	ANDA		SPECGX LLC
040410	ANDA		WATSON LABS
040411	ANDA		CASI PHARMS INC
040412	ANDA		PRINSTON INC
040413	ANDA		ABLE
040415	ANDA		MYLAN
040416	ANDA		UPSHER SMITH LABS
040417	ANDA		LANNETT CO INC
040418	ANDA		MALLINCKRODT
040419	ANDA		SPECGX LLC
040420	ANDA		WOCKHARDT BIO AG
040421	ANDA		ABLE
040422	ANDA		BARR
040423	ANDA		NESHER PHARMS
040424	ANDA		MYLAN
040425	ANDA		BARR
040427	ANDA		ABLE
040428	ANDA		COSETTE
040430	ANDA		BIONPHARMA INC
040431	ANDA		IMPAX LABS
040432	ANDA		ANDA REPOSITORY
040433	ANDA		AKORN
040435	ANDA		ANI PHARMS INC
040436	ANDA		SPECGX LLC
040439	ANDA		SANDOZ
040440	ANDA		SPECGX LLC
040441	ANDA		WATSON LABS FLORIDA
040442	ANDA		MIKART
040443	ANDA		WATSON LABS FLORIDA
040444	ANDA		EPIC PHARMA LLC
040445	ANDA		SANDOZ
040446	ANDA		SUN PHARM INDS INC
040447	ANDA		WATSON LABS FLORIDA
040448	ANDA		ELITE LABS INC
040449	ANDA		ABLE
040451	ANDA		MYLAN INSTITUTIONAL
040452	ANDA		ABLE
040453	ANDA		WEST-WARD PHARMS INT
040454	ANDA		TEVA PHARMS USA
040455	ANDA		TEVA PHARMS USA
040456	ANDA		ACTAVIS ELIZABETH
040457	ANDA		IMPAX LABS INC
040458	ANDA		MIKART
040459	ANDA		ABLE
040460	ANDA		ELITE LABS INC
040461	ANDA		DR REDDYS LABS SA
040462	ANDA		WEST-WARD PHARMS INT
040463	ANDA		WEST-WARD PHARMS INT
040464	ANDA		ABLE
040465	ANDA		WEST-WARD PHARMS INT
040466	ANDA		APP PHARMS
040467	ANDA		FOUGERA PHARMS
040468	ANDA		MALLINCKRODT
040469	ANDA		ABLE
040471	ANDA		MYLAN INSTITUTIONAL
040472	ANDA		TEVA PHARMS
040473	ANDA		ABLE
040474	ANDA		ABLE
040475	ANDA		PADDOCK LLC
040476	ANDA		ABLE
040477	ANDA		ABLE
040478	ANDA		ABLE
040479	ANDA		WATSON LABS INC
040480	ANDA		SUN PHARM INDUSTRIES
040481	ANDA		SANDOZ INC
040482	ANDA		ANDA REPOSITORY
040483	ANDA		ABLE
040484	ANDA		AKORN
040485	ANDA		ABLE
040486	ANDA		MOUNTAIN
040488	ANDA		WATSON LABS FLORIDA
040489	ANDA		OXFORD PHARMS
040490	ANDA		ABLE
040491	ANDA		FRESENIUS KABI USA
040492	ANDA		ABLE
040493	ANDA		WATSON LABS FLORIDA
040494	ANDA		WATSON LABS FLORIDA
040495	ANDA		WATSON LABS FLORIDA
040496	ANDA		MIKART
040497	ANDA		ABLE
040498	ANDA		MYLAN INSTITUTIONAL
040500	ANDA		PERRIGO ISRAEL
040502	ANDA		IMPAX LABS
040503	ANDA		LANNETT CO INC
040504	ANDA		ABLE
040505	ANDA		TEVA PARENTERAL
040506	ANDA		MIKART
040507	ANDA		VINTAGE PHARMS
040508	ANDA		MALLINCKRODT INC
040509	ANDA		ABLE
040510	ANDA		HIKMA INTL PHARMS
040511	ANDA		VINTAGE PHARMS
040512	ANDA		ANI PHARMS INC
040513	ANDA		VINTAGE PHARMS
040514	ANDA		JUBILANT CADISTA
040515	ANDA		AM REGENT
040516	ANDA		IMPAX LABS
040517	ANDA		SPECGX LLC
040518	ANDA		WOCKHARDT
040519	ANDA		FRESENIUS KABI USA
040520	ANDA		VINTAGE PHARMS
040521	ANDA		TARO
040522	ANDA		METRICS PHARM
040524	ANDA		BEDFORD LABS
040525	ANDA		SUN PHARM INDUSTRIES
040526	ANDA		SUN PHARM INDUSTRIES
040527	ANDA		SUN PHARM INDUSTRIES
040528	ANDA		HIKMA
040529	ANDA		ABLE
040530	ANDA		PADDOCK LLC
040532	ANDA		WOCKHARDT
040533	ANDA		WOCKHARDT
040534	ANDA		WOCKHARDT
040535	ANDA		WATSON LABS
040537	ANDA		MOUNTAIN
040538	ANDA		HIKMA PHARMS
040539	ANDA		ABLE
040540	ANDA		ATHENEX INC
040541	ANDA		MYLAN INSTITUTIONAL
040542	ANDA		OXFORD PHARMS
040543	ANDA		ABLE
040545	ANDA		SPECGX LLC
040546	ANDA		ABLE
040547	ANDA		ECI PHARMS LLC
040548	ANDA		ABLE
040550	ANDA		MALLINCKRODT
040551	ANDA		ACTAVIS ELIZABETH
040552	ANDA		ACTAVIS ELIZABETH
040553	ANDA		ACTAVIS ELIZABETH
040554	ANDA		ACTAVIS ELIZABETH
040555	ANDA		LANNETT
040557	ANDA		TEVA PHARMS USA
040558	ANDA		ABLE
040559	ANDA		ABLE
040560	ANDA		NOSTRUM LABS INC
040562	ANDA		ABLE
040563	ANDA		ABLE
040564	ANDA		LNK
040568	ANDA		RENATA
040569	ANDA		MYLAN
040570	ANDA		PHARM ASSOC
040571	ANDA		PHARM ASSOC
040572	ANDA		FRESENIUS KABI USA
040573	ANDA		ACELLA
040574	ANDA		PRINSTON INC
040575	ANDA		NEXUS PHARMS
040576	ANDA		ACCELRX LABS
040578	ANDA		TWI PHARMS
040579	ANDA		PRINSTON INC
040580	ANDA		PRINSTON INC
040581	ANDA		VINTAGE PHARMS
040582	ANDA		SUN PHARM INDUSTRIES
040583	ANDA		FRESENIUS KABI USA
040584	ANDA		VINTAGE PHARMS
040586	ANDA		OXFORD PHARMS
040587	ANDA		SUN PHARM INDS INC
040590	ANDA		MIKART
040591	ANDA		HIKMA INTL PHARMS
040593	ANDA		SANDOZ
040594	ANDA		MYLAN
040596	ANDA		ZYDUS PHARMS USA
040597	ANDA		ZYDUS PHARMS USA
040601	ANDA		SUN PHARM INDUSTRIES
040603	ANDA		TARO
040604	ANDA		EPIC PHARMA LLC
040607	ANDA		SAPTALIS PHARMS
040608	ANDA		MIKART
040609	ANDA		COSETTE
040610	ANDA		VISTAPHARM
040611	ANDA		JUBILANT CADISTA
040612	ANDA		FRESENIUS KABI USA
040613	ANDA		HI TECH PHARMA
040615	ANDA		SANDOZ INC
040616	ANDA		PLIVA
040618	ANDA		NOVAST LABS
040619	ANDA		ECI PHARMS LLC
040620	ANDA		TEVA PHARMS USA
040621	ANDA		SUN PHARM INDS (IN)
040622	ANDA		PRINSTON INC
040624	ANDA		VINTAGE PHARMS
040625	ANDA		AMNEAL PHARM
040626	ANDA		ANDA REPOSITORY
040627	ANDA		THEPHARMANETWORK LLC
040628	ANDA		FOSUN PHARMA
040632	ANDA		WEST-WARD PHARMS INT
040633	ANDA		UPSHER SMITH LABS
040634	ANDA		UPSHER SMITH LABS
040635	ANDA		UPSHER SMITH LABS
040636	ANDA		UPSHER SMITH LABS
040637	ANDA		WEST-WARD PHARM CORP
040639	ANDA		VINTAGE PHARMS
040640	ANDA		PAR PHARM
040641	ANDA		BEDFORD LABS
040642	ANDA		BRECKENRIDGE PHARM
040643	ANDA		PHARM ASSOC
040644	ANDA		BOSCOGEN
040646	ANDA		IMPAX LABS INC
040647	ANDA		MYLAN INSTITUTIONAL
040648	ANDA		SANDOZ INC
040649	ANDA		SLATE
040650	ANDA		PHARM ASSOC
040652	ANDA		MYLAN INSTITUTIONAL
040653	ANDA		PAR PHARM
040654	ANDA		PHARM ASSOC
040655	ANDA		VINTAGE PHARMS
040656	ANDA		VINTAGE PHARMS
040657	ANDA		ZYDUS PHARMS USA INC
040658	ANDA		MIKART
040659	ANDA		JUBILANT CADISTA
040660	ANDA		PHARM ASSOC
040662	ANDA		BEDFORD LABS
040663	ANDA		ZYDUS PHARMS USA
040664	ANDA		HOSPIRA
040665	ANDA		HOSPIRA
040666	ANDA		HOSPIRA
040667	ANDA		HIKMA INTL PHARMS
040668	ANDA		LYNE
040671	ANDA		MLV
040672	ANDA		SAPTALIS PHARMS
040673	ANDA		QUAGEN
040674	ANDA		HI-TECH PHARMA CO
040675	ANDA		HI TECH
040676	ANDA		MIKART
040677	ANDA		LANNETT CO INC
040679	ANDA		MIKART
040680	ANDA		SPECGX LLC
040682	ANDA		ORIT LABS LLC
040684	ANDA		TARO
040686	ANDA		AKORN
040687	ANDA		MIKART
040688	ANDA		WRASER PHARMS LLC
040692	ANDA		MIKART
040698	ANDA		MIKART
040700	ANDA		ECR
040701	ANDA		BOCA PHARMA LLC
040702	ANDA		LEADING PHARMA LLC
040706	ANDA		OXFORD PHARMS
040707	ANDA		ACTAVIS ELIZABETH
040708	ANDA		LANNETT CO INC
040709	ANDA		BEDFORD LABS
040710	ANDA		LANNETT CO INC
040712	ANDA		KVK TECH
040713	ANDA		KVK TECH
040714	ANDA		EPIC PHARMA LLC
040715	ANDA		VINTAGE
040716	ANDA		ACCORD HLTHCARE
040717	ANDA		IMPAX LABS
040718	ANDA		TARO
040719	ANDA		SANDOZ INC
040721	ANDA		IMPAX LABS
040723	ANDA		IMPAX LABS INC
040728	ANDA		ECI PHARMS LLC
040729	ANDA		AMNEAL PHARMS NY
040730	ANDA		AKORN
040731	ANDA		SUN PHARM INDS
040732	ANDA		WOCKHARDT USA
040733	ANDA		MURTY PHARMS
040734	ANDA		HERITAGE PHARMA
040735	ANDA		MYLAN PHARMS INC
040736	ANDA		AMNEAL PHARMS NY
040737	ANDA		XGEN PHARMS
040743	ANDA		ACCORD HLTHCARE
040745	ANDA		BAXTER HLTHCARE
040746	ANDA		AMNEAL PHARMS NY
040747	ANDA		TEDOR PHARM
040748	ANDA		AMNEAL PHARMS NY
040749	ANDA		THEPHARMANETWORK LLC
040750	ANDA		OXFORD PHARMS
040751	ANDA		OXFORD PHARMS
040754	ANDA		AMNEAL PHARMS NY
040755	ANDA		SUN PHARM INDS LTD
040756	ANDA		VINTAGE
040757	ANDA		AMNEAL PHARMS NY
040759	ANDA		WOCKHARDT
040760	ANDA		HIKMA
040761	ANDA		VINTAGE
040762	ANDA		ELITE LABS INC
040765	ANDA		AMNEAL PHARMS NY
040766	ANDA		IPCA LABS LTD
040767	ANDA		ACCORD HLTHCARE
040768	ANDA		ACCORD HLTHCARE
040769	ANDA		AMNEAL PHARMS NY
040770	ANDA		MYLAN PHARMS INC
040771	ANDA		LYNE
040772	ANDA		EBEWE PHARMA
040773	ANDA		SPECGX LLC
040774	ANDA		APOTEX
040775	ANDA		LANNETT CO INC
040776	ANDA		OUTLOOK PHARMS
