key,Prop,value,,,,,,,,,,,,,,,,,,,,,,,,
TYP_INT:1,roadIntersectionType,NotAnIntersection,INTER,not an intersection,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:2,roadIntersectionType,FourWayIntersection,INTER,four way intersection,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:3,roadIntersectionType,TIntersection,INTER,T-intersection,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:4,roadIntersectionType,YIntersection,INTER,Y-intersection,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:5,roadIntersectionType,TrafficCircle,INTER,traffic circle,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:6,roadIntersectionType,Roundabout,INTER,round about,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:7,roadIntersectionType,FivePointOrMore,INTER,five point or more,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:10,roadIntersectionType,LIntersection,INTER,L-intersection,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:11,roadIntersectionType,NHTSA_OtherIntersectionType,INTER,other intersection type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:8,roadIntersectionType,NHTSA_NotReportedIntersectionType,INTER,not reported intersection type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:98,roadIntersectionType,NHTSA_NotReportedIntersectionType,INTER,not reported intersection type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:9,roadIntersectionType,NHTSA_UnknownIntersectionType,INTER,unknown intersection type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
TYP_INT:99,roadIntersectionType,ReportedAsUnknown,INTER,reported as unknown,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where road intersection type is {INTER}""",,,,,,
REL_ROAD:1,locationType,OnRoadway,LCRASH,on roadway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:2,locationType,OnShoulder,LCRASH,on shoulder,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:3,locationType,OnMedian,LCRASH,on median,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:4,locationType,OnRoadside,LCRASH,on roadside,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:5,locationType,OutsideRightOfWay,LCRASH,on outside righ to fway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:6,locationType,OffRoadway,LCRASH,off roadway,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:7,locationType,ParkingLane,LCRASH,in parking lane,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:8,locationType,GoreRoad,LCRASH,on gore road,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:9,locationType,NHTSA_UnknownLocationType,LCRASH,on unknown location type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:10,locationType,RoadSeparator,LCRASH,on road separator,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:11,locationType,ContinuousLeftTurnLane,LCRASH,on continuous left turn lane,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:12,locationType,PedestrianRefugeIslandOrTrafficIsland,LCRASH,on pedestrian refuge island or traffic island,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:98,locationType,NHTSA_NotReportedLocationType,LCRASH,not reported location type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
REL_ROAD:99,locationType,NHTSA_UnknownLocationType,LCRASH,unknown location type,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {LCRASH}""",description,"""Count of crash incident where location of the crash is {LCRASH} as it relates to its position within or outside the trafficway based on the First Harmful Event.""",descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=69""",,
C_M_ZONE:0,workZoneType,NotAWorkZone,ZONE,in no work zone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70""",,
C_M_ZONE:1,workZoneType,Construction,ZONE,in construction work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
C_M_ZONE:2,workZoneType,Maintenance,ZONE,in maintenance work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
C_M_ZONE:3,workZoneType,Construction__Maintenance__Utility,ZONE,in construction or maintenance or utility work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
C_M_ZONE:4,workZoneType,NHTSA_UnknownWorkZone,ZONE,work zone type unknown,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
C_M_ZONE:8,workZoneType,NHTSA_WorkZoneNotReported,ZONE,not reported work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {ZONE}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {ZONE} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
WRK_ZONE:0,workZoneType,NotAWorkZone,WRK,in no work zone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70""",,
WRK_ZONE:1,workZoneType,Construction,WRK,in construction work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
WRK_ZONE:2,workZoneType,Maintenance,WRK,in maintenance work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
WRK_ZONE:3,workZoneType,Utility,WRK,in utility work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
WRK_ZONE:4,workZoneType,NHTSA_UnknownWorkZone,WRK,work zone type unknown,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
WRK_ZONE:8,workZoneType,NHTSA_WorkZoneNotReported,WRK,not reported work zone,locationType,WorkZone,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident {WRK}""",description,"""Count of crash incidentin in which the first harmful event occurs within the boundaries of {WRK} or on an approach to or exit from a work zone, resulting from an activity, behavior, or control related to the movement of the traffic units through the work zone  """,descriptionUrl,"""https://crashstats.nhtsa.dot.gov/Api/Public/ViewPublication/813417#page=70"""
LGT_COND:1,lightCondition,Daylight,LIGHT,daylight,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:2,lightCondition,Dark,LIGHT,dark,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:3,lightCondition,DarkButLighted,LIGHT,dark but lighted,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:4,lightCondition,Dawn,LIGHT,dawn,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:5,lightCondition,Dusk,LIGHT,dusk,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:6,lightCondition,UnknownLight,LIGHT,unknown light,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:7,lightCondition,NHTSA_OtherLightLevel,LIGHT,other,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:8,lightCondition,NHTSA_LightLevelNotReported ,LIGHT,not reported,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
LGT_COND:9,lightCondition,NHTSA_UnknownLightLevel,LIGHT,unknown,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {LIGHT} level of light at the time of the crash""",,,,,,
WEATHER:0,weatherCondition,NoAdverseWeatherCondition,CONDITION,no adverse atmospheric condition,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:1,weatherCondition,NoAdverseWeatherCondition,CONDITION,no adverse atmospheric condition,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:2,weatherCondition,Rain__Mist,CONDITION,rain or mist atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:3,weatherCondition,Sleet__Hail,CONDITION,sleet or hail atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:4,weatherCondition,Snow,CONDITION,snow atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:5,weatherCondition,Fog__Smoke__Smog,CONDITION,fog or smoke or smog atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:6,weatherCondition,SevereCrosswind,CONDITION,severe crosswind atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:7,weatherCondition,BlowingSandOrSoilOrDirt,CONDITION,blowing sand or soil or dirt atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:8,weatherCondition,NHTSA_OtherWeatherCondition,CONDITION,other atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:9,weatherCondition,NHTSA_UnknownWeather,CONDITION,unknown atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:10,weatherCondition,Cloudy,CONDITION,cloudy atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:11,weatherCondition,BlowingSnow,CONDITION,blowing snow atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:12,weatherCondition,FreezingRain__Drizzle,CONDITION,freezing rain or drizzle atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:98,weatherCondition,NHTSA_WeatherNotReported,CONDITION,not reported atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
WEATHER:99,weatherCondition,NHTSA_UnknownWeather,CONDITION,unknown atmospheric conditions,measuredProperty,count,populationType,VehicleCrashIncident,#Aggregate,sum,value,1,crashInvolvement,"""""",vehicleOccupantType,"""""",vehicleStatus,"""""",name,"""Count of crash incident where {CONDITION} existed at the time of the crash""",,,,,,
SCH_BUS:0,vehicleType,NotASchoolBus,measuredProperty,count,populationType,VehicleCrashIncident,crashInvolvement,InvolvedInCrash,#Aggregate,sum,value,1,name,"""Count of crash incident where school bus, or motor vehicle functioning as a school bus, is not related to the crash""",vehicleOccupantType,"""""",vehicleStatus,"""""",,,,,,,,
SCH_BUS:8,#Ignore,skip value,value,1,,,,,,,,,,,,,,,,,,,,,,
SCH_BUS:1,vehicleType,SchoolBus,measuredProperty,count,populationType,VehicleCrashIncident,crashInvolvement,InvolvedInCrash,#Aggregate,sum,value,1,name,"""Count of crash incident where school bus, or motor vehicle functioning as a school bus, is related to the crash""",vehicleOccupantType,"""""",vehicleStatus,"""""",,,,,,,,
