STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2010,,96.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,ISR,Israel,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2011,,97.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2000,,71.59999847,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2001,,74.19999695,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2002,,75.59999847,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2003,,78,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2004,,79.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2005,,80.90000153,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2006,,82.90000153,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2007,,83.69999695,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2008,,84.80000305,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2009,,85.69999695,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2010,,86.90000153,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,JPN,Japan,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2011,,87.59999847,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1996,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1997,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1998,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,KOR,Korea,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1999,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,MEX,Mexico,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1990,,8.600000381,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,MEX,Mexico,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1995,,11.80000019,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,MEX,Mexico,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2000,,34.29999924,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,MEX,Mexico,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2005,,50.90000153,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,MEX,Mexico,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2010,,61.79999924,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,PRT,Portugal,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2005,,70,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,SWE,Sweden,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2000,,99,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,SWE,Sweden,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2002,,99,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,SWE,Sweden,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2003,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,SWE,Sweden,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2004,,100,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHE,Switzerland,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2000,,98.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHE,Switzerland,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2001,,98.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHE,Switzerland,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2005,,99,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHE,Switzerland,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2010,,99.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHE,Switzerland,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2013,,99.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1994,,9.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1995,,8.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1996,,10.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1997,,14.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1998,,16.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,1999,,22.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2000,,26.3,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2001,,27.3,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2002,,27.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2003,,29.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,TUR,Türkiye,A,Annual,TOTTR,Total wastewater treatment,PT_POP,Percentage of population,2004,,35.79999924,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2009,,-0.0004062652588,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2010,,0.004528045654,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2011,,-0.002548217773,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2012,,0.002835273743,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,-0.002466201782,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,0.0005149841309,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,-0.002813339233,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,-0.002206802368,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,-0.004728317261,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2018,,0.0007991790772,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2020,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2021,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2022,,3.81E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUS,Australia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2023,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUT,Austria,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1993,,1.55E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,AUT,Austria,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,1.55E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1986,,-9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1989,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1991,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1996,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1999,,-3.81E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,-1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,-2.86E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,2.86E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,9.54E-07,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2018,,-1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2019,,-1.91E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2021,,-0.1000022888,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CAN,Canada,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2022,,-3.81E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2012,,-0.000102519989,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2013,,-0.000102519989,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2014,,0.03000211716,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2015,,-0.000102519989,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2016,,0.08000135422,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CHL,Chile,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2017,,-0.000102519989,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1975,,1.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1980,,1.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1985,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1989,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1990,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1991,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1992,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1993,,1.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1994,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1995,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1996,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1997,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1998,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,1999,,2.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2002,,1.33E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2003,,-2.48E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2004,,-2.68E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2005,,-1.15E-06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_TREAT@DF_WATER_TREAT(1.0),Wastewater - connection rates to treatment,I,CZE,Czechia,A,Annual,OTHERTR,Unspecified (other) treatment,PT_POP,Percentage of population,2006,,3.80E-07,,A,Normal value,0,Units,1,One
