observationDate,value,observationAbout,variableMeasured,unit
2017,1.5,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,1406000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,331000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.2,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,16157986000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,8.2,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,113966000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,11.6,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,20214000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,10.8,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,16652484000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,8.5,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,225421000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,22.9,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,14144000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,7.6,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,25331865000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,12.9,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,219323000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,22.2,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,38862000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,20.8,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,941614000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,0.5,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,1180000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,800000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.4,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,17187656000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,8.8,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,37219000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,3.8,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,24090294000,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,12.3,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,5810625000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_IndependentOperations_GovernmentGrantsAndContracts,USDollar
2017,3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateNonProfitInstitution_FourYear_IndependentOperations_GovernmentGrantsAndContracts,Percent
2017,4286108000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,2.2,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,69630000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,7.1,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,32704000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,17.5,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateNonProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,12733999000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,Percent
2017,3872733000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,Percent
2017,2839886000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_TotalRevenueInvestmentReturn_GovernmentGrantsAndContracts,Percent
2017,11692675000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_TuitionAndFees_GovernmentGrantsAndContracts,USDollar
2017,91.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_TuitionAndFees_GovernmentGrantsAndContracts,Percent
2017,3470952000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_TuitionAndFees_GovernmentGrantsAndContracts,USDollar
2017,89.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_TuitionAndFees_GovernmentGrantsAndContracts,Percent
2017,2477433000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_TuitionAndFees_GovernmentGrantsAndContracts,USDollar
2017,87.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_TuitionAndFees_GovernmentGrantsAndContracts,Percent
2017,36561000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,16114000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,15879000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,32118000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,USDollar
2017,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_FederalFunding_GovernmentAppropriations,Percent
2017,14277000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,USDollar
2017,0.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_FederalFunding_GovernmentAppropriations,Percent
2017,15515000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentAppropriations,USDollar
2017,0.5,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_FederalFunding_GovernmentAppropriations,Percent
2017,3986000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_StateFunding_GovernmentAppropriations,USDollar
2017,1529000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_StateFunding_GovernmentAppropriations,USDollar
2017,243000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_StateFunding_GovernmentAppropriations,USDollar
2017,457000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_LocalFunding_GovernmentAppropriations,USDollar
2017,309000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_LocalFunding_GovernmentAppropriations,USDollar
2017,121000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentAppropriations,USDollar
2017,359452000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentAppropriations,USDollar
2017,2.8,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentAppropriations,Percent
2017,169108000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentAppropriations,USDollar
2017,4.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentAppropriations,Percent
2017,30534000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentAppropriations,USDollar
2017,1.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentAppropriations,Percent
2017,336023000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,USDollar
2017,2.6,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,Percent
2017,156881000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,USDollar
2017,4.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,Percent
2017,26391000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,USDollar
2017,0.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_FederalFundingExcludesFDSLLoans_GovernmentGrantsAndContracts,Percent
2017,23268000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2017,0.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_StateFunding_GovernmentGrantsAndContracts,Percent
2017,10104000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2017,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2017,1532000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_StateFunding_GovernmentGrantsAndContracts,Percent
2017,161000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2017,2123000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2017,2611000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_LocalFunding_GovernmentGrantsAndContracts,Percent
2017,11586000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GrantsAndContracts_GovernmentGrantsAndContracts,Percent
2017,1813000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2017,522000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GrantsAndContracts_GovernmentGrantsAndContracts,USDollar
2017,34559000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,USDollar
2017,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,Percent
2017,8294000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,USDollar
2017,0.2,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,Percent
2017,9776000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,USDollar
2017,0.3,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_InvestmentIncomeAndGains_GovernmentGrantsAndContracts,Percent
2017,180112000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2017,1.4,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2017,73755000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2017,1.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2017,191226000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_EducationalSales_GovernmentGrantsAndContracts,USDollar
2017,6.7,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_EducationalSales_GovernmentGrantsAndContracts,Percent
2017,210935000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,USDollar
2017,1.7,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,Percent
2017,36266000,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,USDollar
2017,0.9,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_SalesAndServicesOfAuxiliaryEnterprises_GovernmentGrantsAndContracts,Percent
2017,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_HospitalRevenue_GovernmentGrantsAndContracts,USDollar
2017,0,country/USA,dcid:Revenue_ExpenditureActivity_PrivateForProfitInstitution_FourYear_HospitalRevenue_GovernmentGrantsAndContracts,Percent
2017,208120000,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,1.6,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,96431000,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,2.5,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,114517000,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,4,country/USA,dcid:Count_ExpenditureActivity_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,11680961000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,3786541000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,2513669000,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,100,country/USA,dcid:Expenditure_ExpenditureActivity_TotalExpenses_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,2995663000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,25.6,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,1178504000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,31.1,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,989942000,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,39.4,country/USA,dcid:Expenditure_ExpenditureActivity_Instruction_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,4702000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,635000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,1959000,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_Research_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,10388000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,2705000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,2399000,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_PublicService_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,1323324000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,11.3,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,337339000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,8.9,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,216963000,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,8.6,country/USA,dcid:Expenditure_ExpenditureActivity_AcademicSupport_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,2336857000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,20,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,633516000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,16.7,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,311247000,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,12.4,country/USA,dcid:Expenditure_ExpenditureActivity_StudentServices_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,3932046000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,33.7,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,1036219000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,27.4,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,674593000,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,26.8,country/USA,dcid:Expenditure_ExpenditureActivity_InstitutionalSupport_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,24039000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,0.2,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,3606000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.1,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,5117000,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,USDollar
2017,0.2,country/USA,dcid:Expenditure_ExpenditureActivity_GrantAid_PrivateForProfitInstitution_LessThanTwoYear_GovernmentGrantsAndContracts,Percent
2017,261821000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,2.2,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,57076000,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,USDollar
2017,1.5,country/USA,dcid:Expenditure_ExpenditureActivity_AuxiliaryEnterprises_PrivateForProfitInstitution_TwoYear_GovernmentGrantsAndContracts,Percent
2017,0,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,0,country/USA,dcid:Expenditure_ExpenditureActivity_HospitalServices_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
2017,792122000,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,USDollar
2017,6.8,country/USA,dcid:Expenditure_ExpenditureActivity_OtherExpenses_PrivateForProfitInstitution_FourYear_GovernmentGrantsAndContracts,Percent
