Women with moderately high hypertension (%),value,{Number},name,"""Women with moderately high hypertension (%),{PlaceOfResidenceClassification}""",healthOutcome,ModerateHypertension,gender,Female,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Women with very high hypertension (%),value,{Number},name,"""Women with very high hypertension (%),{PlaceOfResidenceClassification}""",healthOutcome,VeryHighHypertension,gender,Female,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Men-mildly elevated blood pressure (%),value,{Number},name,"""Men-mildly elevated blood pressure (%),{PlaceOfResidenceClassification}""",healthOutcome,MidlyElevatedBloodPressure,gender,Male,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Men with moderately high hypertension (%),value,{Number},name,"""men with moderately high hypertension (%),{PlaceOfResidenceClassification}""",healthOutcome,HighHypertension,gender,Male,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Households using clean fuel for cooking (%),value,{Number},name,"""Households using clean fuel for cooking (%),{PlaceOfResidenceClassification}""",populationType,Households,cookingMethod,CleanFuelForCooking,unit,Percent,measurementDenominator,"-cookingMethod,-name",scalingFactor,100,,,,,,
Men with very high hypertension (%),value,{Number},name,"""Men with very high hypertension (%),{PlaceOfResidenceClassification}""",healthOutcome,VeryHighHypertension,gender,Male,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Women who have ever undergone a cervix examination(%),value,{Number},name,"""Women who have ever undergone a cervix examination(%),{PlaceOfResidenceClassification}""",healthPrevention,CervicalCancerScreening,populationType,Person,unit,Percent,gender,Female,measurementDenominator,"-healthPrevention,-name",scalingFactor,100,,,,
Women who have ever undergone a breast examination for breast cancer (%),value,{Number},name,"""Women who have ever undergone a breast examination for breast cancer (%),{PlaceOfResidenceClassification}""",healthPrevention,BreastCancerExamination,populationType,Person,unit,Percent,gender,Female,measurementDenominator,"-healthPrevention,-name",scalingFactor,100,,,,
Women who have ever undergone a oral cavity examniation (%),value,{Number},name,"""Women who have ever undergone a oral cavity examniation (%),{PlaceOfResidenceClassification}""",healthPrevention,OralCavityExamination,populationType,Person,unit,Percent,gender,Female,measurementDenominator,"-healthPrevention,-medicalCondition,-name",scalingFactor,100,,,,
,,,,,,,,,,,,,,,,,,,,
1,observationAbout,wikidataId/Q2982349,,,,,,,,,,,,,,,,,,
2,observationAbout,wikidataId/Q2594218,,,,,,,,,,,,,,,,,,
3,observationAbout,wikidataId/Q1912057,,,,,,,,,,,,,,,,,,
4,observationAbout,wikidataId/Q2298979,,,,,,,,,,,,,,,,,,
5,observationAbout,wikidataId/Q1947371,,,,,,,,,,,,,,,,,,
7,observationAbout,wikidataId/Q2375700,,,,,,,,,,,,,,,,,,
8,observationAbout,wikidataId/Q2297306,,,,,,,,,,,,,,,,,,
10,observationAbout,wikidataId/Q2983134,,,,,,,,,,,,,,,,,,
11,observationAbout,wikidataId/Q2085364,,,,,,,,,,,,,,,,,,
12,observationAbout,wikidataId/Q544279,,,,,,,,,,,,,,,,,,
13,observationAbout,wikidataId/Q1506029,,,,,,,,,,,,,,,,,,
14,observationAbout,wikidataId/Q1947311,,,,,,,,,,,,,,,,,,
620,observationAbout,wikidataId/Q2321899,,,,,,,,,,,,,,,,,,
621,observationAbout,wikidataId/Q2321939,,,,,,,,,,,,,,,,,,
622,observationAbout,wikidataId/Q2321867,,,,,,,,,,,,,,,,,,
623,observationAbout,wikidataId/Q2983553,,,,,,,,,,,,,,,,,,
624,observationAbout,wikidataId/Q1117086,,,,,,,,,,,,,,,,,,
625,observationAbout,wikidataId/Q2073646,,,,,,,,,,,,,,,,,,
626,observationAbout,wikidataId/Q2556028,,,,,,,,,,,,,,,,,,
627,observationAbout,wikidataId/Q2321956,,,,,,,,,,,,,,,,,,
15,observationAbout,wikidataId/Q100157,,,,,,,,,,,,,,,,,,
16,observationAbout,wikidataId/Q1060614,,,,,,,,,,,,,,,,,,
17,observationAbout,wikidataId/Q2086180,,,,,,,,,,,,,,,,,,
18,observationAbout,wikidataId/Q727232,,,,,,,,,,,,,,,,,,
19,observationAbout,wikidataId/Q1862950,,,,,,,,,,,,,,,,,,
20,observationAbout,wikidataId/Q2980880,,,,,,,,,,,,,,,,,,
21,observationAbout,wikidataId/Q837595,,,,,,,,,,,,,,,,,,
22,observationAbout,wikidataId/Q1892161,,,,,,,,,,,,,,,,,,
23,observationAbout,wikidataId/Q1921404,,,,,,,,,,,,,,,,,,
24,observationAbout,wikidataId/Q654331,,,,,,,,,,,,,,,,,,
25,observationAbout,wikidataId/Q2980937,,,,,,,,,,,,,,,,,,
26,observationAbout,wikidataId/Q2301741,,,,,,,,,,,,,,,,,,
27,observationAbout,wikidataId/Q202822,,,,,,,,,,,,,,,,,,
28,observationAbout,wikidataId/Q172488,,,,,,,,,,,,,,,,,,
29,observationAbout,wikidataId/Q172494,,,,,,,,,,,,,,,,,,
30,observationAbout,wikidataId/Q172485,,,,,,,,,,,,,,,,,,
31,observationAbout,wikidataId/Q172385,,,,,,,,,,,,,,,,,,
32,observationAbout,wikidataId/Q146708,,,,,,,,,,,,,,,,,,
33,observationAbout,wikidataId/Q304800,,,,,,,,,,,,,,,,,,
34,observationAbout,wikidataId/Q1817425,,,,,,,,,,,,,,,,,,
35,observationAbout,wikidataId/Q172363,,,,,,,,,,,,,,,,,,
36,observationAbout,wikidataId/Q172482,,,,,,,,,,,,,,,,,,
37,observationAbout,wikidataId/Q172387,,,,,,,,,,,,,,,,,,
38,observationAbout,wikidataId/Q1946896,,,,,,,,,,,,,,,,,,
39,observationAbout,wikidataId/Q1947359,,,,,,,,,,,,,,,,,,
40,observationAbout,wikidataId/Q202710,,,,,,,,,,,,,,,,,,
41,observationAbout,wikidataId/Q172391,,,,,,,,,,,,,,,,,,
42,observationAbout,wikidataId/Q196508,,,,,,,,,,,,,,,,,,
43,observationAbout,wikidataId/Q1945515,,,,,,,,,,,,,,,,,,
605,observationAbout,wikidataId/Q2353293,,,,,,,,,,,,,,,,,,
608,observationAbout,wikidataId/Q2037672,,,,,,,,,,,,,,,,,,
609,observationAbout,wikidataId/Q2298993,,,,,,,,,,,,,,,,,,
651,observationAbout,wikidataId/Q188702,,,,,,,,,,,,,,,,,,
662,observationAbout,wikidataId/Q172269,,,,,,,,,,,,,,,,,,
737,observationAbout,wikidataId/Q1470987,,,,,,,,,,,,,,,,,,
44,observationAbout,wikidataId/Q5071071,,,,,,,,,,,,,,,,,,
45,observationAbout,wikidataId/Q1805066,,,,,,,,,,,,,,,,,,
46,observationAbout,wikidataId/Q1815313,,,,,,,,,,,,,,,,,,
47,observationAbout,wikidataId/Q1797372,,,,,,,,,,,,,,,,,,
48,observationAbout,wikidataId/Q288278,,,,,,,,,,,,,,,,,,
49,observationAbout,wikidataId/Q1815740,,,,,,,,,,,,,,,,,,
50,observationAbout,wikidataId/Q2270438,,,,,,,,,,,,,,,,,,
51,observationAbout,wikidataId/Q1797306,,,,,,,,,,,,,,,,,,
52,observationAbout,wikidataId/Q2085474,,,,,,,,,,,,,,,,,,
53,observationAbout,wikidataId/Q1945425,,,,,,,,,,,,,,,,,,
54,observationAbout,wikidataId/Q1805059,,,,,,,,,,,,,,,,,,
55,observationAbout,wikidataId/Q1357107,,,,,,,,,,,,,,,,,,
56,observationAbout,wikidataId/Q1805082,,,,,,,,,,,,,,,,,,
57,observationAbout,wikidataId/Q1773437,,,,,,,,,,,,,,,,,,
58,observationAbout,wikidataId/Q2086226,,,,,,,,,,,,,,,,,,
59,observationAbout,wikidataId/Q1852857,,,,,,,,,,,,,,,,,,
60,observationAbout,wikidataId/Q2086173,,,,,,,,,,,,,,,,,,
61,observationAbout,wikidataId/Q2301753,,,,,,,,,,,,,,,,,,
62,observationAbout,wikidataId/Q1815766,,,,,,,,,,,,,,,,,,
63,observationAbout,wikidataId/Q1815773,,,,,,,,,,,,,,,,,,
64,observationAbout,wikidataId/Q1948260,,,,,,,,,,,,,,,,,,
65,observationAbout,wikidataId/Q268605,,,,,,,,,,,,,,,,,,
66,observationAbout,wikidataId/Q614037,,,,,,,,,,,,,,,,,,
67,observationAbout,wikidataId/Q607915,,,,,,,,,,,,,,,,,,
68,observationAbout,wikidataId/Q980118,,,,,,,,,,,,,,,,,,
69,observationAbout,wikidataId/Q684019,,,,,,,,,,,,,,,,,,
70,observationAbout,wikidataId/Q1898143,,,,,,,,,,,,,,,,,,
71,observationAbout,wikidataId/Q2086163,,,,,,,,,,,,,,,,,,
72,observationAbout,wikidataId/Q2301759,,,,,,,,,,,,,,,,,,
73,observationAbout,wikidataId/Q967388,,,,,,,,,,,,,,,,,,
74,observationAbout,wikidataId/Q526101,,,,,,,,,,,,,,,,,,
75,observationAbout,wikidataId/Q2241746,,,,,,,,,,,,,,,,,,
76,observationAbout,wikidataId/Q1873644,,,,,,,,,,,,,,,,,,
604,observationAbout,wikidataId/Q2216696,,,,,,,,,,,,,,,,,,
619,observationAbout,wikidataId/Q2724926,,,,,,,,,,,,,,,,,,
701,observationAbout,wikidataId/Q28172110,,,,,,,,,,,,,,,,,,
77,observationAbout,wikidataId/Q107941,,,,,,,,,,,,,,,,,,
78,observationAbout,wikidataId/Q107960,,,,,,,,,,,,,,,,,,
79,observationAbout,wikidataId/Q8560886,,,,,,,,,,,,,,,,,,
80,observationAbout,wikidataId/Q693367,,,,,,,,,,,,,,,,,,
81,observationAbout,wikidataId/Q429329,,,,,,,,,,,,,,,,,,
82,observationAbout,wikidataId/Q766125,,,,,,,,,,,,,,,,,,
83,observationAbout,wikidataId/Q2061938,,,,,,,,,,,,,,,,,,
84,observationAbout,wikidataId/Q2379189,,,,,,,,,,,,,,,,,,
85,observationAbout,wikidataId/Q549807,,,,,,,,,,,,,,,,,,
670,observationAbout,wikidataId/Q25553535,,,,,,,,,,,,,,,,,,
671,observationAbout,wikidataId/Q83486,,,,,,,,,,,,,,,,,,
86,observationAbout,wikidataId/Q413037,,,,,,,,,,,,,,,,,,
87,observationAbout,wikidataId/Q449690,,,,,,,,,,,,,,,,,,
88,observationAbout,wikidataId/Q806969,,,,,,,,,,,,,,,,,,
89,observationAbout,wikidataId/Q2329717,,,,,,,,,,,,,,,,,,
90,observationAbout,wikidataId/Q42016,,,,,,,,,,,,,,,,,,
91,observationAbout,wikidataId/Q854861,,,,,,,,,,,,,,,,,,
92,observationAbout,wikidataId/Q41991,,,,,,,,,,,,,,,,,,
93,observationAbout,wikidataId/Q778996,,,,,,,,,,,,,,,,,,
94,observationAbout,wikidataId/Q670405,,,,,,,,,,,,,,,,,,
95,observationAbout,wikidataId/Q1075011,,,,,,,,,,,,,,,,,,
96,observationAbout,wikidataId/Q1090006,,,,,,,,,,,,,,,,,,
97,observationAbout,wikidataId/Q1173042,,,,,,,,,,,,,,,,,,
98,observationAbout,wikidataId/Q1207709,,,,,,,,,,,,,,,,,,
99,observationAbout,wikidataId/Q1265687,,,,,,,,,,,,,,,,,,
100,observationAbout,wikidataId/Q1419696,,,,,,,,,,,,,,,,,,
101,observationAbout,wikidataId/Q1356112,,,,,,,,,,,,,,,,,,
102,observationAbout,wikidataId/Q1134781,,,,,,,,,,,,,,,,,,
103,observationAbout,wikidataId/Q1419708,,,,,,,,,,,,,,,,,,
104,observationAbout,wikidataId/Q1460832,,,,,,,,,,,,,,,,,,
105,observationAbout,wikidataId/Q1471417,,,,,,,,,,,,,,,,,,
106,observationAbout,wikidataId/Q1471427,,,,,,,,,,,,,,,,,,
107,observationAbout,wikidataId/Q1434965,,,,,,,,,,,,,,,,,,
108,observationAbout,wikidataId/Q1419668,,,,,,,,,,,,,,,,,,
109,observationAbout,wikidataId/Q999432,,,,,,,,,,,,,,,,,,
110,observationAbout,wikidataId/Q1507174,,,,,,,,,,,,,,,,,,
111,observationAbout,wikidataId/Q46925,,,,,,,,,,,,,,,,,,
112,observationAbout,wikidataId/Q596693,,,,,,,,,,,,,,,,,,
113,observationAbout,wikidataId/Q1507166,,,,,,,,,,,,,,,,,,
114,observationAbout,wikidataId/Q12945777,,,,,,,,,,,,,,,,,,
115,observationAbout,wikidataId/Q205719,,,,,,,,,,,,,,,,,,
116,observationAbout,wikidataId/Q915880,,,,,,,,,,,,,,,,,,
117,observationAbout,wikidataId/Q1321577,,,,,,,,,,,,,,,,,,
629,observationAbout,wikidataId/Q1585433,,,,,,,,,,,,,,,,,,
118,observationAbout,wikidataId/Q606343,,,,,,,,,,,,,,,,,,
119,observationAbout,wikidataId/Q766918,,,,,,,,,,,,,,,,,,
120,observationAbout,wikidataId/Q1773426,,,,,,,,,,,,,,,,,,
121,observationAbout,wikidataId/Q456764,,,,,,,,,,,,,,,,,,
122,observationAbout,wikidataId/Q1812533,,,,,,,,,,,,,,,,,,
123,observationAbout,wikidataId/Q793553,,,,,,,,,,,,,,,,,,
124,observationAbout,wikidataId/Q1797363,,,,,,,,,,,,,,,,,,
125,observationAbout,wikidataId/Q1812548,,,,,,,,,,,,,,,,,,
126,observationAbout,wikidataId/Q584644,,,,,,,,,,,,,,,,,,
127,observationAbout,wikidataId/Q1948380,,,,,,,,,,,,,,,,,,
128,observationAbout,wikidataId/Q2131759,,,,,,,,,,,,,,,,,,
129,observationAbout,wikidataId/Q633114,,,,,,,,,,,,,,,,,,
130,observationAbout,wikidataId/Q1797378,,,,,,,,,,,,,,,,,,
131,observationAbout,wikidataId/Q715267,,,,,,,,,,,,,,,,,,
132,observationAbout,wikidataId/Q1937865,,,,,,,,,,,,,,,,,,
133,observationAbout,wikidataId/Q1815262,,,,,,,,,,,,,,,,,,
134,observationAbout,wikidataId/Q1752328,,,,,,,,,,,,,,,,,,
135,observationAbout,wikidataId/Q2733369,,,,,,,,,,,,,,,,,,
136,observationAbout,wikidataId/Q2089141,,,,,,,,,,,,,,,,,,
137,observationAbout,wikidataId/Q731746,,,,,,,,,,,,,,,,,,
138,observationAbout,wikidataId/Q1773429,,,,,,,,,,,,,,,,,,
139,observationAbout,wikidataId/Q1815288,,,,,,,,,,,,,,,,,,
140,observationAbout,wikidataId/Q1814132,,,,,,,,,,,,,,,,,,
141,observationAbout,wikidataId/Q1897251,,,,,,,,,,,,,,,,,,
142,observationAbout,wikidataId/Q1946829,,,,,,,,,,,,,,,,,,
143,observationAbout,wikidataId/Q1946950,,,,,,,,,,,,,,,,,,
144,observationAbout,wikidataId/Q1785950,,,,,,,,,,,,,,,,,,
145,observationAbout,wikidataId/Q1773444,,,,,,,,,,,,,,,,,,
146,observationAbout,wikidataId/Q1287993,,,,,,,,,,,,,,,,,,
147,observationAbout,wikidataId/Q1937857,,,,,,,,,,,,,,,,,,
148,observationAbout,wikidataId/Q1144349,,,,,,,,,,,,,,,,,,
149,observationAbout,wikidataId/Q2019757,,,,,,,,,,,,,,,,,,
150,observationAbout,wikidataId/Q1772822,,,,,,,,,,,,,,,,,,
151,observationAbout,wikidataId/Q2089115,,,,,,,,,,,,,,,,,,
152,observationAbout,wikidataId/Q1356060,,,,,,,,,,,,,,,,,,
153,observationAbout,wikidataId/Q1937885,,,,,,,,,,,,,,,,,,
154,observationAbout,wikidataId/Q1891677,,,,,,,,,,,,,,,,,,
155,observationAbout,wikidataId/Q627979,,,,,,,,,,,,,,,,,,
156,observationAbout,wikidataId/Q610612,,,,,,,,,,,,,,,,,,
157,observationAbout,wikidataId/Q2089152,,,,,,,,,,,,,,,,,,
158,observationAbout,wikidataId/Q1946937,,,,,,,,,,,,,,,,,,
159,observationAbout,wikidataId/Q1755447,,,,,,,,,,,,,,,,,,
160,observationAbout,wikidataId/Q1840355,,,,,,,,,,,,,,,,,,
161,observationAbout,wikidataId/Q1947336,,,,,,,,,,,,,,,,,,
162,observationAbout,wikidataId/Q1773416,,,,,,,,,,,,,,,,,,
163,observationAbout,wikidataId/Q1814892,,,,,,,,,,,,,,,,,,
164,observationAbout,wikidataId/Q1356139,,,,,,,,,,,,,,,,,,
165,observationAbout,wikidataId/Q1815322,,,,,,,,,,,,,,,,,,
166,observationAbout,wikidataId/Q1816657,,,,,,,,,,,,,,,,,,
167,observationAbout,wikidataId/Q1773422,,,,,,,,,,,,,,,,,,
168,observationAbout,wikidataId/Q1518847,,,,,,,,,,,,,,,,,,
169,observationAbout,wikidataId/Q1764627,,,,,,,,,,,,,,,,,,
170,observationAbout,wikidataId/Q1143894,,,,,,,,,,,,,,,,,,
171,observationAbout,wikidataId/Q1345006,,,,,,,,,,,,,,,,,,
172,observationAbout,wikidataId/Q2365710,,,,,,,,,,,,,,,,,,
173,observationAbout,wikidataId/Q2980705,,,,,,,,,,,,,,,,,,
174,observationAbout,wikidataId/Q1473962,,,,,,,,,,,,,,,,,,
175,observationAbout,wikidataId/Q1321157,,,,,,,,,,,,,,,,,,
176,observationAbout,wikidataId/Q1815331,,,,,,,,,,,,,,,,,,
177,observationAbout,wikidataId/Q1797326,,,,,,,,,,,,,,,,,,
178,observationAbout,wikidataId/Q1945445,,,,,,,,,,,,,,,,,,
179,observationAbout,wikidataId/Q127533,,,,,,,,,,,,,,,,,,
180,observationAbout,wikidataId/Q1812557,,,,,,,,,,,,,,,,,,
181,observationAbout,wikidataId/Q1945458,,,,,,,,,,,,,,,,,,
182,observationAbout,wikidataId/Q1815339,,,,,,,,,,,,,,,,,,
183,observationAbout,wikidataId/Q1812539,,,,,,,,,,,,,,,,,,
184,observationAbout,wikidataId/Q607798,,,,,,,,,,,,,,,,,,
185,observationAbout,wikidataId/Q1356154,,,,,,,,,,,,,,,,,,
186,observationAbout,wikidataId/Q1937875,,,,,,,,,,,,,,,,,,
187,observationAbout,wikidataId/Q1321140,,,,,,,,,,,,,,,,,,
633,observationAbout,wikidataId/Q890800,,,,,,,,,,,,,,,,,,
640,observationAbout,wikidataId/Q1071494,,,,,,,,,,,,,,,,,,
659,observationAbout,wikidataId/Q3000436,,,,,,,,,,,,,,,,,,
660,observationAbout,wikidataId/Q2999938,,,,,,,,,,,,,,,,,,
661,observationAbout,wikidataId/Q5653340,,,,,,,,,,,,,,,,,,
188,observationAbout,wikidataId/Q42901,,,,,,,,,,,,,,,,,,
189,observationAbout,wikidataId/Q43086,,,,,,,,,,,,,,,,,,
190,observationAbout,wikidataId/Q43097,,,,,,,,,,,,,,,,,,
191,observationAbout,wikidataId/Q49157,,,,,,,,,,,,,,,,,,
192,observationAbout,wikidataId/Q49155,,,,,,,,,,,,,,,,,,
193,observationAbout,wikidataId/Q49153,,,,,,,,,,,,,,,,,,
194,observationAbout,wikidataId/Q49161,,,,,,,,,,,,,,,,,,
195,observationAbout,wikidataId/Q49160,,,,,,,,,,,,,,,,,,
196,observationAbout,wikidataId/Q49173,,,,,,,,,,,,,,,,,,
197,observationAbout,wikidataId/Q49171,,,,,,,,,,,,,,,,,,
198,observationAbout,wikidataId/Q49168,,,,,,,,,,,,,,,,,,
199,observationAbout,wikidataId/Q49176,,,,,,,,,,,,,,,,,,
200,observationAbout,wikidataId/Q77367,,,,,,,,,,,,,,,,,,
201,observationAbout,wikidataId/Q77568,,,,,,,,,,,,,,,,,,
202,observationAbout,wikidataId/Q49175,,,,,,,,,,,,,,,,,,
203,observationAbout,wikidataId/Q77375,,,,,,,,,,,,,,,,,,
204,observationAbout,wikidataId/Q77505,,,,,,,,,,,,,,,,,,
205,observationAbout,wikidataId/Q77746,,,,,,,,,,,,,,,,,,
206,observationAbout,wikidataId/Q77474,,,,,,,,,,,,,,,,,,
207,observationAbout,wikidataId/Q77452,,,,,,,,,,,,,,,,,,
208,observationAbout,wikidataId/Q77731,,,,,,,,,,,,,,,,,,
209,observationAbout,wikidataId/Q77633,,,,,,,,,,,,,,,,,,
210,observationAbout,wikidataId/Q100067,,,,,,,,,,,,,,,,,,
211,observationAbout,wikidataId/Q100124,,,,,,,,,,,,,,,,,,
212,observationAbout,wikidataId/Q100077,,,,,,,,,,,,,,,,,,
213,observationAbout,wikidataId/Q49159,,,,,,,,,,,,,,,,,,
214,observationAbout,wikidataId/Q100082,,,,,,,,,,,,,,,,,,
215,observationAbout,wikidataId/Q100085,,,,,,,,,,,,,,,,,,
216,observationAbout,wikidataId/Q100120,,,,,,,,,,,,,,,,,,
217,observationAbout,wikidataId/Q100117,,,,,,,,,,,,,,,,,,
218,observationAbout,wikidataId/Q100146,,,,,,,,,,,,,,,,,,
219,observationAbout,wikidataId/Q100093,,,,,,,,,,,,,,,,,,
220,observationAbout,wikidataId/Q100095,,,,,,,,,,,,,,,,,,
221,observationAbout,wikidataId/Q100144,,,,,,,,,,,,,,,,,,
222,observationAbout,wikidataId/Q100131,,,,,,,,,,,,,,,,,,
223,observationAbout,wikidataId/Q100139,,,,,,,,,,,,,,,,,,
224,observationAbout,wikidataId/Q100130,,,,,,,,,,,,,,,,,,
611,observationAbout,wikidataId/Q42917,,,,,,,,,,,,,,,,,,
225,observationAbout,wikidataId/Q1772832,,,,,,,,,,,,,,,,,,
226,observationAbout,wikidataId/Q1784149,,,,,,,,,,,,,,,,,,
227,observationAbout,wikidataId/Q1805051,,,,,,,,,,,,,,,,,,
228,observationAbout,wikidataId/Q611357,,,,,,,,,,,,,,,,,,
741,observationAbout,wikidataId/Q108803704,,,,,,,,,,,,,,,,,,
742,observationAbout,wikidataId/Q111203982,,,,,,,,,,,,,,,,,,
229,observationAbout,wikidataId/Q15427,,,,,,,,,,,,,,,,,,
230,observationAbout,wikidataId/Q15446,,,,,,,,,,,,,,,,,,
231,observationAbout,wikidataId/Q15424,,,,,,,,,,,,,,,,,,
232,observationAbout,wikidataId/Q15419,,,,,,,,,,,,,,,,,,
233,observationAbout,wikidataId/Q2449506,,,,,,,,,,,,,,,,,,
234,observationAbout,wikidataId/Q15438,,,,,,,,,,,,,,,,,,
235,observationAbout,wikidataId/Q2373368,,,,,,,,,,,,,,,,,,
236,observationAbout,wikidataId/Q15436,,,,,,,,,,,,,,,,,,
237,observationAbout,wikidataId/Q15432,,,,,,,,,,,,,,,,,,
238,observationAbout,wikidataId/Q15449,,,,,,,,,,,,,,,,,,
239,observationAbout,wikidataId/Q15448,,,,,,,,,,,,,,,,,,
240,observationAbout,wikidataId/Q15465,,,,,,,,,,,,,,,,,,
241,observationAbout,wikidataId/Q15464,,,,,,,,,,,,,,,,,,
242,observationAbout,wikidataId/Q15459,,,,,,,,,,,,,,,,,,
243,observationAbout,wikidataId/Q15453,,,,,,,,,,,,,,,,,,
628,observationAbout,wikidataId/Q15413,,,,,,,,,,,,,,,,,,
666,observationAbout,wikidataId/Q5627568,,,,,,,,,,,,,,,,,,
677,observationAbout,wikidataId/Q21018627,,,,,,,,,,,,,,,,,,
678,observationAbout,wikidataId/Q21559824,,,,,,,,,,,,,,,,,,
679,observationAbout,wikidataId/Q18642331,,,,,,,,,,,,,,,,,,
718,observationAbout,wikidataId/Q48731073,,,,,,,,,,,,,,,,,,
719,observationAbout,wikidataId/Q13602925,,,,,,,,,,,,,,,,,,
723,observationAbout,wikidataId/Q61439260,,,,,,,,,,,,,,,,,,
724,observationAbout,wikidataId/Q63563632,,,,,,,,,,,,,,,,,,
725,observationAbout,wikidataId/Q63563625,,,,,,,,,,,,,,,,,,
244,observationAbout,wikidataId/Q634262,,,,,,,,,,,,,,,,,,
245,observationAbout,wikidataId/Q953530,,,,,,,,,,,,,,,,,,
246,observationAbout,wikidataId/Q2175311,,,,,,,,,,,,,,,,,,
247,observationAbout,wikidataId/Q2339648,,,,,,,,,,,,,,,,,,
248,observationAbout,wikidataId/Q590882,,,,,,,,,,,,,,,,,,
249,observationAbout,wikidataId/Q2571393,,,,,,,,,,,,,,,,,,
250,observationAbout,wikidataId/Q681821,,,,,,,,,,,,,,,,,,
251,observationAbout,wikidataId/Q2091461,,,,,,,,,,,,,,,,,,
613,observationAbout,wikidataId/Q516294,,,,,,,,,,,,,,,,,,
614,observationAbout,wikidataId/Q2597908,,,,,,,,,,,,,,,,,,
615,observationAbout,wikidataId/Q1426783,,,,,,,,,,,,,,,,,,
736,observationAbout,wikidataId/Q48731903,,,,,,,,,,,,,,,,,,
757,observationAbout,wikidataId/Q110223836,,,,,,,,,,,,,,,,,,
252,observationAbout,wikidataId/Q938190,,,,,,,,,,,,,,,,,,
253,observationAbout,wikidataId/Q2301769,,,,,,,,,,,,,,,,,,
254,observationAbout,wikidataId/Q2577281,,,,,,,,,,,,,,,,,,
255,observationAbout,wikidataId/Q1916666,,,,,,,,,,,,,,,,,,
256,observationAbout,wikidataId/Q1822188,,,,,,,,,,,,,,,,,,
257,observationAbout,wikidataId/Q2301706,,,,,,,,,,,,,,,,,,
258,observationAbout,wikidataId/Q2301717,,,,,,,,,,,,,,,,,,
259,observationAbout,wikidataId/Q2086198,,,,,,,,,,,,,,,,,,
260,observationAbout,wikidataId/Q735101,,,,,,,,,,,,,,,,,,
711,observationAbout,wikidataId/Q28173825,,,,,,,,,,,,,,,,,,
712,observationAbout,wikidataId/Q28419386,,,,,,,,,,,,,,,,,,
713,observationAbout,wikidataId/Q28419387,,,,,,,,,,,,,,,,,,
714,observationAbout,wikidataId/Q28419389,,,,,,,,,,,,,,,,,,
715,observationAbout,wikidataId/Q28173809,,,,,,,,,,,,,,,,,,
716,observationAbout,wikidataId/Q28419388,,,,,,,,,,,,,,,,,,
717,observationAbout,wikidataId/Q28419390,,,,,,,,,,,,,,,,,,
261,observationAbout,wikidataId/Q1947322,,,,,,,,,,,,,,,,,,
262,observationAbout,wikidataId/Q1965256,,,,,,,,,,,,,,,,,,
263,observationAbout,wikidataId/Q1947343,,,,,,,,,,,,,,,,,,
264,observationAbout,wikidataId/Q2086209,,,,,,,,,,,,,,,,,,
265,observationAbout,wikidataId/Q1947352,,,,,,,,,,,,,,,,,,
266,observationAbout,wikidataId/Q751531,,,,,,,,,,,,,,,,,,
267,observationAbout,wikidataId/Q1821714,,,,,,,,,,,,,,,,,,
268,observationAbout,wikidataId/Q2086190,,,,,,,,,,,,,,,,,,
726,observationAbout,wikidataId/Q86882590,,,,,,,,,,,,,,,,,,
727,observationAbout,wikidataId/Q86882593,,,,,,,,,,,,,,,,,,
728,observationAbout,wikidataId/Q86882591,,,,,,,,,,,,,,,,,,
269,observationAbout,wikidataId/Q2086546,,,,,,,,,,,,,,,,,,
270,observationAbout,wikidataId/Q1920978,,,,,,,,,,,,,,,,,,
271,observationAbout,wikidataId/Q1822159,,,,,,,,,,,,,,,,,,
272,observationAbout,wikidataId/Q1947570,,,,,,,,,,,,,,,,,,
652,observationAbout,wikidataId/Q16086680,,,,,,,,,,,,,,,,,,
653,observationAbout,wikidataId/Q16086076,,,,,,,,,,,,,,,,,,
654,observationAbout,wikidataId/Q16086497,,,,,,,,,,,,,,,,,,
655,observationAbout,wikidataId/Q16087996,,,,,,,,,,,,,,,,,,
273,observationAbout,wikidataId/Q2085455,,,,,,,,,,,,,,,,,,
274,observationAbout,wikidataId/Q1945304,,,,,,,,,,,,,,,,,,
275,observationAbout,wikidataId/Q13181190,,,,,,,,,,,,,,,,,,
276,observationAbout,wikidataId/Q1884672,,,,,,,,,,,,,,,,,,
277,observationAbout,wikidataId/Q2329228,,,,,,,,,,,,,,,,,,
278,observationAbout,wikidataId/Q2329181,,,,,,,,,,,,,,,,,,
279,observationAbout,wikidataId/Q2064752,,,,,,,,,,,,,,,,,,
656,observationAbout,wikidataId/Q7055466,,,,,,,,,,,,,,,,,,
657,observationAbout,wikidataId/Q15923776,,,,,,,,,,,,,,,,,,
658,observationAbout,wikidataId/Q15923741,,,,,,,,,,,,,,,,,,
663,observationAbout,wikidataId/Q15961576,,,,,,,,,,,,,,,,,,
740,observationAbout,wikidataId/Q110442602,,,,,,,,,,,,,,,,,,
280,observationAbout,wikidataId/Q41249,,,,,,,,,,,,,,,,,,
