"REF_DATE","GEO","DGUID","Index","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-05","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-05","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","81.8","","","","1"
"2007-05","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","90.7","","","","1"
"2007-05","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-05","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-05","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","83.8","","","","1"
"2007-05","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","77.4","","","","1"
"2007-05","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","60.8","","","","1"
"2007-05","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","65.6","","","","1"
"2007-05","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-05","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-05","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-05","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-05","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","52.4","","","","1"
"2007-05","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","63.2","","","","1"
"2007-05","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-05","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-06","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","79.5","","","","1"
"2007-06","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","80.4","","","","1"
"2007-06","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","78.7","","","","1"
"2007-06","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","83.3","","","","1"
"2007-06","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","86.9","","","","1"
"2007-06","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-06","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","100.9","","","","1"
"2007-06","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","88.3","","","","1"
"2007-06","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-06","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-06","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","93.5","","","","1"
"2007-06","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","97.1","","","","1"
"2007-06","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-06","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-06","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","92.2","","","","1"
"2007-06","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","81.4","","","","1"
"2007-06","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","61.6","","","","1"
"2007-06","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","68.0","","","","1"
"2007-06","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-06","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-06","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-06","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-06","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","53.8","","","","1"
"2007-06","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","66.2","","","","1"
"2007-06","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-06","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-07","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","80.8","","","","1"
"2007-07","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","81.0","","","","1"
"2007-07","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","80.3","","","","1"
"2007-07","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","83.3","","","","1"
"2007-07","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","86.8","","","","1"
"2007-07","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-07","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","98.5","","","","1"
"2007-07","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","88.0","","","","1"
"2007-07","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-07","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-07","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","93.5","","","","1"
"2007-07","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","97.2","","","","1"
"2007-07","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-07","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-07","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","91.2","","","","1"
"2007-07","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","80.9","","","","1"
"2007-07","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","65.2","","","","1"
"2007-07","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","74.3","","","","1"
"2007-07","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-07","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-07","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-07","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-07","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","60.0","","","","1"
"2007-07","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","74.2","","","","1"
"2007-07","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-07","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-08","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","85.0","","","","1"
"2007-08","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","84.5","","","","1"
"2007-08","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","84.7","","","","1"
"2007-08","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","81.9","","","","1"
"2007-08","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.1","","","","1"
"2007-08","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-08","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","98.5","","","","1"
"2007-08","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","87.9","","","","1"
"2007-08","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-08","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-08","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","91.2","","","","1"
"2007-08","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","94.8","","","","1"
"2007-08","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-08","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-08","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","103.6","","","","1"
"2007-08","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","86.5","","","","1"
"2007-08","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","70.3","","","","1"
"2007-08","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","82.2","","","","1"
"2007-08","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-08","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-08","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-08","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-08","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","69.0","","","","1"
"2007-08","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","84.3","","","","1"
"2007-08","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-08","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-09","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","83.0","","","","1"
"2007-09","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","82.3","","","","1"
"2007-09","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","82.8","","","","1"
"2007-09","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","81.9","","","","1"
"2007-09","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.0","","","","1"
"2007-09","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-09","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","98.5","","","","1"
"2007-09","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","90.2","","","","1"
"2007-09","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-09","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-09","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","91.2","","","","1"
"2007-09","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","94.3","","","","1"
"2007-09","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-09","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-09","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","91.7","","","","1"
"2007-09","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","81.4","","","","1"
"2007-09","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","71.5","","","","1"
"2007-09","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","82.7","","","","1"
"2007-09","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-09","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-09","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-09","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-09","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","71.1","","","","1"
"2007-09","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","84.9","","","","1"
"2007-09","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-09","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-10","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","82.2","","","","1"
"2007-10","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","82.2","","","","1"
"2007-10","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","81.7","","","","1"
"2007-10","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","81.9","","","","1"
"2007-10","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.0","","","","1"
"2007-10","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-10","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","98.5","","","","1"
"2007-10","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","90.0","","","","1"
"2007-10","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-10","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-10","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","91.2","","","","1"
"2007-10","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","94.3","","","","1"
"2007-10","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-10","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-10","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","96.2","","","","1"
"2007-10","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","83.4","","","","1"
"2007-10","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","67.2","","","","1"
"2007-10","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","76.1","","","","1"
"2007-10","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-10","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-10","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-10","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-10","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","63.5","","","","1"
"2007-10","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","76.5","","","","1"
"2007-10","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-10","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-11","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","81.1","","","","1"
"2007-11","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","81.5","","","","1"
"2007-11","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","80.6","","","","1"
"2007-11","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","81.9","","","","1"
"2007-11","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.0","","","","1"
"2007-11","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-11","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","98.5","","","","1"
"2007-11","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","90.6","","","","1"
"2007-11","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-11","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-11","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","91.2","","","","1"
"2007-11","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","94.3","","","","1"
"2007-11","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-11","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-11","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","92.9","","","","1"
"2007-11","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","80.8","","","","1"
"2007-11","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","66.9","","","","1"
"2007-11","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","75.7","","","","1"
"2007-11","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-11","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-11","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-11","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-11","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","63.0","","","","1"
"2007-11","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","76.0","","","","1"
"2007-11","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-11","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2007-12","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","82.2","","","","1"
"2007-12","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","82.5","","","","1"
"2007-12","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","81.7","","","","1"
"2007-12","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","81.9","","","","1"
"2007-12","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.2","","","","1"
"2007-12","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
"2007-12","Newfoundland and Labrador","2016A000210","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792877","3.3","101.0","","","","1"
"2007-12","Prince Edward Island","2016A000211","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792880","4.3","91.4","","","","1"
"2007-12","Nova Scotia","2016A000212","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792882","5.2","70.6","","","","1"
"2007-12","Nova Scotia","2016A000212","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792883","5.3","71.4","","","","1"
"2007-12","New Brunswick","2016A000213","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792885","6.2","91.2","","","","1"
"2007-12","New Brunswick","2016A000213","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792886","6.3","94.3","","","","1"
"2007-12","Quebec","2016A000224","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792888","7.2","91.2","","","","1"
"2007-12","Quebec","2016A000224","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792889","7.3","92.1","","","","1"
"2007-12","Ontario","2016A000235","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792891","8.2","96.9","","","","1"
"2007-12","Ontario","2016A000235","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792892","8.3","82.6","","","","1"
"2007-12","Prairie Region","2016A00014","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792894","9.2","67.7","","","","1"
"2007-12","Prairie Region","2016A00014","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792895","9.3","76.9","","","","1"
"2007-12","Manitoba","2016A000246","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792897","10.2","79.8","","","","1"
"2007-12","Manitoba","2016A000246","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792898","10.3","80.4","","","","1"
"2007-12","Saskatchewan","2016A000247","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792900","11.2","79.6","","","","1"
"2007-12","Saskatchewan","2016A000247","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792901","11.3","78.3","","","","1"
"2007-12","Alberta","2016A000248","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792903","12.2","64.5","","","","1"
"2007-12","Alberta","2016A000248","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792904","12.3","77.6","","","","1"
"2007-12","British Columbia","2016A000259","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792906","13.2","62.3","","","","1"
"2007-12","British Columbia","2016A000259","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792907","13.3","62.8","","","","1"
"2008-01","Canada","2016A000011124","Electric power selling price indexes, national total","Index, 2014=100","351","units ","0","v107792869","1.1","78.4","","","","1"
"2008-01","Canada","2016A000011124","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792870","1.2","78.6","","","","1"
"2008-01","Canada","2016A000011124","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792871","1.3","77.9","","","","1"
"2008-01","Atlantic Region","2016A00011","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792873","2.2","82.8","","","","1"
"2008-01","Atlantic Region","2016A00011","Electric power selling price under 5000kw","Index, 2014=100","351","units ","0","v107792874","2.3","85.4","","","","1"
"2008-01","Newfoundland and Labrador","2016A000210","Electric power selling price over 5000kw","Index, 2014=100","351","units ","0","v107792876","3.2","83.9","","","","1"
