StatisticalVariable,ISO3166Alpha3,Year,Value,unit
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2002,14.7749147415,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2003,22.3265857697,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2004,27.2373676300,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2005,36.1136970520,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2006,45.9496307373,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2007,50.7924270630,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2008,63.7342872620,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2009,60.5819778442,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2010,61.4532852173,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2011,79.9936599731,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2012,100.4761886597,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2013,105.6601791382,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2014,95.1547698975,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2015,81.3999176025,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2016,73.3558807373,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/KGZ,2017,78.8228378296,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2000,14.3728218079,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2001,14.7523031235,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2002,13.1721334457,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2003,17.9641933441,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2004,16.5681324005,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2005,17.6786956787,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2006,19.5885620117,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2007,25.1935596466,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2008,27.1646327972,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2009,36.2154121399,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2010,34.9910659790,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2011,27.5147171021,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2012,32.9859962463,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2013,44.1285820007,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2014,46.3733558655,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2015,52.9852485657,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2016,55.2135887146,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LAO,2017,62.1246337891,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2000,181.5707244873,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2001,205.0204772949,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2002,237.2951660156,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2003,280.5087890625,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2004,393.2980651855,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2005,440.8097534180,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2006,552.3015747070,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2007,807.0426025391,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2008,913.5214843750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2009,744.6616210938,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2010,689.0772094727,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2011,764.5917358398,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2012,745.5174560547,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2013,807.1300048828,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2014,855.6263427734,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2015,775.5520019531,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2016,874.2036132812,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LVA,2017,930.3523559570,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2000,569.6431274414,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2001,545.7753906250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2002,496.3440856934,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2003,456.4795532227,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2004,438.1266479492,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2005,407.0260620117,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2006,470.0803833008,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2007,520.0504760742,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2008,553.7247314453,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2009,592.9928588867,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2010,659.3505249023,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2011,711.5842895508,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2012,713.5563354492,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2013,673.2970581055,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2014,676.2923583984,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2015,655.8455810547,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2016,667.2995605469,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBN,2017,719.4434814453,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2000,28.5443000793,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2001,28.2080020905,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2002,23.8382720947,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2003,33.1400604248,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2004,41.9851531982,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2005,41.7426872253,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2006,49.1574821472,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2007,65.3634185791,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2008,68.1834106445,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2009,79.4242630005,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2010,92.6101226807,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2011,121.3775253296,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2012,112.9377441406,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2013,111.9074935913,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2014,108.2992477417,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2015,98.1225967407,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2016,84.1624603271,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LSO,2017,104.5527954102,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2000,12.1898851395,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2001,9.8582582474,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2002,8.3422422409,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2003,7.5412225723,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2004,21.9366455078,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2005,25.7569351196,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2006,24.4736804962,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2007,36.2521286011,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2008,34.7323303223,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2009,43.6809043884,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2010,44.5045433044,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2011,54.3653526306,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2012,55.9101905823,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2013,58.5521621704,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2014,64.7500686646,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2015,72.3318939209,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2016,69.5757522583,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBR,2017,56.5990295410,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2000,244.7727661133,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2001,254.0350799561,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2002,181.1029663086,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2003,189.8437194824,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2004,201.9602661133,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2005,212.2737579346,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2006,235.0012664795,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2007,275.6832885742,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2008,321.5144958496,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2009,355.9369506836,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2010,400.8640441895,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LBY,2011,312.5773315430,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2000,217.1761322021,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2001,218.8180236816,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2002,254.3668823242,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2003,338.8630676270,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2004,366.9596862793,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2005,438.9326782227,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2006,536.0573730469,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2007,704.2931518555,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2008,936.5093383789,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2009,864.7363891602,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2010,805.2244873047,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2011,925.4716186523,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2012,896.9370727539,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2013,958.9271850586,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2014,1021.2329711914,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2015,920.1997680664,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2016,988.5279541016,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LTU,2017,1078.1791992188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2000,2893.9941406250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2001,3106.4833984375,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2002,3583.9467773438,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2003,4597.0751953125,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2004,5600.3012695312,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2005,5815.8305664062,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2006,6065.3442382812,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2007,6662.4453125000,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2008,7548.1982421875,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2009,7639.8510742188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2010,7452.2050781250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2011,7164.6884765625,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2012,7096.8701171875,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2013,6522.0229492188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2014,6680.9736328125,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2015,5567.4184570312,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2016,5595.5541992188,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/LUX,2017,5782.6284179688,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2000,12.8651924133,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2001,15.5334863663,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2002,15.1286258698,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2003,17.4605312347,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2004,15.0371942520,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2005,16.5033531189,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2006,17.1977615356,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2007,19.6716537476,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2008,22.1997928619,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2009,20.8381462097,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2010,21.9588222504,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2011,23.5922260284,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2012,19.5754718781,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2013,19.5307598114,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2014,22.9971313477,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2015,22.9058227539,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2016,24.4707241058,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDG,2017,24.6708374023,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2000,8.9097471237,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2001,7.5614838600,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2002,10.9865684509,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2003,12.1607418060,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2004,15.7234592438,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2005,16.9763145447,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2006,20.5908546448,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2007,24.5432949066,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2008,32.0583457947,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2009,34.7943496704,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2010,33.2283554077,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2011,38.3807678223,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2012,31.7540016174,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2013,38.5492782593,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2014,34.4116287231,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2015,34.0019035339,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2016,29.4262447357,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MWI,2017,32.2593841553,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2000,111.4155502319,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2001,114.7081985474,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2002,121.9134445190,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2003,143.0026245117,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2004,155.2648773193,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2005,164.3391265869,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2006,203.8542175293,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2007,234.3573303223,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2008,270.9453430176,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2009,251.4061889648,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2010,292.8907165527,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2011,352.5934143066,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2012,382.2892456055,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2013,388.6967773438,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2014,421.9693908691,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2015,376.0573730469,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2016,361.5219726562,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MYS,2017,384.0660705566,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2000,221.1403198242,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2001,229.5926818848,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2002,247.1714324951,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2003,235.9890747070,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2004,295.7519531250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2005,322.0964355469,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2006,387.2604980469,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2007,461.7489624023,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2008,755.1884765625,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2009,667.7261962891,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2010,602.6596679688,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2011,585.9229736328,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2012,648.1459960938,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2013,674.5965576172,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2014,716.1892700195,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2015,853.5374755859,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2016,1052.5161132812,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MDV,2017,1006.9387817383,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2000,14.9814119339,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2001,15.8676729202,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2002,16.6936721802,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2003,20.3443508148,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2004,23.3441467285,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2005,24.6649417877,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2006,27.7309894562,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2007,30.4560909271,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2008,33.9974632263,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2009,35.5037612915,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2010,32.6487998962,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2011,32.9484252930,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2012,28.6210155487,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2013,31.8850021362,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2014,37.9027748108,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2015,30.8325347900,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2016,29.3947067261,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLI,2017,31.3781051636,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2000,647.1015014648,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2001,685.9840087891,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2002,830.6463012695,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2003,1074.0931396484,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2004,1223.8574218750,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2005,1379.6864013672,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2006,1474.4844970703,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2007,1596.1231689453,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2008,1751.1650390625,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2009,1677.3623046875,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2010,1733.6688232422,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2011,1960.0611572266,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2012,1898.6014404297,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2013,2121.0822753906,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2014,2462.4846191406,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2015,2249.8586425781,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2016,2328.2363281250,USDollar
dcs:WorldBank/SH_XPD_CHEX_PC_CD,dcid:country/MLT,2017,2585.5639648438,USDollar
