StatisticalVariable,ISO3166Alpha3,Year,Value
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2007,319636.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2008,320706.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2009,321348.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2010,321403.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2011,320846.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2012,319669.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2013,327832.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2014,335751.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2015,343372.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2016,350725.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2017,357828.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2018,364641.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/GNQ,2019,371174.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1983,1667.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1984,1720.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1985,1778.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1986,1837.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1987,1896.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1988,1953.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1989,2008.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1990,2059.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1991,2109.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1992,2160.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1993,2213.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1994,2273.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1995,2335.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1996,2399.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1997,2460.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1998,2512.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,1999,2559.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2000,2596.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2001,2631.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2002,2660.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2003,2690.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2004,2711.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2005,2731.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2006,2745.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2007,2749.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2008,2752.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2009,2749.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2010,2747.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2011,2746.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2012,2741.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2013,2731.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2014,2723.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2015,2706.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2016,2691.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2017,2671.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2018,2651.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/GNQ,2019,2632.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1975,8324.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1976,8367.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1977,8436.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1978,8525.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1979,8642.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1980,8778.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1981,8928.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1982,9076.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1983,9222.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1984,9344.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1985,9414.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1986,9424.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1987,9347.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1988,9172.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1989,8883.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1990,8487.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1991,7990.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1992,7415.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1993,6793.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1994,6179.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1995,5611.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1996,5126.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1997,4745.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1998,4476.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,1999,4306.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2000,4229.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2001,4230.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2002,4288.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2003,4375.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2004,4470.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2005,4555.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2006,4610.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2007,4624.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2008,4592.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2009,4525.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2010,4422.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2011,4280.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2012,4125.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2013,3963.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2014,3810.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2015,3668.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2016,3532.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2017,3404.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2018,3288.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/ERI,2019,3178.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1960,908856.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1961,928817.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1962,949792.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1963,971563.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1964,993876.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1965,1016538.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1966,1039438.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1967,1062645.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1968,1089070.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1969,1116391.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1970,1144743.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1971,1174185.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1972,1204690.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1973,1236209.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1974,1268673.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1975,1302039.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1976,1336150.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1977,1371069.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1978,1407081.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1979,1444634.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1980,1483977.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1981,1524515.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1982,1565800.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1983,1608109.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1984,1650817.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1985,1688177.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1986,1727180.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1987,1766569.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1988,1801113.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1989,1824203.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1990,1831655.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1991,1822378.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1992,1799439.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1993,1768179.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1994,1735811.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1995,1707963.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1996,1684842.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1997,1666404.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1998,1656964.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,1999,1661609.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2000,1682931.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2001,1722742.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2002,1777901.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2003,1840344.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2004,1899402.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2005,1947596.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2006,1982891.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2007,2007170.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2008,2021434.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2009,2040896.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2010,2055234.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2011,2064302.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2012,2067973.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2013,2068003.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2014,2066675.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2015,2065661.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2016,2065542.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2017,2066471.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2018,2068909.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/ERI,2019,2073371.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1960,514503.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1961,510808.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1962,508171.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1963,505607.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1964,503223.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1965,500376.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1966,495998.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1967,490134.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1968,484868.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1969,480160.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1970,476747.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1971,475284.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1972,473219.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1973,470361.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1974,467017.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1975,463267.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1976,459138.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1977,455120.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1978,450848.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1979,447886.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1980,447435.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1981,447430.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1982,447486.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1983,447388.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1984,447111.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1985,446909.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1986,447040.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1987,447304.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1988,446860.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1989,448250.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1990,451436.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1991,452063.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1992,446743.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1993,438168.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1994,431632.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1995,426680.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1996,423107.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1997,420938.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1998,419548.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,1999,423427.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2000,427924.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2001,426956.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2002,425998.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2003,425074.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2004,424271.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2005,423570.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2006,422804.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2007,422596.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2008,423176.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2009,424069.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2010,424820.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2011,425245.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2012,423607.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2013,420151.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2014,417118.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2015,415458.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2016,413645.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2017,412117.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2018,411399.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/EST,2019,410566.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1981,384.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1982,376.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1983,370.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1984,365.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1985,361.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1986,355.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1987,347.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1988,334.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1989,318.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1990,299.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1991,278.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1992,254.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1993,229.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1994,205.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1995,182.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1996,162.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1997,145.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1998,131.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,1999,119.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2000,110.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2001,102.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2002,95.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2003,90.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2004,85.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2005,80.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2006,75.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2007,70.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2008,65.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2009,60.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2010,54.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2011,49.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2012,45.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2013,41.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2014,37.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2015,34.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2016,32.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2017,29.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2018,27.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/EST,2019,25.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1960,323413.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1961,328461.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1962,333349.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1963,338313.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1964,343667.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1965,349637.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1966,356356.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1967,364246.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1968,372587.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1969,381056.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1970,389400.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1971,397546.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1972,405558.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1973,413527.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1974,421572.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1975,429776.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1976,438068.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1977,449898.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1978,462912.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1979,476606.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1980,490991.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1981,506026.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1982,521635.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1983,537780.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1984,554391.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1985,571386.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1986,588710.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1987,606227.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1988,623580.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1989,640379.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1990,656275.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1991,671082.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1992,684768.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1993,697435.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1994,709241.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1995,720285.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1996,730670.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1997,741058.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1998,755037.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,1999,767282.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2000,777342.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2001,784989.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2002,790535.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2003,794758.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2004,798799.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2005,803460.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2006,809084.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2007,815051.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2008,818485.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2009,822054.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2010,825462.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2011,828681.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2012,832681.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2013,836877.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2014,841535.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2015,846802.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2016,852654.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2017,859030.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2018,865789.0000000000
dcs:WorldBank/SP_RUR_TOTL,dcid:country/SWZ,2019,872797.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1960,2166.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1961,2181.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1962,2198.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1963,2218.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1964,2238.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1965,2259.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1966,2281.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1967,2308.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1968,2339.0000000000
dcs:WorldBank/SH_DTH_IMRT,dcid:country/SWZ,1969,2370.0000000000
