StatisticalVariable,ISO3166Alpha3,Year,Value,scalingFactor
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2003,63.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2004,62.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2005,60.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2006,58.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2007,57.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2008,55.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2009,53.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2010,51.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2011,49.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2012,48.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2013,46.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2014,44.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2015,42.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2016,41.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2017,40.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2018,38.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GHA,2019,37.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1960,40.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1961,40.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1962,39.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1963,38.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1964,36.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1965,36.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1966,35.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1967,34.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1968,33.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1969,31.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1970,29.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1971,27.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1972,26.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1973,25.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1974,25.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1975,25.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1976,24.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1977,22.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1978,21.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1979,20.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1980,18.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1981,17.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1982,16.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1983,15.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1984,14.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1985,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1986,13.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1987,12.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1988,11.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1989,10.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1990,9.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1991,9.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1992,8.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1993,8.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1994,8.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1995,8.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1996,7.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1997,7.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1998,6.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,1999,6.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2000,6.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2001,5.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2002,5.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2003,4.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2004,4.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2005,4.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2006,4.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2007,3.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2008,3.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2009,3.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2010,3.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2011,3.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2012,3.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2013,4.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2014,4.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2015,4.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2016,4.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2017,4.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2018,3.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRC,2019,3.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1960,69.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1961,64.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1962,60.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1963,55.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1964,51.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1965,48.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1966,46.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1967,45.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1968,44.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1969,43.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1970,42.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1971,41.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1972,40.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1973,39.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1974,38.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1975,37.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1976,36.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1977,34.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1978,33.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1979,32.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1980,30.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1981,29.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1982,27.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1983,26.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1984,25.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1985,24.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1986,23.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1987,22.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1988,21.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1989,20.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1990,19.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1991,18.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1992,17.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1993,16.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1994,16.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1995,15.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1996,15.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1997,14.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1998,14.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,1999,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2000,13.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2001,13.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2002,13.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2003,13.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2004,13.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2005,13.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2006,13.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2007,13.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2008,13.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2009,13.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2010,14.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2011,14.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2012,14.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2013,14.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2014,15.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2015,15.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2016,15.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2017,15.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2018,15.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GRD,2019,15.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1960,157.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1961,154.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1962,150.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1963,147.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1964,143.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1965,140.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1966,137.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1967,134.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1968,130.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1969,127.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1970,124.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1971,121.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1972,118.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1973,114.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1974,111.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1975,108.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1976,105.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1977,102.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1978,99.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1979,96.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1980,93.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1981,90.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1982,87.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1983,84.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1984,81.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1985,78.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1986,75.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1987,72.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1988,70.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1989,67.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1990,65.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1991,62.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1992,60.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1993,58.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1994,56.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1995,54.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1996,52.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1997,50.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1998,48.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,1999,46.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2000,45.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2001,43.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2002,41.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2003,40.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2004,39.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2005,37.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2006,36.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2007,35.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2008,34.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2009,32.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2010,31.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2011,30.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2012,29.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2013,28.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2014,27.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2015,26.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2016,25.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2017,24.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2018,23.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GTM,2019,23.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1960,219.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1961,218.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1962,216.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1963,214.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1964,212.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1965,210.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1966,208.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1967,207.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1968,204.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1969,202.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1970,200.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1971,198.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1972,196.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1973,194.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1974,191.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1975,189.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1976,186.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1977,184.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1978,180.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1979,178.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1980,174.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1981,171.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1982,168.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1983,166.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1984,163.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1985,160.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1986,157.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1987,154.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1988,151.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1989,148.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1990,145.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1991,142.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1992,138.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1993,134.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1994,130.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1995,126.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1996,122.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1997,119.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1998,115.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,1999,111.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2000,107.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2001,104.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2002,100.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2003,97.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2004,94.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2005,91.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2006,88.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2007,86.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2008,84.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2009,82.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2010,81.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2011,79.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2012,78.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2013,77.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2014,76.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2015,74.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2016,73.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2017,72.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2018,71.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GIN,2019,69.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1985,153.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1986,150.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1987,147.9000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1988,145.5000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1989,143.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1990,140.6000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1991,138.1000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1992,135.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1993,133.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1994,130.3000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1995,127.7000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1996,124.8000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1997,122.0000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1998,119.2000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,1999,116.4000000000,1000
dcs:WorldBank/SP_DYN_IMRT_MA_IN,dcid:country/GNB,2000,113.5000000000,1000
