StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,scalingFactor
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/LBR,2016,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/LBY,1995,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/LBY,2007,6.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/LBY,2014,10.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,1992,6.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,1993,16.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,1995,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,1997,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,2004,15.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,2012,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDG,2018,6.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,1992,6.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,1995,8.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,1998,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2000,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2002,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2004,6.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2006,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2009,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2010,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2014,3.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2015,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2016,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2017,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MWI,2018,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MYS,1999,15.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MYS,2015,8.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MYS,2016,11.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDV,1994,16.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDV,1995,18.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDV,1997,19.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDV,2001,13.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDV,2009,10.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,1987,11.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,1996,22.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,2001,12.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,2006,15.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,2010,8.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,2015,13.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MLI,2018,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MHL,2017,3.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,1988,19.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,1990,17.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,1996,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2000,15.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2007,13.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2008,8.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2011,13.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2012,11.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2015,14.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MRT,2018,11.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MUS,1985,18.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MUS,1995,15.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,1988,7.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,1989,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,1996,8.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,1998,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,2006,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,2012,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,2015,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MEX,2016,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDA,2005,5.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MDA,2012,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,1992,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,1999,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2000,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2004,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2005,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2010,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2013,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2016,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNG,2018,0.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNE,2005,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MNE,2013,2.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,1987,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,1992,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,1997,4.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,2003,10.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,2011,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MAR,2017,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,1995,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,1997,9.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,2001,8.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,2003,5.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,2008,4.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,2011,6.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MOZ,2015,4.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,1991,12.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,1994,9.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,1997,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,2000,10.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,2003,11.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,2009,7.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MMR,2016,6.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NAM,1992,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NAM,2000,10.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NAM,2007,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NAM,2013,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NRU,2007,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,1995,6.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,1996,12.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,1998,7.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,2001,11.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,2006,12.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,2011,11.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,2014,11.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NPL,2016,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,1993,2.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,1998,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,2001,2.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,2004,0.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,2006,1.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NIC,2012,2.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,1985,25.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,1992,18.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,1998,19.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2000,16.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2006,12.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2012,13.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2013,12.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2014,14.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2016,10.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NER,2018,14.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,1990,11.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,1993,20.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2003,11.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2007,13.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2008,14.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2011,10.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2013,18.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2014,7.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2015,7.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2016,10.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/NGA,2018,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MKD,1999,1.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MKD,2005,3.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/MKD,2011,1.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,1991,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,1994,7.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,1999,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,2009,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,2014,7.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/OMN,2017,9.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,1986,24.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,1991,12.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,1992,17.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,2001,14.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,2011,14.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,2013,10.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAK,2018,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAN,1997,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAN,2003,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PAN,2008,1.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PNG,1983,5.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PNG,2005,4.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PNG,2010,14.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PRY,1990,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PRY,2005,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PRY,2012,2.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PRY,2016,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,1991,1.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,1996,1.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2000,1.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2005,1.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2007,0.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2009,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2010,0.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2011,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2012,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2013,0.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2014,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2015,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2016,0.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2017,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PER,2018,0.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,1987,5.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,1990,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,1992,8.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,1993,9.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,1998,8.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2003,6.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2008,6.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2011,7.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2013,7.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2015,6.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/PHL,2018,5.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/QAT,1995,2.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/ROU,1991,3.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/ROU,1999,3.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/ROU,2000,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/ROU,2001,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/ROU,2002,3.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,1992,5.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,1996,11.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2000,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2005,4.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2009,4.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2010,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2012,2.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/RWA,2015,2.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/WSM,1999,1.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/WSM,2014,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/STP,1986,6.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/STP,2000,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/STP,2006,9.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/STP,2008,11.6000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/STP,2014,4.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SAU,1994,2.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SAU,2005,11.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,1986,5.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,1992,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,1993,9.4000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,1996,8.2000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2000,10.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2005,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2011,9.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2012,8.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2013,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2014,5.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2015,7.8000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2016,7.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2017,9.0000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SEN,2019,8.1000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SRB,2005,4.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SRB,2010,3.5000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SRB,2014,3.9000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SYC,1988,2.7000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SYC,2012,4.3000000000,JointChildMalnutritionEstimate,100
dcs:WorldBank/SH_STA_WAST_ZS,dcid:country/SLE,1989,8.4000000000,JointChildMalnutritionEstimate,100
