StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod,sourceScalingFactor
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2011,0.2550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2012,0.2440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2013,0.2330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2014,0.2220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2015,0.2120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/NOR,2016,0.2020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2000,0.0820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2005,0.0850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2010,0.0940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2011,0.0980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2012,0.1020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2013,0.1060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2014,0.1080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2015,0.1110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/OMN,2016,0.1110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2000,0.2450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2005,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2010,0.2130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2011,0.2110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2012,0.2090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2013,0.2070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2014,0.2050000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2015,0.2030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAK,2016,0.2010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2000,0.2960000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2005,0.2400000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2010,0.1970000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2011,0.1900000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2012,0.1820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2013,0.1750000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2014,0.1680000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2015,0.1610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PLW,2016,0.1560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2000,0.1500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2005,0.1120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2010,0.0850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2011,0.0810000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2012,0.0760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2013,0.0720000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2014,0.0680000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2015,0.0650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PAN,2016,0.0610000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2000,0.6090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2005,0.5210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2010,0.4420000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2011,0.4260000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2012,0.4120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2013,0.3980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2014,0.3880000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2015,0.3740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PNG,2016,0.3630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2000,0.3080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2005,0.2360000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2010,0.1830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2011,0.1730000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2012,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2013,0.1560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2014,0.1490000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2015,0.1410000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRY,2016,0.1340000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2000,0.1210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2005,0.0900000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2010,0.0670000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2011,0.0630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2012,0.0600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2013,0.0570000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2014,0.0540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2015,0.0500000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PER,2016,0.0480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2000,0.3440000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2005,0.3060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2010,0.2760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2011,0.2700000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2012,0.2650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2013,0.2590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2014,0.2530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2015,0.2470000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PHL,2016,0.2430000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2000,0.4070000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2005,0.3600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2010,0.3190000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2011,0.3130000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2012,0.3060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2013,0.3000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2014,0.2920000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2015,0.2860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/POL,2016,0.2800000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2000,0.2590000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2005,0.2480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2010,0.2370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2011,0.2350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2012,0.2330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2013,0.2310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2014,0.2300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2015,0.2290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/PRT,2016,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2000,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2005,0.1740000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2010,0.2010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2011,0.2030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2012,0.2020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2013,0.2030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2014,0.2040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2015,0.2040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/QAT,2016,0.2060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2000,0.3960000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2005,0.3600000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2010,0.3280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2011,0.3230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2012,0.3170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2013,0.3110000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2014,0.3060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2015,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ROU,2016,0.2970000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2000,0.4280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2005,0.4150000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2010,0.4030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2011,0.4020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2012,0.4010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2013,0.3980000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2014,0.3970000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2015,0.3950000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RUS,2016,0.3930000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2000,0.1780000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2005,0.1570000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2010,0.1390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2011,0.1370000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2012,0.1330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2013,0.1310000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2014,0.1280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2015,0.1250000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/RWA,2016,0.1230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2000,0.4510000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2005,0.3850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2010,0.3300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2011,0.3200000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2012,0.3100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2013,0.3020000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2014,0.2940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2015,0.2850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/WSM,2016,0.2770000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2000,0.1450000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2005,0.1460000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2010,0.1510000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2011,0.1530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2012,0.1520000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2013,0.1530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2014,0.1550000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2015,0.1560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SAU,2016,0.1560000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2000,0.1090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2005,0.0990000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2010,0.0900000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2011,0.0880000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2012,0.0870000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2013,0.0850000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2014,0.0840000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2015,0.0830000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SEN,2016,0.0820000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2000,0.4870000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2005,0.4530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2010,0.4210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2011,0.4170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2012,0.4090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2013,0.4040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2014,0.4000000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2015,0.3940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SRB,2016,0.3890000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2000,0.2510000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2005,0.2390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2010,0.2290000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2011,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2012,0.2250000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2013,0.2230000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2014,0.2190000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2015,0.2170000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SYC,2016,0.2150000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2000,0.4220000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2005,0.3490000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2010,0.2940000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2011,0.2860000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2012,0.2760000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2013,0.2690000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2014,0.2630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2015,0.2540000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SLE,2016,0.2480000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2000,0.1630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2005,0.1630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2010,0.1640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2011,0.1640000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2012,0.1630000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2013,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2014,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2015,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SGP,2016,0.1650000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2000,0.3210000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2005,0.3120000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2010,0.3040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2011,0.3040000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2012,0.3030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2013,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2014,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2015,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVK,2016,0.3010000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2000,0.2680000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2005,0.2530000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2010,0.2400000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2011,0.2390000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2012,0.2350000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2013,0.2330000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2014,0.2300000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2015,0.2280000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/SVN,2016,0.2250000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2000,0.2270000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2005,0.2180000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2010,0.2100000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2011,0.2090000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2012,0.2080000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2013,0.2060000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2014,0.2050000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2015,0.2050000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ZAF,2016,0.2030000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ESP,2000,0.3950000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ESP,2005,0.3580000000,dcs:AgeAdjusted,100.0000000000
dcs:WorldBank/SH_PRV_SMOK,dcid:country/ESP,2010,0.3270000000,dcs:AgeAdjusted,100.0000000000
