StatisticalVariable,ISO3166Alpha3,Year,Value,measurementMethod
dcid:Count_Person_InLaborForce,dcid:country/MEX,2003,41050988.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2004,42271111.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2005,43770581.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2006,45216603.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2007,46263086.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2008,47053017.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2009,48002417.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2010,48831112.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2011,49847433.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2012,51369079.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2013,52139332.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2014,52542478.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2015,53574700.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2016,54396002.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2017,55131907.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2018,56253063.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MEX,2019,57142190.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1990,1072561.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1991,1074843.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1992,1081353.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1993,1082813.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1994,1110778.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1995,1111546.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1996,1119210.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1997,1117116.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1998,1128278.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,1999,1136784.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2000,1141282.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2001,1144283.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2002,1148325.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2003,1155047.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2004,1162933.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2005,1139136.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2006,1110016.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2007,1080193.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2008,1049212.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2009,1017184.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2010,996901.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2011,1013568.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2012,978234.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2013,996549.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2014,993101.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2015,1052791.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2016,1009773.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2017,982127.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2018,988570.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MDA,2019,963122.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1990,736567.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1991,759899.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1992,784244.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1993,804583.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1994,821150.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1995,834956.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1996,856024.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1997,874668.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1998,893631.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,1999,914539.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2000,939189.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2001,963062.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2002,988050.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2003,1013271.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2004,1036425.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2005,1061831.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2006,1085832.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2007,1107893.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2008,1130429.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2009,1153072.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2010,1171446.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2011,1210110.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2012,1215683.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2013,1243019.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2014,1268989.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2015,1287072.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2016,1278706.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2017,1306828.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2018,1319351.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNG,2019,1331891.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1990,226916.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1991,228292.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1992,229669.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1993,230895.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1994,231958.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1995,232766.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1996,232799.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1997,232509.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1998,232193.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,1999,231600.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2000,231387.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2001,232228.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2002,233245.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2003,234396.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2004,235199.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2005,236022.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2006,237583.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2007,239151.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2008,240916.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2009,241283.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2010,242320.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2011,242914.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2012,249962.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2013,250757.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2014,262634.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2015,268047.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2016,271005.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2017,271367.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2018,277016.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MNE,2019,277234.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1990,7414534.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1991,7610402.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1992,7834260.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1993,8047779.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1994,8218364.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1995,8474038.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1996,8639371.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1997,8887437.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1998,9101000.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,1999,9341386.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2000,9566346.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2001,9783679.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2002,9926515.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2003,10222898.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2004,10459942.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2005,10617034.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2006,10753619.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2007,10929845.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2008,11089710.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2009,11304813.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2010,11512216.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2011,11722079.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2012,11760785.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2013,11856742.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2014,11841519.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2015,11817891.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2016,11780964.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2017,11742989.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2018,11918297.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MAR,2019,12067484.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1990,5898118.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1991,6099891.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1992,6364939.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1993,6661059.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1994,6961788.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1995,7245300.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1996,7445314.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1997,7636688.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1998,7888661.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,1999,8135206.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2000,8385280.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2001,8618196.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2002,8859074.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2003,9105708.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2004,9320233.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2005,9537873.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2006,9720676.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2007,9913064.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2008,10112823.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2009,10317103.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2010,10525354.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2011,10733724.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2012,10944988.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2013,11161894.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2014,11389306.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2015,11628554.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2016,11989898.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2017,12371703.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2018,12772428.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MOZ,2019,13193108.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1990,18876138.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1991,19294600.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1992,19622056.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1993,19965309.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1994,20308856.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1995,20677465.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1996,21064184.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1997,21469775.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1998,21876525.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,1999,22222904.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2000,22514729.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2001,22745959.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2002,22949511.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2003,23108968.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2004,23243786.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2005,23354868.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2006,23423831.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2007,23494272.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2008,23581656.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2009,23672659.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2010,23788001.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2011,24023191.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2012,24249153.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2013,24469862.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2014,24695947.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2015,24925876.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2016,24611006.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2017,24283550.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2018,24470007.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/MMR,2019,24690588.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1990,444372.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1991,458775.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1992,472860.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1993,487662.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1994,501972.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1995,508852.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1996,514401.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1997,520439.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1998,536865.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,1999,553745.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2000,571170.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2001,587776.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2002,604639.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2003,621917.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2004,639620.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2005,657719.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2006,678879.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2007,699590.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2008,720208.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2009,741249.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2010,762845.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2011,782547.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2012,803562.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2013,860775.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2014,875346.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2015,885771.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2016,897022.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2017,904494.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2018,911498.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NAM,2019,937006.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1990,9343888.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1991,9605675.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1992,9900769.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1993,10219372.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1994,10548077.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1995,10876567.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1996,11141035.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1997,11396959.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1998,11647097.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,1999,11899084.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2000,12125672.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2001,12350086.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2002,12572667.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2003,12791930.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2004,13005573.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2005,13213972.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2006,13475182.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2007,13718246.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2008,13936142.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2009,14153681.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2010,14340209.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2011,14437342.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2012,14526349.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2013,14630189.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2014,14772424.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2015,14970822.0000000000,dcs:InternationalLaborOrganization
dcid:Count_Person_InLaborForce,dcid:country/NPL,2016,15384208.0000000000,dcs:InternationalLaborOrganization
