StatisticalVariable,ISO3166Alpha3,Year,Value,sourceScalingFactor
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,1999,0.0000153244,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2000,0.0000161354,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2001,0.0000160147,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2002,0.0000162915,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2003,0.0000229466,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2004,0.0000206824,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2005,0.0000201061,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2006,0.0000221432,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2007,0.0000261624,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2008,0.0000172647,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2009,0.0000181113,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2010,0.0000162167,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2011,0.0000148440,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2012,0.0000161127,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2013,0.0000184920,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRT,2014,0.0000088945,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1990,0.0003189556,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1991,0.0004268334,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1992,0.0004706547,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1993,0.0005057513,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1994,0.0005342540,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1995,0.0004571701,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1996,0.0004569118,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1997,0.0003816443,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1998,0.0003381348,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,1999,0.0003049585,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2000,0.0003742445,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2001,0.0004157320,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2002,0.0004303315,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2003,0.0004330012,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2004,0.0004437439,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2005,0.0004358687,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2006,0.0004246903,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2007,0.0004173178,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2008,0.0004677206,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2009,0.0005211449,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2010,0.0005619095,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2011,0.0006418312,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2012,0.0005491582,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2013,0.0005184095,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2014,0.0003941220,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2015,0.0003567028,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2016,0.0004132983,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2017,0.0004589736,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/PRI,2018,0.0004082124,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2001,0.0000100294,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2004,0.0000080983,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2005,0.0000034209,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2006,0.0000055821,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2007,0.0000067926,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2008,0.0000102848,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2009,0.0000047863,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2010,0.0000028183,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2011,0.0000025613,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2012,0.0000035634,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2013,0.0000044774,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/QAT,2014,0.0000037343,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1990,0.0000519621,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1991,0.0000554832,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1992,0.0000543031,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1993,0.0000468771,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1994,0.0000486922,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1995,0.0000486135,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1996,0.0000448588,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1997,0.0000424763,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1998,0.0000359514,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,1999,0.0000369286,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2000,0.0000384127,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2001,0.0000485637,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2002,0.0000386902,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2003,0.0000431982,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2004,0.0000316385,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2005,0.0000265362,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2006,0.0000238877,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2007,0.0000250182,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2008,0.0000198546,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2009,0.0000169599,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2010,0.0000177062,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2011,0.0000137707,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2012,0.0000131251,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2013,0.0000163433,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2014,0.0000223598,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2015,0.0000251550,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2016,0.0000223078,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2017,0.0000173520,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ROU,2018,0.0000177011,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1990,0.0002322295,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1991,0.0002496383,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1992,0.0003759405,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1993,0.0004949266,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1994,0.0005255609,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1995,0.0004959032,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1996,0.0004240802,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1997,0.0003798221,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1998,0.0003639185,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,1999,0.0004121384,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2000,0.0004489272,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2001,0.0004718597,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2002,0.0004946182,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2003,0.0004664857,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2004,0.0004412740,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2005,0.0004006955,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2006,0.0003244422,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2007,0.0002882182,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2008,0.0002059401,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2009,0.0001960728,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2010,0.0001853280,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2011,0.0001818957,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2012,0.0001799309,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2013,0.0001796126,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2014,0.0001838825,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2015,0.0001840517,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2016,0.0001739980,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2017,0.0001454714,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/RUS,2018,0.0001300448,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,1995,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,1996,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,1997,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,1998,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,1999,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2000,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2001,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2002,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2003,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2004,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2005,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2006,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2007,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2008,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2009,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2010,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SMR,2011,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2006,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2007,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2008,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2009,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2010,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/STP,2011,0.0000000000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SAU,2017,0.0000198681,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2000,0.0000361207,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2001,0.0000362304,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2002,0.0000314160,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2003,0.0000238954,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2004,0.0000249456,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2005,0.0000226613,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2006,0.0000234498,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2007,0.0000260289,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2008,0.0000229845,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2009,0.0000262377,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2010,0.0000199706,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2011,0.0000218495,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2012,0.0000166573,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2013,0.0000217286,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2014,0.0000187992,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2015,0.0000167775,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2016,0.0000188963,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2017,0.0000150220,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SRB,2018,0.0000185481,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2004,0.0001879625,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2006,0.0001428984,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2007,0.0001435816,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2008,0.0001040425,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2009,0.0002401990,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2010,0.0001638131,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2011,0.0002304418,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2012,0.0000742613,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2013,0.0002375476,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SYC,2014,0.0002788388,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2006,0.0000053696,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2007,0.0000055541,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2008,0.0000065019,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2009,0.0000050449,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2010,0.0000059810,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2011,0.0000036341,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2012,0.0000017791,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2013,0.0000038529,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2014,0.0000024205,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2015,0.0000037588,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2016,0.0000037177,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2017,0.0000020084,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SGP,2018,0.0000006637,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2000,0.0000362364,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2001,0.0000324300,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2002,0.0000274799,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2003,0.0000343634,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2004,0.0000275006,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2005,0.0000233049,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2006,0.0000256003,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2007,0.0000206324,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2008,0.0000236835,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2009,0.0000175626,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2010,0.0000194558,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2011,0.0000217200,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2012,0.0000171231,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2013,0.0000182352,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2014,0.0000136531,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2015,0.0000113584,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2016,0.0000139856,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2017,0.0000222660,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVK,2018,0.0000135668,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2004,0.0000205686,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2005,0.0000102512,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2006,0.0000091738,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2007,0.0000161844,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2008,0.0000050141,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2009,0.0000059673,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2010,0.0000069137,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2011,0.0000088419,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2012,0.0000078286,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2013,0.0000087819,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2014,0.0000097355,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2015,0.0000087442,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2016,0.0000077586,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2017,0.0000096839,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/SVN,2018,0.0000048364,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2006,0.0006760000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2007,0.0006420000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2008,0.0006280000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2009,0.0005660000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2010,0.0005210000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ZAF,2011,0.0005140000,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2001,0.0000218924,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2002,0.0000208467,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2003,0.0000198295,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2004,0.0000155742,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2005,0.0000179055,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2006,0.0000143309,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2007,0.0000140278,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2008,0.0000122915,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2009,0.0000119697,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2010,0.0000105497,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2011,0.0000110682,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2012,0.0000103129,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2013,0.0000078176,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2014,0.0000084985,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2015,0.0000078983,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2016,0.0000079081,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2017,0.0000084731,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/ESP,2018,0.0000075454,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2008,0.0001690267,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2009,0.0000912149,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2010,0.0000603062,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2011,0.0000551991,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2012,0.0000507416,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2013,0.0000473251,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2014,0.0000426444,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2015,0.0000373102,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2016,0.0000395324,100000.0000000000
dcs:WorldBank/VC_IHR_PSRC_MA_P5,dcid:country/LKA,2017,0.0000392786,100000.0000000000
