,Quarter,GeoId,chained_2012_dollars,quantity_index,current_dollars
865,,,,104.501,386789500000.0
866,,,,99.95,47568500000.0
867,,,,107.918,277997300000.0
868,,,,93.427,66976800000.0
869,,,,120.526,471079500000.0
870,,,,109.04,162701100000.0
871,,,,115.338,3617798300000.0
872,,,,117.724,487205500000.0
873,,,,100.263,314985600000.0
874,,,,107.978,89429100000.0
875,,,,107.202,163865000000.0
876,,,,118.94,1416173000000.0
877,,,,112.264,762742600000.0
878,,,,96.64,99434000000.0
879,,,,124.84,109723400000.0
880,,,,103.554,1019106300000.0
881,,,,110.576,467647800000.0
882,,,,105.357,236638500000.0
883,,,,103.725,205912300000.0
884,,,,106.536,257493800000.0
885,,,,95.943,291581000000.0
886,,,,114.864,85258100000.0
887,,,,102.885,475923400000.0
888,,,,113.886,686773300000.0
889,,,,106.889,619269100000.0
890,,,,106.581,444576100000.0
891,,,,102.868,138558700000.0
892,,,,107.831,393848200000.0
893,,,,110.977,66960399999.99999
894,,,,110.43,163123400000.0
895,,,,114.772,221743700000.0
896,,,,111.327,104656700000.0
897,,,,109.488,750777900000.0
898,,,,107.179,125718100000.0
899,,,,108.208,2028626600000.0
900,,,,110.364,706057400000.0
901,,,,95.765,73733000000.0
902,,,,105.624,821398400000.0
903,,,,98.309,243782000000.0
904,,,,112.319,293860200000.0
905,,,,102.039,907064600000.0
906,,,,106.458,72719900000.0
907,,,,110.698,293666900000.0
908,,,,106.693,68632500000.0
909,,,,114.978,479117900000.0
910,,,,113.797,2396237200000.0
911,,,,123.795,254513000000.0
912,,,,106.311,40652100000.0
913,,,,111.231,655352700000.0
914,,,,120.341,726667400000.0
915,,,,100.278,98378100000.0
916,,,,103.745,392285000000.0
917,,,,97.159,49484100000.0
918,,,,109.055,284674200000.0
919,,,,94.103,66957700000.0
920,,,,121.252,480145000000.0
921,,,,111.392,168294600000.0
922,,,,115.757,3672306600000.0
923,,,,119.008,496705200000.0
924,,,,100.931,320878500000.0
925,,,,107.985,90949000000.0
926,,,,107.025,165881700000.0
927,,,,120.838,1459083400000.0
928,,,,112.546,774465800000.0
929,,,,97.772,102325300000.0
930,,,,125.821,111979000000.0
931,,,,103.456,1030934800000.0
932,,,,111.057,475737600000.0
933,,,,105.894,241200100000.0
934,,,,105.338,211630500000.0
935,,,,107.193,261932200000.0
936,,,,96.353,295694500000.0
937,,,,113.976,85682700000.0
938,,,,103.547,485547400000.0
939,,,,113.217,690985600000.0
940,,,,106.93,627744000000.0
941,,,,107.66,455267200000.0
942,,,,103.384,141301700000.0
943,,,,108.563,401424100000.0
944,,,,109.631,66851800000.0
945,,,,112.257,167984900000.0
946,,,,115.079,225702200000.0
947,,,,111.49,106115700000.0
948,,,,109.733,760551700000.0
949,,,,109.159,127929700000.0
950,,,,108.498,2059219600000.0
951,,,,110.863,717939300000.0
952,,,,96.547,73932000000.0
953,,,,105.521,831863700000.0
954,,,,99.79,247286400000.0
955,,,,112.678,298807600000.0
956,,,,102.73,922194700000.0
957,,,,106.742,73908800000.0
958,,,,111.797,300721400000.0
959,,,,106.319,69566800000.0
960,,,,116.127,489639600000.0
961,,,,115.496,2439038800000.0
962,,,,124.146,258829000000.0
963,,,,105.353,40810100000.0
964,,,,112.558,670847000000.0
965,,,,122.509,747773400000.0
966,,,,101.863,99106400000.0
967,,,,104.504,400274400000.0
968,,,,98.419,49745900000.0
969,,,,110.44,291408200000.0
970,,,,95.545,66077399999.99999
971,,,,122.8,491514600000.0
972,,,,112.886,172395800000.0
973,,,,115.323,3702293400000.0
974,,,,120.104,503021200000.0
975,,,,102.15,328975900000.0
976,,,,108.566,93034700000.0
977,,,,107.435,168487800000.0
978,,,,122.052,1493953100000.0
979,,,,114.157,795398000000.0
980,,,,98.953,105122200000.0
981,,,,127.392,114722000000.0
982,,,,104.063,1051061600000.0001
983,,,,110.722,481241500000.0
984,,,,104.917,242439700000.0
985,,,,105.252,214046100000.0
986,,,,107.512,265580500000.0
987,,,,96.913,299221000000.0
988,,,,116.223,88572000000.0
989,,,,103.75,492737800000.0
990,,,,115.372,712726900000.0
991,,,,107.119,636781200000.0
992,,,,107.205,459191800000.0
993,,,,104.732,144838500000.0
994,,,,108.919,407945200000.0
995,,,,110.565,67777600000.00001
996,,,,112.479,170407800000.0
997,,,,115.941,230380800000.0
998,,,,111.468,107477200000.0
999,,,,110.365,774657600000.0
1000,,,,111.523,128489300000.0
1001,,,,107.839,2074806400000.0
1002,,,,112.357,737518600000.0
1003,,,,98.733,73400300000.0
1004,,,,106.046,847329700000.0
1005,,,,101.682,247776500000.0
1006,,,,113.0,303623800000.0
1007,,,,103.063,933284100000.0
1008,,,,105.899,74324500000.0
1009,,,,113.334,309047200000.0
1010,,,,105.527,70043600000.0
1011,,,,117.839,503792500000.0
1012,,,,117.974,2471572300000.0
1013,,,,125.131,263544300000.0
1014,,,,107.04,41989400000.0
1015,,,,113.403,683540800000.0
1016,,,,124.59,769063800000.0
1017,,,,105.34,99438500000.0
1018,,,,104.4,405488200000.0
1019,,,,101.004,49523800000.0
1020,,,,110.654,295039800000.0
1021,,,,97.416,66609399999.99999
1022,,,,122.94,497300100000.0
1023,,,,113.475,174725400000.0
1024,,,,116.456,3778633600000.0
1025,,,,120.579,508975400000.0
1026,,,,102.203,333508100000.0
1027,,,,106.249,92299000000.0
1028,,,,107.639,171183600000.0
1029,,,,124.222,1539059000000.0
1030,,,,112.359,791679800000.0
1031,,,,98.743,106104200000.0
1032,,,,128.292,116277900000.0
1033,,,,104.226,1064989899999.9999
1034,,,,111.05,488157200000.0
1035,,,,106.267,246634700000.0
1036,,,,106.91,219270000000.0
1037,,,,109.235,272335500000.0
1038,,,,97.76,303979700000.0
1039,,,,115.956,89310400000.0
1040,,,,104.57,502853500000.0
1041,,,,114.533,716996600000.0
1042,,,,107.482,646490500000.0
1043,,,,107.311,464207000000.0
1044,,,,104.267,145431300000.0
1045,,,,109.804,415757700000.0
1046,,,,112.518,69322200000.0
1047,,,,114.697,174792300000.0
1048,,,,116.006,233018300000.0
1049,,,,111.417,108793200000.0
1050,,,,109.907,781517500000.0
1051,,,,111.303,127730800000.0
1052,,,,108.634,2118316500000.0
1053,,,,113.288,752805700000.0
1054,,,,101.41,73906800000.0
1055,,,,105.906,856166500000.0
1056,,,,102.941,249689900000.0
1057,,,,114.12,309841100000.0
1058,,,,103.261,944343000000.0
1059,,,,106.609,75782500000.0
1060,,,,113.997,314685200000.0
1061,,,,108.052,71693600000.0
1062,,,,118.576,513186900000.0
1063,,,,119.345,2502403500000.0
1064,,,,125.443,266732700000.0
1065,,,,107.214,42503400000.0
1066,,,,113.565,692950700000.0
1067,,,,125.702,782922200000.0
1068,,,,105.102,98254700000.0
1069,,,,103.639,406944300000.0
1070,,,,101.963,49335300000.0
1071,,,,110.726,296459300000.0
1072,,,,98.559,66355399999.99999
1073,,,,123.389,502546400000.0
1074,,,,113.364,175118900000.0
1075,,,,117.255,3827518000000.0
1076,,,,121.351,514222600000.0
1077,,,,102.397,336461500000.0
1078,,,,106.058,92551100000.0
1079,,,,108.056,173374700000.0
1080,,,,124.934,1560980200000.0
1081,,,,112.443,796625700000.0
1082,,,,98.897,107143500000.0
1083,,,,128.574,117027700000.0
1084,,,,104.522,1072564300000.0
1085,,,,111.437,491294500000.0
1086,,,,106.536,246755800000.0
1087,,,,108.837,223664300000.0
1088,,,,109.952,274929100000.0
1089,,,,98.538,305262000000.0
1090,,,,116.134,90050800000.0
1091,,,,104.995,508650300000.0
1092,,,,115.352,726665200000.0
1093,,,,108.058,654335900000.0
1094,,,,107.487,467293700000.0
1095,,,,103.802,145205200000.0
1096,,,,109.785,417892900000.0
1097,,,,113.174,69793200000.0
1098,,,,116.349,176834300000.0
1099,,,,116.53,236035900000.0
1100,,,,111.617,109962300000.0
1101,,,,110.539,791459900000.0
1102,,,,112.318,128051400000.0
1103,,,,108.746,2133206400000.0
1104,,,,113.589,758303300000.0
1105,,,,102.33,73091100000.0
1106,,,,106.394,863748900000.0
1107,,,,104.091,250329700000.0
1108,,,,114.614,313590600000.0
1109,,,,103.854,953728700000.0
1110,,,,106.783,76517600000.0
1111,,,,114.521,318199200000.0
1112,,,,108.32,71723100000.0
1113,,,,118.789,517617400000.0
1114,,,,120.78,2519062900000.0
1115,,,,126.201,268994400000.00003
1116,,,,106.714,42626700000.0
1117,,,,113.946,699988400000.0
1118,,,,126.602,794720000000.0
1119,,,,106.037,97862300000.0
1120,,,,103.607,408892400000.0
1121,,,,104.112,49397800000.0
1122,,,,111.857,302288800000.0
1123,,,,99.431,67672800000.0
1124,,,,124.876,512504200000.0
1125,,,,113.557,176878100000.0
1126,,,,118.636,3898158100000.0
1127,,,,123.068,525868400000.0
1128,,,,103.585,343186200000.0
1129,,,,106.91,94116200000.0
1130,,,,108.71,176491300000.0
1131,,,,126.782,1595347100000.0
1132,,,,113.683,811293800000.0
1133,,,,99.808,108993100000.0
1134,,,,130.781,119809800000.0
1135,,,,105.59,1092246100000.0001
1136,,,,112.74,501266600000.0
1137,,,,107.606,250818900000.0
1138,,,,111.387,230388100000.0
1139,,,,111.276,280448900000.0
1140,,,,100.114,313334000000.0
1141,,,,117.536,91818300000.0
1142,,,,105.697,516455400000.0
1143,,,,116.699,741342700000.0
1144,,,,108.833,664452400000.0
1145,,,,108.573,475590400000.0
1146,,,,103.998,146725500000.0
1147,,,,110.855,425203000000.0
1148,,,,114.347,71088000000.0
1149,,,,118.473,181126700000.0
1150,,,,118.331,241431900000.0
1151,,,,112.845,112065000000.0
1152,,,,111.83,806890500000.0
1153,,,,113.895,131534799999.99998
1154,,,,109.673,2168133200000.0002
1155,,,,114.872,773364600000.0
1156,,,,103.072,74538200000.0
1157,,,,107.594,880870900000.0
1158,,,,105.611,256973700000.0
1159,,,,115.954,319524500000.0
1160,,,,105.28,974558300000.0
1161,,,,107.812,77948400000.0
1162,,,,116.12,325373000000.0
1163,,,,109.713,73005500000.0
1164,,,,120.292,527938199999.99994
1165,,,,123.042,2596143700000.0
1166,,,,128.081,275047500000.0
1167,,,,107.747,43383700000.0
1168,,,,115.128,712899900000.0
1169,,,,128.196,808344500000.0
1170,,,,107.015,100240300000.0
1171,,,,104.881,417134700000.0
1172,,,,105.562,50743400000.0
