key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7
Distribution Of Children Enrolled By Management Regime: Eci (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
Distribution Of Children Enrolled By Management Regime: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Children Enrolled By Management Regime: Ecf (Public Sector),populationType,Children,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,typeOfSchool,PublicSchool,schoolEnrollment,EnrolledInSchool,,
Distribution Of Children Enrolled By Management Regime: Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Children Enrolled By Management Regime: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Children Enrolled By Management Regime: Private Sector,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Children Enrolled By Management Regime: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Enc (Public Sector),populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,typeOfSchool,PublicSchool,,,,
Distribution Of Teachers By Management Regime: Ecc (Public Sector),populationType,Teacher,measuredProperty,count,,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,typeOfSchool,PublicSchool,,,,
Distribution Of Teachers By Management Regime: Ecp (Public Sector),populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,typeOfSchool,PublicSchool,,,,
Distribution Of Teachers By Management Regime: Eck (Public Sector),populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,typeOfSchool,PublicSchool,,,,
Distribution Of Teachers By Management Regime: Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Private Sector,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Ecf (Public Sector),populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,typeOfSchool,PublicSchool,,,,
Distribution Of Teachers By Management Regime: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Eci (Public Sector),populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,typeOfSchool,PublicSchool,,,,
Participation Rate Of Women Teachers By Management Regime: Ecc (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Enc (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Ecf (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Private Sector,#ignore,ignore values,,,,,,,,,,,,
Participation Rate Of Women Teachers By Management Regime: Total,#ignore,ignore values,,,,,,,,,,,,
Proportion Of Undamaged Activity Rooms: Number Of Activity Rooms,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,typeOfClassroom,ActivityRoom,classroomCondition,UndamegedClassroom,,,,
Proportion Of Activity Rooms In Good Condition: Good Condition,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,classroomCondition,GoodConditionClassroom,typeOfClassroom,ActivityRoom,,,,
Proportion Of Activity Rooms In Good Condition:% In Good Condition,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,classroomCondition,GoodConditionClassroom,unit,Percentage,measurementDenominator,",-classroomCondition",typeOfClassroom,ActivityRoom
Proportion Of Hard Activity Rooms: Number Of Activity Rooms,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,activityType,HardActivity,typeOfClassroom,ActivityRoom,,,,
Proportion Of Hard Activity Rooms: Number Of Activity Rooms Hard,#ignore,ignore values,,,,,,,,,,,,
Proportion Of Hard Activity Rooms:% Hard In Activity Rooms,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,measurementDenominator,",-activityType",unit,Percentage,activityType,HardActivity,typeOfClassroom,ActivityRoom
Proportion Rooms Semi-Hard Activities: Number Of Activity Rooms,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,activityType,SemiHardActivity,typeOfClassroom,ActivityRoom,,,,
Proportion Rooms Semi-Hard Activities: Number Of Activity Rooms In Semi Hard,#ignore,ignore values,,,,,,,,,,,,
Proportion Rooms Semi-Hard Activities:% Semi Hard Activity Rooms,populationType,ClassRoom,measuredProperty,count,statType,measuredValue,measurementDenominator,",-activityType",unit,Percentage,activityType,SemiHardActivity,typeOfClassroom,ActivityRoom
Distribution Of Schools According To The Management Regime: Enc,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,,,,,,
Distribution Of Schools According To The Management Regime: Ecc,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,,,,,,
Distribution Of Schools According To The Management Regime: Ecp,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,,,,,,
Distribution Of Schools According To The Management Regime: Eck,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,,,,,,
Distribution Of Schools According To The Management Regime: Eci,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,,,,,,
Distribution Of Schools According To The Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools According To The Management Regime: Ecf,populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,,,,,,
Distribution Of Schools According To The Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools According To The Management Regime (Total Public),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Schools According To The Management Regime (Total Private),#ignore,ignore values,,,,,,,,,,,,
New Entrants In The First Year Of Age Ages Less Than 6 Years,#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, More Than 9 Years",#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, Total",#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, 50 Years",#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, 51",#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, 52",#ignore,ignore values,,,,,,,,,,,,
"New Entrants In The First Year Of Age By Age, 53",#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Enc,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Ecc,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Ecp,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Eck,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Eci,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Ecf,#ignore,ignore values,,,,,,,,,,,,
Breakdown By Registered Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Enrolled By Management Regime (Total Public),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Enrolled By Management Regime (Total Private),#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Enc,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Ecc,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Ecp,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Eck,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Eci,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Ecf,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Standing In Management Regime: Epr,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Enc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,,,,,,
Distribution Of Teachers By Management Regime: Ecc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,,,,,,
Distribution Of Teachers By Management Regime: Ecp,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,,,,,,
Distribution Of Teachers By Management Regime: Eck,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,,,,,,
Distribution Of Teachers By Management Regime: Eci,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,,,,,,
Distribution Of Teachers By Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime: Ecf,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,,,,,,
Distribution Of Teachers By Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime (Total Public),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Management Regime (Total Private),#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers By Qualification: Ecp,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,measurementQualifier,Qualifications,gender,Female,,
Participation Of Women Teachers By Qualification: Eck,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,measurementQualifier,Qualifications,gender,Female,,
Participation Of Women Teachers By Qualification: Eci,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,measurementQualifier,Qualifications,gender,Female,,
Participation Of Women Teachers By Qualification: Ecs,#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers By Qualification: Ecf,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,measurementQualifier,Qualifications,gender,Female,,
Participation Of Women Teachers By Qualification: Other,#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers By Qualification: Epr,#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers By Qualification (Total),#ignore,ignore values,,,,,,,,,,,,
Total,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: D6,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: Less Than D15,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: D48,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: D50,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers By Qualification Holders: P17,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools Management Regime: Enc (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Ecc (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Ecp (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Eck (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Eci (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools Management Regime: Ecf (Public Sector),populationType,School,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Secondary Schools Management Regime: Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools Management Regime: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools Management System (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Secondary Schools For Management Regime (Total),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes In Secondary Schools: Enc (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Ecc (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Schools: Ecp (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Schools: Eck (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Schools: Eci (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Schools: Ecs (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes In Secondary Schools: Ecf (Public Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,typeOfSchool,PublicSchool,schoolGradeLevel,SecondarySchool,,
Distribution Of Classes In Secondary Other (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes In The Secondary: Total (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes In Secondary Schools (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Classes In Secondary (Total),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Enc,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Ecc,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Ecp,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Eck,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Eci,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Ecf,populationType,Student,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Students Enrolled In The Secondary Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Students Enrolled In The Secondary Management Regime (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Students Enrolled In The Secondary Management Regime (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Students Enrolled In The Secondary Management Regime (Total),#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Enrolled In Secondary Management Regime: Enc,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Ecc,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Ecp,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Eck,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Eci,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Enrolled In Secondary Management Regime: Ecf,populationType,Person,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Girls Enrolled In Secondary Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Enrolled In Secondary Management Regime (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Enrolled In Secondary Management Regime (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Of Girls Enrolled In Secondary Management Regime (Total),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers In The Secondary Management Regime: Enc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Ecc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Ecp,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Eck,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Eci,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers In The Secondary Management Regime: Ecf,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,schoolEnrollment,EnrolledInSecondarySchool,,,,
Distribution Of Teachers In The Secondary Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers In The Secondary Management Regime (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers In The Secondary Management Regime (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Distribution Of Teachers In The Secondary Management Regime (Total),#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers In The Secondary Management Regime: Enc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Ecc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Ecp,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingProtestant,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Eck,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingKimbanguiste,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Eci,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingIslamic,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Ecs,#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers In The Secondary Management Regime: Ecf,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingBrotherhood,schoolEnrollment,EnrolledInSecondarySchool,gender,Female,,
Participation Of Women Teachers In The Secondary Management Regime: Other,#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers In The Secondary Management Regime (Public Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers In The Secondary Management Regime (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers In The Secondary Management Regime (Total),#ignore,ignore values,,,,,,,,,,,,
Proportion Rooms Courses In Good Condition In Secondary Classes Number Of Rooms In Good Condition,#ignore,ignore values,,,,,,,,,,,,
Proportion Rooms Courses In Good Condition In Secondary Rooms Number Of Courses,#ignore,ignore values,,,,,,,,,,,,
Proportion Rooms Courses In Good Condition In Secondary% Of Undamaged During Halls,#ignore,ignore values,,,,,,,,,,,,
Over The Proportion Of Hard Halls In Secondary Classes Number Of Rooms,#ignore,ignore values,,,,,,,,,,,,
"Proportion Of Hard Courses In Secondary Rooms, Number Of Rooms During Hard",#ignore,ignore values,,,,,,,,,,,,
Proportion Of Hard Over The Facilities In Secondary% Of Hard Over The Facilities,#ignore,ignore values,,,,,,,,,,,,
Over The Proportion Of Rooms In Semi-Hard In The Secondary Current Number Of Rooms,#ignore,ignore values,,,,,,,,,,,,
Over The Proportion Of Rooms In Semi-Hard In Secondary Rooms Number Of Current Semi-Hard,#ignore,ignore values,,,,,,,,,,,,
Proportion Of The Rooms Semi-Hard Being In Secondary% Semi Hard Over The Facilities,#ignore,ignore values,,,,,,,,,,,,
Proportion Of Land Being Beaten Rooms In Secondary Rooms Number Of Courses,#ignore,ignore values,,,,,,,,,,,,
Proportion Of Land Being Beaten Rooms In Secondary Rooms Number Of Courses Clay,#ignore,ignore values,,,,,,,,,,,,
Proportion Of Land Being Beaten Rooms In Secondary Rooms Courses% Clay,#ignore,ignore values,,,,,,,,,,,,
"Gross Enrolment In Pre-Primary, Children",populationType,Student,measuredProperty,count,statType,measuredValue,enrollmentLevel,PrePrimaryEducation,,,,,,
"Gross Enrolment In Pre-Primary, Estimation 3-5 Years",populationType,Student,measuredProperty,count,statType,measuredValue,enrollmentLevel,PrePrimaryEducation,age,[3 5 Years],,,,
Gross Enrolment In Pre-Primary Ger In%,#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
"Tba (In%) (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"Tba (In%) (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"Tba (In%) (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
"Estimated Population Of 6 Years (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"Estimated Population Of 6 Years (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"Estimated Population Of 6 Years (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
New Registered In 1St Year (Net Rate),#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Net Rate), F",#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Net Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
"New Registered In 1St Year (Net Rate), G",#ignore,ignore values,,,,,,,,,,,,
Tna (In%) (Rate Net),#ignore,ignore values,,,,,,,,,,,,
"Tna (In%) (Rate Net), Gf",#ignore,ignore values,,,,,,,,,,,,
"Tna (In%) (Rate Net), G",#ignore,ignore values,,,,,,,,,,,,
"Tna (In%) (Net Rate), F",#ignore,ignore values,,,,,,,,,,,,
Estimated Population Of 6 Years (Net Rate),#ignore,ignore values,,,,,,,,,,,,
"Pupils Enrolled In Primary (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"Pupils Enrolled In Primary (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"Pupils Enrolled In Primary School (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
"Population Estimate Of 6 To 11 Years (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"Population Estimate Of 6 To 11 Years (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"Population Estimate Of 6 To 11 Years (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
"Tbs (In%) (Gross Rate), G",#ignore,ignore values,,,,,,,,,,,,
"Tbs (In%) (Gross Rate), F",#ignore,ignore values,,,,,,,,,,,,
"Tbs (In%) (Gross Rate), Gf",#ignore,ignore values,,,,,,,,,,,,
Gross Enrollment Ratio-Boys,variableMeasured,dcid:worldBank/SE_PRM_ENRR_MA,,,,,,,,,,,,
Gross Enrollment Ratio-Girls,variableMeasured,dcid:worldBank/SE_PRM_ENRR_FE,,,,,,,,,,,,
Parity Index Tbsf / Tbsg,#ignore,ignore values,,,,,,,,,,,,
Number Of Clay Activity Rooms: Good (Private Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,classroomCondition,GoodConditionClassroom,activityType,ClayActivity,typeOfSchool,PrivateSchool,,
Number Of Clay Activity Rooms: Poor (Private Sector),populationType,ClassRoom,measuredProperty,count,statType,measuredValue,classroomCondition,PoorConditionClassroom,activityType,ClayActivity,typeOfSchool,PrivateSchool,,
Number Of Clay Activity Rooms: Total (Private Sector),#ignore,ignore values,,,,,,,,,,,,
Participation Of Women Teachers By Qualification: Ecc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,ConventionalTeachingCatholic,measurementQualifier,Qualifications,gender,Female,,
Participation Of Women Teachers By Qualification: Enc,populationType,Teacher,measuredProperty,count,statType,measuredValue,schoolManagementRegime ,NonConventionalTeaching,measurementQualifier,Qualifications,gender,Female,,
